bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,21457332.348481,0.138908970765978,0.171715447986706
5,9,7,60011987.4237805,0.38850138830274,0.480254727740026
10,14,12,25657675.7479923,0.166100858788866,0.205329311855302
15,19,17,23913032.5534937,0.154806510238645,0.191367548908498
20,24,22,7329466.51207777,0.0474489854060774,0.058655130338888
25,29,27,16571322.2316346,0.107278261716941,0.132614435686765
30,34,32,2747784.3519706,0.0177884133041411,0.0219895471303958
35,39,37,-431363.923114084,-0.00279253346185849,-0.00345205303715591
40,44,42,36224073.520182,0.23450486239012,0.289888459171009
45,49,47,-6319919.88262134,-0.0409134533576127,-0.050576085426632
50,54,52,18438494.2014275,0.119365828444936,0.147556753121855
55,59,57,-1178136.64880734,-0.00762693827217953,-0.00942821125916097
60,64,62,1140262.29413939,0.00738174993562835,0.00912511618315662
65,69,67,13336208.7419525,0.0863350112762739,0.106724965684316
70,74,72,14759318.6452083,0.0955478401935705,0.118113611327826
75,79,77,13691523.5249595,0.088635223157409,0.10956842432817
80,84,82,-3419869.65378616,-0.0221393119166031,-0.027368008292867
85,89,87,-761920.005754568,-0.00493246420787566,-0.00609737655144446
90,94,92,262115.026210636,0.00169686184293055,0.00209761392603832
95,99,97,-4627874.52262997,-0.0299596089733927,-0.0370352443618613
100,104,102,1344356.54119306,0.00870300093445015,0.0107584103175419
105,109,107,-13981249.0987408,-0.0905108282235436,-0.111886995709136
110,114,112,22800667.5477667,0.147605359808939,0.182465684865895
115,119,117,-4099215.74541767,-0.0265372149201003,-0.0328045749903474
120,124,122,41103707.2933227,0.266094292713217,0.328938443845606
125,129,127,6269377.31151792,0.040586254411452,0.0501716110913106
