bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,59853900.3092288,0.376513430209936,0.534910617638133
5,9,7,28196024.8629266,0.177368258118147,0.251986136182385
10,14,12,66590374.4546709,0.418889498852365,0.59511407183619
15,19,17,36049455.9378069,0.226770590424711,0.322171765609027
20,24,22,23770142.3535606,0.149527061526142,0.212432297009873
25,29,27,2511073.33671404,0.0157960104626488,0.0224413076263511
30,34,32,-5416828.42175861,-0.0340747827526377,-0.0484098617091445
35,39,37,4090817.21339548,0.0257334545187508,0.0365593812760216
40,44,42,1244258.16752544,0.0078270573563524,0.0111198585464563
45,49,47,13914488.5241245,0.087529664345485,0.124352926243814
50,54,52,11201973.1422036,0.0704664743834633,0.100111343476441
55,59,57,-6832219.16394121,-0.0429783566329249,-0.0610591215266113
60,64,62,-3448131.13012743,-0.0216906111867494,-0.0308157353653584
65,69,67,3668051.43578745,0.0230740289461449,0.0327811495810403
70,74,72,-7345802.57868593,-0.046209074300202,-0.0656489848466369
75,79,77,18732723.740241,0.117838971832647,0.167413197371731
80,84,82,-6463425.78062733,-0.0406584466341971,-0.0577632377925505
85,89,87,14195865.4820038,0.0892996777121301,0.12686757477216
90,94,92,-6840847.15061736,-0.043032631339209,-0.0611362293117024
95,99,97,6334380.97554588,0.039846684961842,0.0566099723239262
100,104,102,-6131782.49946191,-0.0385722308863084,-0.0547993622314389
105,109,107,-2499277.89873017,-0.0157218107731851,-0.0223358925241661
110,114,112,-10064209.7307136,-0.0633093266852477,-0.0899432220002824
115,119,117,-5765072.93530934,-0.0362654292380191,-0.0515221014607751
120,124,122,-8202620.85383539,-0.0515989250229851,-0.073306316956925
