bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,2535700.34104571,0.010748048113458,0.0149464159134087
5,9,7,-1488753.15188979,-0.00631036335270392,-0.00877529708079244
10,14,12,54039432.7372451,0.22905641241676,0.318529687574379
15,19,17,38060496.2825675,0.161326651515306,0.224343546475763
20,24,22,25614741.5904811,0.108572953425068,0.150983369418143
25,29,27,23207851.5641639,0.0983708923266371,0.136796212202107
30,34,32,15891771.5022575,0.0673602956743324,0.0936723565591515
35,39,37,33273447.8727101,0.141035836469952,0.196126798868338
40,44,42,-3356920.24295047,-0.0142289448403013,-0.01978700926411
45,49,47,-889909.517728488,-0.00377205072631946,-0.00524547698399789
50,54,52,9966221.61513251,0.0422437256070464,0.0587448331073472
55,59,57,19739054.9847063,0.0836677383583595,0.11634975977382
60,64,62,-1589976.84919187,-0.00673941924358105,-0.00937194939639921
65,69,67,-7942977.66124467,-0.0336678213451566,-0.0468190368531155
70,74,72,-9893429.84774472,-0.0419351838580538,-0.0583157697780417
75,79,77,10572755.1578464,0.0448146333732325,0.0623199805520553
80,84,82,-7446969.00208625,-0.0315653943166032,-0.0438953665769279
85,89,87,-6502349.85521541,-0.0275614464229517,-0.038327409503941
90,94,92,-2725988.21384682,-0.0115546194496556,-0.0160680475368797
95,99,97,-4030969.06110441,-0.0170860289409212,-0.0237601183176489
100,104,102,3961032.35443221,0.0167895889097227,0.0233478838400112
105,109,107,-2319218.35878927,-0.00983044806296091,-0.013670385898273
110,114,112,23065205.3117166,0.0977662590583876,0.135955399041713
115,119,117,8710508.55302349,0.0369211469924616,0.051343166045047
120,124,122,-2477532.85338944,-0.0105014941552285,-0.0146035538452551
125,129,127,-19652046.1061925,-0.08329893468017,-0.115836895195393
130,134,132,-11956308.527676,-0.0506790874436742,-0.070475188708609
