bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,181607438.049625,0.497370761616603,0.985150839891021
5,9,7,71494096.4250461,0.195801854659165,0.387828108236062
10,14,12,63375557.4080338,0.173567501388887,0.343788141496857
15,19,17,11501416.1138237,0.0314990848042183,0.062390780169331
20,24,22,52470684.8571724,0.143702178557386,0.284633381825339
25,29,27,14284263.267546,0.0391205061687509,0.0774866608238926
30,34,32,-1684175.56654888,-0.00461247453973551,-0.00913600781844734
35,39,37,2258968.14697855,0.00618666680063708,0.0122540375613629
40,44,42,1253457.06976517,0.00343285993205005,0.0067995248339392
45,49,47,7405366.66400548,0.020281178443364,0.0401712796958926
50,54,52,2818950.11110288,0.00772029702514347,0.0152917253796898
55,59,57,-13621144.9985626,-0.0373044151428094,-0.0738894980278537
60,64,62,3300327.72385738,0.00903865244302821,0.0179030146782055
65,69,67,-9085044.57056155,-0.0248813351804801,-0.0492828894303901
70,74,72,-788646.84806738,-0.00215987785347549,-0.00427810729062037
75,79,77,-14014877.7901864,-0.0383827364965298,-0.0760253477184089
80,84,82,-1967348.85195287,-0.00538800506945077,-0.0106721145051911
85,89,87,-7150985.2781197,-0.0195845006806144,-0.0387913580437324
90,94,92,-2356727.73969276,-0.00645440232736319,-0.0127843459336637
95,99,97,-9471805.91094142,-0.0259405637258221,-0.0513809216663192
100,104,102,-4922897.50901604,-0.0134824063910352,-0.0267048347126583
105,109,107,7134310.52133649,0.0195388332973282,0.0387009038705643
110,114,112,10228412.4609004,0.0280126923789138,0.0554852226033515
115,119,117,12212751.0573726,0.0334472274928496,0.0662494999696157
120,124,122,6759496.48385429,0.0185123249929922,0.0366676811799406
125,129,127,4169151.9498001,0.0114181131722193,0.0226160535553425
130,134,132,-6246015.50110198,-0.017106047638882,-0.0338822433869782
135,139,137,-1289711.58449697,-0.00353215066484077,-0.00699619169968788
