bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,3139358.56521936,0.0138099384911632,0.0506191163534374
5,9,7,140642516.359712,0.618681956781936,2.26772436214372
10,14,12,1395359.61533665,0.00613814257292582,0.0224988223728684
15,19,17,33038131.8446307,0.145333691312643,0.532707878122457
20,24,22,3243171.14965871,0.0142666067486854,0.0522929937336466
25,29,27,3894390.54979562,0.017131300179942,0.0627932758461624
30,34,32,44488742.4362806,0.195704563155343,0.717337883843428
35,39,37,27297510.9162749,0.120080882410854,0.440145925520808
40,44,42,30541414.3925424,0.134350710641002,0.492450727311753
45,49,47,27596729.8317588,0.121397136904369,0.444970540735466
50,54,52,-4300164.73300182,-0.0189162879075188,-0.0693359915526431
55,59,57,29118062.6078165,0.128089431405134,0.469500558318272
60,64,62,18985137.6563473,0.0835150167888209,0.306116957349063
65,69,67,5719505.08341684,0.025159920971424,0.0922214800529879
70,74,72,16089999.3455175,0.0707793954300748,0.259435656067077
75,79,77,4554099.73824682,0.0200333399200026,0.0734304475727725
80,84,82,-3334775.15304358,-0.0146695698464038,-0.0537700195685261
85,89,87,12934278.4943303,0.0568974797632892,0.208552713699501
90,94,92,17254774.0973617,0.0759032025215099,0.278216520840652
95,99,97,-9852016.34515838,-0.0433387065905501,-0.158854221756186
100,104,102,-11693698.0470188,-0.0514402058282504,-0.188549555505345
105,109,107,1179744.47355246,0.00518965842116567,0.0190222370377447
110,114,112,-8335755.510322,-0.0366687233979207,-0.134405984313332
115,119,117,23702343.831273,0.104265856736696,0.382177338242518
120,124,122,-7061915.92257922,-0.0310651435618253,-0.113866554691644
125,129,127,-17340736.1537606,-0.0762813468738607,-0.279602575744683
