bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,69590838.6234958,0.274217819320554,0.541442801880549
5,9,7,31437932.1163592,0.123878966821144,0.244598892427558
10,14,12,15560130.2799859,0.0613136021654559,0.121063644339781
15,19,17,21996387.5186501,0.0866752224517318,0.171140137479636
20,24,22,36782664.1537148,0.144939508598284,0.286182910480037
25,29,27,9129482.71164836,0.035974086391706,0.0710307965371464
30,34,32,18325992.2533415,0.0722122873067372,0.142583086928634
35,39,37,-1871966.19762375,-0.00737635152424877,-0.0145645984890441
40,44,42,9388029.92987747,0.036992873573705,0.0730423907789368
45,49,47,-1008509.61831909,-0.00397396142609344,-0.00784658274374943
50,54,52,10043829.7778864,0.0395770068847676,0.0781447593406931
55,59,57,7231060.81615845,0.0284934880453042,0.0562603628051064
60,64,62,-1595060.98405053,-0.00628522594900814,-0.0124101721642866
65,69,67,-4134476.39743432,-0.0162916143009944,-0.0321677756614939
70,74,72,8232936.8609058,0.0324413103399383,0.0640553338607053
75,79,77,550153.600539999,0.00216784168168501,0.00428040116821466
80,84,82,-1096834.56586807,-0.00432199968784685,-0.00853378393319919
85,89,87,-1284618.48670665,-0.00506194905897619,-0.00999481320455255
90,94,92,-3355400.46273977,-0.0132217202154684,-0.0261062729507577
95,99,97,5275172.75999071,0.0207864483227458,0.0410428208090164
100,104,102,-3282675.08802085,-0.012935150976483,-0.0255404422834674
105,109,107,-5542305.78431531,-0.0218390672715576,-0.0431212158395414
110,114,112,11118593.0271094,0.0438120360971946,0.0865068201597313
115,119,117,10807526.8104036,0.0425863014847575,0.0840866084296391
120,124,122,-11670943.1098008,-0.0459885328627623,-0.0908043107821598
125,129,127,-981834.575538717,-0.00386885029068822,-0.00763904091512697
