scan_id,z_index_0based,z_um,r_um,distance_from_vessel_bottom_um,V,B_left,B_right,B,B_standard_deviation,B_median_diagnostic,B_scaled_mad_diagnostic,background_mode,T,P,tail_z_fraction,background_left_valid_count,background_right_valid_count,region,validity,frame_id,bscan_index,flow_speed_mm_s
flow05,0,0.0,-1457.95,-1457.95,4439394.123518914,3141949.1154614724,6575818.50275696,4858883.809109217,3670665.473373877,3852297.7088400694,3290966.3242622702,bilateral,-419489.6855903029,-58602709.07696531,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,1,6.7,-1451.25,-1451.25,4114167.9221669333,7413621.137807664,1842667.662977652,4628144.400392658,6404049.178994307,2445576.024346781,1900870.3179239556,bilateral,-513976.4782257247,-71802514.00813374,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,2,13.4,-1444.55,-1444.55,4120820.73835634,5396088.292718406,7835190.383548429,6615639.338133417,5946661.571605883,3252489.816348711,2716726.968031725,bilateral,-2494818.5997770764,-348526158.38885754,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,3,20.1,-1437.8500000000001,-1437.8500000000001,2483785.3609834397,1989875.0608489446,3710027.5908024563,2849951.3258257005,2699340.0542978635,2054205.1664338412,1299591.1990382231,bilateral,-366165.9648422608,-51153385.28846383,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,4,26.8,-1431.15,-1431.15,5870961.47264159,3606726.9378812155,2582756.3546944014,3094741.646287809,2766749.6724406076,1903482.0888500223,2004666.120286062,bilateral,2776219.826353781,387837909.74162316,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,5,33.5,-1424.45,-1424.45,5273226.975680921,3777906.790608129,4024589.57359744,3901248.1821027845,2466388.467997112,3865991.3790698047,3430299.6423160443,bilateral,1371978.7935781365,191665437.46286565,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,6,40.2,-1417.75,-1417.75,5650342.867023351,3926498.085277077,7138675.041939318,5532586.563608198,7032036.460188503,1959541.1098533794,2536147.8064393285,bilateral,117756.30341515172,16450555.587096693,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,7,46.9,-1411.05,-1411.05,6411440.941804847,5771826.267967023,5867822.217785485,5819824.242876254,4215743.000481605,7090038.267782921,6824785.094083875,bilateral,591616.6989285928,82648852.84032442,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,8,53.6,-1404.3500000000001,-1404.3500000000001,4771992.96669602,4891509.523984082,1122261.3217066494,3006885.422845366,3506922.8548655105,1762884.0127434442,779098.6064515598,bilateral,1765107.5438506552,246585523.87593654,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,9,60.300000000000004,-1397.65,-1397.65,5120910.518963087,6999847.251051327,4847645.897592292,5923746.574321808,6519499.705235355,5002001.343800265,5201343.25502425,bilateral,-802836.0553587211,-112156196.93361333,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,10,67.0,-1390.95,-1390.95,4811110.696575855,11067174.351965925,8040158.667184569,9553666.509575246,9192707.709262053,5663449.566837311,6826568.941899193,bilateral,-4742555.812999391,-662535047.0760149,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,11,73.7,-1384.25,-1384.25,18732919.459148783,32249104.330163456,11379664.381873284,21814384.356018364,23877497.964214817,12066770.635974381,10647026.288993925,bilateral,-3081464.8968695803,-430480646.09268034,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,12,80.4,-1377.55,-1377.55,50032684.63173439,32375768.96351377,59490740.516657494,45933254.740085624,32777707.850858323,33216484.0327352,22549276.977401324,bilateral,4099429.8916487624,572690355.8633322,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,13,87.10000000000001,-1370.8500000000001,-1370.8500000000001,21446736.903463397,12737467.362838697,25195036.605863947,18966251.98435132,15061709.015074272,14670738.630312208,15595509.135725839,bilateral,2480484.9191120765,346523743.1999571,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,14,93.8,-1364.15,-1364.15,9687615.250837557,7354331.718548161,9730785.944502061,8542558.83152511,5541422.441591879,6782264.511889908,4481261.571420443,bilateral,1145056.4193124457,159964381.77794868,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,15,100.5,-1357.45,-1357.45,5313393.498813726,12581211.295937486,8261417.995038417,10421314.645487953,7931603.62581115,6990394.161453281,6953789.688112129,bilateral,-5107921.146674227,-713576584.1903894,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,16,107.2,-1350.75,-1350.75,5240004.038327456,6042513.505274417,7636172.012097101,6839342.758685758,4799632.441739921,6086338.555691014,4851739.875200594,bilateral,-1599338.720358301,-223427619.23405463,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,17,113.9,-1344.05,-1344.05,7518368.920296039,3901257.7542379373,5801712.965704592,4851485.359971264,6291491.29539974,887625.7065555315,827008.691011966,bilateral,2666883.5603247755,372563633.37737113,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,18,120.60000000000001,-1337.3500000000001,-1337.3500000000001,5938831.784692455,9851045.842736103,10105830.372829188,9978438.107782645,9565569.84627143,4685163.4803572055,3370682.832443817,bilateral,-4039606.3230901896,-564333003.3356994,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,19,127.3,-1330.65,-1330.65,6177340.347732369,6732868.342997566,9527985.65528492,8130426.999141244,5861303.5330015365,6151206.002286142,6865025.200222336,bilateral,-1953086.6514088742,-272846205.2018197,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
flow05,20,134.0,-1323.95,-1323.95,3154647.2429827526,5453075.317661642,4226979.2430687845,4840027.280365214,5664722.918284419,2263611.1110737897,2075586.826283629,bilateral,-1685380.0373824611,-235447591.2223298,0.0,5,5,other,valid,flow05_Bscan000,0,5.0
