scan_id,z_index_0based,z_um,r_um,distance_from_vessel_bottom_um,V,B_left,B_right,B,B_standard_deviation,B_median_diagnostic,B_scaled_mad_diagnostic,background_mode,T,P,tail_z_fraction,background_left_valid_count,background_right_valid_count,region,validity,frame_id,bscan_index,flow_speed_mm_s
flow10,0,0.0,-1417.75,-1417.75,6379736.337913353,5681575.492673082,6723470.044006968,6202522.768340025,5648145.053507129,4255592.779218939,5053158.850060474,bilateral,177213.5695733286,38260409.67088164,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,1,6.7,-1411.05,-1411.05,4938860.439211222,11726080.518351955,3904845.4431798086,7815462.980765882,12036171.770729104,3890234.2650549086,4365066.431453314,bilateral,-2876602.5415546605,-621058488.7216512,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,2,13.4,-1404.3500000000001,-1404.3500000000001,7476121.643529889,4265950.671978084,6786813.193108079,5526381.932543082,4612194.111480574,4943436.962933947,3237208.2887324584,bilateral,1949739.710986807,420948803.6020516,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,3,20.1,-1397.65,-1397.65,6203516.886039712,4054049.4090932882,6780728.160570952,5417388.784832121,2254685.4884872823,5358713.395302979,3205111.3028756045,bilateral,786128.101207591,169725057.0507189,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,4,26.8,-1390.95,-1390.95,7665093.4728967585,4921876.756226322,5445824.841458758,5183850.79884254,5036375.686944223,3960572.038900101,4538841.379074264,bilateral,2481242.674054217,535700293.3283055,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,5,33.5,-1384.25,-1384.25,7266796.269739656,2374962.7183171264,5287730.506816349,3831346.612566738,4258743.387159514,1328799.7579861085,1882406.9829034053,bilateral,3435449.657172919,741713580.9836332,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,6,40.2,-1377.55,-1377.55,4861921.560173124,3182044.045407952,3520594.57139515,3351319.3084015506,2988778.9852390233,1708728.1824445534,1588982.4713047289,bilateral,1510602.2517715725,326139026.1574825,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,7,46.9,-1370.8500000000001,-1370.8500000000001,7388572.497499307,3258150.0151611394,4804228.09385444,4031189.0545077897,4422316.854925125,2243904.4514845433,2409011.7769696307,bilateral,3357383.442991516,724859085.3418683,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,8,53.6,-1364.15,-1364.15,6877911.813063894,4485982.867436364,12894120.817205867,8690051.842321116,8491091.848343588,6975377.223193858,8148959.280652894,bilateral,-1812140.0292572232,-391241032.3166345,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,9,60.300000000000004,-1357.45,-1357.45,4619574.591948767,6198069.159061909,5384111.697822334,5791090.428442122,6230969.440644607,3108673.754794845,3193280.824229384,bilateral,-1171515.8364933557,-252930269.09891546,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,10,67.0,-1350.75,-1350.75,4010326.715347767,4886101.950994669,3715950.041484193,4301025.996239431,3267072.6902300194,3399803.71872203,2856658.0894645737,bilateral,-290699.2808916645,-62761974.74451036,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,11,73.7,-1344.05,-1344.05,5460938.826164801,5793208.2202180335,6801930.294248265,6297569.257233148,7015326.688498947,5220685.486827455,2704764.0155625604,bilateral,-836630.4310683468,-180628510.06765607,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,12,80.4,-1337.3500000000001,-1337.3500000000001,6357123.390727663,5568025.655275472,4438255.845307921,5003140.750291696,4434338.455529976,2948001.7647160627,2572809.7493881085,bilateral,1353982.6404359678,292324852.07012546,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
flow10,13,87.10000000000001,-1330.65,-1330.65,4573400.3503630515,2849251.8297959873,3157774.7001613947,3003513.264978691,2954182.853387655,2422458.5712931016,2607493.7480611755,bilateral,1569887.085384361,338938621.73448354,0.0,5,5,other,valid,flow10_Bscan249,249,10.0
