bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,22987587.8890568,0.0528774964868654,0.244250758417409
5,9,7,32861436.1462879,0.0755899437020048,0.349163676508967
10,14,12,71348326.1710132,0.164119910477753,0.758099669403708
15,19,17,40703903.9441372,0.0936296817306541,0.432492502340262
20,24,22,1145695.70265169,0.002635401364613,0.0121733974716616
25,29,27,20107271.3475339,0.0462520110927263,0.213646438244953
30,34,32,1165750.11449813,0.00268153178495437,0.012386482260146
35,39,37,20663109.0925808,0.0475305840579645,0.219552398950354
40,44,42,5940494.15237486,0.0136646985402928,0.0631197239612284
45,49,47,2161282.49659533,0.0049715180284421,0.0229643445626143
50,54,52,-1957496.10454602,-0.00450275574326176,-0.0207990464437592
55,59,57,-184778.394770741,-0.000425038893488682,-0.00196333183280139
60,64,62,-8153833.17333603,-0.0187559602624864,-0.08663718638981
65,69,67,142922.706799664,0.00032875980564669,0.00151860124252119
70,74,72,1008453.49617802,0.00231970820334331,0.0107151534323193
75,79,77,-4619597.33138449,-0.0106262885362279,-0.0490847564006855
80,84,82,-6332993.65654111,-0.0145675506034502,-0.0672901615919075
85,89,87,6672174.59047486,0.0153477559355212,0.0708940717000002
90,94,92,924009.827215357,0.00212546556116349,0.00981791139512856
95,99,97,17338579.2032317,0.0398832911626442,0.184228164377599
100,104,102,8633760.27139678,0.0198599187797582,0.0917365712514208
105,109,107,-8498572.36099971,-0.0195489510396201,-0.0903001547903851
110,114,112,-3389008.97707768,-0.00779561175118723,-0.0360093463015616
115,119,117,20958471.3876077,0.048209994998904,0.222690721462328
120,124,122,2026862.94087847,0.00466231770609911,0.0215360921253238
