bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,25693000.5654396,0.132504312309582,0.206761829611735
5,9,7,34963431.2370702,0.18031391079651,0.281364685049857
10,14,12,15102301.7393341,0.0778858078940785,0.121534249416298
15,19,17,5094631.06293805,0.0262741046436471,0.0409985294277686
20,24,22,15434822.5030849,0.0796006887627894,0.124210176711044
25,29,27,13947426.0534337,0.0719298663848904,0.11224050386164
30,34,32,3427011.23323204,0.0176738316562154,0.0275785271120163
35,39,37,13866469.9774527,0.0715123585446587,0.111589018008697
40,44,42,10566084.3157059,0.0544915621082001,0.0850294974066151
45,49,47,3700342.78867899,0.0190834610879651,0.0297781352251633
50,54,52,-8777779.60494789,-0.0452688913152171,-0.0706382956877713
55,59,57,16211142.8356732,0.0836043391554154,0.130457536256377
60,64,62,1967297.99273955,0.0101457775230277,0.0158316320950644
65,69,67,-1381514.99362233,-0.00712476900893931,-0.0111176025155126
70,74,72,5053218.53088798,0.0260605313373173,0.0406652662546441
75,79,77,6089134.12130284,0.0314029701299017,0.0490016924440245
80,84,82,-5162841.00403563,-0.0266258779336056,-0.0415474420463288
85,89,87,1623567.11776629,0.00837308370737554,0.0130654925613615
90,94,92,-4131986.12039583,-0.0213095382908392,-0.0332517413840923
95,99,97,332900.896664577,0.00171684129564523,0.00267898637601487
100,104,102,-12341870.0954508,-0.0636496700899805,-0.0993199542912987
105,109,107,-1469703.2155638,-0.00757957457640883,-0.0118272883333439
110,114,112,1263055.73484589,0.00651384921462036,0.010164313583117
115,119,117,7560814.42912267,0.0389927409949491,0.060844891227809
120,124,122,-4347860.58998298,-0.0224228492124261,-0.0349889693962359
125,129,127,9669955.74141187,0.0498700349270768,0.0778179931248762
130,134,132,2979521.3473918,0.0153660303763402,0.0239773974077056
