scan_id,flow_mm_s,lag_frames,pair_count,acf
flow07,7,80,411,-0.0094474420816177164
flow07,7,81,410,0.0020804459987951024
flow07,7,82,409,0.0063975718698047147
flow07,7,83,408,-0.01471162129030067
flow07,7,84,407,0.0096744896802188427
flow07,7,85,406,-0.022447188325573686
flow07,7,86,405,0.025746640404815287
flow07,7,87,404,0.0079244362521657136
flow07,7,88,403,-0.024534521280026093
flow07,7,89,402,-0.022420003092829478
flow07,7,90,401,0.050760368360985186
flow07,7,91,400,0.00627356291628774
flow07,7,92,399,0.0032762940787907859
flow07,7,93,398,0.038190418034939493
flow07,7,94,397,0.018616381267741743
flow07,7,95,396,-0.020889089557619429
flow07,7,96,395,-0.054631888277575862
flow07,7,97,394,-0.019361975631924308
flow07,7,98,393,-0.084246112491624572
flow07,7,99,392,-0.043755893243887442
flow07,7,100,391,0.031506645533790428
flow07,7,101,390,-0.0093071101571303629
flow07,7,102,389,-0.05958679422060234
flow07,7,103,388,0.01248944756993413
flow07,7,104,387,-0.068073723865268415
flow07,7,105,387,-0.034971334492828757
flow07,7,106,385,-0.057510000750352321
flow07,7,107,385,-0.071210879241026467
