metric,n,abs_delta_pct_median,abs_delta_pct_p95,abs_delta_pct_max
ri_tail,2422,12.081474554817307,22.028862565738127,30.555317943492305
source_mean_raw,2422,22.101392000419892,45.156073750094158,68.275410109160831
tail_mean_raw,2422,7.1485630372083344,16.238016817076918,24.688585750425922
