scan_id,flow_mm_s,primary,min_across_methods,max_across_methods,range_pct_of_primary,max_abs_delta_pct_vs_primary
flow01,1,0.26894256223210494,0.26080034555467374,0.2721457656472312,4.2185290414412142,3.0274927887406089
flow03,3,0.25632875814502498,0.24825830773925298,0.26129036734500949,5.0841191991353814,3.1484763801671951
flow05,5,0.256645550299264,0.24825830054048456,0.26314697937522996,5.8012612404089277,3.2680285120857966
flow07,7,0.32317992329725742,0.31268237325832937,0.3278190289654711,4.6836621386345216,3.2482061174550485
flow10,10,0.25946745609265887,0.24922949540860048,0.26140574663986599,4.6927855287243521,3.9457590706104924
