subset,all_5_scans_evaluable,flow07_ri_median,flow01_ri_median,other4_scan_median_ri,flow07_vs_flow01_pct,flow07_vs_other4_median_pct,flow07_rank_desc,flow07_source_vs_other4_pct,flow07_tail_vs_other4_pct
all_valid,True,0.32317992329725742,0.26894256223210494,0.25805650319596141,20.166893858304256,25.236108873351267,1,-20.091159496175521,1.7514206652254485
central80_width,True,0.32260650776767852,0.26952967519947141,0.25776973044872287,19.692389169736664,25.152983325888755,1,-19.519979971861936,1.9211251050763445
central80_z,True,0.32588504399829088,0.26813960652782581,0.25842471937249967,21.535586711048825,26.104439540302742,1,-20.162525479484923,1.6427093756099755
central80_z_and_width,True,0.32383433034789111,0.26764539069842697,0.25732676899350981,20.993800604164257,25.845566559015364,1,-20.003869634670188,1.568232327223837
direct_and_central80_z_width,True,0.32223306106042937,0.26758646907688999,0.26062704803753634,20.422031118410882,23.637613013220463,1,-18.526164967247336,1.6263000889720194
direct_only,True,0.32131088395282698,0.26805297372277076,0.25998249800859918,19.868427307632597,23.589428678464078,1,-18.41710320117442,1.6669995443910175
