bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,24232777.8479959,0.0976110544236666,0.26206735570472
5,9,7,26701196.6463989,0.107553990523798,0.288762272454547
10,14,12,21640698.0481615,0.0871700045366414,0.234035096952577
15,19,17,-6228187.95916842,-0.0250875074106905,-0.0673552474887328
20,24,22,31210679.0742252,0.125718450968499,0.337530438567005
25,29,27,9285066.36699123,0.0374007934278444,0.100414108758128
30,34,32,762306.954938387,0.0030706172496103,0.00824403083992875
35,39,37,-2629582.46943654,-0.0105921128459038,-0.0284378344362908
40,44,42,29523645.7118461,0.118922981361891,0.319285878449399
45,49,47,-6282970.49447226,-0.0253081746849317,-0.0679476976921694
50,54,52,3095752.7962417,0.0124698743401041,0.0334792715187479
55,59,57,-2894698.82745256,-0.011660017128823,-0.0313049569484163
60,64,62,4545037.36122117,0.0183076778075795,0.0491526778442736
65,69,67,-8162888.57309446,-0.0328805952730898,-0.08827822533107
70,74,72,-1550108.87694207,-0.00624392972604726,-0.0167637790839657
75,79,77,-8275465.16551246,-0.033334060408547,-0.0894956940865834
80,84,82,-1681064.70293499,-0.00677142749531966,-0.0181800115624445
85,89,87,-8074635.85400543,-0.0325251081300115,-0.0873238090907821
90,94,92,-12401454.3909021,-0.0499537876786616,-0.134116541632274
95,99,97,9743362.15847468,0.0392468358306277,0.105370386035048
100,104,102,-482780.436470423,-0.00194466799285635,-0.00522106847037505
105,109,107,-7141995.80381721,-0.0287683791545861,-0.0772376970771173
110,114,112,7983118.6448706,0.0321564714290275,0.0863340887562054
115,119,117,-3060713.14368173,-0.0123287325587337,-0.033100332333616
120,124,122,5522083.4118477,0.0222432767645113,0.0597190221773733
125,129,127,-7807897.83674165,-0.0314506717082643,-0.0844391490122423
