bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,196933194.938703,0.172306056736268,0.919412867613058
5,9,7,101550795.94211,0.088851537764676,0.474105488079779
10,14,12,86320036.9403433,0.0755254348417445,0.402998350382163
15,19,17,-4039663.49108352,-0.00353449039866906,-0.0188597894615223
20,24,22,73597520.6447165,0.0643939106954739,0.343601329000079
25,29,27,52295024.0097533,0.04575536072958,0.244147351601473
30,34,32,40793917.4607541,0.0356925050582518,0.190452669218293
35,39,37,-1114251.32277883,-0.000974910561426425,-0.00520205343866276
40,44,42,18383494.7369153,0.0160845787737093,0.0858261687069959
45,49,47,11156359.3320771,0.00976122021806133,0.0520851770511285
50,54,52,13037276.0938527,0.0114069222053346,0.0608665258441738
55,59,57,17689749.6232379,0.0154775887487163,0.0825873130912265
60,64,62,-7294566.06209108,-0.00638235678932819,-0.0340558020359522
65,69,67,-1135470.6750962,-0.000993476364542766,-0.00530111924404453
70,74,72,-5888903.6624864,-0.00515247705648929,-0.0274932512271937
75,79,77,7029691.65549066,0.00615060579099658,0.0328191951865807
80,84,82,9872622.93013646,0.0086380192392926,0.0460918564891231
85,89,87,-437269.868377969,-0.000382587845453106,-0.00204146154096219
90,94,92,2490014.14804713,0.00217862975919861,0.0116250134923454
95,99,97,-5203223.43565577,-0.00455254337794419,-0.024292047774357
100,104,102,11908478.1771772,0.010419284149013,0.0555965593976877
105,109,107,-8036056.0535666,-0.00703112103946044,-0.0375175619468757
110,114,112,-7203502.86031157,-0.0063026813378773,-0.033630659492014
115,119,117,-5059785.94756789,-0.00442704321547401,-0.0236223878306023
120,124,122,-15697051.9566183,-0.0137340844232537,-0.0732840979754464
125,129,127,-9173546.51536392,-0.00802636460979107,-0.0428281108753542
