z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-198,-217,2214706.45181471,7733372.60863084,-5518666.15681613,-14671503.4489288,above_vessel
2,-197,-216,17987.1229365881,21346537.2564137,-21328550.1334771,-10095084.8028724,above_vessel
3,-196,-215,7541497.57603627,22213001.024965,-14671503.4489288,-5518666.15681613,above_vessel
4,-195,-214,2562239.28881763,5477440.15995334,-2915200.87113571,-4105606.19804248,above_vessel
5,-194,-213,989897.590378899,3648932.98691264,-2659035.39653374,-4105606.19804248,above_vessel
6,-193,-212,28989.783986317,4134595.9820288,-4105606.19804248,-2915200.87113571,above_vessel
7,-192,-211,930063.052206125,5215529.38615787,-4285466.33395175,-2659035.39653374,above_vessel
8,-191,-210,5772719.85734922,2770597.11197972,3002122.74536949,-2080021.05102591,above_vessel
9,-190,-209,20991815.3786807,2046256.30125222,18945559.0774285,-1770468.60345583,above_vessel
10,-189,-208,2414939.80555744,4494960.85658335,-2080021.05102591,3002122.74536949,above_vessel
11,-188,-207,4224661.36892259,5995129.97237843,-1770468.60345583,1401041.31191636,above_vessel
12,-187,-206,13064506.8469955,1228529.4211591,11835977.4258364,1401041.31191636,above_vessel
13,-186,-205,3419018.71691555,2017977.40499919,1401041.31191636,1401041.31191636,above_vessel
14,-185,-204,13278520.4238004,4958141.81284222,8320378.61095814,1401041.31191636,above_vessel
15,-184,-203,6983062.77757797,5805830.2284126,1177232.54916536,1177232.54916536,above_vessel
16,-183,-202,2435841.72698253,1777164.2729092,658677.454073329,658677.454073329,above_vessel
17,-182,-201,995787.540956888,5683071.25550018,-4687283.71454329,-552614.158009398,above_vessel
18,-181,-200,3929002.02856095,4481616.18657035,-552614.158009398,-688368.4572948,above_vessel
19,-180,-199,1966747.01862291,5108122.45911773,-3141375.44049482,-3141375.44049482,above_vessel
20,-179,-198,4226814.15077804,4915182.60807284,-688368.4572948,-688368.4572948,above_vessel
21,-178,-197,2888435.50235674,6474057.94950827,-3585622.44715153,-688368.4572948,above_vessel
22,-177,-196,3734994.32487956,2053780.1965108,1681214.12836876,-688368.4572948,above_vessel
23,-176,-195,3721331.18687434,3063499.27419034,657831.912684,-3251375.20420872,above_vessel
24,-175,-194,688682.709926982,3940057.91413571,-3251375.20420872,657831.912684,above_vessel
25,-174,-193,4062345.54977843,10094140.2437759,-6031794.69399746,657831.912684,above_vessel
26,-173,-192,23744652.7872078,4035062.036069,19709590.7511388,-1922567.35302346,above_vessel
27,-172,-191,4928559.75900955,3711532.5470992,1217027.21191035,-1393938.19788679,above_vessel
28,-171,-190,1355731.10459576,3278298.45761923,-1922567.35302346,1217027.21191035,above_vessel
29,-170,-189,1378170.22268895,2772108.42057574,-1393938.19788679,1217027.21191035,above_vessel
30,-169,-188,2167186.0571247,631734.439236318,1535451.61788838,1535451.61788838,above_vessel
31,-168,-187,7824508.54885234,2551928.99170425,5272579.55714809,2446197.59874748,above_vessel
32,-167,-186,4613012.7614626,2166815.16271513,2446197.59874748,2446197.59874748,above_vessel
33,-166,-185,5385815.30174478,1732931.4998423,3652883.80190248,2446197.59874748,above_vessel
34,-165,-184,1106771.67369529,1775404.51301409,-668632.839318803,-78465.6284411098,above_vessel
35,-164,-183,3272178.0516806,3350643.68012171,-78465.6284411098,-78465.6284411098,above_vessel
36,-163,-182,1744857.00426756,3893510.08638356,-2148653.08211601,-668632.839318803,above_vessel
37,-162,-181,4132085.17612512,3354853.215597,777231.960528122,-2148653.08211601,above_vessel
38,-161,-180,612684.982153647,4502589.42697272,-3889904.44481908,-2148653.08211601,above_vessel
39,-160,-179,577374.073008696,6273892.33707341,-5696518.26406471,118367.670644773,above_vessel
40,-159,-178,3221272.642435,3102904.97179023,118367.670644773,-3889904.44481908,above_vessel
41,-158,-177,12601140.4293685,3775686.79968034,8825453.62968811,118367.670644773,above_vessel
42,-157,-176,1520913.82683085,5433147.78533481,-3912233.95850397,118367.670644773,above_vessel
43,-156,-175,4957301.84911809,3433349.32217703,1523952.52694107,-2962221.82013952,above_vessel
44,-155,-174,293293.903076998,3255515.72321652,-2962221.82013952,-2962221.82013952,above_vessel
45,-154,-173,247380.451380561,4078438.39459362,-3831057.94321306,-650260.322052897,above_vessel
46,-153,-172,1965280.06424318,2615540.38629608,-650260.322052897,-1988837.67619389,above_vessel
47,-152,-171,8902757.92275855,2531727.37840428,6371030.54435427,-650260.322052897,above_vessel
48,-151,-170,5749409.07529526,7738246.75148915,-1988837.67619389,1813339.99973814,above_vessel
49,-150,-169,5665499.52300838,2803330.66846283,2862168.85454555,2862168.85454555,above_vessel
50,-149,-168,5543168.22692158,3729828.22718344,1813339.99973814,1813339.99973814,above_vessel
51,-148,-167,12013543.6821077,5329179.00064886,6684364.68145888,1813339.99973814,above_vessel
52,-147,-166,1253237.69377646,2796691.09035829,-1543453.39658182,-1421271.50047886,above_vessel
53,-146,-165,1920863.99592168,3530721.0981856,-1609857.10226392,-1543453.39658182,above_vessel
54,-145,-164,1894656.62991007,3315928.13038893,-1421271.50047886,-1543453.39658182,above_vessel
55,-144,-163,1199976.31115793,4089502.3278996,-2889526.01674167,-1609857.10226392,above_vessel
56,-143,-162,660932.501500981,932441.031143332,-271508.529642351,-1421271.50047886,above_vessel
57,-142,-161,1194.1867261622,1802408.63859084,-1801214.45186468,-271508.529642351,above_vessel
58,-141,-160,3711761.60894429,2652542.68776428,1059218.92118002,1059218.92118002,above_vessel
59,-140,-159,3079686.52092111,1533757.09289375,1545929.42802737,1545929.42802737,above_vessel
60,-139,-158,3481462.03461351,1550153.65393423,1931308.38067928,1545929.42802737,above_vessel
61,-138,-157,16396285.9458096,3530844.53823404,12865441.4075755,1931308.38067928,above_vessel
62,-137,-156,677482.375663964,3926750.3378167,-3249267.96215273,1931308.38067928,above_vessel
63,-136,-155,6623906.99515799,3865588.54597902,2758318.44917897,2758318.44917897,above_vessel
64,-135,-154,2845340.01152654,2260614.23031929,584725.781207256,584725.781207256,above_vessel
65,-134,-153,8176408.40525022,3482711.86602173,4693696.5392285,584725.781207256,above_vessel
66,-133,-152,657266.263885082,2570640.08198093,-1913373.81809584,584725.781207256,above_vessel
67,-132,-151,4470016.21737778,4046905.82243321,423110.394944579,423110.394944579,above_vessel
68,-131,-150,7030773.93161312,4231908.31305331,2798865.61855982,-1913373.81809584,above_vessel
69,-130,-149,1499682.12304781,8849037.01463629,-7349354.89158849,-602924.969541618,above_vessel
70,-129,-148,2082782.31060247,4283822.43287957,-2201040.12227711,-602924.969541618,above_vessel
71,-128,-147,237515.679601182,840440.6491428,-602924.969541618,-2201040.12227711,above_vessel
72,-127,-146,4751839.23944703,4832928.83374169,-81089.5942946663,-602924.969541618,above_vessel
