diameter_um,mode,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
128,raw,11,250,275,262.5,background_real_tail_covariation.csv,rho,5,0,0.060116095143192654,0.043628577454441674,0.11596988028909122,5,0,0,0.043628577454441674,0.049574819270239386,0.062677928953112222,0.11596988028909122,0.060116095143192654
128,raw,12,275,300,287.5,background_real_tail_covariation.csv,rho,5,0,0.094142202838549793,0.066450200105716228,0.14444541315607262,5,0,0,0.081988909038592558,0.094142202838549793,0.14444541315607262,0.066450200105716228,0.099237163146539298
128,raw,13,300,325,312.5,background_real_tail_covariation.csv,rho,5,0,0.017164454219010132,-0.024139573461661644,0.11087367538540924,3,2,0,0.039233694486063647,0.017164454219010132,0.11087367538540924,-0.024139573461661644,-0.013109257394331351
128,raw,14,325,350,337.5,background_real_tail_covariation.csv,rho,5,0,0.055027427492779439,-0.016278403964317335,0.12340446884361869,4,1,0,0.12340446884361869,0.044785016724036827,0.055027427492779439,0.076253587551683877,-0.016278403964317335
128,raw,15,350,375,362.5,background_real_tail_covariation.csv,rho,5,0,0.069968500080624954,0.048321467702080699,0.15027076342426166,5,0,0,0.069968500080624954,0.048321467702080699,0.11291834403027516,0.059960409493148972,0.15027076342426166
128,raw,16,375,400,387.5,background_real_tail_covariation.csv,rho,5,0,0.092385842520265354,0.032597672840924317,0.15383456391478381,5,0,0,0.092385842520265354,0.15383456391478381,0.12556368034273468,0.032597672840924317,0.086995258927943006
128,raw,17,400,425,412.5,background_real_tail_covariation.csv,rho,5,0,0.057002338055177945,0.043553728230937033,0.13012393254437182,5,0,0,0.043553728230937033,0.050559495156637921,0.066214762692121704,0.057002338055177945,0.13012393254437182
128,raw,18,425,450,437.5,background_real_tail_covariation.csv,rho,5,0,0.10403083734243834,0.021681132422926665,0.1475722791227663,5,0,0,0.12410780065331037,0.021681132422926665,0.1475722791227663,0.070741141258551882,0.10403083734243834
128,raw,19,450,475,462.5,background_real_tail_covariation.csv,rho,5,0,0.073701778422287229,-0.049421087793321092,0.090820715082155126,3,2,0,0.07990609349514774,0.073701778422287229,-0.049421087793321092,-0.02537219502981506,0.090820715082155126
128,raw,20,475,500,487.5,background_real_tail_covariation.csv,rho,5,0,0.078817269746989452,0.017131016215763656,0.13837389536831288,5,0,0,0.05057889236216466,0.078817269746989452,0.11994801397783295,0.017131016215763656,0.13837389536831288
235,detrended_51,1,0,25,12.5,background_real_tail_covariation.csv,rho,5,0,0.020902911891356967,-0.037877602683093911,0.030500901447576986,3,2,0,0.020902911891356967,0.025568865040541035,-0.037877602683093911,0.030500901447576986,-0.033342816685397327
235,detrended_51,2,25,50,37.5,background_real_tail_covariation.csv,rho,5,0,-0.0059015862448218584,-0.033810581759464539,0.011789855632673003,1,4,0,-0.0059015862448218584,0.011789855632673003,-0.033810581759464539,-5.5113875274566563e-05,-0.02172254777726542
235,detrended_51,3,50,75,62.5,background_real_tail_covariation.csv,rho,5,0,-0.01257489669059645,-0.020801703022578211,0.11701455909282915,2,3,0,0.082754718139757669,-0.01257489669059645,-0.01315830022223418,0.11701455909282915,-0.020801703022578211
