scan_id,frame_index,side,region,median,reference_median,mad,reference_mad,half_weight,cumulative,at_k,previous,next
D285_F03_V01,0,left,tail100,27156438.05254966,27269941.875447981,19101897.717318796,19214608.685565628,167.4697379245506,167.46973792455069,27156438.05254966,26800971.129720967,27383445.698346298
