scan_id,diameter_um,flow_mm_s,region,metric,n_geometry_valid,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F05_V01,128,5,t08,left_mad,491,491,9,11029610.038885739,4961237.3358699176,21888959.774144821,491,0,0
D128_F05_V01,128,5,t08,right_mean,491,491,9,23697841.440243155,14115097.403800618,36405672.515707485,491,0,0
D128_F05_V01,128,5,t08,right_median,491,491,9,16241709.7574898,8060066.0167573569,31542198.412824523,491,0,0
D128_F05_V01,128,5,t08,right_mad,491,491,9,10892006.347989215,4613317.7620413043,22762886.587471213,491,0,0
D128_F05_V01,128,5,t08,bg_mean,491,491,9,23608056.347865079,16451314.554247467,33276262.160654385,491,0,0
D128_F05_V01,128,5,t08,bg_median,491,491,9,16169027.383978644,9248056.6249712948,29514748.741949674,491,0,0
D128_F05_V01,128,5,t08,bg_mad,491,491,9,11117327.59086217,5759882.8866881337,18681160.76941587,491,0,0
D128_F05_V01,128,5,t09,z_local,491,491,9,0.4840322573005672,-0.44999205527952313,2.5588575998701506,447,44,0
D128_F05_V01,128,5,t09,real_minus_bg_mean,491,491,9,11792805.152039658,-5198659.7485133037,39578550.982193202,474,17,0
D128_F05_V01,128,5,t09,signed_asymmetry,491,491,9,-0.0078903462358348216,-0.54457898012007977,0.56166330247604823,243,248,0
D128_F05_V01,128,5,t09,real_mean,491,491,9,35413743.708280876,17930019.761866435,61216969.193184309,491,0,0
D128_F05_V01,128,5,t09,real_median,491,491,9,24310697.787988555,10451501.229411701,48126400.234404474,491,0,0
D128_F05_V01,128,5,t09,real_mad,491,491,9,16173309.31741973,6712268.7964354511,38255568.486682862,491,0,0
D128_F05_V01,128,5,t09,left_mean,491,491,9,23591079.38754297,14770154.129292149,42416565.271498494,491,0,0
D128_F05_V01,128,5,t09,left_median,491,491,9,16021545.697024947,7587412.6696122549,34545406.148724079,491,0,0
D128_F05_V01,128,5,t09,left_mad,491,491,9,10858707.54453834,5741360.0480982009,23064185.826851822,491,0,0
D128_F05_V01,128,5,t09,right_mean,491,491,9,23524880.476150572,14392050.152623584,35037221.725707211,491,0,0
D128_F05_V01,128,5,t09,right_median,491,491,9,15905983.601448791,7925557.5269349227,27609441.114782181,491,0,0
D128_F05_V01,128,5,t09,right_mad,491,491,9,10737389.337407425,5207060.3614241909,18887461.34821457,491,0,0
D128_F05_V01,128,5,t09,bg_mean,491,491,9,23690232.569805697,17280078.449353021,33475283.28624922,491,0,0
D128_F05_V01,128,5,t09,bg_median,491,491,9,16118088.225456871,9974552.9947626311,24683002.980321039,491,0,0
D128_F05_V01,128,5,t09,bg_mad,491,491,9,11140523.037876496,7030203.2237374987,18142228.955540303,491,0,0
D128_F05_V01,128,5,t10,z_local,491,491,9,0.41361800878226501,-0.47259301028168837,2.0648776388086612,435,56,0
D128_F05_V01,128,5,t10,real_minus_bg_mean,491,491,9,9344042.3526830487,-8490489.5874620825,35283743.065305389,463,28,0
D128_F05_V01,128,5,t10,signed_asymmetry,491,491,9,-0.018581967822836113,-0.53596709502947282,0.79229247422714699,231,260,0
D128_F05_V01,128,5,t10,real_mean,491,491,9,32900220.191542841,18932008.098258816,56649833.593565218,491,0,0
D128_F05_V01,128,5,t10,real_median,491,491,9,22996193.768640611,9511049.1914707925,41708739.105242394,491,0,0
D128_F05_V01,128,5,t10,real_mad,491,491,9,15570873.28355452,6494979.6031753924,30972489.793302912,491,0,0
D128_F05_V01,128,5,t10,left_mean,491,491,9,23557806.0061092,14544120.806272166,39373388.968587205,491,0,0
D128_F05_V01,128,5,t10,left_median,491,491,9,15864291.905845677,7446866.3283345103,30509831.392553765,491,0,0
D128_F05_V01,128,5,t10,left_mad,491,491,9,10767329.432708092,5251180.2397887576,20021200.950059481,491,0,0
D128_F05_V01,128,5,t10,right_mean,491,491,9,23679582.931005925,12478430.162697488,39241839.917511456,491,0,0
D128_F05_V01,128,5,t10,right_median,491,491,9,16378897.552943354,7188362.4699702663,28807202.694794714,491,0,0
D128_F05_V01,128,5,t10,right_mad,491,491,9,10864224.450996447,4743487.8196867201,19439159.571061302,491,0,0
D128_F05_V01,128,5,t10,bg_mean,491,491,9,23651895.302768618,16093979.707245322,33008877.632800832,491,0,0
D128_F05_V01,128,5,t10,bg_median,491,491,9,16205713.46603536,8721043.2793247905,24503789.945258867,491,0,0
D128_F05_V01,128,5,t10,bg_mad,491,491,9,11078433.735039378,6380455.9131087,17581573.773341544,491,0,0
D128_F05_V01,128,5,t11,z_local,491,491,9,0.32870870220631954,-0.37909673944123756,1.7598176126258782,406,85,0
D128_F05_V01,128,5,t11,real_minus_bg_mean,491,491,9,8140928.175807137,-7099857.7412647679,39893322.054082714,447,44,0
D128_F05_V01,128,5,t11,signed_asymmetry,491,491,9,-0.032070496948466538,-0.6619530602793765,0.68268721664946386,224,267,0
D128_F05_V01,128,5,t11,real_mean,491,491,9,31529322.058033787,16449932.627109889,57788767.997445993,491,0,0
D128_F05_V01,128,5,t11,real_median,491,491,9,21435428.988689259,10288752.088002585,44016760.441729166,491,0,0
D128_F05_V01,128,5,t11,real_mad,491,491,9,14465051.739514433,6462956.5108026536,27552494.002923392,491,0,0
D128_F05_V01,128,5,t11,left_mean,491,491,9,23041022.37008287,13956701.011455398,43036982.821758248,491,0,0
D128_F05_V01,128,5,t11,left_median,491,491,9,15913951.649443896,7472795.0459249243,32168196.104292814,491,0,0
D128_F05_V01,128,5,t11,left_mad,491,491,9,10654977.146190356,5257221.5007236488,23904089.571669232,491,0,0
D128_F05_V01,128,5,t11,right_mean,491,491,9,23717961.162386406,13526958.331351332,36320769.642507166,491,0,0
D128_F05_V01,128,5,t11,right_median,491,491,9,16253948.968042547,7737406.7196387015,29630084.373334739,491,0,0
D128_F05_V01,128,5,t11,right_mad,491,491,9,10813746.457514999,5130359.0925282044,20743081.7390492,491,0,0
D128_F05_V01,128,5,t11,bg_mean,491,491,9,23637649.977070794,16374846.719565261,34959379.749602422,491,0,0
D128_F05_V01,128,5,t11,bg_median,491,491,9,16134487.549437255,9692624.3037574086,24939885.893042848,491,0,0
D128_F05_V01,128,5,t11,bg_mad,491,491,9,11052715.14423158,6477028.5031671636,17283657.203785643,491,0,0
D128_F05_V01,128,5,t12,z_local,491,491,9,0.25028991091829145,-0.39429640834936697,1.6899190817775607,392,99,0
D128_F05_V01,128,5,t12,real_minus_bg_mean,491,491,9,6321520.2586031146,-8410464.2027865015,32853955.204484906,438,53,0
D128_F05_V01,128,5,t12,signed_asymmetry,491,491,9,-0.025358555435285295,-0.72032393253270655,0.64261648759430112,216,275,0
D128_F05_V01,128,5,t12,real_mean,491,491,9,29430361.549168102,16219735.904466562,58938775.747079797,491,0,0
D128_F05_V01,128,5,t12,real_median,491,491,9,20162734.134580094,8538052.9983479325,46593816.045354627,491,0,0
D128_F05_V01,128,5,t12,real_mad,491,491,9,13479254.070351053,6489589.458654806,28156225.324029028,491,0,0
D128_F05_V01,128,5,t12,left_mean,491,491,9,22522798.474717058,13331208.432163591,37024785.188164465,491,0,0
D128_F05_V01,128,5,t12,left_median,491,491,9,15549396.435028637,7128613.8591269078,30189260.092438001,491,0,0
D128_F05_V01,128,5,t12,left_mad,491,491,9,10596804.413498718,5147617.3331436347,18360739.972563393,491,0,0
D128_F05_V01,128,5,t12,right_mean,491,491,9,23380696.209642511,14263898.645067772,38305161.129496962,491,0,0
D128_F05_V01,128,5,t12,right_median,491,491,9,15904389.667188011,7437250.341579265,27206176.074448928,491,0,0
D128_F05_V01,128,5,t12,right_mad,491,491,9,10722064.388355594,5529909.8693467863,20789168.147502933,491,0,0
D128_F05_V01,128,5,t12,bg_mean,491,491,9,23087215.616285417,16136088.468602967,32078587.896428876,491,0,0
D128_F05_V01,128,5,t12,bg_median,491,491,9,15787713.989171593,8656468.753343014,25883238.580828536,491,0,0
D128_F05_V01,128,5,t12,bg_mad,491,491,9,10959211.399029084,6421085.6062457878,18757801.716264773,491,0,0
D128_F05_V01,128,5,t13,z_local,491,491,9,0.21630798339649715,-0.45517799694430072,1.7766314669851775,370,121,0
D128_F05_V01,128,5,t13,real_minus_bg_mean,491,491,9,5695602.9267671853,-10139180.883188203,28308746.09260343,415,76,0
D128_F05_V01,128,5,t13,signed_asymmetry,491,491,9,-0.0086537327926176199,-0.58698981419316831,0.64127049578517359,238,253,0
D128_F05_V01,128,5,t13,real_mean,491,491,9,28865745.475279614,17022636.337317921,47478925.039742701,491,0,0
D128_F05_V01,128,5,t13,real_median,491,491,9,19241923.662990741,9059863.9326823074,36679584.010738485,491,0,0
D128_F05_V01,128,5,t13,real_mad,491,491,9,13240331.857118208,6045143.7397043556,28769219.757782251,491,0,0
D128_F05_V01,128,5,t13,left_mean,491,491,9,22930239.619601849,13578246.588912748,38143225.957859434,491,0,0
D128_F05_V01,128,5,t13,left_median,491,491,9,15737971.817594448,8027375.9725298584,29591374.950589716,491,0,0
D128_F05_V01,128,5,t13,left_mad,491,491,9,10622895.706178535,4567121.1125084497,20734043.469486527,491,0,0
D128_F05_V01,128,5,t13,right_mean,491,491,9,23212281.192926794,14606305.602777367,38144697.00202173,491,0,0
D128_F05_V01,128,5,t13,right_median,491,491,9,16022785.531893244,7993966.6637534834,28372094.869424779,491,0,0
D128_F05_V01,128,5,t13,right_mad,491,491,9,10810042.44238539,5551439.6289422046,20381317.002133068,491,0,0
D128_F05_V01,128,5,t13,bg_mean,491,491,9,23102495.931105934,15307776.826932361,34210383.806475401,491,0,0
D128_F05_V01,128,5,t13,bg_median,491,491,9,15954053.718982587,9136517.6832798943,23792127.792568352,491,0,0
D128_F05_V01,128,5,t13,bg_mad,491,491,9,10869171.762261719,6292451.8249624632,18419038.324862283,491,0,0
D128_F05_V01,128,5,t14,z_local,491,491,9,0.15382737358557705,-0.51140746081341981,1.5285533975346379,341,150,0
D128_F05_V01,128,5,t14,real_minus_bg_mean,491,491,9,3797122.8662352413,-11995929.947629724,23629323.782950204,386,105,0
D128_F05_V01,128,5,t14,signed_asymmetry,491,491,9,-0.022315004080148377,-0.57815496670684841,0.67563263573140209,229,262,0
D128_F05_V01,128,5,t14,real_mean,491,491,9,26994045.637679845,16420683.917556291,46007888.596454017,491,0,0
D128_F05_V01,128,5,t14,real_median,491,491,9,18077720.357518148,9162962.3123387117,35826070.738716416,491,0,0
D128_F05_V01,128,5,t14,real_mad,491,491,9,12557994.787028346,5484490.0412515514,28445663.178818777,491,0,0
D128_F05_V01,128,5,t14,left_mean,491,491,9,22560047.157640401,15029107.465108223,39013318.334389083,491,0,0
D128_F05_V01,128,5,t14,left_median,491,491,9,15679797.498434797,8268200.9093311904,33327326.411693644,491,0,0
D128_F05_V01,128,5,t14,left_mad,491,491,9,10738819.682076424,5331633.3010131242,20942319.332725465,491,0,0
D128_F05_V01,128,5,t14,right_mean,491,491,9,23142661.239731785,14196783.312831072,37286558.314503722,491,0,0
D128_F05_V01,128,5,t14,right_median,491,491,9,15626066.857376924,7517512.7585104117,28589662.122985303,491,0,0
D128_F05_V01,128,5,t14,right_mad,491,491,9,10658501.335561994,5228986.8052404225,22138829.583975334,491,0,0
D128_F05_V01,128,5,t14,bg_mean,491,491,9,22993562.300973766,16943310.15173633,34046552.756730586,491,0,0
D128_F05_V01,128,5,t14,bg_median,491,491,9,15590830.13162923,8929487.4063294064,29252498.281370524,491,0,0
D128_F05_V01,128,5,t14,bg_mad,491,491,9,10824270.414682996,6196181.1512239948,19325827.713030048,491,0,0
D128_F05_V01,128,5,t15,z_local,491,491,9,0.1197709813935703,-0.65829390296919543,1.4096570575694398,329,162,0
D128_F05_V01,128,5,t15,real_minus_bg_mean,491,491,9,3320754.7341993861,-14314245.477984741,22654252.008581597,375,116,0
D128_F05_V01,128,5,t15,signed_asymmetry,491,491,9,-0.028635897221760145,-0.65382399291811033,0.60980908812422285,215,276,0
D128_F05_V01,128,5,t15,real_mean,491,491,9,26169812.965140842,16262644.306422921,46465907.760840133,491,0,0
D128_F05_V01,128,5,t15,real_median,491,491,9,17350015.27292322,7212400.426416453,34799889.510600768,491,0,0
D128_F05_V01,128,5,t15,real_mad,491,491,9,12075472.369062398,5009667.6701486129,24924575.156923525,491,0,0
D128_F05_V01,128,5,t15,left_mean,491,491,9,22639144.352829792,14027793.519574305,38128756.463261425,491,0,0
D128_F05_V01,128,5,t15,left_median,491,491,9,15491932.244061602,7455790.4116906086,33118129.065773755,491,0,0
D128_F05_V01,128,5,t15,left_mad,491,491,9,10236087.813658074,4945604.9074065108,22641971.836857215,491,0,0
D128_F05_V01,128,5,t15,right_mean,491,491,9,23118801.495509516,14550199.650854023,36228240.628551133,491,0,0
D128_F05_V01,128,5,t15,right_median,491,491,9,15770900.938801788,8262004.2371871993,29697937.132864732,491,0,0
D128_F05_V01,128,5,t15,right_mad,491,491,9,10619344.46060076,5238140.1879982762,22487570.29227756,491,0,0
D128_F05_V01,128,5,t15,bg_mean,491,491,9,22968317.818624198,15797428.876323992,32636617.769420896,491,0,0
D128_F05_V01,128,5,t15,bg_median,491,491,9,15545184.954382226,10419682.966244746,26030546.752579182,491,0,0
D128_F05_V01,128,5,t15,bg_mad,491,491,9,10705831.372002881,6414799.5052279579,18501234.945246059,491,0,0
D128_F05_V01,128,5,t16,z_local,491,491,9,0.12529748381598294,-0.63829585795129429,2.330881192314433,332,159,0
D128_F05_V01,128,5,t16,real_minus_bg_mean,491,491,9,2844179.8916265368,-13225287.073892634,21462099.414789125,346,145,0
D128_F05_V01,128,5,t16,signed_asymmetry,491,491,9,-0.039103355395183649,-0.64372685048455802,0.66881892510628693,213,278,0
D128_F05_V01,128,5,t16,real_mean,491,491,9,25726648.113613036,14377551.138206705,42711540.826147191,491,0,0
D128_F05_V01,128,5,t16,real_median,491,491,9,17579311.882158522,7756116.2020077519,33750182.493023299,491,0,0
D128_F05_V01,128,5,t16,real_mad,491,491,9,11888072.152151149,5225259.3377917558,26391900.707752962,491,0,0
D128_F05_V01,128,5,t16,left_mean,491,491,9,22366938.459504943,14421233.698770693,36101662.211530186,491,0,0
D128_F05_V01,128,5,t16,left_median,491,491,9,15337110.845456848,5947457.6224798476,29118213.806960989,491,0,0
D128_F05_V01,128,5,t16,left_mad,491,491,9,10261192.736493247,4728464.360068582,22388408.272198487,491,0,0
D128_F05_V01,128,5,t16,right_mean,491,491,9,22867184.968735557,11290479.423886079,37224129.0722792,491,0,0
D128_F05_V01,128,5,t16,right_median,491,491,9,15730892.625757707,6391221.4441444762,29430834.326663662,491,0,0
D128_F05_V01,128,5,t16,right_mad,491,491,9,10703627.756633826,4003314.1495653032,19051219.100229241,491,0,0
D128_F05_V01,128,5,t16,bg_mean,491,491,9,22795984.372258287,14812825.073032768,32109971.847107667,491,0,0
D128_F05_V01,128,5,t16,bg_median,491,491,9,15472060.659527332,8313597.6490289876,24096343.972712725,491,0,0
D128_F05_V01,128,5,t16,bg_mad,491,491,9,10677348.639901657,6006556.3388452791,17067533.746604931,491,0,0
D128_F05_V01,128,5,t17,z_local,491,491,9,0.10316493299978088,-0.71106350270986529,1.222600187381697,319,172,0
D128_F05_V01,128,5,t17,real_minus_bg_mean,491,491,9,2284391.711322464,-11861322.355504045,17775666.046161119,337,154,0
D128_F05_V01,128,5,t17,signed_asymmetry,491,491,9,0.00059499334346471884,-0.60481611307109939,0.52885751777796619,246,245,0
D128_F05_V01,128,5,t17,real_mean,491,491,9,25199938.695221458,13529342.646344205,40489699.572725289,491,0,0
D128_F05_V01,128,5,t17,real_median,491,491,9,17303336.576907616,6383101.1707925834,31186807.306898292,491,0,0
D128_F05_V01,128,5,t17,real_mad,491,491,9,11578551.71528234,5910199.6197906621,21484186.23912473,491,0,0
D128_F05_V01,128,5,t17,left_mean,491,491,9,22638745.760316245,13173545.599229403,37905957.743926719,491,0,0
D128_F05_V01,128,5,t17,left_median,491,491,9,15889434.654048225,6662685.341947929,28259513.808623347,491,0,0
D128_F05_V01,128,5,t17,left_mad,491,491,9,10538790.121561319,4643307.0146736382,18627767.071929634,491,0,0
D128_F05_V01,128,5,t17,right_mean,491,491,9,22779682.962726574,13535997.231825566,34903120.559277453,491,0,0
D128_F05_V01,128,5,t17,right_median,491,491,9,15599898.852103062,6764583.180500499,29451910.91176739,491,0,0
D128_F05_V01,128,5,t17,right_mad,491,491,9,10404542.706692819,5198770.7186384965,20806585.314050265,491,0,0
D128_F05_V01,128,5,t17,bg_mean,491,491,9,22658141.629824679,16312818.958113115,31023124.268793166,491,0,0
D128_F05_V01,128,5,t17,bg_median,491,491,9,15664245.283949196,8789811.1090453621,26022677.67611349,491,0,0
D128_F05_V01,128,5,t17,bg_mad,491,491,9,10652910.872927465,6761602.6062611379,16919134.992221743,491,0,0
D128_F05_V01,128,5,t18,z_local,491,491,9,0.090748530588068005,-0.63251466636099229,1.4262275397108382,317,174,0
D128_F05_V01,128,5,t18,real_minus_bg_mean,491,491,9,1836078.7965774834,-11907271.846290141,18846765.879289497,319,172,0
D128_F05_V01,128,5,t18,signed_asymmetry,491,491,9,-0.025742193413958461,-0.57539982848039817,0.66128051297597956,226,265,0
D128_F05_V01,128,5,t18,real_mean,491,491,9,24791075.140688423,15403810.658378284,39093693.413352787,491,0,0
D128_F05_V01,128,5,t18,real_median,491,491,9,16780890.80505069,8482395.1439237278,33075701.243800472,491,0,0
D128_F05_V01,128,5,t18,real_mad,491,491,9,11352863.371311182,4991928.7134796241,26212176.845228255,491,0,0
D128_F05_V01,128,5,t18,left_mean,491,491,9,22354054.546301,13463072.628498195,34560165.003220156,491,0,0
D128_F05_V01,128,5,t18,left_median,491,491,9,15295040.298366947,7616336.6975484714,28748233.729985401,491,0,0
D128_F05_V01,128,5,t18,left_mad,491,491,9,10215198.888224646,4899085.3758005332,18230576.996689431,491,0,0
D128_F05_V01,128,5,t18,right_mean,491,491,9,22857603.671243533,13359210.125110975,37961468.114913508,491,0,0
D128_F05_V01,128,5,t18,right_median,491,491,9,15712133.463536881,7237809.2577839969,31043934.636418629,491,0,0
D128_F05_V01,128,5,t18,right_mad,491,491,9,10613124.574463407,5238858.2896100134,21541583.931032803,491,0,0
D128_F05_V01,128,5,t18,bg_mean,491,491,9,22777561.704303347,15632024.103931932,36101044.420036338,491,0,0
D128_F05_V01,128,5,t18,bg_median,491,491,9,15334761.649132969,10089031.47409196,27347063.666512731,491,0,0
D128_F05_V01,128,5,t18,bg_mad,491,491,9,10616827.16218742,6338581.288976958,17803749.63214517,491,0,0
D128_F05_V01,128,5,t19,z_local,491,491,9,0.097257850903438442,-0.56107420775674055,1.4734371098659123,299,192,0
D128_F05_V01,128,5,t19,real_minus_bg_mean,491,491,9,1299380.1211742349,-15461956.752909265,20180960.1981485,312,179,0
D128_F05_V01,128,5,t19,signed_asymmetry,491,491,9,-0.017604850174388589,-0.65402594116710921,0.79559697404593899,232,259,0
D128_F05_V01,128,5,t19,real_mean,491,491,9,24035404.878148586,14735594.177538041,39819083.045805432,491,0,0
D128_F05_V01,128,5,t19,real_median,491,491,9,16223390.022579944,7658824.0791066997,31436925.443097662,491,0,0
D128_F05_V01,128,5,t19,real_mad,491,491,9,11060945.463205004,5154255.8738268744,22119821.542682484,491,0,0
D128_F05_V01,128,5,t19,left_mean,491,491,9,22219406.447665893,14786012.553452438,43210449.740092345,491,0,0
D128_F05_V01,128,5,t19,left_median,491,491,9,14969492.080770614,6421695.3893274432,31907515.585558269,491,0,0
D128_F05_V01,128,5,t19,left_mad,491,491,9,10083430.121992597,3990615.3382527274,21287382.550321959,491,0,0
D128_F05_V01,128,5,t19,right_mean,491,491,9,22863355.129205108,12026520.719381023,35740553.066183947,491,0,0
D128_F05_V01,128,5,t19,right_median,491,491,9,15589223.94880653,7157211.2689817995,31580767.453637213,491,0,0
D128_F05_V01,128,5,t19,right_mad,491,491,9,10284188.023467243,3869664.6585962186,27018644.539383382,491,0,0
D128_F05_V01,128,5,t19,bg_mean,491,491,9,22547535.13948654,16548595.052501325,36261101.610902891,491,0,0
D128_F05_V01,128,5,t19,bg_median,491,491,9,15366871.130398184,9382044.9643803108,25547743.764768023,491,0,0
D128_F05_V01,128,5,t19,bg_mad,491,491,9,10417630.014101151,6547020.4998557661,18093478.88193804,491,0,0
D128_F05_V01,128,5,t20,z_local,491,491,9,0.039462676331425216,-0.50556037106284457,1.6841023571972538,268,223,0
D128_F05_V01,128,5,t20,real_minus_bg_mean,491,491,9,957242.73715825006,-9918749.7848616745,16075842.111534126,287,204,0
D128_F05_V01,128,5,t20,signed_asymmetry,491,491,9,-0.0019131115140100185,-0.66214933298813905,0.88275245645116451,243,248,0
D128_F05_V01,128,5,t20,real_mean,491,491,9,24171230.841218963,13985812.875011494,40190384.119349271,491,0,0
D128_F05_V01,128,5,t20,real_median,491,491,9,16562820.320227599,7180456.9304349339,36337415.591246001,491,0,0
D128_F05_V01,128,5,t20,real_mad,491,491,9,11231286.654459836,5980567.5477210814,24141806.508604407,491,0,0
D128_F05_V01,128,5,t20,left_mean,491,491,9,22653819.025667634,12871620.591644324,38534134.342609368,491,0,0
D128_F05_V01,128,5,t20,left_median,491,491,9,15422869.464850402,5139479.3887248999,26993452.503019318,491,0,0
D128_F05_V01,128,5,t20,left_mad,491,491,9,10269815.233397957,3843777.0809356156,20029147.455908809,491,0,0
D128_F05_V01,128,5,t20,right_mean,491,491,9,22897844.130009532,12508235.508769108,38142887.719823346,491,0,0
D128_F05_V01,128,5,t20,right_median,491,491,9,15617554.180470044,7261586.0307744918,28572349.701874088,491,0,0
D128_F05_V01,128,5,t20,right_mad,491,491,9,10651103.405695464,5459851.5449572243,22793184.482994322,491,0,0
D128_F05_V01,128,5,t20,bg_mean,491,491,9,23028578.389085617,14017073.102838626,33390057.385139894,491,0,0
D128_F05_V01,128,5,t20,bg_median,491,491,9,15680295.85436161,9652340.2697595954,23086183.562755007,491,0,0
D128_F05_V01,128,5,t20,bg_mad,491,491,9,10804631.566374011,6158443.7467628028,16169962.902191203,491,0,0
D128_F05_V01,128,5,tail100,z_local,491,491,9,1.9599995998139561,0.10026841676637362,5.9490147042358439,491,0,0
D128_F05_V01,128,5,tail100,real_minus_bg_mean,491,491,9,55031758.54172115,13405986.393010922,130131081.11571801,491,0,0
D128_F05_V01,128,5,tail100,signed_asymmetry,491,491,9,-0.00057226991366833709,-0.37258711299163633,0.42129534887527209,243,248,0
D128_F05_V01,128,5,tail100,real_mean,491,491,9,79408151.457878381,41280886.871134326,155772135.05677515,491,0,0
D128_F05_V01,128,5,tail100,real_median,491,491,9,49600154.15196041,21238961.966289908,92591858.570616007,491,0,0
D128_F05_V01,128,5,tail100,real_mad,491,491,9,35266501.402050003,15824861.058828134,66392913.005001917,491,0,0
D128_F05_V01,128,5,tail100,left_mean,491,491,9,24154465.730409279,17696431.382521126,39756051.863511235,491,0,0
D128_F05_V01,128,5,tail100,left_median,491,491,9,16579866.20983679,10647652.474188125,25661776.030461937,491,0,0
D128_F05_V01,128,5,tail100,left_mad,491,491,9,11397677.543340765,7699811.8984502992,17865025.960479066,491,0,0
D128_F05_V01,128,5,tail100,right_mean,491,491,9,24287648.928319272,16782934.078206982,38114143.995260604,491,0,0
D128_F05_V01,128,5,tail100,right_median,491,491,9,16734117.129200613,10964488.284165688,24028175.188181102,491,0,0
D128_F05_V01,128,5,tail100,right_mad,491,491,9,11670169.6936958,7008973.5569044836,18945577.146557704,491,0,0
D128_F05_V01,128,5,tail100,bg_mean,491,491,9,24218888.764419708,19568668.529192153,38935097.929385908,491,0,0
D128_F05_V01,128,5,tail100,bg_median,491,491,9,16584762.955259487,13118028.611863717,25127302.973345932,491,0,0
D128_F05_V01,128,5,tail100,bg_mad,491,491,9,11569953.702716649,8577167.0331328325,18535832.776599601,491,0,0
D128_F05_V01,128,5,tail500,z_local,491,491,9,0.51240593091797559,-0.026908720635843143,1.0255797263402222,490,1,0
D128_F05_V01,128,5,tail500,real_minus_bg_mean,491,491,9,18562714.353652451,4155721.1446259841,38393822.874461994,491,0,0
D128_F05_V01,128,5,tail500,signed_asymmetry,491,491,9,-0.011728931301923652,-0.1939916196403286,0.21008413945486248,211,280,0
D128_F05_V01,128,5,tail500,real_mean,491,491,9,42088839.342979915,27806670.638125647,62364712.441803485,491,0,0
D128_F05_V01,128,5,tail500,real_median,491,491,9,24593076.216200199,16389033.255312921,32252394.716556255,491,0,0
D128_F05_V01,128,5,tail500,real_mad,491,491,9,17732314.276213285,11981516.077702345,24093150.233701643,491,0,0
D128_F05_V01,128,5,tail500,left_mean,491,491,9,23429272.207149781,20289454.710357998,32314227.958035741,491,0,0
D128_F05_V01,128,5,tail500,left_median,491,491,9,15871132.946504267,13236437.064452678,19995031.17215294,491,0,0
D128_F05_V01,128,5,tail500,left_mad,491,491,9,11085536.155596215,9293751.7020182423,15139469.449489187,491,0,0
D128_F05_V01,128,5,tail500,right_mean,491,491,9,23675635.186393809,18304030.791236587,29215904.518720645,491,0,0
D128_F05_V01,128,5,tail500,right_median,491,491,9,16137730.763115078,11284901.821774483,19451291.571097255,491,0,0
D128_F05_V01,128,5,tail500,right_mad,491,491,9,11306115.993731862,7919841.9711421654,13865233.497773405,491,0,0
D128_F05_V01,128,5,tail500,bg_mean,491,491,9,23543574.544484362,20452392.422135312,30765066.238378212,491,0,0
D128_F05_V01,128,5,tail500,bg_median,491,491,9,15999644.967162773,13194175.431685185,19273333.200259265,491,0,0
D128_F05_V01,128,5,tail500,bg_mad,491,491,9,11204573.268136159,9455513.7668243609,13974693.108901784,491,0,0
D128_F07_V01,128,7,source,z_local,493,493,7,3.941459780841952,0.93285473898090887,9.1296346472642469,493,0,0
D128_F07_V01,128,7,source,real_minus_bg_mean,493,493,7,122467845.8073729,41311135.689889811,372717762.87218523,493,0,0
D128_F07_V01,128,7,source,signed_asymmetry,493,493,7,-0.01142147568973045,-0.35174169448748743,0.40876127379227511,229,264,0
D128_F07_V01,128,7,source,real_mean,493,493,7,145284801.08129755,61557905.23008845,396362714.23695558,493,0,0
D128_F07_V01,128,7,source,real_median,493,493,7,78192109.397560462,30164064.932994053,155958137.0552814,493,0,0
D128_F07_V01,128,7,source,real_mad,493,493,7,59619313.991092503,20634526.163010187,117056184.19859245,493,0,0
D128_F07_V01,128,7,source,left_mean,493,493,7,22321713.484793104,16185803.3192218,35273513.773239516,493,0,0
D128_F07_V01,128,7,source,left_median,493,493,7,15253398.883330667,10396657.884659765,22382663.29761241,493,0,0
D128_F07_V01,128,7,source,left_mad,493,493,7,10606761.558450639,7382161.2244545575,16661865.361316148,493,0,0
D128_F07_V01,128,7,source,right_mean,493,493,7,22515833.30877826,16625542.656300455,42208730.918163344,493,0,0
D128_F07_V01,128,7,source,right_median,493,493,7,15524120.071661672,9776997.9745763559,30808240.566056158,493,0,0
D128_F07_V01,128,7,source,right_mad,493,493,7,10573474.843230851,6455328.1231400725,21672283.478694633,493,0,0
D128_F07_V01,128,7,source,bg_mean,493,493,7,22334776.272037819,18339951.644294117,38740988.006487377,493,0,0
D128_F07_V01,128,7,source,bg_median,493,493,7,15371187.679328116,11585305.322259912,27234606.301734645,493,0,0
D128_F07_V01,128,7,source,bg_mad,493,493,7,10641294.943117142,7973865.6431878693,18353334.312539756,493,0,0
D128_F07_V01,128,7,s1,z_local,493,493,7,2.3100602125453089,-0.42511450368632592,22.399365889394844,487,6,0
D128_F07_V01,128,7,s1,real_minus_bg_mean,493,493,7,72098365.296707556,-2641320.0434406549,410464315.77788728,491,2,0
D128_F07_V01,128,7,s1,signed_asymmetry,493,493,7,0.0048736170833894917,-0.96871782848854937,0.91014659734452952,249,244,0
D128_F07_V01,128,7,s1,real_mean,493,493,7,93868609.601658985,22671763.910437509,437201755.89009386,493,0,0
D128_F07_V01,128,7,s1,real_median,493,493,7,49844391.942552842,11020623.711084744,246432315.07362238,493,0,0
