scan_id,diameter_um,flow_mm_s,side,mode,kind,region,rho,n_pairs,status
D235_F07_V01,235,7,right,detrended_51,structural_source_vs_tail,tail100,0.2173231779335987,444,ok
D235_F07_V01,235,7,right,detrended_51,structural_source_vs_tail,tail500,0.26790183966651976,444,ok
D235_F10_V01,235,10,real,raw,same_ROI_structural_vs_SV,source,0.82905046476677147,461,ok
D235_F10_V01,235,10,real,raw,same_ROI_structural_vs_SV,tail100,0.83079329422817116,461,ok
D235_F10_V01,235,10,real,raw,same_ROI_structural_vs_SV,tail500,0.83287565023866073,461,ok
D235_F10_V01,235,10,real,raw,structural_source_vs_tail,tail100,0.53656977748272661,461,ok
D235_F10_V01,235,10,real,raw,structural_source_vs_tail,tail500,0.63068661038103646,461,ok
D235_F10_V01,235,10,real,detrended_51,same_ROI_structural_vs_SV,source,0.77222348074873937,461,ok
D235_F10_V01,235,10,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.78597682657105961,461,ok
D235_F10_V01,235,10,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.80338742701273125,461,ok
D235_F10_V01,235,10,real,detrended_51,structural_source_vs_tail,tail100,0.56626610910560427,461,ok
D235_F10_V01,235,10,real,detrended_51,structural_source_vs_tail,tail500,0.62381815633030568,461,ok
D235_F10_V01,235,10,left,raw,same_ROI_structural_vs_SV,source,0.2599146774191573,461,ok
D235_F10_V01,235,10,left,raw,same_ROI_structural_vs_SV,tail100,0.32769934017694086,461,ok
D235_F10_V01,235,10,left,raw,same_ROI_structural_vs_SV,tail500,0.49989711316694246,461,ok
D235_F10_V01,235,10,left,raw,structural_source_vs_tail,tail100,0.44456224714642145,461,ok
D235_F10_V01,235,10,left,raw,structural_source_vs_tail,tail500,0.49730056795981536,461,ok
D235_F10_V01,235,10,left,detrended_51,same_ROI_structural_vs_SV,source,0.26947469451324951,461,ok
D235_F10_V01,235,10,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.31728375131552067,461,ok
D235_F10_V01,235,10,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.45650697043625893,461,ok
D235_F10_V01,235,10,left,detrended_51,structural_source_vs_tail,tail100,0.25561766942483544,461,ok
D235_F10_V01,235,10,left,detrended_51,structural_source_vs_tail,tail500,0.34132217663421105,461,ok
D235_F10_V01,235,10,right,raw,same_ROI_structural_vs_SV,source,0.30424579664417445,461,ok
D235_F10_V01,235,10,right,raw,same_ROI_structural_vs_SV,tail100,0.24751693652004886,461,ok
D235_F10_V01,235,10,right,raw,same_ROI_structural_vs_SV,tail500,0.43619950736804458,461,ok
D235_F10_V01,235,10,right,raw,structural_source_vs_tail,tail100,0.28280944746096121,461,ok
D235_F10_V01,235,10,right,raw,structural_source_vs_tail,tail500,0.33371821991080691,461,ok
D235_F10_V01,235,10,right,detrended_51,same_ROI_structural_vs_SV,source,0.3222328212017479,461,ok
D235_F10_V01,235,10,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.26861857716980747,461,ok
D235_F10_V01,235,10,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.49150843834218089,461,ok
D235_F10_V01,235,10,right,detrended_51,structural_source_vs_tail,tail100,0.29158267685552802,461,ok
D235_F10_V01,235,10,right,detrended_51,structural_source_vs_tail,tail500,0.38582963677767967,461,ok
D285_F01_V01,285,1,real,raw,same_ROI_structural_vs_SV,source,0.88116918876173067,453,ok
D285_F01_V01,285,1,real,raw,same_ROI_structural_vs_SV,tail100,0.66879103896134073,453,ok
D285_F01_V01,285,1,real,raw,same_ROI_structural_vs_SV,tail500,0.80399031730299297,453,ok
D285_F01_V01,285,1,real,raw,structural_source_vs_tail,tail100,0.65773638557912228,453,ok
D285_F01_V01,285,1,real,raw,structural_source_vs_tail,tail500,0.80587888728503154,453,ok
D285_F01_V01,285,1,real,detrended_51,same_ROI_structural_vs_SV,source,0.75639564074190702,453,ok
D285_F01_V01,285,1,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.60639494836429697,453,ok
D285_F01_V01,285,1,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.62205743505829025,453,ok
D285_F01_V01,285,1,real,detrended_51,structural_source_vs_tail,tail100,0.58617127988898754,453,ok
D285_F01_V01,285,1,real,detrended_51,structural_source_vs_tail,tail500,0.57312718083415282,453,ok
D285_F01_V01,285,1,left,raw,same_ROI_structural_vs_SV,source,0.24715275161935518,453,ok
D285_F01_V01,285,1,left,raw,same_ROI_structural_vs_SV,tail100,0.46088672168778,453,ok
D285_F01_V01,285,1,left,raw,same_ROI_structural_vs_SV,tail500,0.64185522891197977,453,ok
D285_F01_V01,285,1,left,raw,structural_source_vs_tail,tail100,0.56739445243217612,453,ok
D285_F01_V01,285,1,left,raw,structural_source_vs_tail,tail500,0.62346652119213042,453,ok
D285_F01_V01,285,1,left,detrended_51,same_ROI_structural_vs_SV,source,0.18372035930741801,453,ok
D285_F01_V01,285,1,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.26520403856983871,453,ok
D285_F01_V01,285,1,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.39389778015042404,453,ok
D285_F01_V01,285,1,left,detrended_51,structural_source_vs_tail,tail100,0.37921139235164508,453,ok
D285_F01_V01,285,1,left,detrended_51,structural_source_vs_tail,tail500,0.40160037010227423,453,ok
D285_F01_V01,285,1,right,raw,same_ROI_structural_vs_SV,source,0.21095765601485658,453,ok
D285_F01_V01,285,1,right,raw,same_ROI_structural_vs_SV,tail100,0.50883509957010831,453,ok
D285_F01_V01,285,1,right,raw,same_ROI_structural_vs_SV,tail500,0.75843834496725149,453,ok
D285_F01_V01,285,1,right,raw,structural_source_vs_tail,tail100,0.71587374696673456,453,ok
D285_F01_V01,285,1,right,raw,structural_source_vs_tail,tail500,0.80810231376286012,453,ok
D285_F01_V01,285,1,right,detrended_51,same_ROI_structural_vs_SV,source,0.16319478644278335,453,ok
D285_F01_V01,285,1,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.13981009158140451,453,ok
D285_F01_V01,285,1,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.33160134031156985,453,ok
D285_F01_V01,285,1,right,detrended_51,structural_source_vs_tail,tail100,0.45256485873268204,453,ok
D285_F01_V01,285,1,right,detrended_51,structural_source_vs_tail,tail500,0.55198926178932484,453,ok
D285_F03_V01,285,3,real,raw,same_ROI_structural_vs_SV,source,0.89488084758152775,474,ok
D285_F03_V01,285,3,real,raw,same_ROI_structural_vs_SV,tail100,0.69911329022371271,474,ok
D285_F03_V01,285,3,real,raw,same_ROI_structural_vs_SV,tail500,0.82163738621046156,474,ok
D285_F03_V01,285,3,real,raw,structural_source_vs_tail,tail100,0.65773323774284376,474,ok
D285_F03_V01,285,3,real,raw,structural_source_vs_tail,tail500,0.82177654643204745,474,ok
D285_F03_V01,285,3,real,detrended_51,same_ROI_structural_vs_SV,source,0.70873919657616591,474,ok
D285_F03_V01,285,3,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.55753936143143212,474,ok
D285_F03_V01,285,3,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.56947453251443658,474,ok
D285_F03_V01,285,3,real,detrended_51,structural_source_vs_tail,tail100,0.45737595958420907,474,ok
D285_F03_V01,285,3,real,detrended_51,structural_source_vs_tail,tail500,0.53753304411645908,474,ok
D285_F03_V01,285,3,left,raw,same_ROI_structural_vs_SV,source,0.11131043011494804,474,ok
D285_F03_V01,285,3,left,raw,same_ROI_structural_vs_SV,tail100,0.41740364774435085,474,ok
D285_F03_V01,285,3,left,raw,same_ROI_structural_vs_SV,tail500,0.66139963069018115,474,ok
D285_F03_V01,285,3,left,raw,structural_source_vs_tail,tail100,0.56314958456166642,474,ok
D285_F03_V01,285,3,left,raw,structural_source_vs_tail,tail500,0.61713834188060668,474,ok
D285_F03_V01,285,3,left,detrended_51,same_ROI_structural_vs_SV,source,0.076593198325901238,474,ok
D285_F03_V01,285,3,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.18837990992390968,474,ok
D285_F03_V01,285,3,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.37352158481827158,474,ok
D285_F03_V01,285,3,left,detrended_51,structural_source_vs_tail,tail100,0.34588395765825203,474,ok
D285_F03_V01,285,3,left,detrended_51,structural_source_vs_tail,tail500,0.34785868615091597,474,ok
D285_F03_V01,285,3,right,raw,same_ROI_structural_vs_SV,source,0.22519791597708647,474,ok
D285_F03_V01,285,3,right,raw,same_ROI_structural_vs_SV,tail100,0.58433991151776199,474,ok
D285_F03_V01,285,3,right,raw,same_ROI_structural_vs_SV,tail500,0.80735357541765673,474,ok
D285_F03_V01,285,3,right,raw,structural_source_vs_tail,tail100,0.71184256302704474,474,ok
D285_F03_V01,285,3,right,raw,structural_source_vs_tail,tail500,0.78975166661267404,474,ok
D285_F03_V01,285,3,right,detrended_51,same_ROI_structural_vs_SV,source,0.23391238943095513,474,ok
D285_F03_V01,285,3,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.25173638877569238,474,ok
D285_F03_V01,285,3,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.41680876516127646,474,ok
D285_F03_V01,285,3,right,detrended_51,structural_source_vs_tail,tail100,0.41014184782297936,474,ok
D285_F03_V01,285,3,right,detrended_51,structural_source_vs_tail,tail500,0.4944257526633819,474,ok
D285_F05_V01,285,5,real,raw,same_ROI_structural_vs_SV,source,0.83480686291806916,492,ok
D285_F05_V01,285,5,real,raw,same_ROI_structural_vs_SV,tail100,0.73341388751547543,492,ok
D285_F05_V01,285,5,real,raw,same_ROI_structural_vs_SV,tail500,0.82385285104673922,492,ok
D285_F05_V01,285,5,real,raw,structural_source_vs_tail,tail100,0.68499462395548505,492,ok
D285_F05_V01,285,5,real,raw,structural_source_vs_tail,tail500,0.79680949819251856,492,ok
D285_F05_V01,285,5,real,detrended_51,same_ROI_structural_vs_SV,source,0.7221872527908344,492,ok
D285_F05_V01,285,5,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.65242496402184669,492,ok
D285_F05_V01,285,5,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.64845628665042321,492,ok
D285_F05_V01,285,5,real,detrended_51,structural_source_vs_tail,tail100,0.5068133187541809,492,ok
D285_F05_V01,285,5,real,detrended_51,structural_source_vs_tail,tail500,0.47221997470714261,492,ok
D285_F05_V01,285,5,left,raw,same_ROI_structural_vs_SV,source,0.23752484109407923,492,ok
D285_F05_V01,285,5,left,raw,same_ROI_structural_vs_SV,tail100,0.44903015068743946,492,ok
D285_F05_V01,285,5,left,raw,same_ROI_structural_vs_SV,tail500,0.60063087789179659,492,ok
D285_F05_V01,285,5,left,raw,structural_source_vs_tail,tail100,0.53154868068512295,492,ok
D285_F05_V01,285,5,left,raw,structural_source_vs_tail,tail500,0.60922156628646262,492,ok
D285_F05_V01,285,5,left,detrended_51,same_ROI_structural_vs_SV,source,0.19523565036675913,492,ok
D285_F05_V01,285,5,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.25804297607880272,492,ok
D285_F05_V01,285,5,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.38209884412768114,492,ok
D285_F05_V01,285,5,left,detrended_51,structural_source_vs_tail,tail100,0.36563826505141839,492,ok
D285_F05_V01,285,5,left,detrended_51,structural_source_vs_tail,tail500,0.35871404143586944,492,ok
D285_F05_V01,285,5,right,raw,same_ROI_structural_vs_SV,source,0.36707889893207601,492,ok
D285_F05_V01,285,5,right,raw,same_ROI_structural_vs_SV,tail100,0.64581111367601041,492,ok
D285_F05_V01,285,5,right,raw,same_ROI_structural_vs_SV,tail500,0.80471995649590522,492,ok
D285_F05_V01,285,5,right,raw,structural_source_vs_tail,tail100,0.6724869951714848,492,ok
D285_F05_V01,285,5,right,raw,structural_source_vs_tail,tail500,0.78535239213577035,492,ok
D285_F05_V01,285,5,right,detrended_51,same_ROI_structural_vs_SV,source,0.28597312428165589,492,ok
D285_F05_V01,285,5,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.35778150997676972,492,ok
D285_F05_V01,285,5,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.39021188909471277,492,ok
D285_F05_V01,285,5,right,detrended_51,structural_source_vs_tail,tail100,0.35672667088130572,492,ok
D285_F05_V01,285,5,right,detrended_51,structural_source_vs_tail,tail500,0.47225269662345087,492,ok
D285_F07_V01,285,7,real,raw,same_ROI_structural_vs_SV,source,0.90371416674926142,458,ok
D285_F07_V01,285,7,real,raw,same_ROI_structural_vs_SV,tail100,0.81645848724221448,458,ok
D285_F07_V01,285,7,real,raw,same_ROI_structural_vs_SV,tail500,0.88427413620699447,458,ok
D285_F07_V01,285,7,real,raw,structural_source_vs_tail,tail100,0.80878107663489718,458,ok
D285_F07_V01,285,7,real,raw,structural_source_vs_tail,tail500,0.86860330020611531,458,ok
D285_F07_V01,285,7,real,detrended_51,same_ROI_structural_vs_SV,source,0.75486087158878501,458,ok
D285_F07_V01,285,7,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.54287224146649804,458,ok
D285_F07_V01,285,7,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.64462423221129161,458,ok
D285_F07_V01,285,7,real,detrended_51,structural_source_vs_tail,tail100,0.39833120252082688,458,ok
D285_F07_V01,285,7,real,detrended_51,structural_source_vs_tail,tail500,0.50203154355424773,458,ok
D285_F07_V01,285,7,left,raw,same_ROI_structural_vs_SV,source,0.26006611703826193,458,ok
D285_F07_V01,285,7,left,raw,same_ROI_structural_vs_SV,tail100,0.37940728991152772,458,ok
D285_F07_V01,285,7,left,raw,same_ROI_structural_vs_SV,tail500,0.60466999906132368,458,ok
D285_F07_V01,285,7,left,raw,structural_source_vs_tail,tail100,0.62626679929295126,458,ok
D285_F07_V01,285,7,left,raw,structural_source_vs_tail,tail500,0.6892151960144165,458,ok
D285_F07_V01,285,7,left,detrended_51,same_ROI_structural_vs_SV,source,0.22738285863046864,458,ok
D285_F07_V01,285,7,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.24148637303193896,458,ok
D285_F07_V01,285,7,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.28487452389176943,458,ok
D285_F07_V01,285,7,left,detrended_51,structural_source_vs_tail,tail100,0.33972800555309479,458,ok
D285_F07_V01,285,7,left,detrended_51,structural_source_vs_tail,tail500,0.34883551578945921,458,ok
D285_F07_V01,285,7,right,raw,same_ROI_structural_vs_SV,source,0.17467779763175023,458,ok
D285_F07_V01,285,7,right,raw,same_ROI_structural_vs_SV,tail100,0.46464309783424323,458,ok
D285_F07_V01,285,7,right,raw,same_ROI_structural_vs_SV,tail500,0.78689324302305241,458,ok
D285_F07_V01,285,7,right,raw,structural_source_vs_tail,tail100,0.73990534170535194,458,ok
D285_F07_V01,285,7,right,raw,structural_source_vs_tail,tail500,0.79909328737753882,458,ok
D285_F07_V01,285,7,right,detrended_51,same_ROI_structural_vs_SV,source,0.22439601890653646,458,ok
D285_F07_V01,285,7,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.16453851685318033,458,ok
D285_F07_V01,285,7,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.33223618901272445,458,ok
D285_F07_V01,285,7,right,detrended_51,structural_source_vs_tail,tail100,0.35250751492517224,458,ok
D285_F07_V01,285,7,right,detrended_51,structural_source_vs_tail,tail500,0.43149562493182902,458,ok
D285_F10_V01,285,10,real,raw,same_ROI_structural_vs_SV,source,0.86659420078871341,494,ok
D285_F10_V01,285,10,real,raw,same_ROI_structural_vs_SV,tail100,0.7450214423845255,494,ok
D285_F10_V01,285,10,real,raw,same_ROI_structural_vs_SV,tail500,0.80959023183855039,494,ok
D285_F10_V01,285,10,real,raw,structural_source_vs_tail,tail100,0.67051019511786036,494,ok
D285_F10_V01,285,10,real,raw,structural_source_vs_tail,tail500,0.75764901978203991,494,ok
D285_F10_V01,285,10,real,detrended_51,same_ROI_structural_vs_SV,source,0.72060295075254677,494,ok
D285_F10_V01,285,10,real,detrended_51,same_ROI_structural_vs_SV,tail100,0.66569484194374762,494,ok
D285_F10_V01,285,10,real,detrended_51,same_ROI_structural_vs_SV,tail500,0.66764661718370721,494,ok
D285_F10_V01,285,10,real,detrended_51,structural_source_vs_tail,tail100,0.54157060420553638,494,ok
D285_F10_V01,285,10,real,detrended_51,structural_source_vs_tail,tail500,0.53532489855120613,494,ok
D285_F10_V01,285,10,left,raw,same_ROI_structural_vs_SV,source,0.13539696842782142,494,ok
D285_F10_V01,285,10,left,raw,same_ROI_structural_vs_SV,tail100,0.40835024908901285,494,ok
D285_F10_V01,285,10,left,raw,same_ROI_structural_vs_SV,tail500,0.61780928583533468,494,ok
D285_F10_V01,285,10,left,raw,structural_source_vs_tail,tail100,0.53078791959970562,494,ok
D285_F10_V01,285,10,left,raw,structural_source_vs_tail,tail500,0.60947630711696044,494,ok
D285_F10_V01,285,10,left,detrended_51,same_ROI_structural_vs_SV,source,0.20695021165087685,494,ok
D285_F10_V01,285,10,left,detrended_51,same_ROI_structural_vs_SV,tail100,0.29739057942884228,494,ok
D285_F10_V01,285,10,left,detrended_51,same_ROI_structural_vs_SV,tail500,0.41466895508708923,494,ok
D285_F10_V01,285,10,left,detrended_51,structural_source_vs_tail,tail100,0.40518581220732158,494,ok
D285_F10_V01,285,10,left,detrended_51,structural_source_vs_tail,tail500,0.42693546655186332,494,ok
D285_F10_V01,285,10,right,raw,same_ROI_structural_vs_SV,source,0.26406869526331467,494,ok
D285_F10_V01,285,10,right,raw,same_ROI_structural_vs_SV,tail100,0.41232989991397168,494,ok
D285_F10_V01,285,10,right,raw,same_ROI_structural_vs_SV,tail500,0.66024741423481681,494,ok
D285_F10_V01,285,10,right,raw,structural_source_vs_tail,tail100,0.65988090412132261,494,ok
D285_F10_V01,285,10,right,raw,structural_source_vs_tail,tail500,0.72435881260478252,494,ok
D285_F10_V01,285,10,right,detrended_51,same_ROI_structural_vs_SV,source,0.22426039576054513,494,ok
D285_F10_V01,285,10,right,detrended_51,same_ROI_structural_vs_SV,tail100,0.19709089794581161,494,ok
D285_F10_V01,285,10,right,detrended_51,same_ROI_structural_vs_SV,tail500,0.43387147356408329,494,ok
D285_F10_V01,285,10,right,detrended_51,structural_source_vs_tail,tail100,0.41062226846345035,494,ok
D285_F10_V01,285,10,right,detrended_51,structural_source_vs_tail,tail500,0.47417626476376462,494,ok
