scan_id,diameter_um,flow_mm_s,offset,dx_pixel,dz_pixel,support,metric,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F07_V01,128,7,xm,-1,0,all_available,tail100,493,7,78538737.965020671,35729668.442006961,138711254.39762944,493,0,0
D128_F07_V01,128,7,xm,-1,0,all_available,tail500,493,7,42547943.646603398,27363575.671483643,58899187.775915124,493,0,0
D128_F07_V01,128,7,xm,-1,0,all_available,RI100,493,7,0.55319129247335486,0.23426194632787126,1.1599929728842966,493,0,0
D128_F07_V01,128,7,xm,-1,0,all_available,RI500,493,7,0.30151103971049698,0.1233249968476674,0.5263245986216688,493,0,0
D128_F07_V01,128,7,xm,-1,0,five_position_common,source,493,7,140907500.67554274,60509873.540891238,386359622.55118203,493,0,0
D128_F07_V01,128,7,xm,-1,0,five_position_common,tail100,493,7,78538737.965020671,35729668.442006961,138711254.39762944,493,0,0
D128_F07_V01,128,7,xm,-1,0,five_position_common,tail500,493,7,42547943.646603398,27363575.671483643,58899187.775915124,493,0,0
D128_F07_V01,128,7,xm,-1,0,five_position_common,RI100,493,7,0.55319129247335486,0.23426194632787126,1.1599929728842966,493,0,0
D128_F07_V01,128,7,xm,-1,0,five_position_common,RI500,493,7,0.30151103971049698,0.1233249968476674,0.5263245986216688,493,0,0
D128_F07_V01,128,7,zp,0,1,all_available,source,493,7,148168731.93168941,62837323.764514565,401848955.24638122,493,0,0
D128_F07_V01,128,7,zp,0,1,all_available,tail100,493,7,76135975.261374041,34713389.014860928,134193680.25524606,493,0,0
D128_F07_V01,128,7,zp,0,1,all_available,tail500,493,7,41971401.181865282,26708069.675009578,57575851.452485785,493,0,0
D128_F07_V01,128,7,zp,0,1,all_available,RI100,493,7,0.51197958111318653,0.22862047963227941,1.0258708432183228,493,0,0
D128_F07_V01,128,7,zp,0,1,all_available,RI500,493,7,0.28103955189383617,0.11181480256122121,0.49262710589234776,493,0,0
D128_F07_V01,128,7,zp,0,1,five_position_common,source,493,7,148168731.93168941,62837323.764514565,401848955.24638122,493,0,0
D128_F07_V01,128,7,zp,0,1,five_position_common,tail100,493,7,76135975.261374041,34713389.014860928,134193680.25524606,493,0,0
D128_F07_V01,128,7,zp,0,1,five_position_common,tail500,493,7,41971401.181865282,26708069.675009578,57575851.452485785,493,0,0
D128_F07_V01,128,7,zp,0,1,five_position_common,RI100,493,7,0.51197958111318653,0.22862047963227941,1.0258708432183228,493,0,0
D128_F07_V01,128,7,zp,0,1,five_position_common,RI500,493,7,0.28103955189383617,0.11181480256122121,0.49262710589234776,493,0,0
D128_F07_V01,128,7,zm,0,-1,all_available,source,493,7,139712461.32471526,60055326.247971959,391512951.2173661,493,0,0
D128_F07_V01,128,7,zm,0,-1,all_available,tail100,493,7,84802943.99127239,33399555.622022327,146284100.62671953,493,0,0
D128_F07_V01,128,7,zm,0,-1,all_available,tail500,493,7,44387548.090991095,26655132.157290693,61291235.476324074,493,0,0
D128_F07_V01,128,7,zm,0,-1,all_available,RI100,493,7,0.60751259849828321,0.26533680561747952,1.2497174578642269,493,0,0
D128_F07_V01,128,7,zm,0,-1,all_available,RI500,493,7,0.31708488156034864,0.12372437737698828,0.56553477886919268,493,0,0
D128_F07_V01,128,7,zm,0,-1,five_position_common,source,493,7,139712461.32471526,60055326.247971959,391512951.2173661,493,0,0
D128_F07_V01,128,7,zm,0,-1,five_position_common,tail100,493,7,84802943.99127239,33399555.622022327,146284100.62671953,493,0,0
D128_F07_V01,128,7,zm,0,-1,five_position_common,tail500,493,7,44387548.090991095,26655132.157290693,61291235.476324074,493,0,0
D128_F07_V01,128,7,zm,0,-1,five_position_common,RI100,493,7,0.60751259849828321,0.26533680561747952,1.2497174578642269,493,0,0
D128_F07_V01,128,7,zm,0,-1,five_position_common,RI500,493,7,0.31708488156034864,0.12372437737698828,0.56553477886919268,493,0,0
D128_F10_V01,128,10,baseline,0,0,all_available,source,484,16,193802290.22788948,66038157.50884039,448026606.52072996,484,0,0
D128_F10_V01,128,10,baseline,0,0,all_available,tail100,484,16,81778417.836471111,43909941.235713951,134475456.03922543,484,0,0
D128_F10_V01,128,10,baseline,0,0,all_available,tail500,484,16,43084990.92621392,28270490.4579532,57727606.783887573,484,0,0
D128_F10_V01,128,10,baseline,0,0,all_available,RI100,484,16,0.42980361070057205,0.16491757444869562,0.82874964259964912,484,0,0
D128_F10_V01,128,10,baseline,0,0,all_available,RI500,484,16,0.2231842946030006,0.087048118399679256,0.42809326493048644,484,0,0
D128_F10_V01,128,10,baseline,0,0,five_position_common,source,484,16,193802290.22788948,66038157.50884039,448026606.52072996,484,0,0
D128_F10_V01,128,10,baseline,0,0,five_position_common,tail100,484,16,81778417.836471111,43909941.235713951,134475456.03922543,484,0,0
D128_F10_V01,128,10,baseline,0,0,five_position_common,tail500,484,16,43084990.92621392,28270490.4579532,57727606.783887573,484,0,0
D128_F10_V01,128,10,baseline,0,0,five_position_common,RI100,484,16,0.42980361070057205,0.16491757444869562,0.82874964259964912,484,0,0
D128_F10_V01,128,10,baseline,0,0,five_position_common,RI500,484,16,0.2231842946030006,0.087048118399679256,0.42809326493048644,484,0,0
D128_F10_V01,128,10,xp,1,0,all_available,source,484,16,192007805.63126993,60920331.192477979,436128418.81615353,484,0,0
D128_F10_V01,128,10,xp,1,0,all_available,tail100,484,16,82064253.737504184,41494766.803043209,134278897.55783495,484,0,0
D128_F10_V01,128,10,xp,1,0,all_available,tail500,484,16,42931507.579629883,26778923.596317831,57829310.100843422,484,0,0
D128_F10_V01,128,10,xp,1,0,all_available,RI100,484,16,0.42873173700526573,0.17849553526359518,0.79644907515493935,484,0,0
