diameter_um,region,metric,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
128,s3,bg_median,local_contrast_profiles.csv,median,5,0,15030631.128273068,14768711.780673541,15675402.78733244,5,0,0,14768711.780673541,15622987.799849547,15030631.128273068,15675402.78733244,14900022.578077469
128,s3,left_mad,local_contrast_profiles.csv,median,5,0,9852535.9647542164,9716344.8316326626,10312057.748255378,5,0,0,9797934.79152596,10260673.153543012,9852535.9647542164,10312057.748255378,9716344.8316326626
128,s3,left_mean,local_contrast_profiles.csv,median,5,0,21232572.253677163,21038869.281632036,22357475.082506724,5,0,0,21038869.281632036,22266993.53172322,21232572.253677163,22357475.082506724,21183768.238663707
128,s3,left_median,local_contrast_profiles.csv,median,5,0,14670207.923482204,14455634.493309211,15659826.756706657,5,0,0,14455634.493309211,15455136.094533987,14670207.923482204,15659826.756706657,14512210.868112963
128,s3,real_mad,local_contrast_profiles.csv,median,5,0,81123853.645402253,53776019.102684125,83919994.227992892,5,0,0,78655590.429250792,81123853.645402253,81710659.391734377,53776019.102684125,83919994.227992892
128,s3,real_mean,local_contrast_profiles.csv,median,5,0,199691169.9592557,134210480.23122177,202128814.8906557,5,0,0,195605465.46710643,202128814.8906557,199847665.39268747,134210480.23122177,199691169.9592557
128,s3,real_median,local_contrast_profiles.csv,median,5,0,109007812.06652583,73330695.156299442,113514272.0011372,5,0,0,105836001.58491099,113514272.0011372,109007812.06652583,73330695.156299442,111604344.14135471
128,s3,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,178346593.9966709,111548862.69765179,180452965.25410074,5,0,0,173360163.34785336,178933883.92628449,178346593.9966709,111548862.69765179,180452965.25410074
128,s3,right_mad,local_contrast_profiles.csv,median,5,0,10122814.216138881,9778169.5262956619,10274951.9789898,5,0,0,9970882.8813633732,10250374.402146965,10122814.216138881,10274951.9789898,9778169.5262956619
128,s3,right_mean,local_contrast_profiles.csv,median,5,0,21615422.430983096,21186672.380905733,22584276.016511992,5,0,0,21615422.430983096,22584276.016511992,21517211.569756858,22344683.070539076,21186672.380905733
128,s3,right_median,local_contrast_profiles.csv,median,5,0,14994359.134068228,14819868.87072509,15857145.67472152,5,0,0,14959160.584057061,15857145.67472152,14994359.134068228,15776462.945110485,14819868.87072509
128,s3,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.0057860976155386648,-0.019336962387925996,-0.0030470961268657054,0,5,0,-0.019336962387925996,-0.0041151215006523731,-0.010372314807528607,-0.0057860976155386648,-0.0030470961268657054
128,s3,z_local,local_contrast_profiles.csv,median,5,0,6.1771697978382107,3.7184909177233414,6.4874105341103174,5,0,0,6.1726949574467138,6.1771697978382107,6.4874105341103174,3.7184909177233414,6.3638271920733267
128,s36,bg_mad,local_contrast_profiles.csv,median,5,0,10651518.89559906,10411228.460664859,11023727.941030825,5,0,0,10539876.795101702,11023727.941030825,10651518.89559906,10768590.907950293,10411228.460664859
128,s36,bg_mean,local_contrast_profiles.csv,median,5,0,22384554.367136229,21952448.598687362,23210946.192949805,5,0,0,22070005.12291022,23210946.192949805,22384554.367136229,22585961.901078574,21952448.598687362
128,s36,bg_median,local_contrast_profiles.csv,median,5,0,15377093.748191087,15073864.139655527,15907868.752153419,5,0,0,15346008.663588859,15907868.752153419,15377093.748191087,15595959.913332092,15073864.139655527
128,s36,left_mad,local_contrast_profiles.csv,median,5,0,10381557.885465862,10347994.921083527,10925566.077876646,5,0,0,10347994.921083527,10925566.077876646,10381557.885465862,10709507.952257348,10376348.352137791
128,s36,left_mean,local_contrast_profiles.csv,median,5,0,22253233.317318939,21827526.338077031,23176753.379014522,5,0,0,21888880.930448696,23176753.379014522,22253233.317318939,22631002.992966667,21827526.338077031
128,s36,left_median,local_contrast_profiles.csv,median,5,0,15342519.951308925,14970656.784683656,15793361.02816304,5,0,0,15342519.951308925,15793361.02816304,15237964.491405955,15527870.427626843,14970656.784683656
128,s36,real_mad,local_contrast_profiles.csv,median,5,0,76079853.799541309,61805698.232730925,78066949.268907905,5,0,0,76743243.452245533,75671836.348884821,76079853.799541309,61805698.232730925,78066949.268907905
128,s36,real_mean,local_contrast_profiles.csv,median,5,0,184395624.24927607,152173745.36787584,188067667.2032046,5,0,0,183413475.58115464,185606692.68579546,184395624.24927607,152173745.36787584,188067667.2032046
128,s36,real_median,local_contrast_profiles.csv,median,5,0,103181723.74592602,83117558.38378872,105693873.20960915,5,0,0,103181723.74592602,103482236.111366,102459065.41426389,83117558.38378872,105693873.20960915
128,s36,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,161546262.77568489,129693917.39106633,165940704.86121938,5,0,0,161555486.90342289,161546262.77568489,161060850.7850073,129693917.39106633,165940704.86121938
128,s36,right_mad,local_contrast_profiles.csv,median,5,0,10615207.989378093,10546865.066558892,10987577.657468285,5,0,0,10566691.229859788,10987577.657468285,10615207.989378093,10713466.803236052,10546865.066558892
128,s36,right_mean,local_contrast_profiles.csv,median,5,0,22337218.509323768,22124203.835460022,23261128.689355291,5,0,0,22242501.216483451,23261128.689355291,22337218.509323768,22744699.421182014,22124203.835460022
128,s36,right_median,local_contrast_profiles.csv,median,5,0,15469812.980274716,15344789.109805597,15906597.997518297,5,0,0,15448263.686974514,15906597.997518297,15469812.980274716,15793013.435817515,15344789.109805597
128,s36,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.014414370273807856,-0.019773544983482785,-0.0091140609863777922,0,5,0,-0.015543907967858088,-0.019773544983482785,-0.014414370273807856,-0.0094190314294380906,-0.0091140609863777922
128,s36,z_local,local_contrast_profiles.csv,median,5,0,5.5799842265329964,4.2591466845975923,5.8367448491761458,5,0,0,5.7408099325310857,5.3202505016291575,5.5799842265329964,4.2591466845975923,5.8367448491761458
128,s4,bg_mad,local_contrast_profiles.csv,median,5,0,10679607.752967345,10364561.146558017,10991033.849686615,5,0,0,10393922.809452508,10991033.849686615,10689855.868819457,10679607.752967345,10364561.146558017
128,s4,bg_mean,local_contrast_profiles.csv,median,5,0,22433934.975086194,21931378.536987472,23186983.658925377,5,0,0,22236385.826888219,23186983.658925377,22433934.975086194,22626770.389545877,21931378.536987472
128,s4,bg_median,local_contrast_profiles.csv,median,5,0,15582476.063067527,15111456.192975931,15711856.9530298,5,0,0,15483344.048164215,15711856.9530298,15582476.063067527,15676550.65923202,15111456.192975931
128,s4,left_mad,local_contrast_profiles.csv,median,5,0,10395383.136842221,10129941.362806836,10713839.876105484,5,0,0,10151502.566065395,10713839.876105484,10395383.136842221,10627971.295118967,10129941.362806836
128,s4,left_mean,local_contrast_profiles.csv,median,5,0,22459867.939521175,21530818.04795596,22941438.217390738,5,0,0,22151380.279494073,22941438.217390738,22625117.750624809,22459867.939521175,21530818.04795596
128,s4,left_median,local_contrast_profiles.csv,median,5,0,15385812.468416909,14808138.179050334,15782506.90480365,5,0,0,15238378.846384503,15780182.011468265,15782506.90480365,15385812.468416909,14808138.179050334
128,s4,real_mad,local_contrast_profiles.csv,median,5,0,79018085.425416872,64114482.803910315,79272734.092428133,5,0,0,79272734.092428133,77668678.470301241,79031518.099338502,64114482.803910315,79018085.425416872
128,s4,real_mean,local_contrast_profiles.csv,median,5,0,189750024.30666557,165336270.78703943,194633887.70841217,5,0,0,188524239.26137179,194633887.70841217,189750024.30666557,165336270.78703943,194447054.55752495
128,s4,real_median,local_contrast_profiles.csv,median,5,0,107012952.85803001,87480355.329728052,108794178.57682958,5,0,0,107817309.79617837,108794178.57682958,107012952.85803001,87480355.329728052,106262879.65222862
128,s4,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,166901985.76558423,140884248.00699121,173568186.58543205,5,0,0,165199806.79152364,171572291.35855284,166901985.76558423,140884248.00699121,173568186.58543205
128,s4,right_mad,local_contrast_profiles.csv,median,5,0,10294168.775828538,10020938.78257747,10804908.099972991,5,0,0,10127586.387704283,10804908.099972991,10294168.775828538,10297830.474233141,10020938.78257747
128,s4,right_mean,local_contrast_profiles.csv,median,5,0,22391332.06837083,21990192.921253547,23311793.772307999,5,0,0,21990192.921253547,23311793.772307999,22391332.06837083,22409311.577093039,22024885.76583048
128,s4,right_median,local_contrast_profiles.csv,median,5,0,15576416.390228434,15369968.781225991,16025549.038766291,5,0,0,15576416.390228434,16025549.038766291,15548952.632284665,15639855.063109545,15369968.781225991
128,s4,signed_asymmetry,local_contrast_profiles.csv,median,5,0,0.0020061703967081727,-0.025401555620772863,0.017724238019877703,3,2,0,0.0036778532901337001,0.0020061703967081727,0.017724238019877703,-0.0098139797729495121,-0.025401555620772863
128,s4,z_local,local_contrast_profiles.csv,median,5,0,5.8199714590362532,4.4342262569826438,5.9283377523124408,5,0,0,5.9283377523124408,5.7923276061215407,5.8199714590362532,4.4342262569826438,5.8590136305727283
128,s5,bg_mad,local_contrast_profiles.csv,median,5,0,10474946.70388856,10256702.692281269,11090325.930611197,5,0,0,10436031.242186021,11090325.930611197,10474946.70388856,10643896.946615204,10256702.692281269
128,s5,bg_mean,local_contrast_profiles.csv,median,5,0,22557531.418019772,22258785.398288336,23736331.888984494,5,0,0,22474825.288531121,23736331.888984494,22258785.398288336,22567850.264227003,22557531.418019772
128,s5,bg_median,local_contrast_profiles.csv,median,5,0,15467999.600691918,15232704.058862358,16253008.783296995,5,0,0,15467999.600691918,16253008.783296995,15232704.058862358,15689079.23932354,15240643.743471369
128,s5,left_mad,local_contrast_profiles.csv,median,5,0,10252945.560353201,10005895.503817026,10731643.385882996,5,0,0,10342009.723875081,10731643.385882996,10005895.503817026,10252945.560353201,10171316.417663418
128,s5,left_mean,local_contrast_profiles.csv,median,5,0,22269679.378236912,21881945.562927779,23361507.188017376,5,0,0,22255135.743671075,23361507.188017376,21881945.562927779,22674450.080182619,22269679.378236912
128,s5,left_median,local_contrast_profiles.csv,median,5,0,15505578.82970345,15042822.122328281,15939426.691939838,5,0,0,15505578.82970345,15939426.691939838,15042822.122328281,15695944.134629169,15406776.459374193
128,s5,real_mad,local_contrast_profiles.csv,median,5,0,66889487.334608763,62354799.382122561,69354507.090058595,5,0,0,69354507.090058595,65912126.151853465,66889487.334608763,62354799.382122561,69116293.525566727
128,s5,real_mean,local_contrast_profiles.csv,median,5,0,158371120.04941913,149816724.78182289,170756721.3848201,5,0,0,170756721.3848201,158371120.04941913,153896490.13736391,149816724.78182289,164660767.14625201
128,s5,real_median,local_contrast_profiles.csv,median,5,0,95737073.23159799,90082660.238423333,100783298.35348207,5,0,0,100783298.35348207,95737073.23159799,95573355.857317194,90082660.238423333,99228711.116777688
128,s5,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,133286060.342565,127504529.8367573,147524475.82487392,5,0,0,147524475.82487392,133286060.342565,130364012.47104359,127504529.8367573,139678678.16741842
128,s5,right_mad,local_contrast_profiles.csv,median,5,0,10294254.153116895,10170103.362610962,10842273.382499151,5,0,0,10294254.153116895,10842273.382499151,10335063.04310064,10288221.723301077,10170103.362610962
128,s5,right_mean,local_contrast_profiles.csv,median,5,0,22489320.974981785,22076617.735821635,23924710.826709241,5,0,0,22489320.974981785,23924710.826709241,22491586.186568968,22441086.848182034,22076617.735821635
128,s5,right_median,local_contrast_profiles.csv,median,5,0,15724378.289125605,15344471.682640865,16539024.243939608,5,0,0,15430655.579115808,16539024.243939608,15344471.682640865,15853807.470911391,15724378.289125605
128,s5,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.012688772271875016,-0.031419367173407237,0.0030859135883405104,1,4,0,-0.021170140836478887,-0.031419367173407237,0.0030859135883405104,-0.012688772271875016,-0.0082126916917845752
128,s5,z_local,local_contrast_profiles.csv,median,5,0,5.2281650733799978,4.7416147846096228,5.4513930922038583,5,0,0,5.4513930922038583,4.8575830963961106,5.2281650733799978,4.7416147846096228,5.4060911481494758
128,s6,bg_mad,local_contrast_profiles.csv,median,5,0,10591731.854675382,10173515.493518952,10821229.048085401,5,0,0,10591731.854675382,10821229.048085401,10583810.373234425,10652973.07608694,10173515.493518952
128,s6,bg_mean,local_contrast_profiles.csv,median,5,0,22945394.205953296,22176365.710603312,23726334.942363016,5,0,0,22945394.205953296,23726334.942363016,22881599.839478809,23096227.519549515,22176365.710603312
128,s6,bg_median,local_contrast_profiles.csv,median,5,0,15949358.342389405,15181292.396442471,16381660.072415698,5,0,0,16023908.52939669,16381660.072415698,15624527.200239396,15949358.342389405,15181292.396442471
128,s6,left_mad,local_contrast_profiles.csv,median,5,0,10144642.324596731,9715648.5677854754,10369914.241619185,5,0,0,10144642.324596731,10369914.241619185,9800958.4630833995,10215784.810061865,9715648.5677854754
128,s6,left_mean,local_contrast_profiles.csv,median,5,0,22636778.924755603,21914790.744014263,23017178.291872121,5,0,0,22636778.924755603,23017178.291872121,22252503.160038996,22770328.012444086,21914790.744014263
128,s6,left_median,local_contrast_profiles.csv,median,5,0,15787844.950857526,15230082.568875847,16385921.30498388,5,0,0,15787844.950857526,16385921.30498388,15506948.134302342,15844565.060345689,15230082.568875847
128,s6,real_mad,local_contrast_profiles.csv,median,5,0,59538450.663824603,55820323.221839525,61887163.555456445,5,0,0,59538450.663824603,60287411.952710293,57272412.850801438,55820323.221839525,61887163.555456445
128,s6,real_mean,local_contrast_profiles.csv,median,5,0,135317239.47776467,132543803.33920781,145004307.90029722,5,0,0,135317239.47776467,140126387.48739833,134418645.71842378,132543803.33920781,145004307.90029722
128,s6,real_median,local_contrast_profiles.csv,median,5,0,90220593.19832705,87825923.700302079,96577871.09747158,5,0,0,89826983.921394646,92174357.608762205,90220593.19832705,87825923.700302079,96577871.09747158
128,s6,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,112443454.60351893,109547900.7817449,122468351.95312807,5,0,0,112443454.60351893,115319809.77418211,112283336.12315312,109547900.7817449,122468351.95312807
128,s6,right_mad,local_contrast_profiles.csv,median,5,0,10303109.306932421,9661991.3253308255,10560246.177970618,5,0,0,10379362.826008683,10560246.177970618,10196396.225472044,10303109.306932421,9661991.3253308255
128,s6,right_mean,local_contrast_profiles.csv,median,5,0,22753902.248402499,21822360.648091733,23375267.234670013,5,0,0,22609020.331663653,23375267.234670013,22937410.274267934,22753902.248402499,21822360.648091733
128,s6,right_median,local_contrast_profiles.csv,median,5,0,15980741.643787567,14956382.038753916,16142755.213222658,5,0,0,15980741.643787567,16099639.494774234,16142755.213222658,15941103.208209516,14956382.038753916
128,s6,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.018185892918989015,-0.030516009412807465,0.0096787306276415568,1,4,0,-0.018185892918989015,-0.0097626562741700215,-0.030516009412807465,0.0096787306276415568,-0.022330898074120475
128,s6,z_local,local_contrast_profiles.csv,median,5,0,4.7953038058155526,4.670814880980906,5.2678716003657993,5,0,0,4.9512478037814267,4.670814880980906,4.7953038058155526,4.6921437548290283,5.2678716003657993
128,source,bg_mad,local_contrast_profiles.csv,median,5,0,10459741.073785856,10265997.167334892,10792993.735417917,5,0,0,10373866.195460428,10792993.735417917,10459741.073785856,10641294.943117142,10265997.167334892
128,source,bg_mean,local_contrast_profiles.csv,median,5,0,21981103.017429724,21670703.689987198,22702606.910594448,5,0,0,21750157.890114941,22702606.910594448,21981103.017429724,22334776.272037819,21670703.689987198
128,source,bg_median,local_contrast_profiles.csv,median,5,0,15138106.840381047,14922694.115156002,15534365.033931047,5,0,0,15058422.837233678,15534365.033931047,15138106.840381047,15371187.679328116,14922694.115156002
128,source,left_mad,local_contrast_profiles.csv,median,5,0,10348610.780663768,10142698.655318856,10756563.787189446,5,0,0,10269197.215621604,10756563.787189446,10348610.780663768,10606761.558450639,10142698.655318856
128,source,left_mean,local_contrast_profiles.csv,median,5,0,21894763.460623488,21543037.806124017,22545163.544900104,5,0,0,21659425.71659486,22545163.544900104,21894763.460623488,22321713.484793104,21543037.806124017
128,source,left_median,local_contrast_profiles.csv,median,5,0,15107448.765549205,14757757.007275447,15581441.85466896,5,0,0,15054382.538078053,15581441.85466896,15107448.765549205,15253398.883330667,14757757.007275447
128,source,real_mad,local_contrast_profiles.csv,median,5,0,76304923.795240149,59619313.991092503,76786002.870559394,5,0,0,75762754.099932015,76786002.870559394,76435222.278994799,59619313.991092503,76304923.795240149
128,source,real_mean,local_contrast_profiles.csv,median,5,0,188715323.1745643,145284801.08129755,193802290.22788948,5,0,0,184920154.60033482,188715323.1745643,192075186.15168616,145284801.08129755,193802290.22788948
128,source,real_median,local_contrast_profiles.csv,median,5,0,99419140.772966027,78192109.397560462,101005215.12454829,5,0,0,98476133.460087985,101005215.12454829,100513204.19383508,78192109.397560462,99419140.772966027
128,source,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,165254841.00915289,122467845.8073729,171919215.92783701,5,0,0,162857579.69030035,165254841.00915289,170498205.48318326,122467845.8073729,171919215.92783701
128,source,right_mad,local_contrast_profiles.csv,median,5,0,10521689.720485739,10347202.891915157,10775908.153916076,5,0,0,10407432.824197119,10775908.153916076,10521689.720485739,10573474.843230851,10347202.891915157
128,source,right_mean,local_contrast_profiles.csv,median,5,0,22036062.27492189,21784663.449636452,22848990.055430837,5,0,0,21847051.528603531,22848990.055430837,22036062.27492189,22515833.30877826,21784663.449636452
128,source,right_median,local_contrast_profiles.csv,median,5,0,15273212.418171329,15063059.94369881,15617620.290824961,5,0,0,15063059.94369881,15617620.290824961,15273212.418171329,15524120.071661672,15063783.129358621
128,source,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.01142147568973045,-0.01407964897564851,-0.0085664467464979625,0,5,0,-0.01407964897564851,-0.010108643503343482,-0.0085664467464979625,-0.01142147568973045,-0.012145243797516143
128,source,z_local,local_contrast_profiles.csv,median,5,0,5.4331805103246351,3.941459780841952,5.5394597570221604,5,0,0,5.4710826836562036,5.3369105265282837,5.4331805103246351,3.941459780841952,5.5394597570221604
128,t01,bg_mad,local_contrast_profiles.csv,median,5,0,11181003.916073438,10975957.365586547,11436225.259805392,5,0,0,10975957.365586547,11407775.404840274,11436225.259805392,11181003.916073438,10992853.849999409
128,t01,bg_mean,local_contrast_profiles.csv,median,5,0,23888325.927006111,23470592.587875474,24130071.85403505,5,0,0,23888325.927006111,24098508.384512559,24130071.85403505,23794563.156759366,23470592.587875474
128,t01,bg_median,local_contrast_profiles.csv,median,5,0,16316268.826131368,16138366.279147152,16713960.759178387,5,0,0,16229422.657393552,16713960.759178387,16601633.294430783,16316268.826131368,16138366.279147152
128,t01,left_mad,local_contrast_profiles.csv,median,5,0,10833313.843944462,10706616.558203943,11192507.053877249,5,0,0,10833313.843944462,11192507.053877249,11164263.326427948,10724408.573490452,10706616.558203943
128,t01,left_mean,local_contrast_profiles.csv,median,5,0,23634428.982118439,23204218.943491925,24156538.669192247,5,0,0,23634428.982118439,24156538.669192247,24134967.842813417,23507134.718308926,23204218.943491925
128,t01,left_median,local_contrast_profiles.csv,median,5,0,16208943.999520982,15953624.613148862,16646226.018839236,5,0,0,16208943.999520982,16646226.018839236,16495261.847429911,16076531.520953992,15953624.613148862
128,t01,real_mad,local_contrast_profiles.csv,median,5,0,44757244.32776697,42834346.101760097,45305111.859117575,5,0,0,45305111.859117575,44845144.25029318,43568057.994384475,42834346.101760097,44757244.32776697
128,t01,real_mean,local_contrast_profiles.csv,median,5,0,99795776.924342737,97548550.904858097,102543721.54942608,5,0,0,101052600.01667538,99795776.924342737,99533350.725851119,97548550.904858097,102543721.54942608
128,t01,real_median,local_contrast_profiles.csv,median,5,0,63726709.002834834,60403743.383139662,65190242.461305484,5,0,0,65190242.461305484,63726709.002834834,63508580.655794404,60403743.383139662,64868701.054063573
128,t01,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,76196308.327109948,74077716.64822337,79470647.047815189,5,0,0,76706098.195532233,74767854.655507773,76196308.327109948,74077716.64822337,79470647.047815189
128,t01,right_mad,local_contrast_profiles.csv,median,5,0,11110396.475064341,10833999.510927882,11340059.883873133,5,0,0,10833999.510927882,11340059.883873133,11265755.849731036,11110396.475064341,10904960.539534034
128,t01,right_mean,local_contrast_profiles.csv,median,5,0,23778161.495030422,23306272.820354756,24544755.311004318,5,0,0,23689076.465930626,24544755.311004318,24006761.682643972,23778161.495030422,23306272.820354756
128,t01,right_median,local_contrast_profiles.csv,median,5,0,16250186.369315678,16010954.972363282,16788266.938576128,5,0,0,16010954.972363282,16530107.191925289,16788266.938576128,16250186.369315678,16030585.515677586
128,t01,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.0046117170069700369,-0.027173221227164847,0.00031125386599479405,1,4,0,-0.0046117170069700369,-0.027173221227164847,-0.00029929167391120601,0.00031125386599479405,-0.018189057781280077
128,t01,z_local,local_contrast_profiles.csv,median,5,0,2.7908516915490411,2.724588888359182,2.9897509323459506,5,0,0,2.9742306585662681,2.7908516915490411,2.7550315596497312,2.724588888359182,2.9897509323459506
