diameter_um,region,metric,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
128,t14,right_mad,local_contrast_profiles.csv,median,5,0,10635847.264974952,10439511.119166384,10700857.60743916,5,0,0,10585884.301196747,10635847.264974952,10658501.335561994,10700857.60743916,10439511.119166384
128,t14,right_mean,local_contrast_profiles.csv,median,5,0,23117126.436473988,22322241.600753359,23151249.929932609,5,0,0,23151249.929932609,23117126.436473988,23142661.239731785,23114395.22582664,22322241.600753359
128,t14,right_median,local_contrast_profiles.csv,median,5,0,15811628.485195875,15499163.527154295,15999156.53710375,5,0,0,15959409.794173429,15811628.485195875,15626066.857376924,15999156.53710375,15499163.527154295
128,t14,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.01489068544481547,-0.022315004080148377,-0.0081892304062586296,0,5,0,-0.0081892304062586296,-0.014538411174197418,-0.022315004080148377,-0.019304978789851199,-0.01489068544481547
128,t14,z_local,local_contrast_profiles.csv,median,5,0,0.16901224294495582,0.14336857972347744,0.19850561562187088,5,0,0,0.1920427673131066,0.14336857972347744,0.15382737358557705,0.19850561562187088,0.16901224294495582
128,t15,bg_mad,local_contrast_profiles.csv,median,5,0,10730347.905894112,10705831.372002881,10936484.568172585,5,0,0,10857929.199396059,10716800.526201986,10705831.372002881,10936484.568172585,10730347.905894112
128,t15,bg_mean,local_contrast_profiles.csv,median,5,0,22968317.818624198,22607452.854773343,23152070.760133624,5,0,0,23152070.760133624,22954187.502005674,22968317.818624198,22976356.915712249,22607452.854773343
128,t15,bg_median,local_contrast_profiles.csv,median,5,0,15641862.279229736,15453796.501865696,15715709.371840255,5,0,0,15649345.911757343,15641862.279229736,15545184.954382226,15715709.371840255,15453796.501865696
128,t15,left_mad,local_contrast_profiles.csv,median,5,0,10451953.178926643,10236087.813658074,10574600.209391382,5,0,0,10451953.178926643,10574600.209391382,10236087.813658074,10454302.911703741,10292020.504207324
128,t15,left_mean,local_contrast_profiles.csv,median,5,0,22524485.265503485,22262167.785355825,22639144.352829792,5,0,0,22599780.658106558,22514542.129785329,22639144.352829792,22524485.265503485,22262167.785355825
128,t15,left_median,local_contrast_profiles.csv,median,5,0,15490343.955342399,15294893.715572448,15557819.768428436,5,0,0,15408739.068749476,15490343.955342399,15491932.244061602,15557819.768428436,15294893.715572448
128,t15,real_mad,local_contrast_profiles.csv,median,5,0,12127369.209378799,12075472.369062398,12561548.488233397,5,0,0,12327234.125066642,12080443.369147686,12075472.369062398,12561548.488233397,12127369.209378799
128,t15,real_mean,local_contrast_profiles.csv,median,5,0,26349964.37254981,26014915.762014292,26679510.74379497,5,0,0,26349964.37254981,26014915.762014292,26169812.965140842,26679510.74379497,26423052.299384553
128,t15,real_median,local_contrast_profiles.csv,median,5,0,17764672.72227053,17350015.27292322,18210345.258845389,5,0,0,18210345.258845389,17764672.72227053,17350015.27292322,18100728.38698509,17726084.642790422
128,t15,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,3320754.7341993861,3164765.7279454824,3752302.7288764082,5,0,0,3207055.6475874111,3164765.7279454824,3320754.7341993861,3752302.7288764082,3705241.1580780968
128,t15,right_mad,local_contrast_profiles.csv,median,5,0,10619344.46060076,10496820.635668162,10893973.177435726,5,0,0,10780362.336625341,10573079.088736767,10619344.46060076,10893973.177435726,10496820.635668162
128,t15,right_mean,local_contrast_profiles.csv,median,5,0,23137805.664162528,22842609.327958439,23410372.460296076,5,0,0,23410372.460296076,23197143.804674227,23118801.495509516,23137805.664162528,22842609.327958439
128,t15,right_median,local_contrast_profiles.csv,median,5,0,15770900.938801788,15723994.308652379,16051991.297887752,5,0,0,15821147.638670843,15761600.597004944,15770900.938801788,16051991.297887752,15723994.308652379
128,t15,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.028635897221760145,-0.03945921675886143,-0.0146834804801632,0,5,0,-0.03945921675886143,-0.0146834804801632,-0.028635897221760145,-0.036920991244098568,-0.021509782215322619
128,t15,z_local,local_contrast_profiles.csv,median,5,0,0.1456403224919211,0.1197709813935703,0.16603790983309241,5,0,0,0.14592667487311156,0.13138914264464255,0.1197709813935703,0.1456403224919211,0.16603790983309241
128,t16,bg_mad,local_contrast_profiles.csv,median,5,0,10677348.639901657,10647989.550576467,10916413.664690778,5,0,0,10798198.762190342,10647989.550576467,10677348.639901657,10916413.664690778,10651673.248495491
128,t16,bg_mean,local_contrast_profiles.csv,median,5,0,22795984.372258287,22587191.049577743,23510139.946820568,5,0,0,23226525.091889497,22751740.749969773,22795984.372258287,23510139.946820568,22587191.049577743
128,t16,bg_median,local_contrast_profiles.csv,median,5,0,15472060.659527332,15323870.289654288,15951449.032606492,5,0,0,15670252.513246711,15451974.796596663,15472060.659527332,15951449.032606492,15323870.289654288
128,t16,left_mad,local_contrast_profiles.csv,median,5,0,10358732.369242884,10207996.885021895,10712949.460934997,5,0,0,10618431.845687427,10207996.885021895,10261192.736493247,10712949.460934997,10358732.369242884
128,t16,left_mean,local_contrast_profiles.csv,median,5,0,22392768.973762739,22306192.846860178,23089246.893344834,5,0,0,22761155.482113741,22392768.973762739,22366938.459504943,23089246.893344834,22306192.846860178
128,t16,left_median,local_contrast_profiles.csv,median,5,0,15337110.845456848,15041457.362311937,15999959.77784959,5,0,0,15695136.671408225,15108187.526844706,15337110.845456848,15999959.77784959,15041457.362311937
128,t16,real_mad,local_contrast_profiles.csv,median,5,0,11937352.521345437,11328910.363778818,12067101.309613528,5,0,0,11947481.655581878,11328910.363778818,11888072.152151149,12067101.309613528,11937352.521345437
128,t16,real_mean,local_contrast_profiles.csv,median,5,0,25726648.113613036,25486534.622889191,26427447.191511232,5,0,0,26230717.497278176,25714913.479190148,25726648.113613036,26427447.191511232,25486534.622889191
128,t16,real_median,local_contrast_profiles.csv,median,5,0,17554333.752061814,16983585.504866198,18044059.604573421,5,0,0,17554333.752061814,16983585.504866198,17579311.882158522,18044059.604573421,17349978.94461333
128,t16,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,2797248.8216823526,2694481.3921169825,3529077.4079461545,5,0,0,2728081.7024050709,2797248.8216823526,2844179.8916265368,2694481.3921169825,3529077.4079461545
128,t16,right_mad,local_contrast_profiles.csv,median,5,0,10657577.790318485,10400200.810866263,10703627.756633826,5,0,0,10575679.987887777,10657577.790318485,10703627.756633826,10682828.069168556,10400200.810866263
128,t16,right_mean,local_contrast_profiles.csv,median,5,0,22917760.90432179,22566258.584643655,23421449.466452047,5,0,0,23389272.500811405,22917760.90432179,22867184.968735557,23421449.466452047,22566258.584643655
128,t16,right_median,local_contrast_profiles.csv,median,5,0,15730892.625757707,15459022.353428714,15991716.905559979,5,0,0,15991716.905559979,15585520.540200608,15730892.625757707,15892606.892575124,15459022.353428714
128,t16,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.028380967721022232,-0.039103355395183649,-0.014725734368362839,0,5,0,-0.022307554374845544,-0.028927458667792019,-0.039103355395183649,-0.028380967721022232,-0.014725734368362839
128,t16,z_local,local_contrast_profiles.csv,median,5,0,0.12529748381598294,0.095977278561679577,0.12909984807845168,5,0,0,0.12151065281839482,0.095977278561679577,0.12529748381598294,0.12842783428175444,0.12909984807845168
128,t17,bg_mad,local_contrast_profiles.csv,median,5,0,10635078.748261791,10532614.422151472,10837990.789932046,5,0,0,10635078.748261791,10532614.422151472,10652910.872927465,10837990.789932046,10604561.016558727
128,t17,bg_mean,local_contrast_profiles.csv,median,5,0,22722623.093698397,22658141.629824679,23494516.548110988,5,0,0,22952346.224913135,22722623.093698397,22658141.629824679,23494516.548110988,22699533.705807399
128,t17,bg_median,local_contrast_profiles.csv,median,5,0,15664245.283949196,15228754.429452695,15739448.04753541,5,0,0,15716550.220393747,15228754.429452695,15664245.283949196,15739448.04753541,15390634.175052971
128,t17,left_mad,local_contrast_profiles.csv,median,5,0,10486194.803682664,10326050.70031061,10687226.546454076,5,0,0,10486194.803682664,10326050.70031061,10538790.121561319,10687226.546454076,10335670.314682189
128,t17,left_mean,local_contrast_profiles.csv,median,5,0,22638745.760316245,22288328.196666561,23210383.193283189,5,0,0,22946192.251280192,22288328.196666561,22638745.760316245,23210383.193283189,22319768.552848384
128,t17,left_median,local_contrast_profiles.csv,median,5,0,15866099.203789817,15068301.102845058,15944840.872428929,5,0,0,15944840.872428929,15229339.882504042,15889434.654048225,15866099.203789817,15068301.102845058
128,t17,real_mad,local_contrast_profiles.csv,median,5,0,11578551.71528234,11479170.040064747,12138342.756036408,5,0,0,12138342.756036408,11550853.57585109,11578551.71528234,12131678.374756146,11479170.040064747
128,t17,real_mean,local_contrast_profiles.csv,median,5,0,25199938.695221458,24723818.99429667,26053672.351922419,5,0,0,25733573.722709306,24991296.364195287,25199938.695221458,26053672.351922419,24723818.99429667
128,t17,real_median,local_contrast_profiles.csv,median,5,0,17320080.303257767,16822154.437437091,18035293.769615714,5,0,0,17381003.059689082,17320080.303257767,17303336.576907616,18035293.769615714,16822154.437437091
128,t17,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,2284391.711322464,2107402.4532659817,2786421.2359890845,5,0,0,2786421.2359890845,2191165.244429199,2284391.711322464,2785967.3395886496,2107402.4532659817
128,t17,right_mad,local_contrast_profiles.csv,median,5,0,10404542.706692819,10318414.822733954,10645487.528650124,5,0,0,10387201.19180749,10318414.822733954,10404542.706692819,10645487.528650124,10538722.732410118
128,t17,right_mean,local_contrast_profiles.csv,median,5,0,22779682.962726574,22613938.200604971,23432071.651600469,5,0,0,22980559.444070116,22773589.743172221,22779682.962726574,23432071.651600469,22613938.200604971
128,t17,right_median,local_contrast_profiles.csv,median,5,0,15599898.852103062,15256836.630269874,15775328.385997718,5,0,0,15669668.27242868,15372971.830485571,15599898.852103062,15775328.385997718,15256836.630269874
128,t17,signed_asymmetry,local_contrast_profiles.csv,median,5,0,0.00059499334346471884,-0.0273292709911848,0.0083189453912197557,3,2,0,0.0083189453912197557,-0.0273292709911848,0.00059499334346471884,-0.0017946085785047084,0.0024928830664350402
128,t17,z_local,local_contrast_profiles.csv,median,5,0,0.10766602231593364,0.099210878594746893,0.14287218304017982,5,0,0,0.099210878594746893,0.10823512194251103,0.10316493299978088,0.14287218304017982,0.10766602231593364
128,t18,bg_mad,local_contrast_profiles.csv,median,5,0,10676338.837015811,10392976.927571345,11063203.145794306,5,0,0,10697289.63820081,10676338.837015811,10616827.16218742,11063203.145794306,10392976.927571345
128,t18,bg_mean,local_contrast_profiles.csv,median,5,0,22777561.704303347,22556456.64157404,23122946.438068032,5,0,0,23122946.438068032,22665424.08229924,22777561.704303347,23085500.598683402,22556456.64157404
128,t18,bg_median,local_contrast_profiles.csv,median,5,0,15344471.822961796,15127925.288020492,16085052.70574824,5,0,0,15615276.635812093,15344471.822961796,15334761.649132969,16085052.70574824,15127925.288020492
128,t18,left_mad,local_contrast_profiles.csv,median,5,0,10393861.105358033,10215198.888224646,10661797.303868577,5,0,0,10542658.890577387,10393861.105358033,10215198.888224646,10661797.303868577,10221778.108770732
128,t18,left_mean,local_contrast_profiles.csv,median,5,0,22406518.67226493,22313847.711652901,23025957.003383756,5,0,0,22832707.599097952,22406518.67226493,22354054.546301,23025957.003383756,22313847.711652901
128,t18,left_median,local_contrast_profiles.csv,median,5,0,15402594.596916735,14949711.844593961,15803404.933240332,5,0,0,15579950.1153914,15402594.596916735,15295040.298366947,15803404.933240332,14949711.844593961
128,t18,real_mad,local_contrast_profiles.csv,median,5,0,11369091.106965497,11234655.486047119,11712767.786245912,5,0,0,11369091.106965497,11234655.486047119,11352863.371311182,11712767.786245912,11385678.02437773
128,t18,real_mean,local_contrast_profiles.csv,median,5,0,24727062.361822128,24487905.431447648,25745314.451248165,5,0,0,24727062.361822128,24487905.431447648,24791075.140688423,25745314.451248165,24574645.061718859
128,t18,real_median,local_contrast_profiles.csv,median,5,0,16944348.213992514,16780890.80505069,17159933.630334735,5,0,0,16828210.83435487,16944348.213992514,16780890.80505069,17159933.630334735,17002478.183891542
128,t18,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,1836078.7965774834,1550086.6507847141,2142747.3519301526,5,0,0,1598804.5559674986,1550086.6507847141,1836078.7965774834,2142747.3519301526,1947347.3153661024
128,t18,right_mad,local_contrast_profiles.csv,median,5,0,10613124.574463407,10549287.334220491,10781672.093207533,5,0,0,10781672.093207533,10596729.828785565,10613124.574463407,10731802.897808289,10549287.334220491
128,t18,right_mean,local_contrast_profiles.csv,median,5,0,22857603.671243533,22700433.845761284,23444978.538558464,5,0,0,23079565.99706126,22836137.035397403,22857603.671243533,23444978.538558464,22700433.845761284
128,t18,right_median,local_contrast_profiles.csv,median,5,0,15712133.463536881,15197644.946443258,15863927.590267278,5,0,0,15755207.695846181,15342362.014154932,15712133.463536881,15863927.590267278,15197644.946443258
128,t18,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.017826273952286437,-0.025742193413958461,-0.0053473133642105127,0,5,0,-0.013967403910345511,-0.017826273952286437,-0.025742193413958461,-0.022710373001211388,-0.0053473133642105127
128,t18,z_local,local_contrast_profiles.csv,median,5,0,0.086212810356487868,0.071313384146086484,0.11488037339252158,5,0,0,0.086212810356487868,0.071313384146086484,0.090748530588068005,0.079775268516897466,0.11488037339252158
128,t19,bg_mad,local_contrast_profiles.csv,median,5,0,10643577.147196621,10415512.31288816,11042683.262637775,5,0,0,10724816.719287109,10643577.147196621,10417630.014101151,11042683.262637775,10415512.31288816
128,t19,bg_mean,local_contrast_profiles.csv,median,5,0,22742083.875361972,22547535.13948654,23369739.025488675,5,0,0,22969943.786091823,22742083.875361972,22547535.13948654,23369739.025488675,22588332.647502877
128,t19,bg_median,local_contrast_profiles.csv,median,5,0,15608825.912519518,15125163.82720517,15892538.48055361,5,0,0,15608825.912519518,15713137.790058509,15366871.130398184,15892538.48055361,15125163.82720517
128,t19,left_mad,local_contrast_profiles.csv,median,5,0,10502839.372940209,10083430.121992597,10906705.113450004,5,0,0,10502839.372940209,10517642.930676349,10083430.121992597,10906705.113450004,10323957.464977069
128,t19,left_mean,local_contrast_profiles.csv,median,5,0,22587104.102851778,22219406.447665893,22843355.404019486,5,0,0,22725735.223650075,22587104.102851778,22219406.447665893,22843355.404019486,22585295.0572908
128,t19,left_median,local_contrast_profiles.csv,median,5,0,15419874.241158973,14969492.080770614,16107759.123569518,5,0,0,15596071.486721314,15419874.241158973,14969492.080770614,16107759.123569518,14979441.558845587
128,t19,real_mad,local_contrast_profiles.csv,median,5,0,11060945.463205004,10870582.127397548,11605462.060761746,5,0,0,11340563.382913509,10870582.127397548,11060945.463205004,11605462.060761746,10995301.580562165
128,t19,real_mean,local_contrast_profiles.csv,median,5,0,24458087.643950097,23726100.729073379,24671270.699635506,5,0,0,24458087.643950097,23726100.729073379,24035404.878148586,24671270.699635506,24526057.991194502
128,t19,real_median,local_contrast_profiles.csv,median,5,0,16745755.461483084,16223390.022579944,17044838.647041526,5,0,0,16860047.685177654,16402570.308649125,16223390.022579944,17044838.647041526,16745755.461483084
128,t19,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,1153497.3824047484,1038991.7222753167,1580307.063815482,5,0,0,1119371.6978831887,1038991.7222753167,1299380.1211742349,1153497.3824047484,1580307.063815482
128,t19,right_mad,local_contrast_profiles.csv,median,5,0,10453854.96931174,10284188.023467243,10773208.838723162,5,0,0,10511344.715175001,10453854.96931174,10284188.023467243,10773208.838723162,10393476.671597347
128,t19,right_mean,local_contrast_profiles.csv,median,5,0,22917532.586812355,22317110.989165843,23194596.475186188,5,0,0,22979544.413732216,22917532.586812355,22863355.129205108,23194596.475186188,22317110.989165843
128,t19,right_median,local_contrast_profiles.csv,median,5,0,15690882.089256719,15589223.94880653,16014699.886507934,5,0,0,15804879.106283698,15690882.089256719,15589223.94880653,16014699.886507934,15589689.944135539
128,t19,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.011029992913029044,-0.022732383579249511,0.014845916719124778,1,4,0,-0.011029992913029044,-0.022732383579249511,-0.017604850174388589,-0.0084077670957459823,0.014845916719124778
128,t19,z_local,local_contrast_profiles.csv,median,5,0,0.083514899130375297,0.044579096478628219,0.10241348268034425,5,0,0,0.083514899130375297,0.044579096478628219,0.097257850903438442,0.083208427189001774,0.10241348268034425
128,t20,bg_mad,local_contrast_profiles.csv,median,5,0,10725823.244672325,10524354.525109749,11069213.214031981,5,0,0,10725823.244672325,10690879.682416635,10804631.566374011,11069213.214031981,10524354.525109749
128,t20,bg_mean,local_contrast_profiles.csv,median,5,0,23028578.389085617,22488889.153123796,23581007.287394501,5,0,0,23046487.781222723,22488889.153123796,23028578.389085617,23581007.287394501,22682877.60062518
128,t20,bg_median,local_contrast_profiles.csv,median,5,0,15549331.482899038,15423970.375068607,15883008.144774238,5,0,0,15549331.482899038,15462457.960688852,15680295.85436161,15883008.144774238,15423970.375068607
128,t20,left_mad,local_contrast_profiles.csv,median,5,0,10296774.682713285,10269815.233397957,10911872.244323248,5,0,0,10418358.686203783,10273500.899455972,10269815.233397957,10911872.244323248,10296774.682713285
128,t20,left_mean,local_contrast_profiles.csv,median,5,0,22653819.025667634,22311438.567097962,23496699.908006534,5,0,0,22704556.146233104,22478003.470440928,22653819.025667634,23496699.908006534,22311438.567097962
128,t20,left_median,local_contrast_profiles.csv,median,5,0,15422869.464850402,15104673.169037413,15816438.549857819,5,0,0,15616990.940772846,15332042.056911349,15422869.464850402,15816438.549857819,15104673.169037413
128,t20,real_mad,local_contrast_profiles.csv,median,5,0,11231286.654459836,10932955.975188006,11446642.813414425,5,0,0,11274171.011848625,10939002.66595348,11231286.654459836,11446642.813414425,10932955.975188006
128,t20,real_mean,local_contrast_profiles.csv,median,5,0,24171230.841218963,24044536.834573455,24652155.598575022,5,0,0,24221680.054948177,24044536.834573455,24171230.841218963,24652155.598575022,24085502.838967185
128,t20,real_median,local_contrast_profiles.csv,median,5,0,16546915.093239177,16307678.018762983,16972988.255886629,5,0,0,16307678.018762983,16546915.093239177,16562820.320227599,16972988.255886629,16402716.202012938
128,t20,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,1027025.5201005079,957242.73715825006,1432196.7038193066,5,0,0,1295134.5605392698,1432196.7038193066,957242.73715825006,987353.39707475156,1027025.5201005079
128,t20,right_mad,local_contrast_profiles.csv,median,5,0,10599511.483828215,10376541.64864241,10768332.065145846,5,0,0,10513756.519445036,10376541.64864241,10651103.405695464,10768332.065145846,10599511.483828215
128,t20,right_mean,local_contrast_profiles.csv,median,5,0,23010864.888427578,22589498.510697491,23169717.716138624,5,0,0,23169717.716138624,22589498.510697491,22897844.130009532,23110838.507182993,23010864.888427578
128,t20,right_median,local_contrast_profiles.csv,median,5,0,15617628.052642684,15277835.040928788,15786456.050334066,5,0,0,15769703.08291899,15277835.040928788,15617554.180470044,15786456.050334066,15617628.052642684
128,t20,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.0059800419544815764,-0.038339049963253061,0.0081095476837343399,1,4,0,-0.014173744583192927,0.0081095476837343399,-0.0019131115140100185,-0.0059800419544815764,-0.038339049963253061
128,t20,z_local,local_contrast_profiles.csv,median,5,0,0.059160546241972575,0.039462676331425216,0.067127542083485342,5,0,0,0.052927688826807866,0.067127542083485342,0.039462676331425216,0.059160546241972575,0.059805954027400833
128,tail100,bg_mad,local_contrast_profiles.csv,median,5,0,11554725.826053534,11353245.103568029,11715837.303566979,5,0,0,11443366.028162656,11715837.303566979,11569953.702716649,11554725.826053534,11353245.103568029
128,tail100,bg_mean,local_contrast_profiles.csv,median,5,0,24284026.729428332,23793304.34809348,24392624.117457196,5,0,0,24337186.737278432,24392624.117457196,24218888.764419708,24284026.729428332,23793304.34809348
128,tail100,bg_median,local_contrast_profiles.csv,median,5,0,16584762.955259487,16348793.747642133,16843453.549984351,5,0,0,16541057.158937171,16843453.549984351,16584762.955259487,16677840.882598897,16348793.747642133
128,tail100,left_mad,local_contrast_profiles.csv,median,5,0,11397677.543340765,11236082.232999582,11487248.718248822,5,0,0,11372398.085934874,11487248.718248822,11397677.543340765,11408229.780157629,11236082.232999582
128,tail100,left_mean,local_contrast_profiles.csv,median,5,0,24161765.034418549,23739436.152647935,24349678.01533474,5,0,0,24161765.034418549,24349678.01533474,24154465.730409279,24190730.393606815,23739436.152647935
128,tail100,left_median,local_contrast_profiles.csv,median,5,0,16579866.20983679,16250031.011777343,16987149.373905003,5,0,0,16555156.652291697,16987149.373905003,16579866.20983679,16596081.911109345,16250031.011777343
128,tail100,real_mad,local_contrast_profiles.csv,median,5,0,35854540.446624689,35134411.988751233,36876063.850092679,5,0,0,36876063.850092679,35854540.446624689,35266501.402050003,35134411.988751233,36497377.508808732
128,tail100,real_mean,local_contrast_profiles.csv,median,5,0,80983728.733307019,79408151.457878381,82092144.726601571,5,0,0,82092144.726601571,80983728.733307019,79408151.457878381,80103132.622097135,81778417.836471111
128,tail100,real_median,local_contrast_profiles.csv,median,5,0,50449847.404276408,49092165.26604525,52055379.623953611,5,0,0,52055379.623953611,50449847.404276408,49600154.15196041,49092165.26604525,51139743.692168593
128,tail100,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,56545461.006947555,55031758.54172115,58439168.789129212,5,0,0,57604314.128840283,56545461.006947555,55031758.54172115,56243263.193552703,58439168.789129212
128,tail100,right_mad,local_contrast_profiles.csv,median,5,0,11590194.276367869,11296317.515113361,11752042.078806486,5,0,0,11481711.706962351,11752042.078806486,11670169.6936958,11590194.276367869,11296317.515113361
128,tail100,right_mean,local_contrast_profiles.csv,median,5,0,24380796.182847992,23876041.484260932,24472631.350519218,5,0,0,24380796.182847992,24439954.61514122,24287648.928319272,24472631.350519218,23876041.484260932
128,tail100,right_median,local_contrast_profiles.csv,median,5,0,16708909.544379294,16391214.139264971,16813440.507906631,5,0,0,16605537.804955665,16813440.507906631,16734117.129200613,16708909.544379294,16391214.139264971
128,tail100,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.011260566207330194,-0.012204741834454746,0.0013571620241952455,1,4,0,-0.011448943906948386,0.0013571620241952455,-0.00057226991366833709,-0.012204741834454746,-0.011260566207330194
128,tail100,z_local,local_contrast_profiles.csv,median,5,0,1.9599995998139561,1.8998909884331732,2.1301220072534877,5,0,0,2.1057106152828036,1.9252008945139323,1.9599995998139561,1.8998909884331732,2.1301220072534877
128,tail500,bg_mad,local_contrast_profiles.csv,median,5,0,11204573.268136159,11054384.611480005,11335502.69543476,5,0,0,11236231.12752462,11126424.880321315,11204573.268136159,11335502.69543476,11054384.611480005
128,tail500,bg_mean,local_contrast_profiles.csv,median,5,0,23543574.544484362,23234335.829702891,23848101.768650237,5,0,0,23709012.527528703,23434124.807154629,23543574.544484362,23848101.768650237,23234335.829702891
128,tail500,bg_median,local_contrast_profiles.csv,median,5,0,15999644.967162773,15783208.134685721,16208963.940818066,5,0,0,16048702.117690952,15960577.851759929,15999644.967162773,16208963.940818066,15783208.134685721
128,tail500,left_mad,local_contrast_profiles.csv,median,5,0,11121762.022897914,10989560.983518559,11294106.303072827,5,0,0,11181670.986812321,11121762.022897914,11085536.155596215,11294106.303072827,10989560.983518559
128,tail500,left_mean,local_contrast_profiles.csv,median,5,0,23429272.207149781,23037775.698563322,23689018.284511149,5,0,0,23533595.745518699,23223583.219315894,23429272.207149781,23689018.284511149,23037775.698563322
128,tail500,left_median,local_contrast_profiles.csv,median,5,0,15919165.841712661,15708269.32548783,16137496.132640243,5,0,0,16003772.871381849,15919165.841712661,15871132.946504267,16137496.132640243,15708269.32548783
128,tail500,real_mad,local_contrast_profiles.csv,median,5,0,17883550.847022288,17569136.201352172,18131082.505194034,5,0,0,18131082.505194034,17569136.201352172,17732314.276213285,18059171.234219547,17883550.847022288
128,tail500,real_mean,local_contrast_profiles.csv,median,5,0,43084990.92621392,42088839.342979915,43311305.943663433,5,0,0,43311305.943663433,42341295.337262824,42088839.342979915,43169586.410262212,43084990.92621392
128,tail500,real_median,local_contrast_profiles.csv,median,5,0,24675248.113980174,24296050.938939635,24948659.030042384,5,0,0,24948659.030042384,24296050.938939635,24593076.216200199,24912642.468320567,24675248.113980174
128,tail500,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,19355376.391809925,18562714.353652451,19767235.95329158,5,0,0,19483466.064733759,18885049.683369935,18562714.353652451,19355376.391809925,19767235.95329158
128,tail500,right_mad,local_contrast_profiles.csv,median,5,0,11306115.993731862,11116020.019707859,11366932.397756923,5,0,0,11347551.757658072,11204192.313413884,11306115.993731862,11366932.397756923,11116020.019707859
128,tail500,right_mean,local_contrast_profiles.csv,median,5,0,23682642.913919568,23359994.843250625,24016786.346228167,5,0,0,23893206.215829216,23682642.913919568,23675635.186393809,24016786.346228167,23359994.843250625
128,tail500,right_median,local_contrast_profiles.csv,median,5,0,16137730.763115078,15949874.832157847,16285638.480525004,5,0,0,16217627.042783841,16124742.590011138,16137730.763115078,16285638.480525004,15949874.832157847
128,tail500,signed_asymmetry,local_contrast_profiles.csv,median,5,0,-0.013341673219403029,-0.015623091302168865,-0.01124933837510898,0,5,0,-0.015623091302168865,-0.01124933837510898,-0.011728931301923652,-0.014366425492221691,-0.013341673219403029
128,tail500,z_local,local_contrast_profiles.csv,median,5,0,0.51240593091797559,0.50128023423443402,0.54199245423802311,5,0,0,0.52834385515515714,0.50128023423443402,0.51240593091797559,0.5093025068652095,0.54199245423802311
235,s1,bg_mad,local_contrast_profiles.csv,median,5,0,10339285.927621849,10050375.212941496,10565350.839410204,5,0,0,10050375.212941496,10565350.839410204,10339285.927621849,10184810.33878663,10378678.366896961
235,s1,bg_mean,local_contrast_profiles.csv,median,5,0,21959684.425159693,21257546.015445128,22247691.745461121,5,0,0,21347793.921324357,22247691.745461121,21959684.425159693,21257546.015445128,22082277.753908351
235,s1,bg_median,local_contrast_profiles.csv,median,5,0,14891119.912490601,14540126.415081535,15291943.165170677,5,0,0,14644127.534166176,15291943.165170677,14891119.912490601,14540126.415081535,15270966.188043311
235,s1,left_mad,local_contrast_profiles.csv,median,5,0,10113449.441561725,9966900.0880251564,10370961.050170068,5,0,0,9966900.0880251564,10370961.050170068,10211074.081025921,10051025.844206164,10113449.441561725
235,s1,left_mean,local_contrast_profiles.csv,median,5,0,21592144.812070258,20978753.97885697,22225674.51322417,5,0,0,21186952.83304501,22225674.51322417,21592144.812070258,20978753.97885697,22129160.737151559
235,s1,left_median,local_contrast_profiles.csv,median,5,0,14912568.811446892,14556516.784293972,15357264.736703034,5,0,0,14778042.384606581,15357264.736703034,14912568.811446892,14556516.784293972,15221794.068477377
235,s1,real_mad,local_contrast_profiles.csv,median,5,0,154855724.68490827,140486711.79083186,160529275.27114421,5,0,0,140486711.79083186,153152946.86254084,160529275.27114421,154855724.68490827,155308323.5704762
235,s1,real_mean,local_contrast_profiles.csv,median,5,0,371751882.40185642,331817568.92676568,387014955.64429981,5,0,0,331817568.92676568,371751882.40185642,387014955.64429981,366804601.61034143,383251240.13981843
235,s1,real_median,local_contrast_profiles.csv,median,5,0,198195945.81499398,186159140.37986404,206071219.17028159,5,0,0,186159140.37986404,197075355.93159878,206071219.17028159,198195945.81499398,198350238.87358007
235,s1,real_minus_bg_mean,local_contrast_profiles.csv,median,5,0,349992699.51028073,310660825.5883193,364183032.62629926,5,0,0,310660825.5883193,349992699.51028073,364183032.62629926,341693854.58904517,359978389.65457934
235,s1,right_mad,local_contrast_profiles.csv,median,5,0,10158301.699310619,9884147.2268415131,10548388.377169227,5,0,0,9884147.2268415131,10548388.377169227,10158301.699310619,9968789.024321869,10381977.264807256
