scan_id,diameter_um,flow_mm_s,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,metric,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F03_V01,128,3,15,350,375,362.5,RI,468,32,0.13784030907512024,0.056503427463805829,0.37880514304250823,468,0,0
D128_F03_V01,128,3,16,375,400,387.5,tail_mean,468,32,25714913.479190148,15389237.581269834,39566845.958794788,468,0,0
D128_F03_V01,128,3,16,375,400,387.5,RI,468,32,0.13475263649775235,0.048253443830475619,0.34150555454228321,468,0,0
D128_F03_V01,128,3,17,400,425,412.5,tail_mean,468,32,24991296.364195287,13585539.403544549,42826291.983242072,468,0,0
D128_F03_V01,128,3,17,400,425,412.5,RI,468,32,0.13281854216594391,0.046352558234404685,0.38418475801233953,468,0,0
D128_F03_V01,128,3,18,425,450,437.5,tail_mean,468,32,24487905.431447648,14904243.711053086,40144095.910761401,468,0,0
D128_F03_V01,128,3,18,425,450,437.5,RI,468,32,0.12936207272529249,0.04779767759733658,0.28560928121766826,468,0,0
D128_F03_V01,128,3,19,450,475,462.5,tail_mean,468,32,23726100.729073379,12583690.464534689,42113134.66687946,468,0,0
D128_F03_V01,128,3,19,450,475,462.5,RI,468,32,0.12663129084045732,0.047688209037486357,0.38196389037465212,468,0,0
D128_F03_V01,128,3,20,475,500,487.5,tail_mean,468,32,24044536.834573455,14417948.716482364,43541915.258872934,468,0,0
D128_F03_V01,128,3,20,475,500,487.5,RI,468,32,0.12751335995519442,0.047490652643554565,0.3437723149102267,468,0,0
D128_F05_V01,128,5,1,0,25,12.5,tail_mean,491,9,99533350.725851119,44522642.712964691,250768106.24045831,491,0,0
D128_F05_V01,128,5,1,0,25,12.5,RI,491,9,0.54279533638810251,0.24114713652205874,1.4364826604494731,491,0,0
D128_F05_V01,128,5,2,25,50,37.5,tail_mean,491,9,80498208.136258692,33891817.84077955,228978958.65802333,491,0,0
D128_F05_V01,128,5,2,25,50,37.5,RI,491,9,0.4204795663704109,0.19413272373233897,1.2528456874305303,491,0,0
D128_F05_V01,128,5,3,50,75,62.5,tail_mean,491,9,69986573.880416721,35472916.130200721,195846798.38063985,491,0,0
D128_F05_V01,128,5,3,50,75,62.5,RI,491,9,0.38058547892341743,0.14359433023498058,1.6232510091739858,491,0,0
D128_F05_V01,128,5,4,75,100,87.5,tail_mean,491,9,60710441.777342893,32884283.248416014,166959925.70711574,491,0,0
D128_F05_V01,128,5,4,75,100,87.5,RI,491,9,0.32562554576890335,0.12934062502383528,0.79981424614826169,491,0,0
D128_F05_V01,128,5,5,100,125,112.5,tail_mean,491,9,52441353.734168462,29293577.722908698,102060908.4765434,491,0,0
D128_F05_V01,128,5,5,100,125,112.5,RI,491,9,0.28150101865153254,0.10520948166581098,0.73571276256414242,491,0,0
D128_F05_V01,128,5,6,125,150,137.5,tail_mean,491,9,46925861.248086557,24464934.555778343,92632732.412363395,491,0,0
D128_F05_V01,128,5,6,125,150,137.5,RI,491,9,0.25261090406125053,0.081064146013675481,0.61127476035810713,491,0,0
D128_F05_V01,128,5,7,150,175,162.5,tail_mean,491,9,42057625.995975323,21955340.005377367,83072342.110334083,491,0,0
D128_F05_V01,128,5,7,150,175,162.5,RI,491,9,0.22345955214424079,0.086778028343082361,0.50513201728123536,491,0,0
D128_F05_V01,128,5,8,175,200,187.5,tail_mean,491,9,38130096.602734067,19202326.263146464,64911101.937642202,491,0,0
D128_F05_V01,128,5,8,175,200,187.5,RI,491,9,0.20006173807107749,0.074283735740689708,0.52267106011185904,491,0,0
D128_F05_V01,128,5,9,200,225,212.5,tail_mean,491,9,35413743.708280876,17930019.761866435,61216969.193184309,491,0,0
D128_F05_V01,128,5,9,200,225,212.5,RI,491,9,0.1900912258001069,0.087014130498043643,0.47344889268729223,491,0,0
D128_F05_V01,128,5,10,225,250,237.5,tail_mean,491,9,32900220.191542841,18932008.098258816,56649833.593565218,491,0,0
D128_F05_V01,128,5,10,225,250,237.5,RI,491,9,0.174471151253417,0.065503760218499685,0.42677208753528018,491,0,0
D128_F05_V01,128,5,11,250,275,262.5,tail_mean,491,9,31529322.058033787,16449932.627109889,57788767.997445993,491,0,0
D128_F05_V01,128,5,11,250,275,262.5,RI,491,9,0.16430718894345744,0.071011939919275277,0.41211972285750054,491,0,0
D128_F05_V01,128,5,12,275,300,287.5,tail_mean,491,9,29430361.549168102,16219735.904466562,58938775.747079797,491,0,0
D128_F05_V01,128,5,12,275,300,287.5,RI,491,9,0.15572327403483399,0.054198535430357887,0.37097502361194512,491,0,0
