diameter_um,mode,pair,source_table,metric,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10,region,side,offset
285,raw,C100,whole_coupling.csv,rho0,5,0,0.54019105890897379,0.49726741721164042,0.69699428094426463,5,0,0,0.49965029828562252,0.49726741721164042,0.54019105890897379,0.69699428094426463,0.54624724053570006,,,
285,raw,C100,whole_coupling.csv,specificity,5,0,0.37049498479819493,0.31545027437176842,0.4716730903451008,5,0,0,0.35244286366885219,0.4716730903451008,0.37049498479819493,0.31545027437176842,0.44641831809373178,,,
285,raw,C100,whole_coupling.csv,peak_lag,5,0,0,0,1,1,0,4,0,0,0,1,0,,,
285,raw,C100,whole_coupling.csv,zero_lag_rank,5,0,1,1,2,5,0,0,1,1,1,2,1,,,
285,raw,W100,whole_coupling.csv,rho0,5,0,0.4544457144222277,0.37920756972862235,0.6168073400866817,5,0,0,0.39274200481707977,0.46203013354028954,0.37920756972862235,0.6168073400866817,0.4544457144222277,,,
285,raw,W100,whole_coupling.csv,specificity,5,0,0.26447463415905964,0.23813599564971913,0.34409591082062996,5,0,0,0.26447463415905964,0.34409591082062996,0.23813599564971913,0.24616482965406711,0.3373733036337439,,,
285,raw,W100,whole_coupling.csv,peak_lag,5,0,0,0,1,1,0,4,0,1,0,0,0,,,
285,raw,W100,whole_coupling.csv,zero_lag_rank,5,0,1,1,3,5,0,0,1,3,1,1,1,,,
285,raw,W500,whole_coupling.csv,rho0,5,0,0.67636819991746167,0.62524609656028463,0.74119862909538148,5,0,0,0.68581695561486189,0.67636819991746167,0.64763970435835949,0.74119862909538148,0.62524609656028463,,,
285,raw,W500,whole_coupling.csv,specificity,5,0,0.33423837346855378,0.25626186269602624,0.37564277946296631,5,0,0,0.3347407898531608,0.33423837346855378,0.25626186269602624,0.26660232592064564,0.37564277946296631,,,
285,raw,W500,whole_coupling.csv,peak_lag,5,0,0,0,1,1,0,4,0,1,0,0,0,,,
285,raw,W500,whole_coupling.csv,zero_lag_rank,5,0,1,1,2,5,0,0,1,2,1,1,1,,,
128,,,fixed_region_control_excess.csv,real_matched_rho_value,5,0,0.15203803659141071,0.1424681488875999,0.16380209619412242,5,0,0,0.16380209619412242,0.1506984096427027,0.15203803659141071,0.1424681488875999,0.15286226842553513,,,
128,,,fixed_region_control_excess.csv,left_rho_value,5,0,0.037042319342517713,-0.0047083803228094969,0.081417362470510596,3,2,0,0.037042319342517713,0.081417362470510596,-0.0022079564119380584,0.044783866128423278,-0.0047083803228094969,,,
128,,,fixed_region_control_excess.csv,right_rho_value,5,0,0.03093385546848534,0.022180260493003992,0.10110952850773289,5,0,0,0.03093385546848534,0.10110952850773289,0.04573409406202511,0.028858064786325438,0.022180260493003992,,,
128,,,fixed_region_control_excess.csv,excess_cell_value,5,0,0.12539820580736616,0.066157916643487358,0.14091104403563429,5,0,0,0.13174380506979741,0.066157916643487358,0.12539820580736616,0.14091104403563429,0.12019499648870938,,,
