scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D128_F03_V01,128,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,14,325,350,337.5,False,-0.033124960415701572,468,ok
D128_F03_V01,128,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.036303528361440088,468,ok
D128_F03_V01,128,3,raw,real_all,4,0.5,0.66666666666666663,0.58333333333333337,17,400,425,412.5,False,-0.00074714082831951734,468,ok
D128_F03_V01,128,3,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,15,350,375,362.5,False,-0.037181553465231436,468,ok
D128_F03_V01,128,3,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,5,100,125,112.5,False,-0.012486922059394225,468,ok
D128_F03_V01,128,3,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,12,275,300,287.5,False,-0.039289696449554302,468,ok
D128_F03_V01,128,3,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.0467337513352728,468,ok
D128_F03_V01,128,3,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,17,400,425,412.5,False,-0.015359964166833497,468,ok
D128_F03_V01,128,3,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,19,450,475,462.5,False,-0.028089164333303714,468,ok
D128_F03_V01,128,3,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,20,475,500,487.5,False,-0.044301301744574709,468,ok
D128_F03_V01,128,3,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,17,400,425,412.5,False,-0.024368153123106209,468,ok
D128_F03_V01,128,3,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,20,475,500,487.5,False,-0.02953132144973581,468,ok
D128_F03_V01,128,3,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,8,175,200,187.5,False,-0.014284883085215024,468,ok
D128_F03_V01,128,3,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,9,200,225,212.5,False,-0.008985316479397213,468,ok
D128_F03_V01,128,3,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,12,275,300,287.5,False,-0.0085396911545728565,468,ok
D128_F03_V01,128,3,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,17,400,425,412.5,False,-0.0017557165714017207,468,ok
D128_F03_V01,128,3,detrended_51,real_all,5,0.66666666666666663,0.83333333333333337,0.75,15,350,375,362.5,False,-0.010338085536857146,468,ok
D128_F03_V01,128,3,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,15,350,375,362.5,False,-0.029274142249962526,468,ok
D128_F03_V01,128,3,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,16,375,400,387.5,False,-0.0015191229968101122,468,ok
D128_F05_V01,128,5,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.034071424009472648,491,ok
D128_F05_V01,128,5,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.018875954335834975,491,ok
D128_F05_V01,128,5,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.090928702711525228,491,ok
D128_F05_V01,128,5,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.025985306446854733,491,ok
D128_F05_V01,128,5,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,20,475,500,487.5,False,-0.0024518992436277079,491,ok
D128_F05_V01,128,5,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,19,450,475,462.5,False,-0.0086840379189776357,491,ok
D128_F05_V01,128,5,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.058088953897564861,491,ok
D128_F05_V01,128,5,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.021704712865216538,491,ok
D128_F05_V01,128,5,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.017064453104371435,491,ok
D128_F05_V01,128,5,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.037971524170098123,491,ok
D128_F05_V01,128,5,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,20,475,500,487.5,False,-0.036361359060344677,491,ok
D128_F05_V01,128,5,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,20,475,500,487.5,False,-0.013604827016974054,491,ok
D128_F05_V01,128,5,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,20,475,500,487.5,False,-0.010834407089119872,491,ok
D128_F05_V01,128,5,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,5,100,125,112.5,False,-0.0042531703880658049,491,ok
D128_F05_V01,128,5,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,18,425,450,437.5,False,-0.039222150548704093,491,ok
D128_F05_V01,128,5,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,19,450,475,462.5,False,-0.005108492743732311,491,ok
D128_F05_V01,128,5,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,20,475,500,487.5,False,-0.016922296162305343,491,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.024119143269924294,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,5,100,125,112.5,False,-0.01754262449047202,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.043971080462707791,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,7,150,175,162.5,False,-0.040772353383830624,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,8,175,200,187.5,False,-0.0011196546256057201,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.014477795285873464,493,ok
D128_F07_V01,128,7,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,16,375,400,387.5,False,-0.0012731815076319785,493,ok
D128_F07_V01,128,7,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.0090450894201660609,493,ok
D128_F07_V01,128,7,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,20,475,500,487.5,False,-0.0087312790597562709,493,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.013078775671987033,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.027445615791648961,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.019700824011976776,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,7,150,175,162.5,False,-0.060134087826520896,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.068126437760926986,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,11,250,275,262.5,False,-0.0083800393404729005,484,ok
D128_F10_V01,128,10,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,20,475,500,487.5,False,-0.0011951375302501988,484,ok
D128_F10_V01,128,10,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,16,375,400,387.5,False,-0.0062053589619703474,484,ok
