diameter_um,pair,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
128,C100,adjacent_difference.csv,rho,5,0,0.14786004628746519,0.10987672615141444,0.15881176585908061,5,0,0,0.12724939676070296,0.15881176585908061,0.10987672615141444,0.14786004628746519,0.1546163394806401
128,W100,adjacent_difference.csv,rho,5,0,0.15772628757521184,0.11075720814760481,0.17441840410893719,5,0,0,0.16650087616658923,0.15334189102829912,0.15772628757521184,0.17441840410893719,0.11075720814760481
128,W500,adjacent_difference.csv,rho,5,0,0.1594290028719208,0.11744831791804652,0.22565554861534484,5,0,0,0.20811268678024175,0.13028235708295491,0.1594290028719208,0.22565554861534484,0.11744831791804652
235,C100,adjacent_difference.csv,rho,5,0,0.10180722508998775,0.054809169805254854,0.14172754197566981,5,0,0,0.0588513438954259,0.054809169805254854,0.10180722508998775,0.12852522011201586,0.14172754197566981
235,W100,adjacent_difference.csv,rho,5,0,0.065409445321155779,0.025014707232648668,0.12079605927658418,5,0,0,0.12079605927658418,0.065409445321155779,0.047040766999937894,0.077028562872140244,0.025014707232648668
235,W500,adjacent_difference.csv,rho,5,0,0.065734222220685812,0.0031774028575272204,0.19053834032836262,5,0,0,0.19053834032836262,0.065734222220685812,0.14343306569953537,0.017816939756319556,0.0031774028575272204
285,C100,adjacent_difference.csv,rho,5,0,0.062732262169901368,0.032092040630784427,0.17911479682801146,5,0,0,0.062732262169901368,0.046259767713463212,0.17911479682801146,0.032092040630784427,0.10633444246473631
285,W100,adjacent_difference.csv,rho,5,0,0.037058127137988998,-0.022256247376694065,0.084277745696052481,4,1,0,0.0057043429844097996,-0.022256247376694065,0.084277745696052481,0.037058127137988998,0.054413167787503013
285,W500,adjacent_difference.csv,rho,5,0,0.075024494894989177,0.0046255773555432863,0.11051848022059603,5,0,0,0.11051848022059603,0.0046255773555432863,0.09725622359174374,0.075024494894989177,0.054849055118990894
