scan_id,diameter_um,flow_mm_s,offset,support,mode,n_common,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status,baseline_common_rho,rho_change
D128_F01_V01,128,1,baseline,five_position_common,detrended_51,486,6,0.83333333333333337,1,0.91666666666666663,1,0,25,12.5,True,0.22287029556308358,486,ok,0.22287029556308358,0
D128_F01_V01,128,1,baseline,five_position_common,detrended_51,486,6,0.83333333333333337,1,0.91666666666666663,2,25,50,37.5,True,0.13199823560215923,486,ok,0.13199823560215923,0
D128_F01_V01,128,1,baseline,five_position_common,detrended_51,486,6,0.83333333333333337,1,0.91666666666666663,3,50,75,62.5,True,0.069242867709817871,486,ok,0.069242867709817871,0
D128_F01_V01,128,1,baseline,five_position_common,detrended_51,486,6,0.83333333333333337,1,0.91666666666666663,4,75,100,87.5,True,0.049942600749761978,486,ok,0.049942600749761978,0
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,3,0.33333333333333331,0.5,0.41666666666666669,1,0,25,12.5,True,0.27623663103790103,486,ok,0.27337315789822791,0.0028634731396731117
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,3,0.33333333333333331,0.5,0.41666666666666669,2,25,50,37.5,True,0.35216024865452283,486,ok,0.33769526793961674,0.014464980714906095
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,3,0.33333333333333331,0.5,0.41666666666666669,3,50,75,62.5,True,0.16140824416772981,486,ok,0.16278840938247024,-0.0013801652147404364
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,3,0.33333333333333331,0.5,0.41666666666666669,4,75,100,87.5,True,0.18969628383194265,486,ok,0.18169662773056866,0.0079996561013739864
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,4,0.5,0.66666666666666663,0.58333333333333337,1,0,25,12.5,True,0.18883961659605761,486,ok,0.17727853283371919,0.011561083762338414
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,4,0.5,0.66666666666666663,0.58333333333333337,2,25,50,37.5,True,0.18911575399675948,486,ok,0.1648157830057746,0.024299970990984882
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,4,0.5,0.66666666666666663,0.58333333333333337,3,50,75,62.5,True,0.1623395732127437,486,ok,0.15207205191785805,0.010267521294885645
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,4,0.5,0.66666666666666663,0.58333333333333337,4,75,100,87.5,True,0.13407930293191189,486,ok,0.14355009279723951,-0.0094707898653276223
D128_F01_V01,128,1,xp,five_position_common,detrended_51,486,5,0.66666666666666663,0.83333333333333337,0.75,1,0,25,12.5,True,0.18830737949726456,486,ok,0.18536493346415131,0.0029424460331132496
