diameter_um,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,metric,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
128,15,350,375,362.5,RI,raw_depth_profiles.csv,median,5,0,0.13915544932918847,0.13645713230889905,0.18644627067708763,5,0,0,0.14466168864012269,0.13784030907512024,0.13915544932918847,0.18644627067708763,0.13645713230889905
128,15,350,375,362.5,tail_mean,raw_depth_profiles.csv,median,5,0,26349964.37254981,26014915.762014292,26679510.74379497,5,0,0,26349964.37254981,26014915.762014292,26169812.965140842,26679510.74379497,26423052.299384553
128,16,375,400,387.5,RI,raw_depth_profiles.csv,median,5,0,0.13475263649775235,0.13406523745662452,0.17908266695742611,5,0,0,0.13894311017821642,0.13475263649775235,0.1344924217246185,0.17908266695742611,0.13406523745662452
128,16,375,400,387.5,tail_mean,raw_depth_profiles.csv,median,5,0,25726648.113613036,25486534.622889191,26427447.191511232,5,0,0,26230717.497278176,25714913.479190148,25726648.113613036,26427447.191511232,25486534.622889191
128,17,400,425,412.5,RI,raw_depth_profiles.csv,median,5,0,0.13542636757112944,0.12979532807463287,0.18130377618128293,5,0,0,0.13803686211668031,0.13281854216594391,0.13542636757112944,0.18130377618128293,0.12979532807463287
128,17,400,425,412.5,tail_mean,raw_depth_profiles.csv,median,5,0,25199938.695221458,24723818.99429667,26053672.351922419,5,0,0,25733573.722709306,24991296.364195287,25199938.695221458,26053672.351922419,24723818.99429667
128,18,425,450,437.5,RI,raw_depth_profiles.csv,median,5,0,0.13203764212342836,0.12716188218417407,0.17544286408289844,5,0,0,0.13203764212342836,0.12936207272529249,0.13204637335536873,0.17544286408289844,0.12716188218417407
128,18,425,450,437.5,tail_mean,raw_depth_profiles.csv,median,5,0,24727062.361822128,24487905.431447648,25745314.451248165,5,0,0,24727062.361822128,24487905.431447648,24791075.140688423,25745314.451248165,24574645.061718859
128,19,450,475,462.5,RI,raw_depth_profiles.csv,median,5,0,0.12886026946717294,0.12663129084045732,0.16877050531253585,5,0,0,0.13235838135757141,0.12663129084045732,0.12886026946717294,0.16877050531253585,0.12785001249708891
128,19,450,475,462.5,tail_mean,raw_depth_profiles.csv,median,5,0,24458087.643950097,23726100.729073379,24671270.699635506,5,0,0,24458087.643950097,23726100.729073379,24035404.878148586,24671270.699635506,24526057.991194502
