scan_id,diameter_um,flow_mm_s,frame_lo,frame_hi,metric,n_geometry_valid,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F10_V01,128,10,300,399,source,100,100,0,194299861.62607068,110771175.22637233,303949225.01292443,100,0,0
D128_F10_V01,128,10,300,399,tail100,100,100,0,82562040.859557763,57905659.995681331,125157892.84894332,100,0,0
D128_F10_V01,128,10,300,399,tail500,100,100,0,41778016.377863646,34418343.225220889,51353378.611890659,100,0,0
D128_F10_V01,128,10,300,399,RI100,100,100,0,0.43550816017804173,0.2832300768559301,0.82874964259964912,100,0,0
D128_F10_V01,128,10,300,399,RI500,100,100,0,0.21949812506026009,0.16104139927058531,0.36339871439163818,100,0,0
D128_F10_V01,128,10,400,499,source,86,86,14,177167351.87431175,94216904.098801941,292973898.56938052,86,0,0
D128_F10_V01,128,10,400,499,tail100,86,86,14,82587921.098170653,50864784.470231533,121223237.64374436,86,0,0
D128_F10_V01,128,10,400,499,tail500,86,86,14,43143490.615175918,31670403.787203278,52198607.433929034,86,0,0
D128_F10_V01,128,10,400,499,RI100,86,86,14,0.47483499593426248,0.27045850782180009,0.78745701768959475,86,0,0
D128_F10_V01,128,10,400,499,RI500,86,86,14,0.24835006260371914,0.14877712664732992,0.39788165313050783,86,0,0
D235_F01_V01,235,1,0,99,source,85,85,15,227723959.83772048,133202680.65852807,303695868.15620238,85,0,0
D235_F01_V01,235,1,0,99,tail100,85,85,15,50473621.959811367,38289424.123667255,178338166.50549898,85,0,0
D235_F01_V01,235,1,0,99,tail500,85,85,15,31569818.383682214,27806897.894930601,65744389.580267876,85,0,0
D235_F01_V01,235,1,0,99,RI100,85,85,15,0.22361536027596637,0.17767737986657259,0.90000722811147538,85,0,0
D235_F01_V01,235,1,0,99,RI500,85,85,15,0.14050726819161857,0.10821162303147887,0.38788600940087781,85,0,0
D235_F01_V01,235,1,100,199,source,90,90,10,214966921.5077517,176765801.42501739,296441842.64813483,90,0,0
D235_F01_V01,235,1,100,199,tail100,90,90,10,47299545.307481751,37224725.371486157,57311318.55043599,90,0,0
D235_F01_V01,235,1,100,199,tail500,90,90,10,29781798.77343224,26475176.944231052,32691801.897541665,90,0,0
D235_F01_V01,235,1,100,199,RI100,90,90,10,0.21901335918357073,0.16260470551951234,0.28659702072432186,90,0,0
D235_F01_V01,235,1,100,199,RI500,90,90,10,0.13815641573643395,0.10732909457394568,0.17252234554358703,90,0,0
D235_F01_V01,235,1,200,299,source,98,98,2,207899079.30316135,145095604.20499659,277990679.27341032,98,0,0
