scan_id,diameter_um,flow_mm_s,region,side,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F01_V01,128,1,t12,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,2.8421709430404009e-15,8,478,0
D128_F01_V01,128,1,t12,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,2.5579538487363606e-15,8,478,0
D128_F01_V01,128,1,t12,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,5.4001247917767615e-15,7,479,0
D128_F01_V01,128,1,t13,left,486,0,1.0231815394945442e-14,2.5579538487363606e-15,1.0231815394945442e-14,486,0,0
D128_F01_V01,128,1,t13,real,486,0,1.0231815394945442e-14,2.5579538487363606e-15,1.0231815394945442e-14,486,0,0
D128_F01_V01,128,1,t13,right,486,0,1.0231815394945442e-14,-2.8421709430404008e-16,1.3216094885137864e-14,485,1,0
D128_F01_V01,128,1,t14,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t14,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.973799150320701e-15,0,486,0
D128_F01_V01,128,1,t14,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,-1.9895196601282807e-15,0,486,0
D128_F01_V01,128,1,t15,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t15,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t15,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,-1.9895196601282807e-15,0,486,0
D128_F01_V01,128,1,t16,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t16,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t16,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,-1.9895196601282807e-15,0,486,0
D128_F01_V01,128,1,t17,left,486,0,1.0231815394945442e-14,1.0231815394945442e-14,1.0231815394945442e-14,486,0,0
D128_F01_V01,128,1,t17,real,486,0,1.0231815394945442e-14,9.947598300641402e-15,1.0231815394945442e-14,486,0,0
D128_F01_V01,128,1,t17,right,486,0,1.0231815394945442e-14,7.247535904753022e-15,1.3216094885137864e-14,486,0,0
D128_F01_V01,128,1,t18,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t18,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t18,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,-1.9895196601282807e-15,0,486,0
D128_F01_V01,128,1,t19,left,486,0,-4.973799150320701e-15,-4.973799150320701e-15,-4.973799150320701e-15,0,486,0
D128_F01_V01,128,1,t19,real,486,0,-4.973799150320701e-15,-4.973799150320701e-15,-4.973799150320701e-15,0,486,0
D128_F01_V01,128,1,t19,right,486,0,-4.973799150320701e-15,-7.8159700933611027e-15,-2.1316282072803005e-15,0,486,0
D128_F01_V01,128,1,t20,left,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t20,real,486,0,-4.973799150320701e-15,-5.1159076974727211e-15,-4.8316906031686816e-15,0,486,0
D128_F01_V01,128,1,t20,right,486,0,-4.973799150320701e-15,-8.1001871876651414e-15,-1.9895196601282807e-15,0,486,0
D128_F01_V01,128,1,tail100,left,486,0,-1.2789769243681803e-15,-1.2789769243681803e-15,-9.9475983006414035e-16,0,486,0
D128_F01_V01,128,1,tail100,real,486,0,-1.2789769243681803e-15,-1.2789769243681803e-15,-9.9475983006414035e-16,0,486,0
D128_F01_V01,128,1,tail100,right,486,0,-1.2789769243681803e-15,-3.9790393202565614e-15,1.5631940186722204e-15,68,418,0
D128_F01_V01,128,1,tail500,left,486,0,-1.8189894035458565e-15,-2.0463630789890884e-15,-1.8189894035458565e-15,0,486,0
D128_F01_V01,128,1,tail500,real,486,0,-1.8189894035458565e-15,-2.0463630789890884e-15,-1.8189894035458565e-15,0,486,0
