scan_id,diameter_um,flow_mm_s,mode,support,region,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,value,status
D285_F05_V01,285,5,raw,real_all,S3_T1T4,4,0,0.27309792260289423,0.22434987948612048,0.37324661398871872,4,0,0,0.27309792260289423,ok
D285_F05_V01,285,5,raw,real_all,S4_T1T4,4,0,0.30877967366487841,0.19779430531237432,0.37690147787569511,4,0,0,0.30877967366487841,ok
D285_F05_V01,285,5,raw,real_all,S5_T1T4,4,0,0.23980841310914525,0.18701904150532067,0.30071600993210496,4,0,0,0.23980841310914525,ok
D285_F05_V01,285,5,raw,real_all,S6_T1T4,4,0,0.17376427805581351,0.13801073556440607,0.20347333484943397,4,0,0,0.17376427805581351,ok
D285_F05_V01,285,5,detrended_51,real_all,C16,16,0,0.13442732449436331,0.058860628584612766,0.22311725151939751,16,0,0,0.13442732449436331,ok
D285_F05_V01,285,5,detrended_51,real_all,S1_T1T4,4,0,-0.094326392068929149,-0.12770867041304509,-0.031819445098340164,0,4,0,-0.094326392068929149,ok
D285_F05_V01,285,5,detrended_51,real_all,S2_T1T4,4,0,0.12800608748462777,0.088790109221111344,0.18861060294444873,4,0,0,0.12800608748462777,ok
D285_F05_V01,285,5,detrended_51,real_all,S3_T1T4,4,0,0.16400759634209017,0.12022693685127235,0.21455888278566562,4,0,0,0.16400759634209017,ok
D285_F05_V01,285,5,detrended_51,real_all,S4_T1T4,4,0,0.18778967868644109,0.10695048984308514,0.22311725151939751,4,0,0,0.18778967868644109,ok
D285_F05_V01,285,5,detrended_51,real_all,S5_T1T4,4,0,0.10485380223175617,0.071428643400409692,0.20662092868099649,4,0,0,0.10485380223175617,ok
D285_F05_V01,285,5,detrended_51,real_all,S6_T1T4,4,0,0.090450702938884561,0.058860628584612766,0.13654465532043653,4,0,0,0.090450702938884561,ok
D285_F07_V01,285,7,raw,real_all,C16,16,0,0.40124266257071534,0.26182218497494586,0.52461683363301648,16,0,0,0.40124266257071534,ok
