scan_id,diameter_um,flow_mm_s,mode,support,region,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,value,status
D285_F07_V01,285,7,raw,real_all,S1_T1T4,4,0,-0.0024600439585311159,-0.077996758537660943,0.055104297682431247,2,2,0,-0.0024600439585311159,ok
D285_F07_V01,285,7,raw,real_all,S2_T1T4,4,0,0.4438490126317855,0.38247463185058073,0.51633749604747314,4,0,0,0.4438490126317855,ok
D285_F07_V01,285,7,raw,real_all,S3_T1T4,4,0,0.44263454157777193,0.40713902383532158,0.52461683363301648,4,0,0,0.44263454157777193,ok
D285_F07_V01,285,7,raw,real_all,S4_T1T4,4,0,0.41453239585610935,0.38345465240902882,0.50366168081519824,4,0,0,0.41453239585610935,ok
D285_F07_V01,285,7,raw,real_all,S5_T1T4,4,0,0.3463111737644774,0.31388830650986088,0.4053770852682213,4,0,0,0.3463111737644774,ok
D285_F07_V01,285,7,raw,real_all,S6_T1T4,4,0,0.30227070363689923,0.26182218497494586,0.41268602013663702,4,0,0,0.30227070363689923,ok
D285_F07_V01,285,7,detrended_51,real_all,C16,16,0,0.10966066457883336,0.00083631645662637889,0.21154730426429985,16,0,0,0.10966066457883336,ok
D285_F07_V01,285,7,detrended_51,real_all,S1_T1T4,4,0,-0.011197056261051583,-0.083668849481118149,0.035139815439699226,1,3,0,-0.011197056261051583,ok
D285_F07_V01,285,7,detrended_51,real_all,S2_T1T4,4,0,0.14137979810475781,0.073764506930796364,0.19751442019861853,4,0,0,0.14137979810475781,ok
D285_F07_V01,285,7,detrended_51,real_all,S3_T1T4,4,0,0.14649993249318932,0.088634097420451849,0.16539237896801273,4,0,0,0.14649993249318932,ok
D285_F07_V01,285,7,detrended_51,real_all,S4_T1T4,4,0,0.15794780907438905,0.089175803347035371,0.21154730426429985,4,0,0,0.15794780907438905,ok
D285_F07_V01,285,7,detrended_51,real_all,S5_T1T4,4,0,0.077390296751665213,0.063433424469865302,0.11658813594516604,4,0,0,0.077390296751665213,ok
D285_F07_V01,285,7,detrended_51,real_all,S6_T1T4,4,0,0.057021235778611443,0.00083631645662637889,0.11987601216945938,4,0,0,0.057021235778611443,ok
D285_F10_V01,285,10,raw,real_all,C16,16,0,0.26682025849315272,0.20450691971990145,0.39708986789161871,16,0,0,0.26682025849315272,ok
D285_F10_V01,285,10,raw,real_all,S1_T1T4,4,0,0.010676224597437365,-0.017587757248267551,0.014152396836287089,3,1,0,0.010676224597437365,ok
D285_F10_V01,285,10,raw,real_all,S2_T1T4,4,0,0.2348301568542841,0.12568355455085464,0.29376616764254215,4,0,0,0.2348301568542841,ok
D285_F10_V01,285,10,raw,real_all,S3_T1T4,4,0,0.33412254447804784,0.26175356972837488,0.39708986789161871,4,0,0,0.33412254447804784,ok
D285_F10_V01,285,10,raw,real_all,S4_T1T4,4,0,0.3065989986668966,0.25056027919271218,0.39327664968745357,4,0,0,0.3065989986668966,ok
D285_F10_V01,285,10,raw,real_all,S5_T1T4,4,0,0.30158302606258192,0.24655006926812201,0.37894184389326913,4,0,0,0.30158302606258192,ok
D285_F10_V01,285,10,raw,real_all,S6_T1T4,4,0,0.21621180143652652,0.20450691971990145,0.24004426590099698,4,0,0,0.21621180143652652,ok
D285_F10_V01,285,10,detrended_51,real_all,C16,16,0,0.17159429904284068,0.065525495266424802,0.29037779248379431,16,0,0,0.17159429904284068,ok
D285_F10_V01,285,10,detrended_51,real_all,S1_T1T4,4,0,-0.052920908290276319,-0.073082950160679963,0.0091715151576801657,1,3,0,-0.052920908290276319,ok
D285_F10_V01,285,10,detrended_51,real_all,S2_T1T4,4,0,0.094961475742265225,-0.0020131762031613274,0.14977171954220195,3,1,0,0.094961475742265225,ok
D285_F10_V01,285,10,detrended_51,real_all,S3_T1T4,4,0,0.22738585615425899,0.11806718171037599,0.28102277933555264,4,0,0,0.22738585615425899,ok
D285_F10_V01,285,10,detrended_51,real_all,S4_T1T4,4,0,0.18028751857844208,0.15762141790630499,0.29037779248379431,4,0,0,0.18028751857844208,ok
D285_F10_V01,285,10,detrended_51,real_all,S5_T1T4,4,0,0.2078928862495957,0.1386550500073564,0.26380792936802466,4,0,0,0.2078928862495957,ok
D285_F10_V01,285,10,detrended_51,real_all,S6_T1T4,4,0,0.11614058959909049,0.065525495266424802,0.15939558296438533,4,0,0,0.11614058959909049,ok
