scan_id,diameter_um,flow_mm_s,region,side,metric,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F05_V01,128,5,t09,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t09,real,sum_w2,491,0,33.753267547285631,33.281411849173082,34.754220700117493,491,0,0
D128_F05_V01,128,5,t09,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t09,right,neff,491,0,41.926196450786385,40.693916886016048,42.495246318201467,491,0,0
D128_F05_V01,128,5,t09,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t09,right,sum_w2,491,0,33.733192479466361,33.281474455190882,34.754689718557785,491,0,0
D128_F05_V01,128,5,t09,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t10,left,neff,491,0,44.418644755121427,43.186838905362357,45.098463775089868,491,0,0
D128_F05_V01,128,5,t10,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t10,left,sum_w2,491,0,31.840333324064304,31.360368766872671,32.748506041516684,491,0,0
D128_F05_V01,128,5,t10,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t10,real,neff,491,0,44.468040638485427,43.187320640145863,45.098497617121389,491,0,0
D128_F05_V01,128,5,t10,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t10,real,sum_w2,491,0,31.804964520569392,31.360345233969252,32.748140746929423,491,0,0
D128_F05_V01,128,5,t10,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t10,right,neff,491,0,44.494504156047803,43.186737822404353,45.098412782017419,491,0,0
D128_F05_V01,128,5,t10,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t10,right,sum_w2,491,0,31.786048223981371,31.360404226248242,32.748582692730174,491,0,0
D128_F05_V01,128,5,t10,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t11,left,neff,491,0,43.252831968600297,42.053356123911769,43.914808442710616,491,0,0
D128_F05_V01,128,5,t11,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t11,left,sum_w2,491,0,32.698539966885654,32.205638711855208,33.631191066866734,491,0,0
D128_F05_V01,128,5,t11,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t11,real,neff,491,0,43.300931406457131,42.053825215072912,43.9148413965234,491,0,0
D128_F05_V01,128,5,t11,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t11,real,sum_w2,491,0,32.662217852324595,32.205614544658992,33.630815926332254,491,0,0
D128_F05_V01,128,5,t11,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t11,right,neff,491,0,43.326700361920196,42.053257693979447,43.914758788003546,491,0,0
D128_F05_V01,128,5,t11,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t11,right,sum_w2,491,0,32.642791696394823,32.205675126983067,33.631269784094414,491,0,0
D128_F05_V01,128,5,t11,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t12,left,neff,491,0,41.545628262175093,40.393496129207143,42.181476304024912,491,0,0
D128_F05_V01,128,5,t12,left,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t12,left,sum_w2,491,0,34.042196831908541,33.529041150969313,35.013172672212249,491,0,0
D128_F05_V01,128,5,t12,left,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t12,real,neff,491,0,41.591829199174327,40.393946705183716,42.181507957139694,491,0,0
D128_F05_V01,128,5,t12,real,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t12,real,sum_w2,491,0,34.004382159617641,33.529015990687931,35.012782116306369,491,0,0
D128_F05_V01,128,5,t12,real,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t12,right,neff,491,0,41.616581045369031,40.393401584337063,42.181428609205646,491,0,0
D128_F05_V01,128,5,t12,right,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t12,right,sum_w2,491,0,33.984157739061907,33.529079062476562,35.013254624108626,491,0,0
D128_F05_V01,128,5,t12,right,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t13,left,neff,491,0,42.900258265991162,41.710559899920874,43.556838665765532,491,0,0
D128_F05_V01,128,5,t13,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t13,left,sum_w2,491,0,32.967271339890488,32.470319199678109,33.907587387936083,491,0,0
D128_F05_V01,128,5,t13,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t13,real,neff,491,0,42.947965623234374,41.711025167303951,43.556871350957231,491,0,0
D128_F05_V01,128,5,t13,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t13,real,sum_w2,491,0,32.930650713783457,32.470294833865033,33.907209164327149,491,0,0
D128_F05_V01,128,5,t13,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t13,right,neff,491,0,42.973524524103851,41.710462272336144,43.556789415817349,491,0,0
D128_F05_V01,128,5,t13,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t13,right,sum_w2,491,0,32.911064904928494,32.470355914082013,33.907666752097505,491,0,0
D128_F05_V01,128,5,t13,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t14,left,neff,491,0,44.479193616565162,43.245708642147186,45.159939325492118,491,0,0
D128_F05_V01,128,5,t14,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t14,left,sum_w2,491,0,31.796989554224847,31.317678365610931,32.703925989731339,491,0,0
D128_F05_V01,128,5,t14,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t14,real,neff,491,0,44.528656833467004,43.246191033602969,45.1599732136551,491,0,0
D128_F05_V01,128,5,t14,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t14,real,sum_w2,491,0,31.761668897753481,31.317654864742504,32.703561192414142,491,0,0
D128_F05_V01,128,5,t14,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t14,right,neff,491,0,44.555156424526594,43.245607421398915,45.159888262908943,491,0,0
D128_F05_V01,128,5,t14,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t14,right,sum_w2,491,0,31.742778351637259,31.317713776716182,32.704002536600669,491,0,0
D128_F05_V01,128,5,t14,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t15,left,neff,491,0,42.299632404864099,41.126590432822347,42.947020338580501,491,0,0
D128_F05_V01,128,5,t15,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t15,left,sum_w2,491,0,33.435384054156309,32.931375533304646,34.389051947217524,491,0,0
D128_F05_V01,128,5,t15,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t15,real,neff,491,0,42.346671834367861,41.127049186221321,42.947052566161993,491,0,0
D128_F05_V01,128,5,t15,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t15,real,sum_w2,491,0,33.398243440195003,32.931350821513611,34.388668353091994,491,0,0
D128_F05_V01,128,5,t15,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t15,right,neff,491,0,42.371872897371915,41.126494172074423,42.946971778156552,491,0,0
D128_F05_V01,128,5,t15,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t15,right,sum_w2,491,0,33.378379526244551,32.931412769027929,34.389132438295782,491,0,0
D128_F05_V01,128,5,t15,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t16,left,neff,491,0,41.466433393204049,40.316497470935644,42.101069372450233,491,0,0
D128_F05_V01,128,5,t16,left,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t16,left,sum_w2,491,0,34.107212486667777,33.593076752861492,35.080042749890325,491,0,0
D128_F05_V01,128,5,t16,left,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t16,real,neff,491,0,41.512546261318413,40.316947188017785,42.101100965227424,491,0,0
D128_F05_V01,128,5,t16,real,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t16,real,sum_w2,491,0,34.069325593841555,33.593051544528109,35.079651448078849,491,0,0
D128_F05_V01,128,5,t16,real,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t16,right,neff,491,0,41.537250925190989,40.316403106288348,42.101021768547561,491,0,0
D128_F05_V01,128,5,t16,right,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t16,right,sum_w2,491,0,34.049062547578117,33.593114736774687,35.080124858302916,491,0,0
D128_F05_V01,128,5,t16,right,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t17,left,neff,491,0,43.704709934520189,42.492702732225737,44.373602316075036,491,0,0
D128_F05_V01,128,5,t17,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t17,left,sum_w2,491,0,32.360458562138184,31.872653582013925,33.283466662941308,491,0,0
D128_F05_V01,128,5,t17,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t17,real,neff,491,0,43.753311884586076,42.493176724151766,44.373635614168208,491,0,0
D128_F05_V01,128,5,t17,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t17,real,sum_w2,491,0,32.324511994360755,31.872629664690631,33.2830954011133,491,0,0
D128_F05_V01,128,5,t17,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t17,right,neff,491,0,43.779350057639036,42.492603273960327,44.373552142607267,491,0,0
D128_F05_V01,128,5,t17,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t17,right,sum_w2,491,0,32.305286692111068,31.872689620633313,33.283544566284604,491,0,0
D128_F05_V01,128,5,t17,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t18,left,neff,491,0,44.237983239035096,43.011187445606339,44.915037268412533,491,0,0
D128_F05_V01,128,5,t18,left,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t18,left,sum_w2,491,0,31.970364633582605,31.488439970657822,32.882246196872678,491,0,0
D128_F05_V01,128,5,t18,left,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t18,real,neff,491,0,44.287178217233532,43.011667221056399,44.91507097280023,491,0,0
D128_F05_V01,128,5,t18,real,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t18,real,sum_w2,491,0,31.934851389017073,31.488416341649433,32.881879410475236,491,0,0
D128_F05_V01,128,5,t18,real,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t18,right,neff,491,0,44.313534101183279,43.011086773777507,44.914986482741412,491,0,0
D128_F05_V01,128,5,t18,right,nonzero_pixels,491,0,55,55,60,491,0,0
D128_F05_V01,128,5,t18,right,sum_w2,491,0,31.915857841013626,31.488475574844344,32.88232316111862,491,0,0
D128_F05_V01,128,5,t18,right,z_span_pixels,491,0,5,5,5,491,0,0
D128_F05_V01,128,5,t19,left,neff,491,0,41.126715953002616,39.986200982958465,41.756152620596289,491,0,0
D128_F05_V01,128,5,t19,left,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t19,left,sum_w2,491,0,34.388946990624234,33.870564361062783,35.369813086495085,491,0,0
D128_F05_V01,128,5,t19,left,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t19,real,neff,491,0,41.172451037347457,39.986647015693485,41.756183954546842,491,0,0
D128_F05_V01,128,5,t19,real,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t19,real,sum_w2,491,0,34.350747142144968,33.870538944501966,35.369418552428201,491,0,0
D128_F05_V01,128,5,t19,real,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t19,right,neff,491,0,41.196953306066042,39.986107391401944,41.756105406692811,491,0,0
D128_F05_V01,128,5,t19,right,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t19,right,sum_w2,491,0,34.33031671781481,33.870602658733048,35.369895873144664,491,0,0
D128_F05_V01,128,5,t19,right,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t20,left,neff,491,0,41.126715953002595,39.986200982958465,41.756152620596289,491,0,0
D128_F05_V01,128,5,t20,left,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t20,left,sum_w2,491,0,34.388946990624241,33.870564361062783,35.369813086495085,491,0,0
D128_F05_V01,128,5,t20,left,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t20,real,neff,491,0,41.172451037347436,39.986647015693485,41.756183954546835,491,0,0
D128_F05_V01,128,5,t20,real,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t20,real,sum_w2,491,0,34.350747142144989,33.870538944501973,35.369418552428201,491,0,0
D128_F05_V01,128,5,t20,real,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,t20,right,neff,491,0,41.196953306066042,39.986107391401944,41.756105406692811,491,0,0
D128_F05_V01,128,5,t20,right,nonzero_pixels,491,0,44,44,48,491,0,0
D128_F05_V01,128,5,t20,right,sum_w2,491,0,34.33031671781481,33.870602658733048,35.369895873144664,491,0,0
D128_F05_V01,128,5,t20,right,z_span_pixels,491,0,4,4,4,491,0,0
D128_F05_V01,128,5,tail100,left,neff,491,0,157.13438163846428,152.77677344110433,159.5392938530922,491,0,0
D128_F05_V01,128,5,tail100,left,nonzero_pixels,491,0,176,176,192,491,0,0
D128_F05_V01,128,5,tail100,left,sum_w2,491,0,144.00967529159266,141.8388581921246,148.11722205681943,491,0,0
D128_F05_V01,128,5,tail100,left,z_span_pixels,491,0,16,16,16,491,0,0
D128_F05_V01,128,5,tail100,real,neff,491,0,157.30912338555444,152.7784776150551,159.53941357188884,491,0,0
D128_F05_V01,128,5,tail100,real,nonzero_pixels,491,0,176,176,192,491,0,0
D128_F05_V01,128,5,tail100,real,sum_w2,491,0,143.84970680587006,141.83875175587139,148.11556987703972,491,0,0
D128_F05_V01,128,5,tail100,real,z_span_pixels,491,0,16,16,16,491,0,0
D128_F05_V01,128,5,tail100,right,neff,491,0,157.40274011994762,152.77641585234434,159.53911346116553,491,0,0
D128_F05_V01,128,5,tail100,right,nonzero_pixels,491,0,176,176,192,491,0,0
D128_F05_V01,128,5,tail100,right,sum_w2,491,0,143.76415086329757,141.83901857025603,148.11756874026185,491,0,0
D128_F05_V01,128,5,tail100,right,z_span_pixels,491,0,16,16,16,491,0,0
D128_F05_V01,128,5,tail500,left,neff,491,0,782.26267911973844,760.5691819520473,794.23506258188252,491,0,0
D128_F05_V01,128,5,tail500,left,nonzero_pixels,491,0,825,825,900,491,0,0
D128_F05_V01,128,5,tail500,left,sum_w2,491,0,723.18646539433973,712.28507601197293,743.81370603335608,491,0,0
D128_F05_V01,128,5,tail500,left,z_span_pixels,491,0,75,75,75,491,0,0
D128_F05_V01,128,5,tail500,real,neff,491,0,783.13259661206257,760.57766584759281,794.23565857841481,491,0,0
D128_F05_V01,128,5,tail500,real,nonzero_pixels,491,0,825,825,900,491,0,0
D128_F05_V01,128,5,tail500,real,sum_w2,491,0,722.38313712122203,712.28454151137373,743.80540913210507,491,0,0
D128_F05_V01,128,5,tail500,real,z_span_pixels,491,0,75,75,75,491,0,0
D128_F05_V01,128,5,tail500,right,neff,491,0,783.59864915061701,760.56740176658752,794.23416453608024,491,0,0
D128_F05_V01,128,5,tail500,right,nonzero_pixels,491,0,825,825,900,491,0,0
D128_F05_V01,128,5,tail500,right,sum_w2,491,0,721.95349307420122,712.28588139740089,743.81544700508471,491,0,0
D128_F05_V01,128,5,tail500,right,z_span_pixels,491,0,75,75,75,491,0,0
D128_F07_V01,128,7,s1,left,neff,493,0,19.735088194675104,19.5531452042291,19.877741900421487,493,0,0
D128_F07_V01,128,7,s1,left,nonzero_pixels,493,0,29,28,30,493,0,0
D128_F07_V01,128,7,s1,left,sum_w2,493,0,13.957107543945312,13.83782958984375,14.083404541015625,493,0,0
D128_F07_V01,128,7,s1,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s1,real,neff,493,0,19.736759101924541,19.5531452042291,19.872305191952911,493,0,0
D128_F07_V01,128,7,s1,real,nonzero_pixels,493,0,29,28,30,493,0,0
D128_F07_V01,128,7,s1,real,sum_w2,493,0,13.96588134765625,13.841171264648438,14.083404541015625,493,0,0
D128_F07_V01,128,7,s1,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s1,right,neff,493,0,19.72457282254598,19.5531452042291,19.877741900421487,493,0,0
D128_F07_V01,128,7,s1,right,nonzero_pixels,493,0,29,28,30,493,0,0
D128_F07_V01,128,7,s1,right,sum_w2,493,0,13.966827392578125,13.83782958984375,14.083404541015625,493,0,0
D128_F07_V01,128,7,s1,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s2,left,neff,493,0,32.817498069751778,32.646974031329989,32.958004082588324,493,0,0
D128_F07_V01,128,7,s2,left,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s2,left,sum_w2,493,0,23.215469360351562,23.114547729492188,23.33941650390625,493,0,0
D128_F07_V01,128,7,s2,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s2,real,neff,493,0,32.81036980912674,32.646974031329989,32.950440402238883,493,0,0
D128_F07_V01,128,7,s2,real,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s2,real,sum_w2,493,0,23.212722778320312,23.118576049804688,23.33941650390625,493,0,0
D128_F07_V01,128,7,s2,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s2,right,neff,493,0,32.804482003261505,32.646974031329989,32.95413550896339,493,0,0
D128_F07_V01,128,7,s2,right,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s2,right,sum_w2,493,0,23.221710205078125,23.114547729492188,23.335784912109375,493,0,0
D128_F07_V01,128,7,s2,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s3,left,neff,493,0,38.50755113201874,37.505836252948676,39.022510593378904,493,0,0
D128_F07_V01,128,7,s3,left,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s3,left,sum_w2,493,0,25.81829833984375,25.478988647460938,26.484344482421875,493,0,0
D128_F07_V01,128,7,s3,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s3,real,neff,493,0,38.492503207847236,37.510635599790419,39.022510593378904,493,0,0
D128_F07_V01,128,7,s3,real,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s3,real,sum_w2,493,0,25.82891845703125,25.475845336914062,26.484146118164062,493,0,0
D128_F07_V01,128,7,s3,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s3,right,neff,493,0,38.537952174401887,37.505836252948676,39.024818283804123,493,0,0
D128_F07_V01,128,7,s3,right,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s3,right,sum_w2,493,0,25.781036376953125,25.475845336914062,26.484146118164062,493,0,0
D128_F07_V01,128,7,s3,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s36,left,neff,493,0,114.63933730683875,113.13250891485858,115.3544824428845,493,0,0
D128_F07_V01,128,7,s36,left,nonzero_pixels,493,0,129,127,131,493,0,0
D128_F07_V01,128,7,s36,left,sum_w2,493,0,99.98162841796875,99.307266235351562,101.26718139648438,493,0,0
D128_F07_V01,128,7,s36,left,z_span_pixels,493,0,14,14,14,493,0,0
D128_F07_V01,128,7,s36,real,neff,493,0,114.62508335207643,113.13498572267844,115.35794972455957,493,0,0
D128_F07_V01,128,7,s36,real,nonzero_pixels,493,0,129,127,131,493,0,0
D128_F07_V01,128,7,s36,real,sum_w2,493,0,99.996932983398438,99.307266235351562,101.26812744140625,493,0,0
D128_F07_V01,128,7,s36,real,z_span_pixels,493,0,14,14,14,493,0,0
D128_F07_V01,128,7,s36,right,neff,493,0,114.70739746808133,113.13250891485858,115.35794972455957,493,0,0
D128_F07_V01,128,7,s36,right,nonzero_pixels,493,0,129,127,131,493,0,0
D128_F07_V01,128,7,s36,right,sum_w2,493,0,99.861495971679688,99.307266235351562,101.26812744140625,493,0,0
D128_F07_V01,128,7,s36,right,z_span_pixels,493,0,14,14,14,493,0,0
D128_F07_V01,128,7,s4,left,neff,493,0,37.862053545208248,36.903875733249514,38.366992258839886,493,0,0
D128_F07_V01,128,7,s4,left,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s4,left,sum_w2,493,0,26.239486694335938,25.894271850585938,26.898941040039062,493,0,0
D128_F07_V01,128,7,s4,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s4,real,neff,493,0,37.845019632005254,36.913006969518854,38.366992258839886,493,0,0
D128_F07_V01,128,7,s4,real,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s4,real,sum_w2,493,0,26.251296997070312,25.893829345703125,26.895034790039062,493,0,0
D128_F07_V01,128,7,s4,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s4,right,neff,493,0,37.877211617020109,36.903875733249514,38.366992258839886,493,0,0
D128_F07_V01,128,7,s4,right,nonzero_pixels,493,0,44,42,44,493,0,0
D128_F07_V01,128,7,s4,right,sum_w2,493,0,26.204498291015625,25.893829345703125,26.895034790039062,493,0,0
D128_F07_V01,128,7,s4,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s5,left,neff,493,0,31.264654311369313,31.123551176332168,31.365669183625013,493,0,0
D128_F07_V01,128,7,s5,left,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s5,left,sum_w2,493,0,24.290420532226562,24.209503173828125,24.401687622070312,493,0,0
D128_F07_V01,128,7,s5,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s5,real,neff,493,0,31.268131323985365,31.11397074464757,31.365669183625013,493,0,0
D128_F07_V01,128,7,s5,real,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s5,real,sum_w2,493,0,24.2911376953125,24.210800170898438,24.40118408203125,493,0,0
D128_F07_V01,128,7,s5,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s5,right,neff,493,0,31.26225131297706,31.11397074464757,31.365669183625013,493,0,0
D128_F07_V01,128,7,s5,right,nonzero_pixels,493,0,40,39,41,493,0,0
D128_F07_V01,128,7,s5,right,sum_w2,493,0,24.2969970703125,24.20928955078125,24.401687622070312,493,0,0
D128_F07_V01,128,7,s5,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,s6,left,neff,493,0,18.65876883920026,18.517960947355625,18.752371932554247,493,0,0
D128_F07_V01,128,7,s6,left,nonzero_pixels,493,0,32,30,33,493,0,0
D128_F07_V01,128,7,s6,left,sum_w2,493,0,14.500747680664062,14.416534423828125,14.599700927734375,493,0,0
D128_F07_V01,128,7,s6,left,z_span_pixels,493,0,5,5,5,493,0,0
D128_F07_V01,128,7,s6,real,neff,493,0,18.656453485437382,18.517960947355625,18.752371932554247,493,0,0
D128_F07_V01,128,7,s6,real,nonzero_pixels,493,0,32,30,33,493,0,0
D128_F07_V01,128,7,s6,real,sum_w2,493,0,14.500762939453125,14.416534423828125,14.597549438476562,493,0,0
D128_F07_V01,128,7,s6,real,z_span_pixels,493,0,5,5,5,493,0,0
D128_F07_V01,128,7,s6,right,neff,493,0,18.652812364374892,18.517960947355625,18.752371932554247,493,0,0
D128_F07_V01,128,7,s6,right,nonzero_pixels,493,0,32,30,33,493,0,0
D128_F07_V01,128,7,s6,right,sum_w2,493,0,14.502914428710938,14.416534423828125,14.597549438476562,493,0,0
D128_F07_V01,128,7,s6,right,z_span_pixels,493,0,5,5,5,493,0,0
D128_F07_V01,128,7,source,left,neff,493,0,159.19007541232085,157.95760052515547,159.76495019557558,493,0,0
D128_F07_V01,128,7,source,left,nonzero_pixels,493,0,178,177,181,493,0,0
D128_F07_V01,128,7,source,left,sum_w2,493,0,143.66914367675781,143.17398071289062,144.78352355957031,493,0,0
D128_F07_V01,128,7,source,left,z_span_pixels,493,0,20,20,20,493,0,0
D128_F07_V01,128,7,source,real,neff,493,0,159.18103346280029,157.95760052515547,159.75563058132437,493,0,0
D128_F07_V01,128,7,source,real,nonzero_pixels,493,0,178,177,181,493,0,0
D128_F07_V01,128,7,source,real,sum_w2,493,0,143.66781616210938,143.17398071289062,144.78573608398438,493,0,0
D128_F07_V01,128,7,source,real,z_span_pixels,493,0,20,20,20,493,0,0
D128_F07_V01,128,7,source,right,neff,493,0,159.26050768738787,157.95701527381462,159.7434623210284,493,0,0
D128_F07_V01,128,7,source,right,nonzero_pixels,493,0,178,177,181,493,0,0
D128_F07_V01,128,7,source,right,sum_w2,493,0,143.60331726074219,143.17398071289062,144.78573608398438,493,0,0
D128_F07_V01,128,7,source,right,z_span_pixels,493,0,20,20,20,493,0,0
D128_F07_V01,128,7,t01,left,neff,493,0,41.626227338413095,40.377474506368209,42.165460121276595,493,0,0
D128_F07_V01,128,7,t01,left,nonzero_pixels,493,0,44,44,48,493,0,0
D128_F07_V01,128,7,t01,left,sum_w2,493,0,33.976282388222408,33.541776865198067,35.027065761213152,493,0,0
D128_F07_V01,128,7,t01,left,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,t01,real,neff,493,0,41.610937713578899,40.378751341166279,42.16543573689497,493,0,0
D128_F07_V01,128,7,t01,real,nonzero_pixels,493,0,44,44,48,493,0,0
D128_F07_V01,128,7,t01,real,sum_w2,493,0,33.988766716611075,33.541796262495239,35.025958154490489,493,0,0
D128_F07_V01,128,7,t01,real,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,t01,right,neff,493,0,41.67038814182208,40.377765824233236,42.165459753262503,493,0,0
D128_F07_V01,128,7,t01,right,nonzero_pixels,493,0,44,44,48,493,0,0
D128_F07_V01,128,7,t01,right,sum_w2,493,0,33.940275525938908,33.541777157945887,35.026813047626874,493,0,0
D128_F07_V01,128,7,t01,right,z_span_pixels,493,0,4,4,4,493,0,0
D128_F07_V01,128,7,t02,left,neff,493,0,43.51480417747662,42.209395582296082,44.078501885693541,493,0,0
D128_F07_V01,128,7,t02,left,nonzero_pixels,493,0,55,55,60,493,0,0
D128_F07_V01,128,7,t02,left,sum_w2,493,0,32.501684921710776,32.086037281256282,33.506863467135069,493,0,0
D128_F07_V01,128,7,t02,left,z_span_pixels,493,0,5,5,5,493,0,0
D128_F07_V01,128,7,t02,real,neff,493,0,43.498820864235206,42.210730346932664,44.078476394995505,493,0,0
D128_F07_V01,128,7,t02,real,nonzero_pixels,493,0,55,55,60,493,0,0
D128_F07_V01,128,7,t02,real,sum_w2,493,0,32.513627420395927,32.086055836695451,33.505803931418178,493,0,0
D128_F07_V01,128,7,t02,real,z_span_pixels,493,0,5,5,5,493,0,0
D128_F07_V01,128,7,t02,right,neff,493,0,43.560968551130728,42.20970011721699,44.078501500982689,493,0,0
D128_F07_V01,128,7,t02,right,nonzero_pixels,493,0,55,55,60,493,0,0
