scan_id,diameter_um,flow_mm_s,offset,support,mode,n_common,pair,rho0,n_pairs0,rho0_status,specificity,specificity_status,n_far_defined,peak_lag,peak_rho,zero_lag_rank,peak_rank_status,n_lags_defined,boundary_peak,baseline_common_rho0,rho0_change,baseline_common_specificity,specificity_change
D235_F03_V01,235,3,zp,five_position_common,detrended_51,448,W500,0.32242659827048165,448,ok,0.32063165643597402,ok,42,-1,0.34965412446095168,2,ok,101,False,0.32820670645012101,-0.005780108179639365,0.31419976074783146,0.0064318956881425637
D235_F03_V01,235,3,zp,five_position_common,detrended_51,448,C100,0.25583362794602604,448,ok,0.2826455548720529,ok,42,0,0.25583362794602604,1,ok,101,False,0.3042269175368118,-0.04839328959078576,0.32794685789859829,-0.045301303026545392
D235_F03_V01,235,3,zm,five_position_common,detrended_51,448,W100,0.2366690908600558,448,ok,0.20999084497772405,ok,42,-1,0.24363342713724823,2,ok,101,False,0.25799815011656796,-0.021329059256512156,0.2390157689347065,-0.029024923956982446
D235_F03_V01,235,3,zm,five_position_common,detrended_51,448,W500,0.31365856112927964,448,ok,0.27911351512725463,ok,42,-1,0.34081862150811287,2,ok,101,False,0.32820670645012101,-0.014548145320841366,0.31419976074783146,-0.035086245620576828
D235_F03_V01,235,3,zm,five_position_common,detrended_51,448,C100,0.28407183611679154,448,ok,0.30811079913998296,ok,42,0,0.28407183611679154,1,ok,101,False,0.3042269175368118,-0.02015508142002026,0.32794685789859829,-0.019836058758615327
D235_F05_V01,235,5,baseline,five_position_common,detrended_51,424,W100,0.28455510714342497,424,ok,0.28401756583492671,ok,42,-1,0.28516622396194424,2,ok,101,False,0.28455510714342497,0,0.28401756583492671,0
D235_F05_V01,235,5,baseline,five_position_common,detrended_51,424,W500,0.37201275780486248,424,ok,0.35569446092355328,ok,42,0,0.37201275780486248,1,ok,101,False,0.37201275780486248,0,0.35569446092355328,0
D235_F05_V01,235,5,baseline,five_position_common,detrended_51,424,C100,0.31275536463882364,424,ok,0.27708259031587934,ok,42,0,0.31275536463882364,1,ok,101,False,0.31275536463882364,0,0.27708259031587934,0
D235_F05_V01,235,5,xp,five_position_common,detrended_51,424,W100,0.25702009519829394,424,ok,0.24655911625308607,ok,42,-1,0.27314116211446265,2,ok,101,False,0.28455510714342497,-0.027535011945131027,0.28401756583492671,-0.037458449581840636
D235_F05_V01,235,5,xp,five_position_common,detrended_51,424,W500,0.36656675237040198,424,ok,0.34693666862065847,ok,42,0,0.36656675237040198,1,ok,101,False,0.37201275780486248,-0.0054460054344604991,0.35569446092355328,-0.0087577923028948068
D235_F05_V01,235,5,xp,five_position_common,detrended_51,424,C100,0.28063059875577667,424,ok,0.23981768909639084,ok,42,0,0.28063059875577667,1,ok,101,False,0.31275536463882364,-0.032124765883046968,0.27708259031587934,-0.0372649012194885
