scan_id,diameter_um,flow_mm_s,offset,support,mode,n_common,pair,rho0,n_pairs0,rho0_status,specificity,specificity_status,n_far_defined,peak_lag,peak_rho,zero_lag_rank,peak_rank_status,n_lags_defined,boundary_peak,baseline_common_rho0,rho0_change,baseline_common_specificity,specificity_change
D235_F05_V01,235,5,xm,five_position_common,detrended_51,424,W100,0.30534642990819882,424,ok,0.29535056195799148,ok,42,0,0.30534642990819882,1,ok,101,False,0.28455510714342497,0.020791322764773856,0.28401756583492671,0.011332996123064765
D235_F05_V01,235,5,xm,five_position_common,detrended_51,424,W500,0.38259567005245559,424,ok,0.35077120838609371,ok,42,0,0.38259567005245559,1,ok,101,False,0.37201275780486248,0.010582912247593113,0.35569446092355328,-0.0049232525374595659
D235_F05_V01,235,5,xm,five_position_common,detrended_51,424,C100,0.311052074982205,424,ok,0.28047522063374308,ok,42,-1,0.31398517892784406,2,ok,101,False,0.31275536463882364,-0.0017032896566186451,0.27708259031587934,0.0033926303178637429
D235_F05_V01,235,5,zp,five_position_common,detrended_51,424,W100,0.27956118304522642,424,ok,0.27757378484737794,ok,42,0,0.27956118304522642,1,ok,101,False,0.28455510714342497,-0.0049939240981985433,0.28401756583492671,-0.006443780987548775
D235_F05_V01,235,5,zp,five_position_common,detrended_51,424,W500,0.36846949335772444,424,ok,0.35839248512812194,ok,42,0,0.36846949335772444,1,ok,101,False,0.37201275780486248,-0.0035432644471380392,0.35569446092355328,0.0026980242045686609
D235_F05_V01,235,5,zp,five_position_common,detrended_51,424,C100,0.3265211905200569,424,ok,0.29798066404506707,ok,42,-1,0.3411012234292119,2,ok,101,False,0.31275536463882364,0.013765825881233262,0.27708259031587934,0.020898073729187727
D235_F05_V01,235,5,zm,five_position_common,detrended_51,424,W100,0.29034304539010691,424,ok,0.28117347923328995,ok,42,0,0.29034304539010691,1,ok,101,False,0.28455510714342497,0.0057879382466819451,0.28401756583492671,-0.0028440866016367639
D235_F05_V01,235,5,zm,five_position_common,detrended_51,424,W500,0.38251582179341992,424,ok,0.36344197193732802,ok,42,0,0.38251582179341992,1,ok,101,False,0.37201275780486248,0.010503063988557437,0.35569446092355328,0.0077475110137747438
D235_F05_V01,235,5,zm,five_position_common,detrended_51,424,C100,0.30623795759213907,424,ok,0.26444541190304416,ok,42,0,0.30623795759213907,1,ok,101,False,0.31275536463882364,-0.0065174070466845757,0.27708259031587934,-0.012637178412835182
D235_F07_V01,235,7,baseline,five_position_common,detrended_51,444,W100,0.26885517043200452,444,ok,0.2492339919454539,ok,42,0,0.26885517043200452,1,ok,101,False,0.26885517043200452,0,0.2492339919454539,0
D235_F07_V01,235,7,baseline,five_position_common,detrended_51,444,W500,0.32119183053452915,444,ok,0.29907305063197642,ok,42,-1,0.32503473564350205,2,ok,101,False,0.32119183053452915,0,0.29907305063197642,0
D235_F07_V01,235,7,baseline,five_position_common,detrended_51,444,C100,0.32423145818034615,444,ok,0.3137402244691409,ok,42,0,0.32423145818034615,1,ok,101,False,0.32423145818034615,0,0.3137402244691409,0
D235_F07_V01,235,7,xp,five_position_common,detrended_51,444,W100,0.27300289536667827,444,ok,0.25104014709765765,ok,42,0,0.27300289536667827,1,ok,101,False,0.26885517043200452,0.0041477249346737466,0.2492339919454539,0.0018061551522037533
D235_F07_V01,235,7,xp,five_position_common,detrended_51,444,W500,0.34662288441885808,444,ok,0.3142254321097539,ok,42,0,0.34662288441885808,1,ok,101,False,0.32119183053452915,0.025431053884328925,0.29907305063197642,0.015152381477777477
D235_F07_V01,235,7,xp,five_position_common,detrended_51,444,C100,0.31279254193845535,444,ok,0.30427182877293668,ok,42,0,0.31279254193845535,1,ok,101,False,0.32423145818034615,-0.011438916241890806,0.3137402244691409,-0.0094683956962042237
D235_F07_V01,235,7,xm,five_position_common,detrended_51,444,W100,0.27480682281486241,444,ok,0.24084404789758071,ok,42,0,0.27480682281486241,1,ok,101,False,0.26885517043200452,0.005951652382857886,0.2492339919454539,-0.0083899440478731879
D235_F07_V01,235,7,xm,five_position_common,detrended_51,444,W500,0.31450207552877829,444,ok,0.29108241929758616,ok,42,0,0.31450207552877829,1,ok,101,False,0.32119183053452915,-0.0066897550057508637,0.29907305063197642,-0.0079906313343902635
D235_F07_V01,235,7,xm,five_position_common,detrended_51,444,C100,0.32395269604961635,444,ok,0.31548065414558751,ok,42,0,0.32395269604961635,1,ok,101,False,0.32423145818034615,-0.00027876213072980383,0.3137402244691409,0.0017404296764466087
D235_F07_V01,235,7,zp,five_position_common,detrended_51,444,W100,0.27015569247795085,444,ok,0.24675925741553562,ok,42,0,0.27015569247795085,1,ok,101,False,0.26885517043200452,0.0013005220459463285,0.2492339919454539,-0.0024747345299182821
D235_F07_V01,235,7,zp,five_position_common,detrended_51,444,W500,0.32599736372054317,444,ok,0.30299424079436504,ok,42,-1,0.32732299540584275,2,ok,101,False,0.32119183053452915,0.0048055331860140105,0.29907305063197642,0.0039211901623886214
D235_F07_V01,235,7,zp,five_position_common,detrended_51,444,C100,0.3059336522260826,444,ok,0.29297541352095741,ok,42,0,0.3059336522260826,1,ok,101,False,0.32423145818034615,-0.018297805954263557,0.3137402244691409,-0.020764810948183499
D235_F07_V01,235,7,zm,five_position_common,detrended_51,444,W100,0.26416165137307546,444,ok,0.25202736459806879,ok,42,0,0.26416165137307546,1,ok,101,False,0.26885517043200452,-0.0046935190589290632,0.2492339919454539,0.002793372652614895
D235_F07_V01,235,7,zm,five_position_common,detrended_51,444,W500,0.3174567376468192,444,ok,0.29528270464504713,ok,42,0,0.3174567376468192,1,ok,101,False,0.32119183053452915,-0.0037350928877099565,0.29907305063197642,-0.0037903459869292888
D235_F07_V01,235,7,zm,five_position_common,detrended_51,444,C100,0.32517363634171836,444,ok,0.33988603834981324,ok,42,0,0.32517363634171836,1,ok,101,False,0.32423145818034615,0.00094217816137220911,0.3137402244691409,0.026145813880672331
D235_F10_V01,235,10,baseline,five_position_common,detrended_51,461,W100,0.37388206639269184,461,ok,0.2797797409825809,ok,42,0,0.37388206639269184,1,ok,101,False,0.37388206639269184,0,0.2797797409825809,0
D235_F10_V01,235,10,baseline,five_position_common,detrended_51,461,W500,0.40743290116263842,461,ok,0.29395113932210964,ok,42,0,0.40743290116263842,1,ok,101,False,0.40743290116263842,0,0.29395113932210964,0
D235_F10_V01,235,10,baseline,five_position_common,detrended_51,461,C100,0.48562640145051222,461,ok,0.37021180826864974,ok,42,0,0.48562640145051222,1,ok,101,False,0.48562640145051222,0,0.37021180826864974,0
D235_F10_V01,235,10,xp,five_position_common,detrended_51,461,W100,0.36905969906936381,461,ok,0.28967985679408381,ok,42,0,0.36905969906936381,1,ok,101,False,0.37388206639269184,-0.0048223673233280251,0.2797797409825809,0.0099001158115029075
D235_F10_V01,235,10,xp,five_position_common,detrended_51,461,W500,0.41030710936685882,461,ok,0.31108647975108444,ok,42,0,0.41030710936685882,1,ok,101,False,0.40743290116263842,0.0028742082042204076,0.29395113932210964,0.017135340428974799
D235_F10_V01,235,10,xp,five_position_common,detrended_51,461,C100,0.43931533089069114,461,ok,0.3229749371536057,ok,42,0,0.43931533089069114,1,ok,101,False,0.48562640145051222,-0.046311070559821088,0.37021180826864974,-0.047236871115044043
D235_F10_V01,235,10,xm,five_position_common,detrended_51,461,W100,0.36917756658217521,461,ok,0.26824903733211897,ok,42,0,0.36917756658217521,1,ok,101,False,0.37388206639269184,-0.0047044998105166269,0.2797797409825809,-0.011530703650461938
D235_F10_V01,235,10,xm,five_position_common,detrended_51,461,W500,0.40618620954840784,461,ok,0.28846843844748382,ok,42,-2,0.40669606998695079,2,ok,101,False,0.40743290116263842,-0.0012466916142305773,0.29395113932210964,-0.0054827008746258232
D235_F10_V01,235,10,xm,five_position_common,detrended_51,461,C100,0.48893987519391358,461,ok,0.36371621036180324,ok,42,0,0.48893987519391358,1,ok,101,False,0.48562640145051222,0.0033134737434013517,0.37021180826864974,-0.0064955979068465064
D235_F10_V01,235,10,zp,five_position_common,detrended_51,461,W100,0.39656391347410996,461,ok,0.29776969273760934,ok,42,0,0.39656391347410996,1,ok,101,False,0.37388206639269184,0.022681847081418127,0.2797797409825809,0.017989951755028433
D235_F10_V01,235,10,zp,five_position_common,detrended_51,461,W500,0.43875812073574305,461,ok,0.31076739464034053,ok,42,0,0.43875812073574305,1,ok,101,False,0.40743290116263842,0.031325219573104635,0.29395113932210964,0.016816255318230888
D235_F10_V01,235,10,zp,five_position_common,detrended_51,461,C100,0.47532475303094696,461,ok,0.36117525686797058,ok,42,0,0.47532475303094696,1,ok,101,False,0.48562640145051222,-0.010301648419565268,0.37021180826864974,-0.0090365514006791603
D235_F10_V01,235,10,zm,five_position_common,detrended_51,461,W100,0.3581522056160874,461,ok,0.26671509160177365,ok,42,0,0.3581522056160874,1,ok,101,False,0.37388206639269184,-0.015729860776604432,0.2797797409825809,-0.013064649380807258
D235_F10_V01,235,10,zm,five_position_common,detrended_51,461,W500,0.40312640819193041,461,ok,0.28861227189037075,ok,42,0,0.40312640819193041,1,ok,101,False,0.40743290116263842,-0.0043064929707080091,0.29395113932210964,-0.0053388674317388918
D235_F10_V01,235,10,zm,five_position_common,detrended_51,461,C100,0.47372898182001083,461,ok,0.34739307871396158,ok,42,0,0.47372898182001083,1,ok,101,False,0.48562640145051222,-0.011897419630501394,0.37021180826864974,-0.022818729554688166
D285_F01_V01,285,1,baseline,five_position_common,detrended_51,453,W100,0.31717149804628997,453,ok,0.2170531979718619,ok,42,1,0.32588867867345894,2,ok,101,False,0.31717149804628997,0,0.2170531979718619,0
D285_F01_V01,285,1,baseline,five_position_common,detrended_51,453,W500,0.3585297848730235,453,ok,0.27847579184679661,ok,42,0,0.3585297848730235,1,ok,101,False,0.3585297848730235,0,0.27847579184679661,0
D285_F01_V01,285,1,baseline,five_position_common,detrended_51,453,C100,0.42012934861809098,453,ok,0.29600837140663422,ok,42,0,0.42012934861809098,1,ok,101,False,0.42012934861809098,0,0.29600837140663422,0
D285_F01_V01,285,1,xp,five_position_common,detrended_51,453,W100,0.31159974604360768,453,ok,0.22393965216707107,ok,42,0,0.31159974604360768,1,ok,101,False,0.31717149804628997,-0.0055717520026822842,0.2170531979718619,0.0068864541952091685
D285_F01_V01,285,1,xp,five_position_common,detrended_51,453,W500,0.33426645297514679,453,ok,0.25547984698754933,ok,42,0,0.33426645297514679,1,ok,101,False,0.3585297848730235,-0.024263331897876717,0.27847579184679661,-0.022995944859247275
D285_F01_V01,285,1,xp,five_position_common,detrended_51,453,C100,0.4237628205135805,453,ok,0.30080351191208199,ok,42,0,0.4237628205135805,1,ok,101,False,0.42012934861809098,0.0036334718954895151,0.29600837140663422,0.0047951405054477703
D285_F01_V01,285,1,xm,five_position_common,detrended_51,453,W100,0.31633527545872764,453,ok,0.21424823606453414,ok,42,1,0.33306533061246024,2,ok,101,False,0.31717149804628997,-0.0008362225875623297,0.2170531979718619,-0.0028049619073277632
D285_F01_V01,285,1,xm,five_position_common,detrended_51,453,W500,0.33867616212228935,453,ok,0.2656443089781223,ok,42,0,0.33867616212228935,1,ok,101,False,0.3585297848730235,-0.019853622750734157,0.27847579184679661,-0.012831482868674304
D285_F01_V01,285,1,xm,five_position_common,detrended_51,453,C100,0.41114269119803837,453,ok,0.28048172279879674,ok,42,0,0.41114269119803837,1,ok,101,False,0.42012934861809098,-0.0089866574200526128,0.29600837140663422,-0.015526648607837479
D285_F01_V01,285,1,zp,five_position_common,detrended_51,453,W100,0.34253139961417872,453,ok,0.23702193481278841,ok,42,0,0.34253139961417872,1,ok,101,False,0.31717149804628997,0.025359901567888754,0.2170531979718619,0.01996873684092651
D285_F01_V01,285,1,zp,five_position_common,detrended_51,453,W500,0.37298935543606132,453,ok,0.28367311734585077,ok,42,0,0.37298935543606132,1,ok,101,False,0.3585297848730235,0.014459570563037816,0.27847579184679661,0.0051973254990541617
D285_F01_V01,285,1,zp,five_position_common,detrended_51,453,C100,0.41073298930751728,453,ok,0.29651504670208628,ok,42,0,0.41073298930751728,1,ok,101,False,0.42012934861809098,-0.0093963593105736987,0.29600837140663422,0.00050667529545206369
D285_F01_V01,285,1,zm,five_position_common,detrended_51,453,W100,0.28134322142206064,453,ok,0.19670817130996299,ok,42,1,0.30570635472109386,3,ok,101,False,0.31717149804628997,-0.035828276624229327,0.2170531979718619,-0.020345026661898913
D285_F01_V01,285,1,zm,five_position_common,detrended_51,453,W500,0.33628459839448288,453,ok,0.26333336120397843,ok,42,0,0.33628459839448288,1,ok,101,False,0.3585297848730235,-0.022245186478540624,0.27847579184679661,-0.015142430642818172
D285_F01_V01,285,1,zm,five_position_common,detrended_51,453,C100,0.4002508458318918,453,ok,0.27929617236125592,ok,42,0,0.4002508458318918,1,ok,101,False,0.42012934861809098,-0.019878502786199181,0.29600837140663422,-0.016712199045378295
D285_F03_V01,285,3,baseline,five_position_common,detrended_51,474,W100,0.2003444456447302,474,ok,0.22802607818729764,ok,42,1,0.23378319020699836,4,ok,101,False,0.2003444456447302,0,0.22802607818729764,0
D285_F03_V01,285,3,baseline,five_position_common,detrended_51,474,W500,0.27000212184519917,474,ok,0.29011293400246974,ok,42,0,0.27000212184519917,1,ok,101,False,0.27000212184519917,0,0.29011293400246974,0
D285_F03_V01,285,3,baseline,five_position_common,detrended_51,474,C100,0.22183742335902024,474,ok,0.25680441108082241,ok,42,0,0.22183742335902024,1,ok,101,False,0.22183742335902024,0,0.25680441108082241,0
D285_F03_V01,285,3,xp,five_position_common,detrended_51,474,W100,0.18617793656719833,474,ok,0.19435243510024972,ok,42,1,0.21941835933124523,3,ok,101,False,0.2003444456447302,-0.014166509077531864,0.22802607818729764,-0.033673643087047928
D285_F03_V01,285,3,xp,five_position_common,detrended_51,474,W500,0.25093992085224792,474,ok,0.26212381760018111,ok,42,0,0.25093992085224792,1,ok,101,False,0.27000212184519917,-0.01906220099295125,0.29011293400246974,-0.027989116402288627
D285_F03_V01,285,3,xp,five_position_common,detrended_51,474,C100,0.21723826377475636,474,ok,0.25125194295016062,ok,42,0,0.21723826377475636,1,ok,101,False,0.22183742335902024,-0.0045991595842638788,0.25680441108082241,-0.0055524681306617918
D285_F03_V01,285,3,xm,five_position_common,detrended_51,474,W100,0.19978004710626462,474,ok,0.22510088578528409,ok,42,1,0.25350125235728244,3,ok,101,False,0.2003444456447302,-0.00056439853846557142,0.22802607818729764,-0.0029251924020135545
D285_F03_V01,285,3,xm,five_position_common,detrended_51,474,W500,0.27701604302752819,474,ok,0.31091294164941063,ok,42,1,0.28930130055678621,2,ok,101,False,0.27000212184519917,0.0070139211823290193,0.29011293400246974,0.020800007646940899
D285_F03_V01,285,3,xm,five_position_common,detrended_51,474,C100,0.21106573229351377,474,ok,0.2451903205985215,ok,42,1,0.21593502012541632,2,ok,101,False,0.22183742335902024,-0.010771691065506461,0.25680441108082241,-0.011614090482300915
D285_F03_V01,285,3,zp,five_position_common,detrended_51,474,W100,0.19569238102223696,474,ok,0.21959921373167418,ok,42,1,0.22076301763051029,3,ok,101,False,0.2003444456447302,-0.0046520646224932349,0.22802607818729764,-0.0084268644556234618
D285_F03_V01,285,3,zp,five_position_common,detrended_51,474,W500,0.25963731794658873,474,ok,0.27638224005460693,ok,42,0,0.25963731794658873,1,ok,101,False,0.27000212184519917,-0.010364803898610442,0.29011293400246974,-0.013730693947862804
D285_F03_V01,285,3,zp,five_position_common,detrended_51,474,C100,0.22127745883525371,474,ok,0.25340608583852509,ok,42,0,0.22127745883525371,1,ok,101,False,0.22183742335902024,-0.00055996452376652628,0.25680441108082241,-0.0033983252422973287
D285_F03_V01,285,3,zm,five_position_common,detrended_51,474,W100,0.20045359650312686,474,ok,0.22044385649134915,ok,42,1,0.23153674973009994,4,ok,101,False,0.2003444456447302,0.00010915085839666161,0.22802607818729764,-0.0075822216959484934
D285_F03_V01,285,3,zm,five_position_common,detrended_51,474,W500,0.27508675716256931,474,ok,0.29267712108454269,ok,42,0,0.27508675716256931,1,ok,101,False,0.27000212184519917,0.0050846353173701342,0.29011293400246974,0.0025641870820729551
D285_F03_V01,285,3,zm,five_position_common,detrended_51,474,C100,0.22319751588251013,474,ok,0.25770624459628533,ok,42,-1,0.22681960156434552,2,ok,101,False,0.22183742335902024,0.0013600925234898975,0.25680441108082241,0.00090183351546291313
D285_F05_V01,285,5,baseline,five_position_common,detrended_51,492,W100,0.22799809119776163,492,ok,0.21179563708235144,ok,42,0,0.22799809119776163,1,ok,101,False,0.22799809119776163,0,0.21179563708235144,0
D285_F05_V01,285,5,baseline,five_position_common,detrended_51,492,W500,0.28733370987447399,492,ok,0.27978107789421169,ok,42,0,0.28733370987447399,1,ok,101,False,0.28733370987447399,0,0.27978107789421169,0
D285_F05_V01,285,5,baseline,five_position_common,detrended_51,492,C100,0.33601827724343497,492,ok,0.29680260471709202,ok,42,0,0.33601827724343497,1,ok,101,False,0.33601827724343497,0,0.29680260471709202,0
D285_F05_V01,285,5,xp,five_position_common,detrended_51,492,W100,0.24682032129339621,492,ok,0.23002124871029733,ok,42,0,0.24682032129339621,1,ok,101,False,0.22799809119776163,0.018822230095634579,0.21179563708235144,0.018225611627945892
D285_F05_V01,285,5,xp,five_position_common,detrended_51,492,W500,0.29285744316591539,492,ok,0.28262301118943883,ok,42,0,0.29285744316591539,1,ok,101,False,0.28733370987447399,0.0055237332914414017,0.27978107789421169,0.0028419332952271392
D285_F05_V01,285,5,xp,five_position_common,detrended_51,492,C100,0.35046640147716041,492,ok,0.29773176388690709,ok,42,0,0.35046640147716041,1,ok,101,False,0.33601827724343497,0.014448124233725435,0.29680260471709202,0.00092915916981506363
D285_F05_V01,285,5,xm,five_position_common,detrended_51,492,W100,0.21162433511582932,492,ok,0.19705359979052431,ok,42,0,0.21162433511582932,1,ok,101,False,0.22799809119776163,-0.016373756081932311,0.21179563708235144,-0.014742037291827131
D285_F05_V01,285,5,xm,five_position_common,detrended_51,492,W500,0.25995889173038761,492,ok,0.27187736961700465,ok,42,0,0.25995889173038761,1,ok,101,False,0.28733370987447399,-0.027374818144086377,0.27978107789421169,-0.0079037082772070444
D285_F05_V01,285,5,xm,five_position_common,detrended_51,492,C100,0.31056127615038098,492,ok,0.29191456335997912,ok,42,0,0.31056127615038098,1,ok,101,False,0.33601827724343497,-0.025457001093053988,0.29680260471709202,-0.0048880413571129044
D285_F05_V01,285,5,zp,five_position_common,detrended_51,492,W100,0.24002962573208117,492,ok,0.21718086348196181,ok,42,0,0.24002962573208117,1,ok,101,False,0.22799809119776163,0.012031534534319543,0.21179563708235144,0.0053852263996103655
D285_F05_V01,285,5,zp,five_position_common,detrended_51,492,W500,0.28484561181334916,492,ok,0.27294753321392679,ok,42,0,0.28484561181334916,1,ok,101,False,0.28733370987447399,-0.0024880980611248216,0.27978107789421169,-0.0068335446802849087
D285_F05_V01,285,5,zp,five_position_common,detrended_51,492,C100,0.32486970075162785,492,ok,0.28299717522423723,ok,42,0,0.32486970075162785,1,ok,101,False,0.33601827724343497,-0.011148576491807116,0.29680260471709202,-0.013805429492854793
D285_F05_V01,285,5,zm,five_position_common,detrended_51,492,W100,0.2470012024888141,492,ok,0.23481024909015352,ok,42,0,0.2470012024888141,1,ok,101,False,0.22799809119776163,0.019003111291052477,0.21179563708235144,0.023014612007802082
D285_F05_V01,285,5,zm,five_position_common,detrended_51,492,W500,0.28239908203366348,492,ok,0.28260656720935123,ok,42,0,0.28239908203366348,1,ok,101,False,0.28733370987447399,-0.0049346278408105015,0.27978107789421169,0.0028254893151395399
D285_F05_V01,285,5,zm,five_position_common,detrended_51,492,C100,0.34872787747158435,492,ok,0.31611061445956856,ok,42,0,0.34872787747158435,1,ok,101,False,0.33601827724343497,0.012709600228149376,0.29680260471709202,0.01930800974247654
D285_F07_V01,285,7,baseline,five_position_common,detrended_51,458,W100,0.22928497994187977,458,ok,0.21335519142293413,ok,42,0,0.22928497994187977,1,ok,101,False,0.22928497994187977,0,0.21335519142293413,0
D285_F07_V01,285,7,baseline,five_position_common,detrended_51,458,W500,0.24010875983557273,458,ok,0.21728391618158993,ok,42,0,0.24010875983557273,1,ok,101,False,0.24010875983557273,0,0.21728391618158993,0
D285_F07_V01,285,7,baseline,five_position_common,detrended_51,458,C100,0.29513468010165073,458,ok,0.28379512432967924,ok,42,1,0.30346583652080084,2,ok,101,False,0.29513468010165073,0,0.28379512432967924,0
D285_F07_V01,285,7,xp,five_position_common,detrended_51,458,W100,0.23263908383988066,458,ok,0.20239831696346425,ok,42,0,0.23263908383988066,1,ok,101,False,0.22928497994187977,0.003354103898000893,0.21335519142293413,-0.010956874459469884
D285_F07_V01,285,7,xp,five_position_common,detrended_51,458,W500,0.23908803015059621,458,ok,0.20733980058116752,ok,42,0,0.23908803015059621,1,ok,101,False,0.24010875983557273,-0.0010207296849765179,0.21728391618158993,-0.0099441156004224096
D285_F07_V01,285,7,xp,five_position_common,detrended_51,458,C100,0.31508302006020167,458,ok,0.27864393864296227,ok,42,0,0.31508302006020167,1,ok,101,False,0.29513468010165073,0.019948339958550942,0.28379512432967924,-0.0051511856867169636
D285_F07_V01,285,7,xm,five_position_common,detrended_51,458,W100,0.20012894839739526,458,ok,0.18646997074565655,ok,42,0,0.20012894839739526,1,ok,101,False,0.22928497994187977,-0.029156031544484512,0.21335519142293413,-0.026885220677277583
D285_F07_V01,285,7,xm,five_position_common,detrended_51,458,W500,0.23088036020433794,458,ok,0.21567374735362269,ok,42,0,0.23088036020433794,1,ok,101,False,0.24010875983557273,-0.0092283996312347849,0.21728391618158993,-0.0016101688279672455
D285_F07_V01,285,7,xm,five_position_common,detrended_51,458,C100,0.2828823278901007,458,ok,0.25674241505373013,ok,42,0,0.2828823278901007,1,ok,101,False,0.29513468010165073,-0.012252352211550022,0.28379512432967924,-0.027052709275949105
D285_F07_V01,285,7,zp,five_position_common,detrended_51,458,W100,0.19859522571599428,458,ok,0.1786465291475913,ok,42,0,0.19859522571599428,1,ok,101,False,0.22928497994187977,-0.030689754225885491,0.21335519142293413,-0.034708662275342833
D285_F07_V01,285,7,zp,five_position_common,detrended_51,458,W500,0.23585509459415152,458,ok,0.21278754409523329,ok,42,0,0.23585509459415152,1,ok,101,False,0.24010875983557273,-0.0042536652414212062,0.21728391618158993,-0.0044963720863566425
D285_F07_V01,285,7,zp,five_position_common,detrended_51,458,C100,0.26466472714356043,458,ok,0.23936123218880484,ok,42,1,0.27655183555587787,2,ok,101,False,0.29513468010165073,-0.030469952958090296,0.28379512432967924,-0.044433892140874398
D285_F07_V01,285,7,zm,five_position_common,detrended_51,458,W100,0.24359082694349921,458,ok,0.23467014432468761,ok,42,0,0.24359082694349921,1,ok,101,False,0.22928497994187977,0.014305847001619437,0.21335519142293413,0.021314952901753476
D285_F07_V01,285,7,zm,five_position_common,detrended_51,458,W500,0.23753353757765336,458,ok,0.22312081185826305,ok,42,0,0.23753353757765336,1,ok,101,False,0.24010875983557273,-0.0025752222579193684,0.21728391618158993,0.005836895676673115
D285_F07_V01,285,7,zm,five_position_common,detrended_51,458,C100,0.30606032918238757,458,ok,0.28785464426276341,ok,42,1,0.30738766122540068,2,ok,101,False,0.29513468010165073,0.010925649080736843,0.28379512432967924,0.0040595199330841769
D285_F10_V01,285,10,baseline,five_position_common,detrended_51,494,W100,0.25952167765251671,494,ok,0.24433929508210955,ok,42,0,0.25952167765251671,1,ok,101,False,0.25952167765251671,0,0.24433929508210955,0
D285_F10_V01,285,10,baseline,five_position_common,detrended_51,494,W500,0.31982355557276509,494,ok,0.30749357110608105,ok,42,0,0.31982355557276509,1,ok,101,False,0.31982355557276509,0,0.30749357110608105,0
D285_F10_V01,285,10,baseline,five_position_common,detrended_51,494,C100,0.42078610553026968,494,ok,0.41767623047758923,ok,42,0,0.42078610553026968,1,ok,101,False,0.42078610553026968,0,0.41767623047758923,0
D285_F10_V01,285,10,xp,five_position_common,detrended_51,494,W100,0.28796148942790351,494,ok,0.26863184831142317,ok,42,0,0.28796148942790351,1,ok,101,False,0.25952167765251671,0.028439811775386792,0.24433929508210955,0.024292553229313618
D285_F10_V01,285,10,xp,five_position_common,detrended_51,494,W500,0.33114924176820681,494,ok,0.31327233318011111,ok,42,0,0.33114924176820681,1,ok,101,False,0.31982355557276509,0.01132568619544172,0.30749357110608105,0.0057787620740300527
D285_F10_V01,285,10,xp,five_position_common,detrended_51,494,C100,0.44807844060463353,494,ok,0.43693968350636264,ok,42,0,0.44807844060463353,1,ok,101,False,0.42078610553026968,0.027292335074363849,0.41767623047758923,0.019263453028773414
D285_F10_V01,285,10,xm,five_position_common,detrended_51,494,W100,0.26376390836790781,494,ok,0.25885973261470813,ok,42,1,0.27122654841165955,2,ok,101,False,0.25952167765251671,0.0042422307153910932,0.24433929508210955,0.014520437532598574
D285_F10_V01,285,10,xm,five_position_common,detrended_51,494,W500,0.30794568281482937,494,ok,0.31084107165343661,ok,42,1,0.31069608156185763,2,ok,101,False,0.31982355557276509,-0.011877872757935726,0.30749357110608105,0.003347500547355553
D285_F10_V01,285,10,xm,five_position_common,detrended_51,494,C100,0.44964974477990344,494,ok,0.44973085398956081,ok,42,0,0.44964974477990344,1,ok,101,False,0.42078610553026968,0.028863639249633755,0.41767623047758923,0.032054623511971581
D285_F10_V01,285,10,zp,five_position_common,detrended_51,494,W100,0.27554550628587243,494,ok,0.27838491826921929,ok,42,1,0.29356640760987163,3,ok,101,False,0.25952167765251671,0.016023828633355719,0.24433929508210955,0.034045623187109741
D285_F10_V01,285,10,zp,five_position_common,detrended_51,494,W500,0.35178123358526403,494,ok,0.34176430162282184,ok,42,0,0.35178123358526403,1,ok,101,False,0.31982355557276509,0.031957678012498936,0.30749357110608105,0.034270730516740788
D285_F10_V01,285,10,zp,five_position_common,detrended_51,494,C100,0.41495561677379861,494,ok,0.41489335582658549,ok,42,0,0.41495561677379861,1,ok,101,False,0.42078610553026968,-0.005830488756471075,0.41767623047758923,-0.0027828746510037417
D285_F10_V01,285,10,zm,five_position_common,detrended_51,494,W100,0.25352798881840072,494,ok,0.25672268955053218,ok,42,0,0.25352798881840072,1,ok,101,False,0.25952167765251671,-0.0059936888341159955,0.24433929508210955,0.012383394468422626
D285_F10_V01,285,10,zm,five_position_common,detrended_51,494,W500,0.29794521349222747,494,ok,0.29479484797299477,ok,42,0,0.29794521349222747,1,ok,101,False,0.31982355557276509,-0.021878342080537627,0.30749357110608105,-0.012698723133086287
D285_F10_V01,285,10,zm,five_position_common,detrended_51,494,C100,0.4249426951246249,494,ok,0.41429073618926637,ok,42,0,0.4249426951246249,1,ok,101,False,0.42078610553026968,0.00415658959435522,0.41767623047758923,-0.0033854942883228545
