scan_id,planned_frames,processed_frames,input_available,z_present,geometry_qc_valid,quantification_valid,quantification_excluded,direct_supported_total,assisted_total,direct_supported_included,assisted_included,q_vessel_median,q_vessel_q25,q_vessel_q75,q_tail_median,q_tail_q25,q_tail_q75,ratio_tail_to_vessel_median,ratio_tail_to_vessel_q25,ratio_tail_to_vessel_q75,source_area_um2_median,source_area_um2_q25,source_area_um2_q75,source_mean_median,source_mean_q25,source_mean_q75
flow01,500,500,500,498,486,486,14,329,169,320,166,2254206200871.9404,1929822271376.442,2625067454961.2036,1363099623102.999,1172789823155.8987,1601425756674.727,0.596951936379571,0.5140039303789072,0.6930339545275904,17875.54765625,16597.286455078127,19156.8833984375,126523022.78553355,109538002.64342819,148364923.6877855
flow03,500,500,500,476,468,468,32,306,170,300,168,2290347428561.331,1939761938972.7158,2708285373719.8975,1321717384937.328,1121718609032.5898,1547776302867.5205,0.5703956661415783,0.47269765408776915,0.6894136158504021,17875.2152734375,16596.2062109375,19155.304580078126,131772029.85389292,108460836.55763747,150791821.20262402
flow05,500,500,500,494,491,491,9,328,166,325,166,2338105348942.6016,1893149162604.6108,2762397954650.386,1320784413673.864,1112280544873.0396,1539370159455.68,0.566833169109515,0.47489163022313124,0.6850310827476248,17874.882890625002,16597.5357421875,19155.05529296875,131389668.65784195,107310919.7378639,156733467.26224977
flow07,500,500,500,499,493,493,7,332,167,327,166,1673677772032.0164,1401447703399.355,1998157951685.3965,1272731174395.8386,1067766531941.5115,1500154093190.689,0.7623748286598727,0.6231223482605728,0.9051135798032609,16598.8652734375,15317.861914062501,17879.53625,100827787.17296246,84186485.80665775,120790201.2949578
flow10,500,500,500,486,484,484,16,303,183,302,182,2336262125396.6445,1991292827921.3933,2694092397018.046,1371539929611.8394,1163264550321.1995,1590527249760.3025,0.5820274856527934,0.5004450468572805,0.6962404517449393,17873.553359375,16595.873828125,19156.966494140626,131878640.7163223,112518374.41353817,157202117.16394186
