flow_mm_s,target_r_um,diameter_from_um,diameter_to_um,ri_r_median_from,ri_r_median_to,absolute_difference,percent_difference
1,180,235,285,0.16788701895134911,0.1490929896980086,-0.018794029253340505,-11.194450512452487
1,180,285,500,0.1490929896980086,0.22800372304038219,0.078910733342373585,52.927192285974776
1,180,128,500,0.25342577057895532,0.22800372304038219,-0.025422047538573134,-10.031358484378305
1,190,128,235,0.23914615898187258,0.16562812964953669,-0.073518029332335894,-30.741881720085917
1,190,235,285,0.16562812964953669,0.14910666234714071,-0.016521467302395981,-9.9750370527970258
1,190,285,500,0.14910666234714071,0.22437561596179131,0.075268953614650608,50.479939950244606
1,190,128,500,0.23914615898187258,0.22437561596179131,-0.014770543020081267,-6.1763664041122581
1,200,128,235,0.23726928906984723,0.16190415464522881,-0.075365134424618424,-31.763543743932434
1,200,235,285,0.16190415464522881,0.1488272048135732,-0.01307694983165561,-8.0769698963626801
1,200,285,500,0.1488272048135732,0.22156084984829319,0.07273364503471999,48.871202765535379
1,200,128,500,0.23726928906984723,0.22156084984829319,-0.015708439221554044,-6.6205109321711673
1,210,128,235,0.22339124405622895,0.15863242177260761,-0.064758822283621342,-28.988970699013226
1,210,235,285,0.15863242177260761,0.1474706548648822,-0.011161766907725412,-7.0362456697063473
1,210,285,500,0.1474706548648822,0.2178856797114557,0.070415024846573498,47.748499463225563
1,210,128,500,0.22339124405622895,0.2178856797114557,-0.0055055643447732561,-2.4645390055607872
1,220,128,235,0.21611156577484089,0.15763265914852539,-0.058478906626315497,-27.059591381260283
1,220,235,285,0.15763265914852539,0.14566094948078209,-0.011971709667743302,-7.5946886466358858
1,220,285,500,0.14566094948078209,0.21899693244475649,0.073335982963974394,50.347044438049636
1,220,128,500,0.21611156577484089,0.21899693244475649,0.0028853666699155955,1.3351282980022265
1,230,128,235,0.22033957648949984,0.15013007360713521,-0.070209502882364633,-31.86422702673681
1,230,235,285,0.15013007360713521,0.14147195860793441,-0.0086581149992008,-5.7670757038710381
1,230,285,500,0.14147195860793441,0.2204300096878786,0.078958051079944191,55.811803170664419
1,230,128,500,0.22033957648949984,0.2204300096878786,9.0433198378758739e-05,0.041042648724101675
1,240,128,235,0.21311537457722671,0.15137606525861369,-0.061739309318613017,-28.969899258131896
1,240,235,285,0.15137606525861369,0.1389045232026094,-0.012471542056004287,-8.2387807046627035
1,240,285,500,0.1389045232026094,0.21743357213696449,0.078529048934355083,56.534551304575423
1,240,128,500,0.21311537457722671,0.21743357213696449,0.0043181975597377797,2.0262252633364057
1,250,128,235,0.21593869759323164,0.14855360216526131,-0.067385095427970332,-31.205659837267834
1,250,235,285,0.14855360216526131,0.13655866657702179,-0.011994935588239525,-8.074483158540664
1,250,285,500,0.13655866657702179,0.21398843469670109,0.077429768119679304,56.700735340006695
1,250,128,500,0.21593869759323164,0.21398843469670109,-0.0019502628965305524,-0.90315581147215418
1,260,128,235,0.20539223747756385,0.1436717983874799,-0.061720439090083956,-30.050034922486315
1,260,235,285,0.1436717983874799,0.1343998232624059,-0.0092719751250739946,-6.4535804723956103
1,260,285,500,0.1343998232624059,0.21763219871153869,0.083232375449132784,61.928932217885141
1,260,128,500,0.20539223747756385,0.21763219871153869,0.012239961233974833,5.9593105291098816
1,270,128,235,0.20165359390212195,0.14003096639785201,-0.061622627504269945,-30.558655718370265
1,270,235,285,0.14003096639785201,0.1348737907742914,-0.0051571756235606059,-3.6828822625619715
1,270,285,500,0.1348737907742914,0.21061472870286321,0.075740937928571811,56.156898604060707
1,270,128,500,0.20165359390212195,0.21061472870286321,0.0089611348007412606,4.4438259826357429
1,280,128,235,0.19693426745845546,0.1438700691529306,-0.053064198305524862,-26.945131992693497
1,280,235,285,0.1438700691529306,0.13113150764862791,-0.012738561504302692,-8.8542124010254639
1,280,285,500,0.13113150764862791,0.20999533503118689,0.078863827382558982,60.141020870344711
1,280,128,500,0.19693426745845546,0.20999533503118689,0.013061067572731427,6.6321964893624932
1,290,128,235,0.19167829837648845,0.1400134430045083,-0.051664855371980151,-26.953940957103903
1,290,235,285,0.1400134430045083,0.13082701050288201,-0.0091864325016262904,-6.5611074940357668
1,290,285,500,0.13082701050288201,0.21156569758208629,0.080738687079204285,61.714080883492855
1,290,128,500,0.19167829837648845,0.21156569758208629,0.019887399205597844,10.375404714067132
1,300,128,235,0.18618909177846898,0.13915957855487709,-0.04702951322359189,-25.259005656222019
1,300,235,285,0.13915957855487709,0.126553452249555,-0.012606126305322096,-9.0587557365667895
1,300,285,500,0.126553452249555,0.2135887722605897,0.0870353200110347,68.77356442193836
1,300,128,500,0.18618909177846898,0.2135887722605897,0.027399680482120714,14.716050344518212
1,310,128,235,0.17933237482545955,0.14130285413095831,-0.038029520694501245,-21.20616577542933
1,310,235,285,0.14130285413095831,0.12770639584312021,-0.013596458287838092,-9.6222106562950298
1,310,285,500,0.12770639584312021,0.21362662427367701,0.0859202284305568,67.27950300633708
1,310,128,500,0.17933237482545955,0.21362662427367701,0.034294249448217462,19.123289635569339
1,320,128,235,0.17811713358219461,0.1370892974894761,-0.041027836092718512,-23.034188383559211
1,320,235,285,0.1370892974894761,0.12544002198619181,-0.01164927550328429,-8.4975820261815613
1,320,285,500,0.12544002198619181,0.20633529659922659,0.080895274613034779,64.489206341130554
1,320,128,500,0.17811713358219461,0.20633529659922659,0.028218163017031977,15.842475369732085
1,330,128,235,0.18110954286499117,0.1380137295282681,-0.043095813336723077,-23.795440403076395
1,330,235,285,0.1380137295282681,0.1270008333679149,-0.011012896160353197,-7.9795656548050351
1,330,285,500,0.1270008333679149,0.2101557158778197,0.083154882509904798,65.475855791441447
1,330,128,500,0.18110954286499117,0.2101557158778197,0.029046173012828524,16.037903112858668
1,340,128,235,0.1785836943715241,0.13390608747727109,-0.044677606894253014,-25.017741430136432
1,340,235,285,0.13390608747727109,0.12456358803779451,-0.0093424994394765842,-6.9769041986701001
1,340,285,500,0.12456358803779451,0.21321696553960251,0.088653377501808003,71.17118164170833
1,340,128,500,0.1785836943715241,0.21321696553960251,0.034633271168078406,19.393299757830981
1,350,128,235,0.17248273407650577,0.1328238051431459,-0.039658928933359872,-22.992984860599968
1,350,235,285,0.1328238051431459,0.12449964831868419,-0.0083241568244617065,-6.2670669730404551
1,350,285,500,0.12449964831868419,0.21406794478570451,0.089568296467020317,71.942610020672973
1,350,128,500,0.17248273407650577,0.21406794478570451,0.041585210709198739,24.109781730821453
1,360,128,235,0.17117258384729864,0.13478332805207449,-0.036389255795224146,-21.258810831345887
1,360,235,285,0.13478332805207449,0.12367915760257139,-0.011104170449503098,-8.2385341050585446
1,360,285,500,0.12367915760257139,0.2115357493766912,0.087856591774119808,71.035891153493111
1,360,128,500,0.17117258384729864,0.2115357493766912,0.040363165529392564,23.580391568663906
