flow_mm_s,target_r_um,diameter_from_um,diameter_to_um,ri_r_median_from,ri_r_median_to,absolute_difference,percent_difference
3,250,128,235,0.19888329482696804,0.1449338884025636,-0.053949406424404434,-27.126162844064588
3,250,235,285,0.1449338884025636,0.1379867898857873,-0.0069470985167763011,-4.7932878868745101
3,250,285,500,0.1379867898857873,0.21804947828489801,0.08006268839911071,58.02199505139528
3,250,128,500,0.19888329482696804,0.21804947828489801,0.019166183457929975,9.6368996071816344
3,260,128,235,0.19524108369113202,0.14836576484745831,-0.046875318843673713,-24.008942153706567
3,260,235,285,0.14836576484745831,0.1334246540792062,-0.014941110768252108,-10.070457145968785
3,260,285,500,0.1334246540792062,0.2154238945500348,0.081999240470828599,61.457337878613181
3,260,128,500,0.19524108369113202,0.2154238945500348,0.020182810858902778,10.337379037924023
3,270,128,235,0.18947041127853131,0.14305185435238871,-0.046418556926142607,-24.499106014978203
3,270,235,285,0.14305185435238871,0.13160484927754429,-0.011447005074844419,-8.0019969868033201
3,270,285,500,0.13160484927754429,0.21379434655646751,0.082189497278923218,62.451724028490801
3,270,128,500,0.18947041127853131,0.21379434655646751,0.024323935277936193,12.837854266426197
3,280,128,235,0.18519389204940651,0.13980000090157749,-0.045393891147829019,-24.511548758702432
3,280,235,285,0.13980000090157749,0.13225932794139661,-0.0075406729601808775,-5.3939005089776
3,280,285,500,0.13225932794139661,0.21898262033758961,0.086723292396193002,65.570643482038278
3,280,128,500,0.18519389204940651,0.21898262033758961,0.033788728288183106,18.245055446628264
3,290,128,235,0.18166932927335586,0.1390946042990017,-0.042574724974354161,-23.435284945810771
3,290,235,285,0.1390946042990017,0.1290271952543863,-0.010067409044615394,-7.237814216699741
3,290,285,500,0.1290271952543863,0.2145059219338529,0.085478726679466599,66.24861255872392
3,290,128,500,0.18166932927335586,0.2145059219338529,0.032836592660497044,18.074923704423536
3,300,128,235,0.18495352865488435,0.137754103323038,-0.047199425331846345,-25.519613318607469
3,300,235,285,0.137754103323038,0.13006715534590321,-0.0076869479771347893,-5.5801952839899354
3,300,285,500,0.13006715534590321,0.21179333359916441,0.0817261782532612,62.833832289110148
3,300,128,500,0.18495352865488435,0.21179333359916441,0.026839804944280066,14.511647947178144
3,310,128,235,0.17519704497812155,0.1349481059558032,-0.040248939022318353,-22.973526195801195
3,310,235,285,0.1349481059558032,0.1289223398302885,-0.0060257661255146977,-4.4652469057166275
3,310,285,500,0.1289223398302885,0.21585408211205001,0.086931742281761509,67.429541223186916
3,310,128,500,0.17519704497812155,0.21585408211205001,0.040657037133928459,23.206462836748003
3,320,128,235,0.16995772526153202,0.13597676811601281,-0.033980957145519214,-19.993770270359349
3,320,235,285,0.13597676811601281,0.12414173285895989,-0.011835035257052914,-8.7037185991620909
3,320,285,500,0.12414173285895989,0.2119271197465793,0.087785386887619402,70.713840435395156
3,320,128,500,0.16995772526153202,0.2119271197465793,0.041969394485047273,24.694019892572992
3,330,128,235,0.16612951735299902,0.13415700473066819,-0.031972512622330834,-19.245533925433783
3,330,235,285,0.13415700473066819,0.12607305272904001,-0.0080839520016281752,-6.0257397799372532
3,330,285,500,0.12607305272904001,0.21541286810759269,0.089339815378552678,70.863529869911602
3,330,128,500,0.16612951735299902,0.21541286810759269,0.049283350754593669,29.665619656183271
3,340,128,235,0.16853270980694873,0.13670136378046729,-0.031831346026481439,-18.887340067660269
3,340,235,285,0.13670136378046729,0.1239744875931094,-0.012726876187357891,-9.3099847985396504
3,340,285,500,0.1239744875931094,0.21428663719913521,0.090312149606025807,72.847366711798713
3,340,128,500,0.16853270980694873,0.21428663719913521,0.045753927392186478,27.148395966929389
3,350,128,235,0.15830992324821344,0.1327775403389736,-0.025532382909239842,-16.128100112339599
3,350,235,285,0.1327775403389736,0.1230277555749564,-0.0097497847640171942,-7.3429472628627863
3,350,285,500,0.1230277555749564,0.2127910180903512,0.089763262515394793,72.961798007202731
3,350,128,500,0.15830992324821344,0.2127910180903512,0.054481094842137756,34.414200780526613
3,360,128,235,0.16436247927673889,0.1312779238870776,-0.033084555389661291,-20.129019430253582
3,360,235,285,0.1312779238870776,0.1220937050188169,-0.0091842188682606934,-6.9960116646579191
3,360,285,500,0.1220937050188169,0.21389249201521571,0.091798786996398804,75.187158078502833
3,360,128,500,0.16436247927673889,0.21389249201521571,0.04953001273847682,30.134622546720411
3,370,128,235,0.16061517053374835,0.12966674084529961,-0.030948429688448742,-19.268684013846549
3,370,235,285,0.12966674084529961,0.1224607546076614,-0.0072059862376382122,-5.5573126853210546
3,370,285,500,0.1224607546076614,0.21513872821562849,0.09267797360796709,75.679734217617636
3,370,128,500,0.16061517053374835,0.21513872821562849,0.054523557681880136,33.946704723277485
3,380,128,235,0.16181070040340381,0.12991344461816809,-0.031897255785235723,-19.712698669317877
3,380,235,285,0.12991344461816809,0.1224426304374656,-0.0074708141807024869,-5.7506089555704936
3,380,285,500,0.1224426304374656,0.21226249353903151,0.089819863101565908,73.356691848791243
3,380,128,500,0.16181070040340381,0.21226249353903151,0.050451793135627698,31.179515946626733
3,390,128,235,0.15390031946943472,0.1273392125439432,-0.026561106925491518,-17.258643138012893
3,390,235,285,0.1273392125439432,0.1195054461737188,-0.0078337663702243987,-6.1518884982275681
3,390,285,500,0.1195054461737188,0.21254596074380211,0.093040514570083305,77.854622989177571
3,390,128,500,0.15390031946943472,0.21254596074380211,0.058645641274367388,38.106250511074911
3,400,128,235,0.15940023261337166,0.13238093617752,-0.027019296435851659,-16.950600380482182
3,400,235,285,0.13238093617752,0.1172803398890451,-0.015100596288474905,-11.406926650092071
3,400,285,500,0.1172803398890451,0.21595942061034851,0.098679080721303408,84.139490740443193
3,400,128,500,0.15940023261337166,0.21595942061034851,0.056559187996976845,35.482500288542397
3,410,128,235,0.15670583301107635,0.12752407834992141,-0.029181754661154941,-18.621996450567543
3,410,235,285,0.12752407834992141,0.12087947982226691,-0.006644598527654505,-5.2104658301642219
3,410,285,500,0.12087947982226691,0.2121740565681256,0.091294576745858697,75.525289222035155
3,410,128,500,0.15670583301107635,0.2121740565681256,0.055468223557049251,35.396400051763621
3,420,128,235,0.15559643386362806,0.12879283947579959,-0.026803594387828478,-17.226355207678083
3,420,235,285,0.12879283947579959,0.1221431156420173,-0.0066497238337822895,-5.1631161024536496
3,420,285,500,0.1221431156420173,0.21466652325253219,0.092523407610514891,75.749997962788811
3,420,128,500,0.15559643386362806,0.21466652325253219,0.059070089388904123,37.963652457919366
3,430,128,235,0.15364148595452018,0.12932846717667379,-0.02431301877784639,-15.824514210337274
3,430,235,285,0.12932846717667379,0.12064735119279039,-0.0086811159838833946,-6.7124556359461405
3,430,285,500,0.12064735119279039,0.2171069276606474,0.096459576467857008,79.951673629135769
3,430,128,500,0.15364148595452018,0.2171069276606474,0.063465441706127224,41.307490168972848
3,440,128,235,0.15346181628675409,0.1272755793908911,-0.026186236895862997,-17.063682373556812
3,440,235,285,0.1272755793908911,0.1187228927010031,-0.0085526866898879977,-6.719817525733534
3,440,285,500,0.1187228927010031,0.21279986310651511,0.094076970405512009,79.240800375745181
3,440,128,500,0.15346181628675409,0.21279986310651511,0.059338046819761014,38.666326422778511
3,450,128,235,0.15017379713217199,0.12650713313560191,-0.023666663996570081,-15.759516272829151
3,450,235,285,0.12650713313560191,0.1199014119336522,-0.0066057212019497158,-5.2216195547401263
3,450,285,500,0.1199014119336522,0.21618849825477829,0.096287086321126092,80.305214732923105
3,450,128,500,0.15017379713217199,0.21618849825477829,0.066014701122606295,43.958867913891119
3,460,128,235,0.15251106849629265,0.12691375422955439,-0.025597314266738252,-16.783905928349387
3,460,235,285,0.12691375422955439,0.1176746861490269,-0.0092390680805274905,-7.2798004728600088
3,460,285,500,0.1176746861490269,0.21740879260455351,0.099734106455526605,84.75408749271719
3,460,128,500,0.15251106849629265,0.21740879260455351,0.064897724108260862,42.552796166291657
3,470,128,235,0.15258800966542369,0.12620963853261999,-0.026378371132803696,-17.287315819010264
3,470,235,285,0.12620963853261999,0.1219229414874701,-0.0042866970451498898,-3.396489440100849
3,470,285,500,0.1219229414874701,0.2175362435752915,0.0956133020878214,78.421091979352781
3,470,128,500,0.15258800966542369,0.2175362435752915,0.064948233909867814,42.564441368806335
3,480,128,235,0.15387162734781878,0.12736628866314931,-0.026505338684669477,-17.225617965783606
3,480,235,285,0.12736628866314931,0.1195981883324474,-0.0077681003307019103,-6.0990238564982562
3,480,285,500,0.1195981883324474,0.2213965101371238,0.10179832180467641,85.116943010631019
3,480,128,500,0.15387162734781878,0.2213965101371238,0.067524882789305019,43.883907613889427
3,490,128,235,0.15151162267922313,0.12944517622520821,-0.022066446454014926,-14.564193864343656
3,490,235,285,0.12944517622520821,0.11781420158991961,-0.011630974635288602,-8.9852514975552875
3,490,285,500,0.11781420158991961,0.21919521245000129,0.10138101086008168,86.05160455355157
3,490,128,500,0.15151162267922313,0.21919521245000129,0.067683589770778152,44.672209678643775
3,500,128,235,0.15218691789049704,0.12828068211508481,-0.023906235775412232,-15.708469628521863
3,500,235,285,0.12828068211508481,0.1211820759860805,-0.0070986061290043145,-5.5336516862577341
3,500,285,500,0.1211820759860805,0.21702991491481499,0.095847838928734497,79.094072410299361
3,500,128,500,0.15218691789049704,0.21702991491481499,0.06484299702431795,42.607471077753466
5,0,128,235,0.56226564287445335,0.34563253687836509,-0.21663310599608826,-38.528604537990532
5,0,235,285,0.34563253687836509,0.30905127355150891,-0.036581263326856184,-10.583859857999958
5,0,285,500,0.30905127355150891,0.3622099390905153,0.053158665539006389,17.20059746983911
5,0,128,500,0.56226564287445335,0.3622099390905153,-0.20005570378393805,-35.580282437532453
5,10,128,235,0.57125216873353879,0.32766981171112791,-0.24358235702241088,-42.640075671385354
5,10,235,285,0.32766981171112791,0.2924047677544464,-0.035265043956681508,-10.762371966011624
5,10,285,500,0.2924047677544464,0.35539287108171641,0.062988103327270006,21.541407758496508
5,10,128,500,0.57125216873353879,0.35539287108171641,-0.21585929765182238,-37.787042127188876
5,20,128,235,0.51219443817794708,0.30941247971402702,-0.20278195846392005,-39.590816172328168
5,20,235,285,0.30941247971402702,0.28042867713261649,-0.028983802581410534,-9.3673670202955854
5,20,285,500,0.28042867713261649,0.34548404508183528,0.06505536794921879,23.198543249716824
5,20,128,500,0.51219443817794708,0.34548404508183528,-0.1667103930961118,-32.548263055951644
5,30,128,235,0.47290428851804428,0.30328542735273911,-0.16961886116530517,-35.867482127693407
5,30,235,285,0.30328542735273911,0.2558283878635938,-0.047457039489145314,-15.647649115019938
5,30,285,500,0.2558283878635938,0.33674572377673662,0.080917335913142818,31.629537514924838
5,30,128,500,0.47290428851804428,0.33674572377673662,-0.13615856474130766,-28.791991962684929
5,40,128,235,0.4161164783282002,0.26888098031270291,-0.14723549801549729,-35.383241396023116
5,40,235,285,0.26888098031270291,0.24283015207146691,-0.026050828241236001,-9.6886095144920379
5,40,285,500,0.24283015207146691,0.32445382565106767,0.081623673579600764,33.613483697682746
5,40,128,500,0.4161164783282002,0.32445382565106767,-0.091662652677132528,-22.028123722809216
5,50,128,235,0.42612050884617408,0.2605674587480219,-0.16555305009815219,-38.851227918230855
5,50,235,285,0.2605674587480219,0.2385189655047584,-0.022048493243263495,-8.4617217165959246
5,50,285,500,0.2385189655047584,0.31127445188327779,0.072755486378519391,30.503019424284705
5,50,128,500,0.42612050884617408,0.31127445188327779,-0.11484605696289629,-26.951544123954555
5,60,128,235,0.40141122850220989,0.24250581935902421,-0.15890540914318568,-39.586687631063832
5,60,235,285,0.24250581935902421,0.2236469992236802,-0.018858820135344012,-7.7766464265436737
5,60,285,500,0.2236469992236802,0.30781759636176831,0.08417059713808811,37.635469033905984
5,60,128,500,0.40141122850220989,0.30781759636176831,-0.093593632140441585,-23.31614700706518
5,70,128,235,0.38996659291175967,0.2343822317446782,-0.15558436116708146,-39.89684347199622
5,70,235,285,0.2343822317446782,0.21935175739178231,-0.015030474352895895,-6.4128045206384003
5,70,285,500,0.21935175739178231,0.29335526982973359,0.07400351243795128,33.737369291176563
5,70,128,500,0.38996659291175967,0.29335526982973359,-0.096611323082026079,-24.774256266584089
5,80,128,235,0.3598563166599047,0.22297348746703491,-0.13688282919286979,-38.038189926296575
5,80,235,285,0.22297348746703491,0.2070621353922901,-0.015911352074744811,-7.1359838586626561
5,80,285,500,0.2070621353922901,0.298743193670094,0.091681058277803901,44.277075624719757
5,80,128,500,0.3598563166599047,0.298743193670094,-0.061113122989810698,-16.982645617297273
5,90,128,235,0.35329090073792474,0.2187508978665785,-0.13454000287134624,-38.081932648231316
5,90,235,285,0.2187508978665785,0.20088196858639451,-0.017868929280183993,-8.1686198568577719
5,90,285,500,0.20088196858639451,0.29032864537051217,0.089446676784117662,44.526981397859409
5,90,128,500,0.35329090073792474,0.29032864537051217,-0.062962255367412567,-17.821646477704981
5,100,128,235,0.31726300668726354,0.2112787045240809,-0.10598430216318264,-33.405817863806227
5,100,235,285,0.2112787045240809,0.1881000229976208,-0.023178681526460104,-10.970666248011884
5,100,285,500,0.1881000229976208,0.2837568432381064,0.095656820240485607,50.85423101819373
5,100,128,500,0.31726300668726354,0.2837568432381064,-0.033506163449157134,-10.561005456959956
5,110,128,235,0.30762445685810197,0.2023818882581718,-0.10524256859993017,-34.21137892442519
5,110,235,285,0.2023818882581718,0.1891852196811698,-0.013196668577001996,-6.5206766724932654
5,110,285,500,0.1891852196811698,0.28191004892058619,0.092724829239416384,49.012723824664391
5,110,128,500,0.30762445685810197,0.28191004892058619,-0.025714407937515782,-8.3590258720479671
5,120,128,235,0.29638959924905273,0.19425392947051229,-0.10213566977854044,-34.459937203368938
5,120,235,285,0.19425392947051229,0.17435482206039099,-0.019899107410121297,-10.243863516357839
5,120,285,500,0.17435482206039099,0.28132684395100033,0.10697202189060934,61.353061892121119
5,120,128,500,0.29638959924905273,0.28132684395100033,-0.015062755298052399,-5.0820795791134836
5,130,128,235,0.28869572796081799,0.18751728606993151,-0.10117844189088648,-35.046740249865593
5,130,235,285,0.18751728606993151,0.17260693758236439,-0.014910348487567116,-7.9514527967339204
5,130,285,500,0.17260693758236439,0.27074204980358108,0.09813511222121668,56.854674322918612
5,130,128,500,0.28869572796081799,0.27074204980358108,-0.017953678157236919,-6.2188929098644667
5,140,128,235,0.28140560484874139,0.1830373922306108,-0.098368212618130585,-34.95602465736409
5,140,235,285,0.1830373922306108,0.1641724019546994,-0.018864990275911403,-10.306631910567866
5,140,285,500,0.1641724019546994,0.26800340681916363,0.10383100486446423,63.245103091757557
5,140,128,500,0.28140560484874139,0.26800340681916363,-0.013402198029577761,-4.762591006949414
5,150,128,235,0.26909667881751642,0.17557106602427611,-0.093525612793240315,-34.755394679792097
5,150,235,285,0.17557106602427611,0.163672396372047,-0.011898669652229105,-6.7771244554520624
5,150,285,500,0.163672396372047,0.26873334320610143,0.10506094683405443,64.189777361870043
5,150,128,500,0.26909667881751642,0.26873334320610143,-0.00036333561141499437,-0.13502047405846454
5,160,128,235,0.25966151463983278,0.17230406394015491,-0.087357450699677874,-33.642817966631782
5,160,235,285,0.17230406394015491,0.15539785152167751,-0.016906212418477395,-9.8118477486110276
5,160,285,500,0.15539785152167751,0.26144139752662637,0.10604354600494886,68.240033543936178
5,160,128,500,0.25966151463983278,0.26144139752662637,0.0017798828867935934,0.68546272221449733
5,170,128,235,0.24650711015786705,0.17082894361480891,-0.075678166543058145,-30.700196231497198
5,170,235,285,0.17082894361480891,0.1531598650916087,-0.01766907852320021,-10.343141009547578
5,170,285,500,0.1531598650916087,0.2635976857210689,0.1104378206294602,72.106240471943877
5,170,128,500,0.24650711015786705,0.2635976857210689,0.017090575563201843,6.9330963931453198
5,180,128,235,0.2367320745463235,0.1651530948949568,-0.071578979651366698,-30.236282847831923
5,180,235,285,0.1651530948949568,0.1505221939678871,-0.014630900927069701,-8.8589928855862308
5,180,285,500,0.1505221939678871,0.25617135037168498,0.10564915640379788,70.18842445675314
5,180,128,500,0.2367320745463235,0.25617135037168498,0.019439275825361479,8.2115090921309104
5,190,128,235,0.23555067314223543,0.15843456599514461,-0.077116107147090829,-32.738648596654564
5,190,235,285,0.15843456599514461,0.14761248294163681,-0.010822083053507792,-6.830632561482477
5,190,285,500,0.14761248294163681,0.25550568088667658,0.10789319794503976,73.092190982044997
5,190,128,500,0.23555067314223543,0.25550568088667658,0.019955007744441144,8.4716411455090466
5,200,128,235,0.22130744986632006,0.1567438314594051,-0.064563618406914963,-29.173721194616075
5,200,235,285,0.1567438314594051,0.14602007008195769,-0.010723761377447405,-6.8415843083590433
5,200,285,500,0.14602007008195769,0.2508379945950619,0.1048179245131042,71.783231205321513
5,200,128,500,0.22130744986632006,0.2508379945950619,0.029530544728741837,13.343674036540412
5,210,128,235,0.22300570515034338,0.15276543448528609,-0.070240270665057281,-31.497073412405982
5,210,235,285,0.15276543448528609,0.14473477204744259,-0.0080306624378435054,-5.2568583101938513
5,210,285,500,0.14473477204744259,0.25082659826594028,0.10609182621849769,73.300855570299206
5,210,128,500,0.22300570515034338,0.25082659826594028,0.027820893115596906,12.475417656620463
5,220,128,235,0.21286078558325972,0.14786471290148059,-0.064996072681779121,-30.53454515057032
5,220,235,285,0.14786471290148059,0.14139648376796229,-0.0064682291335182995,-4.3744237597972111
5,220,285,500,0.14139648376796229,0.2477370311226704,0.1063405473547081,75.207349235938224
5,220,128,500,0.21286078558325972,0.2477370311226704,0.034876245539410683,16.384532944312078
5,230,128,235,0.21071071952176484,0.1492393865968214,-0.061471332924943445,-29.173329702665608
5,230,235,285,0.1492393865968214,0.13903453317625861,-0.010204853420562793,-6.8379089818506005
5,230,285,500,0.13903453317625861,0.24420276582465941,0.10516823264840081,75.641806568354937
5,230,128,500,0.21071071952176484,0.24420276582465941,0.033492046302894568,15.894799457241231
5,240,128,235,0.19954973144601837,0.148743653333647,-0.050806078112371367,-25.460359051455445
5,240,235,285,0.148743653333647,0.1355375331387576,-0.013206120194889398,-8.8784428101054775
5,240,285,500,0.1355375331387576,0.2445855704716372,0.1090480373328796,80.455970244965883
5,240,128,500,0.19954973144601837,0.2445855704716372,0.045035839025618835,22.568729458702283
5,250,128,235,0.19171601793282633,0.14273335916681701,-0.048982658766009324,-25.54959115788224
5,250,235,285,0.14273335916681701,0.133765344919902,-0.0089680142469150126,-6.2830541502451505
5,250,285,500,0.133765344919902,0.2406994025309685,0.1069340576110665,79.941525718113368
5,250,128,500,0.19171601793282633,0.2406994025309685,0.048983384598142166,25.549969755424932
5,260,128,235,0.19802919463497626,0.1403899539050931,-0.057639240729883162,-29.106435965731499
5,260,235,285,0.1403899539050931,0.13492902035497609,-0.0054609335501170087,-3.8898321412718233
5,260,285,500,0.13492902035497609,0.24078384727148261,0.10585482691650652,78.452231134577175
5,260,128,500,0.19802919463497626,0.24078384727148261,0.042754652636506352,21.590075501400314
5,270,128,235,0.18993588843624334,0.13887625268243761,-0.051059635753805732,-26.882563466116704
5,270,235,285,0.13887625268243761,0.1311166620945336,-0.0077595905879040139,-5.5874135700129655
5,270,285,500,0.1311166620945336,0.24201309796645301,0.11089643587191941,84.578446476897327
5,270,128,500,0.18993588843624334,0.24201309796645301,0.052077209530209667,27.4183093879547
5,280,128,235,0.18740361881911785,0.13522479835955031,-0.052178820459567538,-27.843016473406834
5,280,235,285,0.13522479835955031,0.12764945277016651,-0.0075753455893838029,-5.6020387394046285
5,280,285,500,0.12764945277016651,0.23860193504179661,0.1109524822716301,86.919669347428069
5,280,128,500,0.18740361881911785,0.23860193504179661,0.051198316222678758,27.319811936019988
5,290,128,235,0.18674755774122009,0.13585298475638261,-0.050894572984837488,-27.253139800287585
5,290,235,285,0.13585298475638261,0.12676500512550859,-0.0090879796308740157,-6.6895693511415812
5,290,285,500,0.12676500512550859,0.2373457386508338,0.11058073352532521,87.232855326152887
5,290,128,500,0.18674755774122009,0.2373457386508338,0.05059818090961371,27.094427108775708
5,300,128,235,0.17933975101900046,0.13420692537780329,-0.045132825641197166,-25.16610254266244
5,300,235,285,0.13420692537780329,0.123815527975355,-0.010391397402448294,-7.7428175730840083
5,300,285,500,0.123815527975355,0.2368254696838758,0.1130099417085208,91.272834317691547
5,300,128,500,0.17933975101900046,0.2368254696838758,0.05748571866487534,32.054086357455084
5,310,128,235,0.18137594171641164,0.1304791613266556,-0.050896780389756036,-28.061483738198937
5,310,235,285,0.1304791613266556,0.124044277187525,-0.0064348841391305978,-4.9317332160196941
5,310,285,500,0.124044277187525,0.2386425442469709,0.1145982670594459,92.384969026987818
5,310,128,500,0.18137594171641164,0.2386425442469709,0.057266602530559263,31.573428090092474
5,320,128,235,0.17530165009881812,0.13650830351369889,-0.038793346585119237,-22.129481703823835
5,320,235,285,0.13650830351369889,0.1239102223280503,-0.012598081185648591,-9.2288021031514376
5,320,285,500,0.1239102223280503,0.23244814714089179,0.1085379248128415,87.594003766282569
5,320,128,500,0.17530165009881812,0.23244814714089179,0.057146497042073668,32.598949872896235
5,330,128,235,0.17810411594037942,0.12865448925692391,-0.049449626683455511,-27.764449138283155
5,330,235,285,0.12865448925692391,0.1216835521300668,-0.0069709371268571046,-5.4183395908836838
5,330,285,500,0.1216835521300668,0.23824466468875011,0.1165611125586833,95.790359928095981
5,330,128,500,0.17810411594037942,0.23824466468875011,0.060140548748370687,33.767074068351576
5,340,128,235,0.17282160274267219,0.13235353080502191,-0.040468071937650285,-23.416095728441086
5,340,235,285,0.13235353080502191,0.1220345768204649,-0.010318953984557011,-7.7965082773337526
5,340,285,500,0.1220345768204649,0.23642219732687961,0.11438762050641471,93.733778972085716
5,340,128,500,0.17282160274267219,0.23642219732687961,0.063600594584207415,36.801298897168188
5,350,128,235,0.16739406429758755,0.12986697851333481,-0.037527085784252734,-22.418408885477767
5,350,235,285,0.12986697851333481,0.1224739973236096,-0.0073929811897252146,-5.692733652816985
5,350,285,500,0.1224739973236096,0.23600587127948119,0.1135318739558716,92.698757643950756
5,350,128,500,0.16739406429758755,0.23600587127948119,0.068611806981893647,40.988195889621203
5,360,128,235,0.16677295317917282,0.1288226255026382,-0.037950327676534612,-22.755684871612612
5,360,235,285,0.1288226255026382,0.1215585948967773,-0.0072640306058609078,-5.6387847845191947
5,360,285,500,0.1215585948967773,0.23233694988959089,0.11077835499281359,91.131651436808852
5,360,128,500,0.16677295317917282,0.23233694988959089,0.065563996710418071,39.31332716761289
5,370,128,235,0.1701721112198453,0.128972495756665,-0.041199615463180295,-24.21055669336706
5,370,235,285,0.128972495756665,0.1202350983495141,-0.0087373974071509042,-6.7746207095471949
5,370,285,500,0.1202350983495141,0.2356853849399691,0.115450286590455,96.020453407747866
5,370,128,500,0.1701721112198453,0.2356853849399691,0.065513273720123805,38.49824348449625
5,380,128,235,0.16758484398515708,0.1269224817569421,-0.040662362228214982,-24.263746805060983
5,380,235,285,0.1269224817569421,0.1186772392243149,-0.0082452425326271922,-6.4962821546595029
5,380,285,500,0.1186772392243149,0.23767034810962251,0.11899310888530761,100.26615858530013
5,380,128,500,0.16758484398515708,0.23767034810962251,0.070085504124465431,41.820908417394165
5,390,128,235,0.16246820524570732,0.1265614503420599,-0.03590675490364742,-22.100788797010566
5,390,235,285,0.1265614503420599,0.1192166514172211,-0.0073447989248388024,-5.8033460465156512
5,390,285,500,0.1192166514172211,0.23565408798822621,0.11643743657100511,97.668769577758397
5,390,128,500,0.16246820524570732,0.23565408798822621,0.073185882742518887,45.046280059434942
5,400,128,235,0.16131354049215077,0.1308927742939954,-0.030420766198155369,-18.858160390841828
5,400,235,285,0.1308927742939954,0.1198259092903403,-0.011066865003655099,-8.454909037834323
5,400,285,500,0.1198259092903403,0.24201532499128281,0.12218941570094251,101.97245021932225
5,400,128,500,0.16131354049215077,0.24201532499128281,0.08070178449913204,50.027904819966956
5,410,128,235,0.16116878815167807,0.12645788984370901,-0.034710898307969057,-21.53698535928816
5,410,235,285,0.12645788984370901,0.1197544404117499,-0.0067034494319591076,-5.3009341214249188
5,410,285,500,0.1197544404117499,0.23540154596540841,0.11564710555365851,96.570202454314682
5,410,128,500,0.16116878815167807,0.23540154596540841,0.074232757813730343,46.05901593295404
5,420,128,235,0.16105524673531738,0.1293364654866688,-0.031718781248648575,-19.694348300726951
5,420,235,285,0.1293364654866688,0.1183139380595056,-0.011022527427163198,-8.522366361016207
5,420,285,500,0.1183139380595056,0.23300170317518229,0.11468776511567669,96.935126153940416
5,420,128,500,0.16105524673531738,0.23300170317518229,0.071946456439864914,44.67191097357027
5,430,128,235,0.15909113487963578,0.12787272308268821,-0.031218411796947565,-19.622973851161856
5,430,235,285,0.12787272308268821,0.11610994794813589,-0.011762775134552317,-9.1988149239192953
5,430,285,500,0.11610994794813589,0.242624753593734,0.12651480564559811,108.96121123240006
5,430,128,500,0.15909113487963578,0.242624753593734,0.083533618714098229,52.506771528971484
5,440,128,235,0.1563040144721195,0.12724485117704529,-0.029059163295074214,-18.591437586049715
5,440,235,285,0.12724485117704529,0.11727639290299639,-0.0099684582740488942,-7.8340759424356055
5,440,285,500,0.11727639290299639,0.25920815700084382,0.14193176409784741,121.02330280165111
5,440,128,500,0.1563040144721195,0.25920815700084382,0.10290414252872432,65.835892236203378
5,450,128,235,0.15552666930363285,0.12573413340863651,-0.029792535894996336,-19.155901703798932
5,450,235,285,0.12573413340863651,0.11999738133578081,-0.0057367520728557053,-4.5626051711918469
5,450,285,500,0.11999738133578081,0.2574278065060373,0.1374304251702565,114.52785355848221
5,450,128,500,0.15552666930363285,0.2574278065060373,0.10190113720240446,65.520040812720097
5,460,128,235,0.15604618462381514,0.12707028779153159,-0.028975896832283549,-18.568795451254733
5,460,235,285,0.12707028779153159,0.1176386895175249,-0.0094315982740066917,-7.4223474566138865
5,460,285,500,0.1176386895175249,0.239040857680581,0.1214021681630561,103.19918443580634
5,460,128,500,0.15604618462381514,0.239040857680581,0.082994673056765861,53.185967511377108
5,470,128,235,0.15565993417117385,0.1242801188685278,-0.031379815302646052,-20.159211469368064
5,470,235,285,0.1242801188685278,0.1181894893824284,-0.006090629486099397,-4.9007271167341662
5,470,285,500,0.1181894893824284,0.2440275836379002,0.12583809425547179,106.47147636647675
5,470,128,500,0.15565993417117385,0.2440275836379002,0.088367649466726345,56.769681894861584
5,480,128,235,0.15477282009209151,0.12511829379622841,-0.029654526295863098,-19.160034868020322
5,480,235,285,0.12511829379622841,0.1168525797148771,-0.008265714081351308,-6.6063193722998728
5,480,285,500,0.1168525797148771,0.24042639437297089,0.12357381465809379,105.75189264936782
5,480,128,500,0.15477282009209151,0.24042639437297089,0.085653574280879385,55.341483233241199
5,490,128,235,0.15426064170140003,0.1264550366463395,-0.027805605055060523,-18.025080635204027
5,490,235,285,0.1264550366463395,0.1157653395421856,-0.010689697104153906,-8.4533581165692073
5,490,285,500,0.1157653395421856,0.24301602352321991,0.12725068398103431,109.92122900020811
5,490,128,500,0.15426064170140003,0.24301602352321991,0.088755381821819884,57.535986394781332
5,500,128,235,0.15363476564718545,0.12714948396539091,-0.026485281681794537,-17.239120045665093
5,500,235,285,0.12714948396539091,0.1168243799422844,-0.010325104023106518,-8.1204450864440236
5,500,285,500,0.1168243799422844,0.2398240548008872,0.1229996748586028,105.28596421343664
5,500,128,500,0.15363476564718545,0.2398240548008872,0.086189289153701748,56.100120822673126
7,0,128,235,0.7157824625698116,0.35175746741328251,-0.36402499515652909,-50.856931287419606
7,0,235,285,0.35175746741328251,0.30734083818609242,-0.044416629227190085,-12.627060785323614
7,0,285,500,0.30734083818609242,0.36278184070611802,0.055441002520025595,18.038931255356474
7,0,128,500,0.7157824625698116,0.36278184070611802,-0.35300062186369358,-49.316746403138481
7,10,128,235,0.66595594272466896,0.33711528332006307,-0.32884065940460588,-49.378740890756021
7,10,235,285,0.33711528332006307,0.28442013905007663,-0.052695144269986449,-15.631194098060744
