scan_id,diameter_um,flow_mm_s,subset,n_frames,fraction_of_valid_frames,x1_p10_um,x1_p90_um,z_top_p10_px,z_top_p90_px,source_mean_raw_median,tail_mean_raw_500um_median,ri_tail_median,grid_scope
D500_F01_V01,500,1,direct_candidate_supported_only,435,0.87,584.19999999999993,660.39999999999998,164.5,182.5,102301956.07845949,24188550.74414276,0.23446313892393009,common_grid
D500_F01_V01,500,1,central80_x1,441,0.88200000000000001,584.19999999999993,660.39999999999998,164.5,182.5,102301956.07845949,24195112.814794172,0.23437733720389939,common_grid
D500_F01_V01,500,1,central80_z_top,417,0.83399999999999996,584.19999999999993,660.39999999999998,164.5,182.5,102029576.84901598,24166817.801540967,0.2356712443484284,common_grid
D500_F01_V01,500,1,central80_x1_z_top,368,0.73599999999999999,584.19999999999993,660.39999999999998,164.5,182.5,102063537.81503183,24167564.639431298,0.23556836872852174,common_grid
D500_F01_V01,500,1,direct_plus_central_geometry,325,0.65000000000000002,584.19999999999993,660.39999999999998,164.5,182.5,101683224.1208836,24168311.477321625,0.2356471843426074,common_grid
D500_F02_V01,500,2,all_valid,493,1,571.5,647.69999999999993,164.5,181.5,102309084.69468001,24534158.85559801,0.2393583484007043,d500_extension
D500_F02_V01,500,2,direct_candidate_supported_only,424,0.86004056795131845,571.5,647.69999999999993,164.5,181.5,102547748.35875379,24528288.162066791,0.23886540260881114,d500_extension
D500_F02_V01,500,2,central80_x1,432,0.87626774847870181,571.5,647.69999999999993,164.5,181.5,102285888.07045582,24528288.162066791,0.23902785718732655,d500_extension
D500_F02_V01,500,2,central80_z_top,407,0.82555780933062883,571.5,647.69999999999993,164.5,181.5,102321737.40450621,24529611.912172973,0.23904260435674671,d500_extension
D500_F02_V01,500,2,central80_x1_z_top,356,0.72210953346855988,571.5,647.69999999999993,164.5,181.5,102345697.32327577,24531885.383885492,0.23879936145952504,d500_extension
D500_F02_V01,500,2,direct_plus_central_geometry,311,0.63083164300202843,571.5,647.69999999999993,164.5,181.5,102433896.20917957,24526964.411960609,0.23840511784798871,d500_extension
D500_F03_V01,500,3,all_valid,490,1,571.5,647.69999999999993,164.5,182.5,102185780.50308588,24466443.900593814,0.2388457603803037,common_grid
D500_F03_V01,500,3,direct_candidate_supported_only,440,0.89795918367346939,571.5,647.69999999999993,164.5,182.5,101856867.2817097,24454695.686906576,0.23941557079171649,common_grid
D500_F03_V01,500,3,central80_x1,430,0.87755102040816324,571.5,647.69999999999993,164.5,182.5,102116003.18071684,24466443.900593814,0.23872732902337279,common_grid
D500_F03_V01,500,3,central80_z_top,411,0.83877551020408159,571.5,647.69999999999993,164.5,182.5,101962434.23090868,24424342.398241092,0.23904836421377679,common_grid
D500_F03_V01,500,3,central80_x1_z_top,362,0.73877551020408161,571.5,647.69999999999993,164.5,182.5,101927326.62381682,24433012.938611552,0.23892309195403644,common_grid
D500_F03_V01,500,3,direct_plus_central_geometry,321,0.6551020408163265,571.5,647.69999999999993,164.5,182.5,101676702.67744586,24429774.88652388,0.23923374639800951,common_grid
D500_F05_V01,500,5,all_valid,471,1,571.5,647.69999999999993,178.5,196.5,101919025.47281048,27208274.131761987,0.26514097787459928,common_grid
D500_F05_V01,500,5,direct_candidate_supported_only,381,0.80891719745222934,571.5,647.69999999999993,178.5,196.5,100634697.69948415,27172853.49575856,0.26820597750868042,common_grid
D500_F05_V01,500,5,central80_x1,415,0.88110403397027603,571.5,647.69999999999993,178.5,196.5,101526383.1890725,27193611.380882077,0.26692038840072008,common_grid
D500_F05_V01,500,5,central80_z_top,410,0.87048832271762211,571.5,647.69999999999993,178.5,196.5,101735659.26151904,27170732.33118701,0.26620026273465924,common_grid
