bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,30147651.9536249,0.0831289911175218,0.19541595146458
5,9,7,64187672.6297223,0.176990781109539,0.416062091287544
10,14,12,52639766.5833582,0.145148640281097,0.341208996560793
15,19,17,9717593.86319427,0.0267952467800741,0.0629890796684134
20,24,22,35601709.9511507,0.0981679845200001,0.23076895124609
25,29,27,12133185.6882999,0.033455988110167,0.0786468554573609
30,34,32,29367698.6303609,0.0809783515592098,0.190360323218705
35,39,37,-5974768.5580077,-0.0164747982082283,-0.0387282261431093
40,44,42,-826559.196859509,-0.00227915037096541,-0.005357725773953
45,49,47,5720719.2646254,0.0157742839033174,0.0370814881330787
50,54,52,9058230.97032451,0.0249771226970142,0.0587151140783639
55,59,57,17883578.4717359,0.0493120936321439,0.115920686228619
60,64,62,-2800751.54415515,-0.00772277889484075,-0.0181543666703756
65,69,67,1191899.01303895,0.00328653663045837,0.00772584478688384
70,74,72,3862665.66696174,0.01065089581148,0.025037654264419
75,79,77,-8551478.60151599,-0.0235798061421373,-0.0554303641927019
80,84,82,-4614050.1979046,-0.012722759918664,-0.0299081006678681
85,89,87,-1267306.49937654,-0.00349446487215343,-0.00821463329064124
90,94,92,18037244.1571073,0.0497358106570704,0.116916741449122
95,99,97,29010767.1314704,0.0799941503535412,0.188046706603697
100,104,102,7359438.18863872,0.0202928796164419,0.047703602857359
105,109,107,-10581926.404557,-0.0291785531902732,-0.0685916508474894
110,114,112,-9161194.78209364,-0.0252610346184848,-0.0593825216520693
115,119,117,272603.793662824,0.000751676395125522,0.00176700758630954
120,124,122,21119794.7626642,0.0582356209342632,0.13689771908709
125,129,127,2305438.269128,0.00635700444237392,0.0149437645624118
130,134,132,5164913.82571978,0.0142417086478737,0.0334787780832212
135,139,137,-1429632.58570811,-0.00394206204521211,-0.00926682490598834
