scan_id,flow_mm_s,target_r_um,n_frames,selected_r_um_median,max_abs_sampling_error_um,ri_r_observed_q1,ri_r_observed_median,ri_r_observed_q3,ri_r_corrected_q1,ri_r_corrected_median,ri_r_corrected_q3,V_observed_median,B_frozen_median
flow01,1,100,486,103.15000000000002,3.1500000000000199,0.26535695744023469,0.32898030669938916,0.41472373681601482,0.10354655019635112,0.18646027700916296,0.29090794925739799,49870958.002458461,25529199.083008073
flow01,1,110,486,109.85000000000001,0.14999999999999147,0.25581133269906953,0.32409237409596087,0.40240940914780954,0.083413642792221909,0.17909836116429936,0.27693271143811182,47686331.226925112,25152394.109019473
flow01,1,120,486,123.25000000000001,3.2500000000000142,0.23715191918562153,0.30952565397585846,0.39216625109005671,0.081956066024909735,0.16139917806322152,0.2739170525998314,46255584.814079098,25030895.859972388
flow01,1,130,486,129.95000000000002,0.049999999999982947,0.23293010019096647,0.30524187619940302,0.3869824593433856,0.079600195122120215,0.15805225418240748,0.25220639793982275,45168807.620549619,25821470.863345109
flow01,1,140,486,136.65000000000001,3.3499999999999943,0.22995023963163833,0.28933446916403055,0.37454244806895065,0.064865980982172791,0.14350254139223578,0.24603960446398374,43856507.663176954,24342254.328658476
flow01,1,150,486,150.05000000000001,0.050000000000011369,0.21636209709618065,0.27359721038830886,0.35449852684345651,0.051952973580632132,0.13255124161921772,0.22027825024299427,40553376.900916561,24438973.231331199
flow01,1,160,486,156.75000000000003,3.2499999999999716,0.20405002277451412,0.26286041853807152,0.33355024138816858,0.047964400151482768,0.11815404871372159,0.20395928637469057,39479228.551294453,23612671.946697071
flow01,1,170,486,170.15000000000001,0.15000000000000568,0.19913997826975066,0.26078526564790444,0.32660653004216206,0.049355428941342053,0.10964101969566331,0.1931943808850789,38856236.890373841,24038929.468152996
flow01,1,180,486,176.85000000000002,3.1499999999999773,0.1912007908144894,0.25342577057895532,0.31894294984445642,0.019457603602363982,0.094909321139919511,0.17974664746886079,37571100.608011082,24493395.318700865
flow01,1,190,486,190.25000000000003,0.25000000000002842,0.18895728143653387,0.23914615898187258,0.299874716191466,0.016363721367406842,0.089686564137327604,0.1626878493110033,35748422.898997098,24182794.547893696
flow01,1,200,486,196.95000000000002,3.0499999999999829,0.18641318364716786,0.23726928906984723,0.30637527842091616,0.016966371042931611,0.087024229069486772,0.1678743934769123,35772264.050505146,24458892.703266528
flow01,1,210,486,210.35000000000002,0.35000000000002274,0.1774307674770311,0.22339124405622895,0.277809724105473,0.010576713382235078,0.070878425220774977,0.13802334524278448,33599583.84925469,24660245.401306614
flow01,1,220,486,217.05000000000001,2.9499999999999886,0.17239677776332152,0.21611156577484089,0.2771066713273142,-0.00052962109853606459,0.064816660775044596,0.13574744267204614,32776208.61277739,23926287.2258466
flow01,1,230,486,230.45000000000002,0.45000000000001705,0.17351347224281716,0.22033957648949984,0.27443978908551425,-0.00082751489080810957,0.063731712128260093,0.14004878918332045,32474246.323302053,23424408.238951158
flow01,1,240,486,237.15000000000001,2.8499999999999943,0.1679151065286727,0.21311537457722671,0.2766177248125935,0.0043762467994127889,0.06558677778614308,0.13485896773563172,31265195.027677543,23408453.454935081
flow01,1,250,486,250.55000000000001,0.55000000000001137,0.16450055230610081,0.21593869759323164,0.26958535730939698,-0.00072213924223228849,0.062656034432338886,0.13049845923593864,31782878.919210859,23708835.627882864
flow01,1,260,486,257.25,2.75,0.1602058483021222,0.20539223747756385,0.25939873218477238,-0.008661133519932241,0.050173008733616478,0.1207225833500282,30714770.223163523,23833796.951667406
flow01,1,270,486,270.65000000000003,0.65000000000003411,0.15410208238221215,0.20165359390212195,0.25501007463124648,-0.001733558893246852,0.056065335215481613,0.1288405033785574,30004415.607639238,22694973.776549682
flow01,1,280,486,277.35000000000002,2.6499999999999773,0.15189443200755084,0.19693426745845546,0.24334018095959312,-0.018056184357951387,0.046344439356148265,0.10910448167891838,28934018.070094734,22936241.751752265
flow01,1,290,486,290.75,0.75,0.14388036137770671,0.19167829837648845,0.23618193993815945,-0.020992652121118942,0.034399133194355516,0.10199127198104924,27971964.185444504,23533836.56132067
flow01,1,300,486,297.45000000000005,2.5499999999999545,0.14783916025178961,0.18618909177846898,0.23310033664122348,-0.024868982024295036,0.034508466525378659,0.09328898227496274,27591403.302987516,23182628.411099046
flow01,1,310,486,310.85000000000002,0.85000000000002274,0.14397094681711911,0.17933237482545955,0.22697649481350868,-0.02566861239642295,0.02950294181052663,0.089197418065737819,27109098.222008731,22879396.046672165
flow01,1,320,486,317.55000000000001,2.4499999999999886,0.14169261827350993,0.17811713358219461,0.22595625592487287,-0.028007781244328366,0.027871159292026687,0.082703209268807129,26785497.221301626,23304814.088505004
flow01,1,330,486,330.95000000000005,0.95000000000004547,0.14114002129020409,0.18110954286499117,0.22061204402273954,-0.03334211826660257,0.025212998073734394,0.086203405115862608,26728520.44877081,22974353.223905861
flow01,1,340,486,337.65000000000003,2.3499999999999659,0.13641034584027933,0.1785836943715241,0.22136964436858708,-0.025896058951918256,0.027248117667747242,0.090580573875910925,26549352.381159693,22379577.989787489
flow01,1,350,486,351.05000000000001,1.0500000000000114,0.13782920925301267,0.17248273407650577,0.21329288428886739,-0.034499731134348378,0.024565130080661988,0.071375553681106665,25813962.619002853,22999228.089120984
