scan_id,diameter_um,flow_mm_s,target_r_um,n_frames,selected_r_um_median,max_abs_sampling_error_um,RI_r_q1,RI_r_median,RI_r_q3,raw_row_signal_median
D285_F01_V01,285,1,300,453,301.25000000000006,1.2500000000000568,0.10862756204778683,0.12655345224955505,0.1488889022563003,23586668.62791834
D285_F01_V01,285,1,400,453,401.75000000000006,1.7500000000000568,0.10306831434975237,0.12325226974912812,0.1424404244955334,22930344.11238113
D285_F01_V01,285,1,500,453,502.25000000000006,2.2500000000000568,0.10489818543507377,0.12137465205909433,0.13977354110447826,22677064.517418187
D285_F03_V01,285,3,0,474,-0.24999999999996875,0.24999999999996875,0.26683059147290444,0.30833244253967584,0.36383992273046817,58750342.99011144
D285_F03_V01,285,3,50,474,46.650000000000034,3.3499999999999659,0.20564462839050951,0.24389902700947963,0.28404827952173584,46108569.961214006
D285_F03_V01,285,3,100,474,100.25000000000003,0.25000000000002842,0.16488910260325002,0.1941976287535338,0.22053502553509768,36736154.206021316
D285_F03_V01,285,3,200,474,200.75000000000003,0.75000000000002842,0.1297583709070555,0.14833826825326435,0.17317308364300768,28437050.498434827
D285_F03_V01,285,3,300,474,301.25000000000006,1.2500000000000568,0.11203355480009511,0.13006715534590327,0.14913835685601773,24727448.924536273
D285_F03_V01,285,3,400,474,401.75000000000006,1.7500000000000568,0.10213334415225084,0.11728033988904515,0.13981723643999433,22482434.781421121
D285_F03_V01,285,3,500,474,502.25000000000006,2.2500000000000568,0.10254650135716079,0.1211820759860805,0.1385814790464841,22528360.419501334
D285_F05_V01,285,5,0,492,-0.24999999999996875,0.24999999999996875,0.26024902340395129,0.30905127355150896,0.36774007878871851,58929929.313735396
D285_F05_V01,285,5,50,492,46.650000000000034,3.3499999999999659,0.20015987343288952,0.23851896550475846,0.28874224121601694,46220127.757151872
D285_F05_V01,285,5,100,492,100.25000000000003,0.25000000000002842,0.15763188058012109,0.18810002299762082,0.22123806439759894,36269799.802058451
D285_F05_V01,285,5,200,492,200.75000000000003,0.75000000000002842,0.12433264578047351,0.14602007008195775,0.16764911912723118,27924912.666508786
D285_F05_V01,285,5,300,492,301.25000000000006,1.2500000000000568,0.10572565473528207,0.12381552797535507,0.1435383280749733,23791789.642913193
D285_F05_V01,285,5,400,492,401.75000000000006,1.7500000000000568,0.10028445670877707,0.11982590929034034,0.13863753564684114,22765687.536667205
D285_F05_V01,285,5,500,492,502.25000000000006,2.2500000000000568,0.10090374305659493,0.11682437994228448,0.13563141271977941,22679332.874651179
D285_F07_V01,285,7,0,458,-0.24999999999996875,0.24999999999996875,0.25409461045833737,0.30734083818609242,0.36945084033240094,58986157.204803795
D285_F07_V01,285,7,50,458,46.650000000000034,3.3499999999999659,0.20453459365598933,0.24197488149564136,0.28595825026854416,47173439.876235172
D285_F07_V01,285,7,100,458,100.25000000000003,0.25000000000002842,0.16756182778120693,0.19152499228143999,0.22254482190565275,36963282.438346028
D285_F07_V01,285,7,200,458,200.75000000000003,0.75000000000002842,0.12447436278357635,0.14761544814823618,0.17108351277662795,28299604.906052016
D285_F07_V01,285,7,300,458,301.25000000000006,1.2500000000000568,0.11089309664212599,0.12862054292740482,0.14812649231475067,24847406.005754642
D285_F07_V01,285,7,400,458,401.75000000000006,1.7500000000000568,0.10296897613595087,0.12056625141269783,0.13963774007175322,23515245.846704848
D285_F07_V01,285,7,500,458,502.25000000000006,2.2500000000000568,0.10315381671582841,0.12108631448397117,0.14153212164738363,23356017.024851985
D285_F10_V01,285,10,0,494,-0.24999999999996875,0.24999999999996875,0.26133043978542247,0.308556409436058,0.36158308227411107,56562477.064015225
D285_F10_V01,285,10,50,494,46.650000000000034,3.3499999999999659,0.20545450913539876,0.24230431340695663,0.28217960957334109,44436159.777457505
D285_F10_V01,285,10,100,494,100.25000000000003,0.25000000000002842,0.16623492351132502,0.19310578310195159,0.22557992745230487,35588185.740883082
D285_F10_V01,285,10,200,494,200.75000000000003,0.75000000000002842,0.12469233503058878,0.14594399976871153,0.17113386751962284,27071284.495344669
D285_F10_V01,285,10,300,494,301.25000000000006,1.2500000000000568,0.11159897116958556,0.12854191760333009,0.15132655846470797,23459223.250774443
