bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,385067697.309893,1.2700743214609,3.53986496606976
5,9,7,113951775.278369,0.375848778479766,1.04754021162343
10,14,12,44105690.0011705,0.145474431358805,0.405456463708065
15,19,17,18465847.2096122,0.0609061693016395,0.169753542202471
20,24,22,2174408.02347294,0.00717188124136264,0.0199889807376868
25,29,27,-5887704.27380983,-0.0194194996432107,-0.0541247116676883
30,34,32,17567406.40528,0.0579428290814478,0.161494321422433
35,39,37,5986865.34206381,0.0197465640200926,0.0550362833055134
40,44,42,18214993.8518348,0.060078776065616,0.167447487918975
45,49,47,-11127012.0191817,-0.0367003836958472,-0.102288819080142
50,54,52,-5634158.1278035,-0.0185832247450625,-0.0517939030181964
55,59,57,-14386530.9535039,-0.0474513018531463,-0.132253048649268
60,64,62,26587650.0528793,0.0876944283720965,0.24441596012809
65,69,67,-2985645.06794066,-0.00984759604682213,-0.0274465514790159
70,74,72,-5660737.20393613,-0.0186708908939502,-0.0520382401596645
75,79,77,-4718029.85508631,-0.0155615456936357,-0.0433720842064052
80,84,82,-962092.674522178,-0.00317328409864741,-0.00884436211202782
85,89,87,-3633389.61330297,-0.0119840611922455,-0.0334011621594479
90,94,92,-432502.158878341,-0.0014265280879318,-0.0039759222875838
95,99,97,5222199.73672179,0.017224456461775,0.0480068362601789
100,104,102,-9748975.07893471,-0.0321551846462793,-0.0896207487101556
105,109,107,2428600.06819101,0.00801028651651674,0.0223257270294096
110,114,112,-7501822.59823983,-0.0247433693159457,-0.068963039960759
115,119,117,11162759.1090404,0.0368182888361996,0.10261743628671
120,124,122,-3962004.54190851,-0.0130679365351693,-0.0364220659673363
