z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-196,-215,8839317.42147633,5424837.40979601,3414480.01168032,252191.715365897,above_vessel
2,-195,-214,6206032.4166756,5953840.70130971,252191.715365897,1833335.86352311,above_vessel
3,-194,-213,4539434.8659005,7858874.7161266,-3319439.8502261,553089.393268692,above_vessel
4,-193,-212,19145209.3586564,4057251.832929,15087957.5257274,252191.715365897,above_vessel
5,-192,-211,8179104.84414057,7626015.45087187,553089.393268692,553089.393268692,above_vessel
6,-191,-210,5338487.29629734,6948293.40220167,-1609806.10590434,553089.393268692,above_vessel
7,-190,-209,11359262.1321454,3398152.20608504,7961109.92606034,553089.393268692,above_vessel
8,-189,-208,275647.974789363,1496587.840373,-1220939.86558364,3774988.36419461,above_vessel
9,-188,-207,8988038.37666009,5213050.01246549,3774988.36419461,3774988.36419461,above_vessel
10,-187,-206,15781296.0807746,5665685.57752479,10115610.5032498,3774988.36419461,above_vessel
11,-186,-205,1194040.06246712,4138476.1821697,-2944436.11970257,3774988.36419461,above_vessel
12,-185,-204,5827082.19777501,1271386.82824206,4555695.36953294,-2665305.68696929,above_vessel
13,-184,-203,1552359.88971587,5269382.66460465,-3717022.77488878,-2665305.68696929,above_vessel
14,-183,-202,1057199.07284966,3722504.75981895,-2665305.68696929,-2377579.43502522,above_vessel
15,-182,-201,2060916.15830856,3048341.99048978,-987425.832181221,-2377579.43502522,above_vessel
16,-181,-200,243051.657195973,2620631.0922212,-2377579.43502522,-1384789.47990738,above_vessel
17,-180,-199,2389597.27933253,3774386.7592399,-1384789.47990738,-1384789.47990738,above_vessel
18,-179,-198,6609999.14771316,2071462.97090024,4538536.17681292,-1384789.47990738,above_vessel
19,-178,-197,1577767.06055307,4475396.93675555,-2897629.87620249,-36179.8903650027,above_vessel
20,-177,-196,4689959.4435517,4726139.3339167,-36179.8903650027,-36179.8903650027,above_vessel
21,-176,-195,5433896.56497191,4422081.52823791,1011815.03673399,-36179.8903650027,above_vessel
22,-175,-194,4443549.83686345,4493781.8591588,-50232.0222953502,-36179.8903650027,above_vessel
23,-174,-193,8569911.49827333,3602276.79285394,4967634.70541939,1011815.03673399,above_vessel
24,-173,-192,149606.475092176,2856019.66786886,-2706413.19277669,-50232.0222953502,above_vessel
25,-172,-191,5676518.90108622,2254665.09321653,3421853.80786969,3421853.80786969,above_vessel
26,-171,-190,1157734.75977428,5072056.35658098,-3914321.5968067,-474209.127330808,above_vessel
27,-170,-189,20470495.7239829,2108209.4815722,18362286.2424107,3421853.80786969,above_vessel
28,-169,-188,4580442.52235945,5054651.64969026,-474209.127330808,40312.4860220144,above_vessel
29,-168,-187,6044946.93394484,1491410.38477485,4553536.54917,40312.4860220144,above_vessel
30,-167,-186,1573578.98219386,1533266.49617185,40312.4860220144,40312.4860220144,above_vessel
31,-166,-185,1500111.73525336,2299346.22497261,-799234.48971925,40312.4860220144,above_vessel
32,-165,-184,44658648.0601558,3250691.70815944,41407956.3519963,-799234.48971925,above_vessel
33,-164,-183,1288809.61763311,4645744.0916461,-3356934.47401299,-3356934.47401299,above_vessel
34,-163,-182,733431.119458852,7808488.67751021,-7075057.55805136,-3356934.47401299,above_vessel
35,-162,-181,4245721.29931,8047335.67854156,-3801614.37923156,-3356934.47401299,above_vessel
36,-161,-180,2698119.82661334,4851408.1675297,-2153288.34091636,-2356211.90880122,above_vessel
37,-160,-179,1263664.81038598,3619876.7191872,-2356211.90880122,-2153288.34091636,above_vessel
38,-159,-178,9890854.33291111,5797576.19174965,4093278.14116146,-1942315.33177482,above_vessel
39,-158,-177,1267027.43114732,1475711.95273559,-208684.521588268,-1942315.33177482,above_vessel
40,-157,-176,1891215.61391072,3833530.94568554,-1942315.33177482,-1942315.33177482,above_vessel
41,-156,-175,485366.90365555,2459593.92707928,-1974227.02342373,-1974227.02342373,above_vessel
42,-155,-174,2802582.80774638,4973042.71240322,-2170459.90465684,-1974227.02342373,above_vessel
43,-154,-173,3210676.17642518,6822588.11306173,-3611911.93663656,-1974227.02342373,above_vessel
44,-153,-172,8008789.93348089,1679771.2282118,6329018.7052691,2072314.51599994,above_vessel
45,-152,-171,3741453.06511888,1669138.54911894,2072314.51599994,2438085.40954949,above_vessel
46,-151,-170,4449718.70595583,2011633.29640634,2438085.40954949,2438085.40954949,above_vessel
47,-150,-169,8560946.1948928,3982243.34256108,4578702.85233172,2072314.51599994,above_vessel
48,-149,-168,2975579.39377238,3233768.59304969,-258189.199277317,2438085.40954949,above_vessel
49,-148,-167,756436.16122244,1919073.26420211,-1162637.10297967,-258189.199277317,above_vessel
50,-147,-166,12724665.5737691,2396850.40481715,10327815.168952,-1162637.10297967,above_vessel
51,-146,-165,709084.653903249,3157728.44526032,-2448643.79135707,-1162637.10297967,above_vessel
52,-145,-164,1553729.70899232,2843780.37814081,-1290050.6691485,-1038134.55293822,above_vessel
53,-144,-163,4854744.38140035,4839648.96008929,15095.4213110618,-1038134.55293822,above_vessel
54,-143,-162,985394.135159636,2023528.68809786,-1038134.55293822,15095.4213110618,above_vessel
55,-142,-161,4469864.11258496,1944705.89201252,2525158.22057244,15095.4213110618,above_vessel
56,-141,-160,9469670.6803226,4278860.76642117,5190809.91390142,-408547.773721556,above_vessel
57,-140,-159,2703461.59040391,3112009.36412547,-408547.773721556,335105.649921759,above_vessel
58,-139,-158,297757.798097345,1478289.73826538,-1180531.94016803,335105.649921759,above_vessel
59,-138,-157,3122209.33562013,2787103.68569837,335105.649921759,335105.649921759,above_vessel
60,-137,-156,7330893.32322214,4542874.2974106,2788019.02581153,335105.649921759,above_vessel
61,-136,-155,8329746.81186562,6186704.99175338,2143041.82011224,335105.649921759,above_vessel
62,-135,-154,244748.205455371,5821504.86773565,-5576756.66228028,-3563011.68921391,above_vessel
63,-134,-153,933854.637336339,4496866.32655025,-3563011.68921391,-3563011.68921391,above_vessel
64,-133,-152,1641691.16407513,6133705.9844834,-4492014.82040827,-4046789.84989995,above_vessel
65,-132,-151,2092862.97958367,1882565.91241311,210297.067170559,-3563011.68921391,above_vessel
66,-131,-150,634342.005931893,4681131.85583184,-4046789.84989995,-251106.457674362,above_vessel
67,-130,-149,2022378.70966226,2052118.09300191,-29739.3833396516,-251106.457674362,above_vessel
68,-129,-148,6261512.1460475,6512618.60372186,-251106.457674362,-251106.457674362,above_vessel
69,-128,-147,2317305.63271137,3770720.34336881,-1453414.71065744,-29739.3833396516,above_vessel
70,-127,-146,19968919.7533678,5478422.30085216,14490497.4525157,2649985.37950022,above_vessel
71,-126,-145,7143527.48586415,4493542.10636393,2649985.37950022,2649985.37950022,above_vessel
72,-125,-144,10028297.2640068,4998238.00858321,5030059.25542358,2649985.37950022,above_vessel
73,-124,-143,409029.404231915,4741558.69472802,-4332529.2904961,2574700.25535433,above_vessel
74,-123,-142,1489159.14652765,1906636.04045163,-417476.893923976,2574700.25535433,above_vessel
75,-122,-141,7192792.40502007,4618092.14966575,2574700.25535433,-417476.893923976,above_vessel
76,-121,-140,29138650.4736081,3303123.1937233,25835527.2798848,-332410.301231739,above_vessel
77,-120,-139,4676654.53909529,7735143.66187587,-3058489.12278059,-332410.301231739,above_vessel
78,-119,-138,7597738.8499013,7930149.15113304,-332410.301231739,-3058489.12278059,above_vessel
79,-118,-137,1275799.85068337,6422169.59512388,-5146369.74444051,-3137904.48609569,above_vessel
80,-117,-136,1924011.90401754,5446292.30019568,-3522280.39617814,-3137904.48609569,above_vessel
81,-116,-135,709832.423253179,3847736.90934887,-3137904.48609569,-3522280.39617814,above_vessel
82,-115,-134,16912698.7967362,4804843.37809984,12107855.4186364,-3522280.39617814,above_vessel
83,-114,-133,3123267.32872002,10185967.3320256,-7062700.00330561,-3137904.48609569,above_vessel
