bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,-3163599.64235212,-0.0125151408380094,-0.0236889085603662
5,9,7,6542567.13497545,0.0258822728515266,0.0489904830357292
10,14,12,13508414.8005216,0.0534390355415151,0.101150473884596
15,19,17,20577444.9399235,0.0814039861624386,0.154083091002437
20,24,22,27745109.309528,0.109759131947727,0.207754277321295
25,29,27,-10661223.6717224,-0.0421756008474966,-0.07983081971563
30,34,32,19130619.1271589,0.075680370388682,0.143249316740193
35,39,37,12591147.3316883,0.04981034264217,0.0942820114838235
40,44,42,3147585.61601477,0.0124517896502319,0.0235689961667402
45,49,47,-9222321.00491998,-0.0364833288905334,-0.0690563736558856
50,54,52,-9124679.85767752,-0.0360970623437286,-0.0683252406206586
55,59,57,-4857955.85360237,-0.0192179822246607,-0.0363761806221223
60,64,62,-4720368.2706191,-0.0186736883274352,-0.0353459302615207
65,69,67,-985406.865172662,-0.00389825107301128,-0.00737868749614497
70,74,72,-4441001.84087776,-0.0175685199721167,-0.0332540455235207
75,79,77,5567472.09442533,0.0220248151632788,0.0416890100730871
80,84,82,22275068.9851232,0.0881197550388912,0.166794832475108
85,89,87,1147719.95425222,0.00454035860851875,0.0085940814650536
90,94,92,-7219905.52583671,-0.0285618108193324,-0.0540623660233023
95,99,97,41930047.2650297,0.165874480399196,0.313970529739543
100,104,102,4516106.27138596,0.0178656316902953,0.0338164245183117
105,109,107,36630018.4904113,0.144907665992005,0.274284124630488
110,114,112,-6699336.96923571,-0.0265024513749569,-0.0501643693325597
115,119,117,15781581.6160495,0.0624316408205665,0.118171856778501
120,124,122,-16642060.4116199,-0.0658356787938032,-0.124615087847793
125,129,127,-4812375.26939179,-0.0190376662885867,-0.0360348750166223
