z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-200,-219,5596786.20011933,6935899.53935774,-1339113.33923841,-1291171.82337099,above_vessel
2,-199,-218,4156665.12811714,5447836.95148813,-1291171.82337099,-1027560.19904847,above_vessel
3,-198,-217,1599113.62150882,2363062.19623476,-763948.574725938,-763948.574725938,above_vessel
4,-197,-216,4883973.92941361,5045701.09675658,-161727.167342965,-763948.574725938,above_vessel
5,-196,-215,7359687.17225916,2324905.08206912,5034782.09019004,-763948.574725938,above_vessel
6,-195,-214,182006.728874556,1444213.77504717,-1262207.04617261,-1262207.04617261,above_vessel
7,-194,-213,632957.678590731,3346095.55396019,-2713137.87536946,-1262207.04617261,above_vessel
8,-193,-212,806831.542984222,3943076.87699628,-3136245.33401206,-2713137.87536946,above_vessel
9,-192,-211,15016647.4933051,3411667.14712469,11604980.3461804,-2713137.87536946,above_vessel
10,-191,-210,258755.686819658,3105205.56990055,-2846449.88308089,-111597.129619059,above_vessel
11,-190,-209,4323216.40755745,4434813.53717651,-111597.129619059,-111597.129619059,above_vessel
12,-189,-208,5587477.71968974,2038646.11011953,3548831.60957021,-840098.108123535,above_vessel
13,-188,-207,1845257.26008871,2829537.57756002,-984280.317471315,-111597.129619059,above_vessel
14,-187,-206,2141547.87701099,2981645.98513453,-840098.108123535,122478.329976451,above_vessel
15,-186,-205,4778554.62096288,3380472.68546878,1398081.9354941,-840098.108123535,above_vessel
16,-185,-204,3101624.11192261,2979145.78194616,122478.329976451,-840098.108123535,above_vessel
17,-184,-203,1579918.59234106,4322536.84312567,-2742618.2507846,122478.329976451,above_vessel
18,-183,-202,630671.998437781,3412223.50391796,-2781551.50548018,-919404.40444991,above_vessel
19,-182,-201,22907641.0547509,2855204.93809497,20052436.116656,-1412774.71871927,above_vessel
20,-181,-200,234136.261154984,1153540.66560489,-919404.40444991,-919404.40444991,above_vessel
21,-180,-199,650160.655732381,2062935.37445166,-1412774.71871927,-919404.40444991,above_vessel
22,-179,-198,3971150.03766056,3750665.27762025,220484.760040317,-919404.40444991,above_vessel
23,-178,-197,140000.9461284,2616450.87098616,-2476449.92485776,-1412774.71871927,above_vessel
24,-177,-196,2409660.26324709,2280274.97232577,129385.290921318,-1413930.38875497,above_vessel
25,-176,-195,1501705.73480134,2915636.12355631,-1413930.38875497,-2476449.92485776,above_vessel
26,-175,-194,2709274.66782975,5818905.13135815,-3109630.4635284,-1413930.38875497,above_vessel
27,-174,-193,1215876.12391581,4032607.0355966,-2816730.91168079,-1413930.38875497,above_vessel
28,-173,-192,4611627.50545118,4258997.02488995,352630.480561226,352630.480561226,above_vessel
29,-172,-191,7456222.22075858,1821707.84898107,5634514.37177751,352630.480561226,above_vessel
30,-171,-190,5002255.55552211,2043669.25722136,2958586.29830075,352630.480561226,above_vessel
31,-170,-189,586307.321438844,1381189.06381056,-794881.74237172,-340199.643915294,above_vessel
32,-169,-188,2870140.97369544,3210340.61761074,-340199.643915294,-655907.075448583,above_vessel
33,-168,-187,133878.205397834,1266346.35444563,-1132468.1490478,-655907.075448583,above_vessel
34,-167,-186,4109213.9436284,4765121.01907698,-655907.075448583,-655907.075448583,above_vessel
35,-166,-185,3606739.6735671,3495804.83483905,110934.838728043,-834818.784345259,above_vessel
36,-165,-184,2271489.66616151,3106308.45050677,-834818.784345259,-655907.075448583,above_vessel
37,-164,-183,2830674.78532492,6018639.69685557,-3187964.91153065,110934.838728043,above_vessel
38,-163,-182,5723758.52059259,3271838.28534706,2451920.23524552,1092960.03212874,above_vessel
39,-162,-181,8010503.99210832,2305762.54041953,5704741.45168879,1092960.03212874,above_vessel
40,-161,-180,2296849.91836332,1203889.88623458,1092960.03212874,1092960.03212874,above_vessel
41,-160,-179,1690597.22282709,2721993.29867857,-1031396.07585149,-1031396.07585149,above_vessel
42,-159,-178,3127303.39388297,4617800.03685511,-1490496.64297214,-1031396.07585149,above_vessel
43,-158,-177,2623511.51453421,4300015.32480222,-1676503.810268,-1031396.07585149,above_vessel
44,-157,-176,11103491.9714244,2345017.32939991,8758474.64202449,-203114.19477088,above_vessel
45,-156,-175,6000320.54129426,2157291.96356316,3843028.57773109,3843028.57773109,above_vessel
46,-155,-174,2112686.56318951,2315800.75796039,-203114.19477088,3843028.57773109,above_vessel
47,-154,-173,14352644.5119661,1455225.67115628,12897418.8408098,530247.065414671,above_vessel
48,-153,-172,2275713.73918379,3558364.40200862,-1282650.66282484,530247.065414671,above_vessel
49,-152,-171,7645427.20402269,7115180.13860802,530247.065414671,530247.065414671,above_vessel
50,-151,-170,2848509.82265224,1456876.02247835,1391633.80017389,-1031982.82124786,above_vessel
51,-150,-169,4658.76528845152,3453990.32483312,-3449331.55954467,530247.065414671,above_vessel
52,-149,-168,1346510.67726137,2378493.49850923,-1031982.82124786,1391633.80017389,above_vessel
53,-148,-167,4770833.15721159,2972435.09955388,1798398.0576577,-1031982.82124786,above_vessel
54,-147,-166,8439085.97083794,3100710.50510853,5338375.46572942,1798398.0576577,above_vessel
55,-146,-165,58740.0059795005,4297521.64948106,-4238781.64350155,1798398.0576577,above_vessel
56,-145,-164,5469507.55002602,3155231.69319051,2314275.85683551,-28652.3109551829,above_vessel
57,-144,-163,185356.653503968,1858792.31320156,-1673435.65969759,-137274.557813314,above_vessel
58,-143,-162,1006864.95297811,1035517.26393329,-28652.3109551829,-28652.3109551829,above_vessel
59,-142,-161,725489.764533775,862764.322347089,-137274.557813314,-28652.3109551829,above_vessel
60,-141,-160,3121735.97402344,1273735.82973829,1848000.14428515,1251780.68366534,above_vessel
61,-140,-159,6215590.51580547,4963809.83214013,1251780.68366534,1251780.68366534,above_vessel
62,-139,-158,9270039.89212807,2494504.9433635,6775534.94876457,1251780.68366534,above_vessel
63,-138,-157,234753.355421538,4493268.96415593,-4258515.60873439,373700.141050447,above_vessel
64,-137,-156,2183168.74667772,1809468.60562728,373700.141050447,373700.141050447,above_vessel
65,-136,-155,2413715.27024623,4190065.26954153,-1776349.9992953,373700.141050447,above_vessel
66,-135,-154,9842379.6772733,3430092.07412334,6412287.60314997,1708186.74781735,above_vessel
67,-134,-153,6079890.31737926,4371703.56956191,1708186.74781735,1708186.74781735,above_vessel
68,-133,-152,5735850.43975145,3112248.68531217,2623601.75443929,1708186.74781735,above_vessel
69,-132,-151,2446119.40284679,2825962.31411087,-379842.911264076,-379842.911264076,above_vessel
70,-131,-150,1148077.57534481,1897246.37435412,-749168.799009301,-749168.799009301,above_vessel
71,-130,-149,45018.844233866,4245954.95533726,-4200936.11110339,-749168.799009301,above_vessel
72,-129,-148,3584112.37957592,6068538.94878104,-2484426.56920512,-749168.799009301,above_vessel
73,-128,-147,3973337.6549412,1055372.1283016,2917965.5266396,-2484426.56920512,above_vessel
74,-127,-146,9520453.43680179,885637.909488024,8634815.52731377,-1940742.63487411,above_vessel
75,-126,-145,1756843.82896847,6762890.06926431,-5006046.24029584,-1940742.63487411,above_vessel
76,-125,-144,2847239.77702317,4787982.41189728,-1940742.63487411,-1940742.63487411,above_vessel
77,-124,-143,1005640.86895345,3259401.28807183,-2253760.41911838,-1940742.63487411,above_vessel
78,-123,-142,7156176.82336553,1766343.15698309,5389833.66638244,-1391190.6883984,above_vessel
79,-122,-141,5690112.06234687,2791665.77111089,2898446.29123598,-1391190.6883984,above_vessel
80,-121,-140,4502812.01265002,5894002.70104842,-1391190.6883984,2898446.29123598,above_vessel
81,-120,-139,2366436.78317166,6673058.47562153,-4306621.69244988,2898446.29123598,above_vessel
82,-119,-138,12623975.5823485,5841059.91914543,6782915.66320303,3942127.1957033,above_vessel
83,-118,-137,9613671.15232253,2304235.57594447,7309435.57637806,3942127.1957033,above_vessel
84,-117,-136,8812961.34382719,4870834.14812389,3942127.1957033,3942127.1957033,above_vessel
85,-116,-135,5056642.20462501,3686985.3737068,1369656.83091821,1369656.83091821,above_vessel
86,-115,-134,8242266.67147853,7999233.42826757,243033.243210956,304737.837270832,above_vessel
87,-114,-133,3462218.28496251,3626329.09050675,-164110.805544248,304737.837270832,above_vessel
88,-113,-132,2873847.21822826,2569109.38095743,304737.837270832,243033.243210956,above_vessel
89,-112,-131,5696240.16380235,2582744.49493715,3113495.6688652,-164110.805544248,above_vessel
90,-111,-130,1088487.95483979,5635995.63281464,-4547507.67797485,-261384.322413153,above_vessel
91,-110,-129,2535629.95320241,2797014.27561556,-261384.322413153,-541705.664262045,above_vessel
92,-109,-128,2672112.69952255,3213818.3637846,-541705.664262045,-2124336.33218363,above_vessel
93,-108,-127,1523564.44000445,3647900.77218808,-2124336.33218363,-2124336.33218363,above_vessel
94,-107,-126,1283464.4256505,4905719.27280637,-3622254.84715587,-2124336.33218363,above_vessel
95,-106,-125,394211.574092135,3236455.88615792,-2842244.31206579,-2842244.31206579,above_vessel
96,-105,-124,3811458.74642256,4648673.26330645,-837214.516883885,-3622254.84715587,above_vessel
97,-104,-123,411343.539566088,8741156.45328131,-8329812.91371522,-2842244.31206579,above_vessel
98,-103,-122,168627.395057148,4632210.63295962,-4463583.23790247,-837214.516883885,above_vessel
99,-102,-121,11811609.5580254,6302592.83801763,5509016.72000772,-4463583.23790247,above_vessel
100,-101,-120,4663183.35721753,4675928.6392731,-12745.282055568,-3640887.93816997,above_vessel
101,-100,-119,1608453.06198493,11086839.5002364,-9478386.43825142,-12745.282055568,above_vessel
102,-99,-118,3249183.02090421,6890070.95907418,-3640887.93816997,-3640887.93816997,above_vessel
103,-98,-117,4099202.20006022,3568511.08116497,530691.118895252,-3640887.93816997,above_vessel
104,-97,-116,1473567.66598509,5188895.97927288,-3715328.31328778,530691.118895252,above_vessel
105,-96,-115,3693947.75168593,868487.366838543,2825460.38484739,530691.118895252,above_vessel
106,-95,-114,5464639.82947078,3406519.254157,2058120.57531377,-3715328.31328778,above_vessel
107,-94,-113,93065.8142203339,6662363.75678566,-6569297.94256532,1826978.95513334,above_vessel
108,-93,-112,336542.026614228,7707679.52434656,-7371137.49773234,1826978.95513334,above_vessel
109,-92,-111,4304080.99022604,2477102.0350927,1826978.95513334,1826978.95513334,above_vessel
110,-91,-110,7216859.18453977,2436239.21609842,4780619.96844135,3257009.79251835,above_vessel
111,-90,-109,15516895.0927285,5730623.45519401,9786271.63753449,4780619.96844135,above_vessel
112,-89,-108,7971820.84463994,4714811.05212159,3257009.79251835,4780619.96844135,above_vessel
113,-88,-107,10044419.2511559,3414616.69412568,6629802.55703023,3257009.79251835,above_vessel
114,-87,-106,3544779.67153597,4651427.92781462,-1106648.25627865,-1106648.25627865,above_vessel
115,-86,-105,176651.095194997,6535311.00292404,-6358659.90772904,-1791456.20695538,above_vessel
116,-85,-104,3368872.14281186,12914747.9464956,-9545875.80368378,-1791456.20695538,above_vessel
117,-84,-103,1647182.3637503,3438638.57070568,-1791456.20695538,-4269661.1842315,above_vessel
118,-83,-102,4957801.73825368,2642927.38976656,2314874.34848712,-4269661.1842315,above_vessel
119,-82,-101,390377.77908,4660038.9633115,-4269661.1842315,-2737441.00331807,above_vessel
120,-81,-100,1129809.39994207,11698605.646386,-10568796.2464439,-2737441.00331807,above_vessel
121,-80,-99,3272360.29368459,6009801.29700266,-2737441.00331807,-2737441.00331807,above_vessel
122,-79,-98,12451183.7434613,3307169.07849694,9144014.66496436,4876066.640165,above_vessel
123,-78,-97,7878011.93522234,3001945.29505734,4876066.640165,4876066.640165,above_vessel
124,-77,-96,10130016.1447495,4967060.61082453,5162955.533925,4952635.95720407,above_vessel
125,-76,-95,2781425.04487102,6467372.77092324,-3685947.72605222,4876066.640165,above_vessel
126,-75,-94,7484329.87675823,2531693.91955416,4952635.95720407,1539491.07391935,above_vessel
127,-74,-93,2114779.85167996,4819124.72546331,-2704344.87378335,1539491.07391935,above_vessel
128,-73,-92,10852778.7321435,9313287.6582241,1539491.07391935,1539491.07391935,above_vessel
129,-72,-91,18173693.2783235,10416162.2600357,7757531.01828782,-2704344.87378335,above_vessel
130,-71,-90,4971070.46008266,13083234.9229622,-8112164.46287953,-8112164.46287953,above_vessel
131,-70,-89,2502573.91447402,13184956.0448432,-10682382.1303692,-8112164.46287953,above_vessel
132,-69,-88,3864789.37170031,15712615.9519966,-11847826.5802963,-8112164.46287953,above_vessel
133,-68,-87,13231549.7044514,7638680.76660873,5592868.93784264,-4621135.93310563,above_vessel
134,-67,-86,53815785.8647956,6419231.48411807,47396554.3806775,323319.51822835,above_vessel
135,-66,-85,3781912.0897403,8403048.02284592,-4621135.93310563,323319.51822835,above_vessel
136,-65,-84,6259863.55723664,5936544.03900829,323319.51822835,-1509565.56421789,above_vessel
137,-64,-83,5584106.93697712,7093672.50119501,-1509565.56421789,-3778819.10956003,above_vessel
138,-63,-82,550483.332693743,5671262.89577984,-5120779.56308609,-1509565.56421789,above_vessel
139,-62,-81,3654174.81967392,7432993.92923395,-3778819.10956003,-1509565.56421789,above_vessel
140,-61,-80,7667942.20977655,2772713.9474728,4895228.26230375,4895228.26230375,above_vessel
141,-60,-79,12346266.9489908,2842095.36686499,9504171.58212584,4895228.26230375,above_vessel
142,-59,-78,40056172.9300804,7627784.30190763,32428388.6281728,9504171.58212584,above_vessel
143,-58,-77,13230597.3530796,11522185.1585955,1708412.19448413,12304337.7189655,above_vessel
144,-57,-76,16101796.1277623,3797458.40879673,12304337.7189655,12304337.7189655,above_vessel
145,-56,-75,166450114.838176,11763053.5078663,154687061.330309,9043541.18479181,above_vessel
146,-55,-74,13905594.7120577,4862053.52726588,9043541.18479181,12304337.7189655,above_vessel
147,-54,-73,23282464.9901326,19059366.5463006,4223098.44383193,12778451.606818,above_vessel
148,-53,-72,23362382.9932007,8683695.86520381,14678687.1279969,9043541.18479181,above_vessel
149,-52,-71,22403060.1937131,9624608.58689513,12778451.606818,4223098.44383193,above_vessel
150,-51,-70,7957857.58611198,15990830.4320903,-8032972.84597831,12778451.606818,above_vessel
151,-50,-69,5047658.59739288,24319244.4990691,-19271585.9016762,-8032972.84597831,above_vessel
152,-49,-68,41587387.3412884,11568452.7265617,30018934.6147267,-8032972.84597831,above_vessel
153,-48,-67,268635.063701518,12595131.3412806,-12326496.2775791,-12326496.2775791,above_vessel
154,-47,-66,81180387.4749619,19189309.2863224,61991078.1886396,30018934.6147267,above_vessel
155,-46,-65,2377416.34835942,20213693.6361036,-17836277.2877442,18972559.4455764,above_vessel
156,-45,-64,43276824.6367441,8982997.10444949,34293827.5322946,34293827.5322946,above_vessel
157,-44,-63,29248753.4172371,10276193.9716607,18972559.4455764,18972559.4455764,above_vessel
158,-43,-62,52676892.6632159,10827342.479851,41849550.1833648,18972559.4455764,above_vessel
159,-42,-61,9697845.30812472,19732103.6671792,-10034258.3590545,6024656.22259958,above_vessel
160,-41,-60,16422391.0016482,10397734.7790486,6024656.22259958,-52267.0051374901,above_vessel
161,-40,-59,10086146.8668606,10138413.8719981,-52267.0051374901,-1141524.02945042,above_vessel
162,-39,-58,12041301.5583068,13182825.5877572,-1141524.02945042,-52267.0051374901,above_vessel
163,-38,-57,4212354.88984246,30553919.6906314,-26341564.8007889,-52267.0051374901,above_vessel
164,-37,-56,30089532.5207548,6596236.69261908,23493295.8281357,-1141524.02945042,above_vessel
165,-36,-55,93488595.2046688,20843862.9605117,72644732.2441571,-5215370.4118823,above_vessel
166,-35,-54,991687.183511245,9137763.83173358,-8146076.64822233,8013021.19650098,above_vessel
