bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,77983146.195039,0.249723247259474,0.861996130190855
5,9,7,119232804.211268,0.381815873048029,1.31795420980918
10,14,12,-11844975.5139917,-0.0379308336914873,-0.130929868227294
15,19,17,8764370.6348533,0.0280658988757289,0.0968780299259396
20,24,22,6694277.06382183,0.0214368961499857,0.0739960004820492
25,29,27,-2143645.76062626,-0.00686453684465029,-0.02369504745985
30,34,32,22020206.2288876,0.0705146903287025,0.243403010540669
35,39,37,-9775188.86654601,-0.0313028138185559,-0.108051231400349
40,44,42,-4578703.70705881,-0.0146622547788211,-0.0506112547306574
45,49,47,-5896275.05053835,-0.01888147662923,-0.0651751887951948
50,54,52,-6283603.51800424,-0.0201218077439776,-0.0694565708162961
55,59,57,7559206.53571535,0.0242066355989619,0.0835566029203702
60,64,62,-8238519.17848856,-0.0263819794692061,-0.0910654673074995
65,69,67,3508148.1520129,0.0112340446767422,0.0387777395337211
70,74,72,-5069925.12914617,-0.0162352793954514,-0.0560410300804123
75,79,77,10648936.3443862,0.034100790921266,0.117709304732996
80,84,82,-4516479.18872563,-0.0144629949446711,-0.0499234484978588
85,89,87,-7335100.30044726,-0.0234889864717739,-0.0810794175671454
90,94,92,-6506150.21954486,-0.0208344628199425,-0.0719165176750053
95,99,97,12235622.4568458,0.0391817914671269,0.135247931417114
100,104,102,-4681847.39488838,-0.014992548924619,-0.051751365948283
105,109,107,9475816.29171636,0.0303441413979804,0.104742080467364
110,114,112,-907754.411426779,-0.00290687655469367,-0.0100339730825497
115,119,117,-746692.024098747,-0.0023911109779327,-0.0082536505209435
120,124,122,-7642296.72171322,-0.0244727129768979,-0.0844750503321721
125,129,127,1690923.61765137,0.00541479739239478,0.0186908285441365
