bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,39999340.126279,0.25394111738162,0.674197229159674
5,9,7,27589868.918184,0.175157943090494,0.465033001014376
10,14,12,5658910.64442158,0.0359263449764525,0.0953821204171483
15,19,17,22621442.9814356,0.143615231885195,0.3812891445091
20,24,22,3620374.38484481,0.0229844270861678,0.0610221661426716
25,29,27,14438706.7472504,0.0916660453239182,0.243367416835206
30,34,32,2175624.6359379,0.0138122416347083,0.0366706074802766
35,39,37,8204948.66698557,0.052090205137766,0.138296122866406
40,44,42,-14376011.7871252,-0.091268018052015,-0.24231068019242
45,49,47,-406767.368783865,-0.00258241660530527,-0.00685614892847895
50,54,52,-13508808.3525572,-0.0857624619984366,-0.227693785242211
55,59,57,8687152.55231435,0.0551515404762883,0.146423770031392
60,64,62,26278360.6533234,0.166831658877241,0.442927255384634
65,69,67,-1336573.3798543,-0.00848541342110145,-0.0225282233762234
70,74,72,5091446.48294393,0.0323237234635795,0.0858173934964583
75,79,77,17423449.5150485,0.110615080761965,0.293675879361111
80,84,82,5686537.82446307,0.0361017397941593,0.095847782304936
85,89,87,-590250.305754352,-0.00374728237278165,-0.00994879213991808
90,94,92,-10641961.2682354,-0.0675619029477977,-0.179372479076352
95,99,97,-2148884.61895291,-0.013642479089363,-0.036219898911034
100,104,102,-7414071.98205668,-0.0470692195803076,-0.124965731217376
105,109,107,18510603.0970885,0.117517019506882,0.312000079969631
110,114,112,2101271.47015781,0.0133402006975466,0.0354173693470991
115,119,117,16103709.9290071,0.102236538914173,0.271431393094277
120,124,122,11103154.3948182,0.070489848696988,0.187145985515907
125,129,127,-3140526.61758559,-0.0199380498757891,-0.0529342318396734
