bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,86031856.6376514,0.152105482754798,0.454482000282027
5,9,7,50692827.6778527,0.0896256029742716,0.267795891236174
10,14,12,27759670.8748651,0.0490794724716863,0.146646500952741
15,19,17,12284826.0790003,0.0217197381799535,0.0648972665208924
20,24,22,11627736.9831298,0.0205579957969981,0.0614260504118115
25,29,27,26395364.2317823,0.0466673599277746,0.139439254284127
30,34,32,-4202888.60954072,-0.00743076374152149,-0.0222026734849129
35,39,37,9160629.88716482,0.0161961171801032,0.0483930204191353
40,44,42,-14309048.7548587,-0.0252985911693925,-0.0755906632078325
45,49,47,550007.478535034,0.000972420639411235,0.00290553416820344
50,54,52,8518028.40126074,0.0150599890869473,0.0449983382617113
55,59,57,12135844.6460366,0.0214563369973207,0.06411023968799
60,64,62,-116102.211603014,-0.000205270275860203,-0.000613335192668757
65,69,67,1839099.80320763,0.00325155325403876,0.00971544483574803
70,74,72,-2574043.69219341,-0.00455094396116604,-0.013597945828004
75,79,77,13506584.7025003,0.0238798239028504,0.0713514722624791
80,84,82,4473693.37831926,0.00790955022477557,0.023633258593854
85,89,87,10466552.491231,0.0185050059556706,0.0552918406992706
90,94,92,-1437675.18931715,-0.00254182912309692,-0.00759483197658605
95,99,97,25527253.0080532,0.045132527576936,0.134853267873426
100,104,102,19859364.126545,0.0351116235976879,0.104911411717822
105,109,107,4560811.5018842,0.00806357624210714,0.0240934790355141
110,114,112,-3917182.99470725,-0.00692563236149054,-0.0206933714147714
115,119,117,22185406.7640914,0.0392240983497135,0.117199238018094
120,124,122,-362662.005222298,-0.000641191316066741,-0.0019158409454526
125,129,127,-4849913.56989748,-0.00857471259716431,-0.0256207236085301
130,134,132,-4457406.9559413,-0.00788075561037383,-0.0235472220242732
135,139,137,-3947596.88400001,-0.00697940452791965,-0.020854039401984
