bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,95485377.1725563,0.15636381721483,0.37963299656348
5,9,7,23990985.852422,0.0392868755165776,0.0953839228514323
10,14,12,18177889.4930582,0.0297675337754319,0.0722720783411524
15,19,17,20463757.82309,0.0335107990618886,0.0813602871284655
20,24,22,44094765.0312956,0.0722081849980482,0.175312998464068
25,29,27,57399884.0561832,0.0939962248093108,0.228211801973257
30,34,32,-1080997.32532104,-0.00177020684414074,-0.00429785445730724
35,39,37,20017812.0172,0.032780532391277,0.0795872853599436
40,44,42,12265032.1873864,0.0200848266810186,0.0487636019265082
45,49,47,16288676.972563,0.0266738194289845,0.0647609030016581
50,54,52,11374915.2489337,0.0186271994884013,0.0452246541771994
55,59,57,11099568.6640385,0.0181763006770213,0.0441299247828927
60,64,62,34156998.7210265,0.0559344149101482,0.135802194661123
65,69,67,-707238.58115302,-0.00115815141025039,-0.0028118556976868
70,74,72,-6716422.61229647,-0.0109986000870981,-0.0267033101611465
75,79,77,12596387.948391,0.020627444338099,0.0500810139135963
80,84,82,29560634.3746988,0.0484075548213711,0.117527861755252
85,89,87,992031.446520403,0.00162451915013917,0.00394414183490272
90,94,92,-2120193.29743184,-0.0034719611215509,-0.00842951411652581
95,99,97,-6945240.3026794,-0.0113733046604476,-0.0276130488880494
100,104,102,-683596.897450134,-0.00111943654082605,-0.00271786053849385
105,109,107,33048638.1962962,0.0541193989608068,0.131395548955408
110,114,112,-13643070.5727109,-0.0223414585190906,-0.0542424391798274
115,119,117,-926809.425330808,-0.0015177136423048,-0.00368483059710568
120,124,122,4927114.55219181,0.00806848610801608,0.0195893373126635
