bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,59681887.482659,0.50342650454609,1.0778721129734
5,9,7,25381830.3018152,0.214099899429917,0.458403180805886
10,14,12,-1248763.7697007,-0.0105335271068108,-0.022553034091675
15,19,17,40769706.1006572,0.343899154321968,0.736312658891498
20,24,22,10068887.2755973,0.0849327147586502,0.18184701022052
25,29,27,21994613.0163364,0.185528166361619,0.397229059031336
30,34,32,-896330.185204986,-0.00756069204728161,-0.0161879818383668
35,39,37,-44108.1644416898,-0.000372059597700826,-0.000796606180056828
40,44,42,33053843.3832846,0.278814587442393,0.596961951308673
45,49,47,-4320491.84935722,-0.0364440570059677,-0.0780293297544271
50,54,52,-8810126.31397981,-0.0743148596991856,-0.159113423957497
55,59,57,10192188.6285542,0.0859727818835872,0.184073868241435
60,64,62,-4267203.51905083,-0.035994561204297,-0.0770669271293282
65,69,67,-198536.493306194,-0.00167468786705206,-0.00358562636954896
70,74,72,-9411010.08482589,-0.0793834128089278,-0.16996555828253
75,79,77,2479354.40005317,0.0209137608041032,0.044777856041696
80,84,82,7906634.16741334,0.0666937553337622,0.142796095029899
85,89,87,-5631728.53756056,-0.0475045534215109,-0.101710642784828
90,94,92,8555714.62930797,0.0721688554333648,0.154518675505514
95,99,97,5111567.25745524,0.0431169077539752,0.0923163799402252
100,104,102,-3570823.36973829,-0.030120480487504,-0.0644901006475864
105,109,107,5368678.84220164,0.0452856861195186,0.0969598893667839
110,114,112,-363424.178165128,-0.00306554251881469,-0.00656354554701853
115,119,117,13141162.3239293,0.11084785842825,0.237333184295415
120,124,122,5479338.27661961,0.0462191165891946,0.09895843069025
125,129,127,-3117797.81252625,-0.0262991356481075,-0.0563083283347558
130,134,132,23847712.0978707,0.201159360892212,0.430696563274443
