scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count,comparison,map_similarity_to_6bin_51
D235_F10_V01,235,10,common_grid,normalized,8,detrended_51,mean,0.12116320875395227,-0.17587963702972878,0.42320159117300571,40,32,8,0.4375,4,1,23.5,0.10000000000000001,0.42320159117300571,,,,,32,4,4,0.5,0.4375,0.6875,0.375,0.75,23.5,23.5,70.5,0,94,0.10000000000000001,0,0.40000000000000002,0.27578206294974461,,,,,source_bins,0.92255085266692438
D285_F01_V01,285,1,common_grid,absolute,4,detrended_51,mean,0.03320477855927513,-0.10096439765744876,0.27801010279452554,80,51,29,0.375,2,1,12.5,0.043859649122807015,0.27801010279452554,,,,,51,6,6,0.5,0.375,0.875,0.25,1,37.5,12.5,62.5,0,75,0.13157894736842105,0,0.26315789473684209,0.20291315291168255,,,,,source_bins,0.83784975814043927
D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.033300548813350178,-0.12548005927089723,0.28889411271493404,120,81,39,0.41666666666666669,3,1,12.5,0.043859649122807015,0.28889411271493404,,,,,81,9,9,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,62.5,0,75,0.13157894736842105,0,0.26315789473684209,0.18248821501655188,,,,,source_bins,1
D285_F01_V01,285,1,common_grid,absolute,8,detrended_51,mean,0.026592821573356438,-0.1843391606960208,0.29716573448087424,160,101,59,0.4375,4,1,12.5,0.043859649122807015,0.29716573448087424,,,,,101,11,11,0.5625,0.3125,0.8125,0.25,0.875,37.5,12.5,137.5,0,150,0.13157894736842105,0,0.52631578947368418,0.18317954890456215,,,,,source_bins,0.84416168421655957
D285_F01_V01,285,1,common_grid,normalized,4,detrended_51,mean,0.076566241160983484,-0.10186707004509898,0.33325532032406213,20,15,5,0.375,2,1,28.5,0.10000000000000001,0.33325532032406213,,,,,15,2,2,0.5,0.375,0.625,0.25,0.75,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.30251958625998104,,,,,source_bins,0.86790058570996453
D285_F01_V01,285,1,common_grid,normalized,6,detrended_51,mean,0.056404593177668508,-0.14255502853544971,0.33255621399923613,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.33255621399923613,,,,,23,3,3,0.41666666666666669,0.25,0.58333333333333337,0.16666666666666666,0.66666666666666663,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.30464084823285825,,,,,source_bins,1
D285_F01_V01,285,1,common_grid,normalized,8,detrended_51,mean,0.06955538918153123,-0.14597911283103987,0.33368885807401283,40,30,10,0.4375,4,1,28.5,0.10000000000000001,0.33368885807401283,,,,,30,3,3,0.4375,0.3125,0.5625,0.25,0.625,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.3141073644089819,,,,,source_bins,0.85832843547557347
D285_F03_V01,285,3,common_grid,absolute,4,detrended_51,mean,0.048236629055334795,-0.096841729914804109,0.20172409387889378,80,59,21,0.875,4,9,212.5,0.74561403508771928,0.20172409387889378,,,,,59,6,6,0.625,0.375,0.875,0.25,1,75,37.5,237.5,25,250,0.26315789473684209,0.08771929824561403,0.8771929824561403,0.17176079780973555,,,,,source_bins,0.78830770907781711
D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.045868302587755885,-0.098582417203733272,0.19763862039921917,120,92,28,0.75,5,3,62.5,0.21929824561403508,0.19763862039921917,,,,,92,10,10,0.75,0.25,0.91666666666666663,0.16666666666666666,1,50,12.5,237.5,0,250,0.17543859649122806,0,0.8771929824561403,0.15571531030145219,,,,,source_bins,1
D285_F03_V01,285,3,common_grid,absolute,8,detrended_51,mean,0.04036144235665029,-0.093258811097968047,0.20563210497892465,160,121,39,0.8125,7,9,212.5,0.74561403508771928,0.20563210497892465,,,,,121,13,13,0.5625,0.1875,0.8125,0.125,0.875,87.5,37.5,237.5,25,250,0.30701754385964913,0.08771929824561403,0.8771929824561403,0.1410791029305869,,,,,source_bins,0.82819467211553621
D285_F03_V01,285,3,common_grid,normalized,4,detrended_51,mean,0.096851069109662555,-0.005509756417898113,0.18903363049792632,20,18,2,0.375,2,1,28.5,0.10000000000000001,0.18903363049792632,,,,,18,2,2,0.625,0.375,0.875,0.25,1,114,28.5,199.5,0,228,0.39999999999999997,0,0.80000000000000004,0.18155715315649579,,,,,source_bins,0.70326996287232968
D285_F03_V01,285,3,common_grid,normalized,6,detrended_51,mean,0.08603654840512065,-0.061222113111637923,0.21465190078469654,30,27,3,0.75,5,2,85.5,0.29999999999999999,0.21465190078469654,,,,,27,3,3,0.75,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,85.5,28.5,199.5,0,228,0.29999999999999999,0,0.80000000000000004,0.16508829710469619,,,,,source_bins,1
D285_F03_V01,285,3,common_grid,normalized,8,detrended_51,mean,0.076279579073095988,-0.046587972483773339,0.1901942570209974,40,36,4,0.6875,6,2,85.5,0.29999999999999999,0.1901942570209974,,,,,36,4,4,0.5625,0.3125,0.8125,0.25,0.875,57,28.5,199.5,0,228,0.20000000000000001,0,0.80000000000000004,0.17547166032293321,,,,,source_bins,0.78751696509186309
D285_F05_V01,285,5,common_grid,absolute,4,detrended_51,mean,0.030658531291242019,-0.09380549226388965,0.26873920476335267,80,53,27,0.375,2,1,12.5,0.043859649122807015,0.26873920476335267,,,,,53,6,6,0.75,0.375,0.875,0.25,1,37.5,12.5,112.5,0,125,0.13157894736842105,0,0.43859649122807015,0.17677057934822199,,,,,source_bins,0.7760406997683359
D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.030263258816438453,-0.15628344842787539,0.22147246137859805,120,79,41,0.41666666666666669,3,1,12.5,0.043859649122807015,0.22147246137859805,,,,,79,8,8,0.5,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,137.5,0,150,0.13157894736842105,0,0.52631578947368418,0.15972041163223122,,,,,source_bins,1
D285_F05_V01,285,5,common_grid,absolute,8,detrended_51,mean,0.025967394230062842,-0.16414022269151482,0.25385777698861883,160,109,51,0.3125,3,1,12.5,0.043859649122807015,0.25385777698861883,,,,,109,11,11,0.4375,0.3125,0.8125,0.25,0.875,62.5,12.5,137.5,0,150,0.21929824561403508,0,0.52631578947368418,0.16569426994789757,,,,,source_bins,0.82109402646336849
D285_F05_V01,285,5,common_grid,normalized,4,detrended_51,mean,0.11477526249988083,-0.094788823147299084,0.27625402566084778,20,14,6,0.375,2,1,28.5,0.10000000000000001,0.27625402566084778,,,,,14,2,2,0.375,0.375,0.375,0.25,0.5,57,28.5,85.5,0,114,0.20000000000000001,0,0.40000000000000002,0.24184646982098873,,,,,source_bins,0.77706989724782105
D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,0.11029113410231683,-0.18159344104283456,0.22213637374415279,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.22213637374415279,,,,,23,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,85.5,0,114,0.10000000000000001,0,0.40000000000000002,0.20548296592470416,,,,,source_bins,1
D285_F05_V01,285,5,common_grid,normalized,8,detrended_51,mean,0.079018416593400503,-0.20569106094920514,0.2540728152364965,40,32,8,0.3125,3,1,28.5,0.10000000000000001,0.2540728152364965,,,,,32,4,4,0.375,0.3125,0.5625,0.25,0.625,28.5,28.5,85.5,0,114,0.10000000000000001,0,0.40000000000000002,0.2131310381870265,,,,,source_bins,0.85565945190398496
D285_F07_V01,285,7,common_grid,absolute,4,detrended_51,mean,0.039468063892838877,-0.081023107267356148,0.2550902394786696,80,59,21,0.375,2,1,12.5,0.043859649122807015,0.2550902394786696,,,,,59,6,6,0.375,0.375,0.625,0.25,0.75,62.5,12.5,162.5,0,175,0.2192982456140351,0,0.61403508771929827,0.18343672806713601,,,,,source_bins,0.75883042428700864
D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.03606530159255196,-0.097326602244109092,0.25936704730940241,120,85,35,0.41666666666666669,3,1,12.5,0.043859649122807015,0.25936704730940241,,,,,85,9,9,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,162.5,0,175,0.13157894736842105,0,0.61403508771929827,0.16686283891944084,,,,,source_bins,1
D285_F07_V01,285,7,common_grid,absolute,8,detrended_51,mean,0.034414647384030814,-0.13435562902057846,0.26862803718659489,160,111,49,0.4375,4,1,12.5,0.043859649122807015,0.26862803718659489,,,,,111,12,12,0.4375,0.1875,0.9375,0.125,1,37.5,12.5,412.5,0,425,0.13157894736842105,0,1.4912280701754386,0.16250089107996346,,,,,source_bins,0.82004449035560267
D285_F07_V01,285,7,common_grid,normalized,4,detrended_51,mean,0.089581596916860129,-0.076852667623963339,0.29406181245850715,20,16,4,0.375,2,1,28.5,0.10000000000000001,0.29406181245850715,,,,,16,2,2,0.5,0.375,0.625,0.25,0.75,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.25982792334799454,,,,,source_bins,0.76170882493437053
D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,0.072544771292068377,-0.12398546251954728,0.2841228989512864,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.2841228989512864,,,,,23,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,199.5,0,228,0.10000000000000001,0,0.80000000000000004,0.23384479504282979,,,,,source_bins,1
D285_F07_V01,285,7,common_grid,normalized,8,detrended_51,mean,0.072587830651695814,-0.16126821798826169,0.27508880301519195,40,30,10,0.4375,4,1,28.5,0.10000000000000001,0.27508880301519195,,,,,30,3,3,0.4375,0.3125,0.5625,0.25,0.625,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.23067136283830064,,,,,source_bins,0.8440660545148968
D285_F10_V01,285,10,common_grid,absolute,4,detrended_51,mean,0.042582280917907583,-0.15489317683624498,0.31914663399836285,80,63,17,0.625,3,1,12.5,0.043859649122807015,0.31914663399836285,,,,,63,7,7,0.625,0.375,0.875,0.25,1,37.5,12.5,162.5,0,175,0.13157894736842105,0,0.61403508771929827,0.2280913841360187,,,,,source_bins,0.82982801956863417
D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.044218329178100417,-0.13336279456432934,0.33745873733590515,120,91,29,0.58333333333333337,4,1,12.5,0.043859649122807015,0.33745873733590515,,,,,91,10,10,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,37.5,12.5,162.5,0,175,0.13157894736842105,0,0.61403508771929827,0.22360062930770763,,,,,source_bins,1
D285_F10_V01,285,10,common_grid,absolute,8,detrended_51,mean,0.047403720949209624,-0.13156557800719493,0.34252895497489411,160,119,41,0.5625,5,1,12.5,0.043859649122807015,0.34252895497489411,,,,,119,12,12,0.5625,0.3125,0.8125,0.25,0.875,37.5,12.5,162.5,0,175,0.13157894736842105,0,0.61403508771929827,0.21144312000895643,,,,,source_bins,0.8533952580877352
D285_F10_V01,285,10,common_grid,normalized,4,detrended_51,mean,0.10962369632016573,-0.11524835640735898,0.39432777458669982,20,17,3,0.625,3,1,28.5,0.10000000000000001,0.39432777458669982,,,,,17,2,2,0.5,0.375,0.625,0.25,0.75,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.358952838445735,,,,,source_bins,0.85688068600683664
D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,0.10002587728088946,-0.13719629438717568,0.38183124176711902,30,27,3,0.58333333333333337,4,1,28.5,0.10000000000000001,0.38183124176711902,,,,,27,3,3,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.3511056380640194,,,,,source_bins,1
D285_F10_V01,285,10,common_grid,normalized,8,detrended_51,mean,0.095420478130850056,-0.12700342321719948,0.37937777596010636,40,35,5,0.5625,5,1,28.5,0.10000000000000001,0.37937777596010636,,,,,35,4,4,0.5,0.3125,0.6875,0.25,0.75,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.28993705277870074,,,,,source_bins,0.8836003736690532
D500_F01_V01,500,1,common_grid,absolute,4,detrended_51,mean,0.031024194191585391,-0.06683215544777564,0.15597845822842599,80,60,20,0.875,4,2,37.5,0.074999999999999997,0.15597845822842599,,,,,60,6,6,0.875,0.375,0.875,0.25,1,75,12.5,187.5,0,200,0.14999999999999999,0,0.40000000000000002,0.12630796811313297,,,,,source_bins,0.80806514700174992
D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,0.034435291179703537,-0.05377930935045698,0.19273194404204563,120,89,31,0.91666666666666663,6,2,37.5,0.074999999999999997,0.19273194404204563,,,,,89,9,9,0.75,0.25,0.91666666666666663,0.16666666666666666,1,87.5,12.5,237.5,0,250,0.17499999999999999,0,0.5,0.14756662209076354,,,,,source_bins,1
D500_F01_V01,500,1,common_grid,absolute,8,detrended_51,mean,0.03659530689992721,-0.068322679053863467,0.1715712147646348,160,112,48,0.9375,8,4,87.5,0.17499999999999999,0.1715712147646348,,,,,112,12,12,0.75,0.1875,0.9375,0.125,1,87.5,12.5,437.5,0,450,0.17499999999999999,0,0.90000000000000002,0.12932281017197098,,,,,source_bins,0.82260582723398412
D500_F01_V01,500,1,common_grid,normalized,4,detrended_51,mean,0.047263161026502326,-0.031094235687707604,0.20072691951906604,20,17,3,0.875,4,1,50,0.10000000000000001,0.20072691951906604,,,,,17,2,2,0.875,0.875,0.875,0.75,1,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.18143920237912836,,,,,source_bins,0.79042735143343024
D500_F01_V01,500,1,common_grid,normalized,6,detrended_51,mean,0.062167308373210217,-0.039058121650783255,0.19074372685977958,30,23,7,0.91666666666666663,6,1,50,0.10000000000000001,0.19074372685977958,,,,,23,3,3,0.75,0.75,0.91666666666666663,0.66666666666666663,1,50,50,150,0,200,0.10000000000000001,0,0.40000000000000002,0.18459485815592702,,,,,source_bins,1
D500_F01_V01,500,1,common_grid,normalized,8,detrended_51,mean,0.051648482764777667,-0.066147035882954966,0.17718973541505481,40,33,7,0.8125,7,1,50,0.10000000000000001,0.17718973541505481,,,,,33,4,4,0.8125,0.1875,0.9375,0.125,1,50,50,150,0,200,0.10000000000000001,0,0.40000000000000002,0.16192343255262992,,,,,source_bins,0.83497482922417332
D500_F02_V01,500,2,d500_extension,absolute,4,detrended_51,mean,0.046676002774903663,-0.056304099099449972,0.16117390478346877,80,67,13,0.875,4,5,112.5,0.22500000000000001,0.16117390478346877,,,,,67,7,7,0.875,0.375,0.875,0.25,1,137.5,37.5,412.5,25,425,0.27500000000000002,0.050000000000000003,0.84999999999999998,0.1382985765839268,,,,,source_bins,0.66689817490143199
D500_F02_V01,500,2,d500_extension,absolute,6,detrended_51,mean,0.041816864917843762,-0.073414709275841566,0.17640583737624038,120,94,26,0.75,5,8,187.5,0.375,0.17640583737624038,,,,,94,10,10,0.75,0.25,0.91666666666666663,0.16666666666666666,1,125,37.5,437.5,25,450,0.25,0.050000000000000003,0.90000000000000002,0.12679709198608186,,,,,source_bins,1
D500_F02_V01,500,2,d500_extension,absolute,8,detrended_51,mean,0.038667681068062155,-0.093495884783644415,0.17297639480015664,160,126,34,0.8125,7,5,112.5,0.22500000000000001,0.17297639480015664,,,,,126,13,13,0.6875,0.1875,0.8125,0.125,0.875,137.5,37.5,412.5,25,425,0.27500000000000002,0.050000000000000003,0.84999999999999998,0.12813543670368249,,,,,source_bins,0.72957083183504357
D500_F02_V01,500,2,d500_extension,normalized,4,detrended_51,mean,0.074504146458005016,-0.060988700556081257,0.18077007981507401,20,17,3,0.875,4,1,50,0.10000000000000001,0.18077007981507401,,,,,17,2,2,0.875,0.875,0.875,0.75,1,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.17352377135920388,,,,,source_bins,0.71963284424970075
D500_F02_V01,500,2,d500_extension,normalized,6,detrended_51,mean,0.061857498626626935,-0.081690878350936455,0.18430973726926692,30,26,4,0.75,5,2,150,0.29999999999999999,0.18430973726926692,,,,,26,3,3,0.75,0.75,0.91666666666666663,0.66666666666666663,1,150,50,450,0,500,0.29999999999999999,0,1,0.15228957485952896,,,,,source_bins,1
D500_F02_V01,500,2,d500_extension,normalized,8,detrended_51,mean,0.061349826029788029,-0.10103169376986329,0.17188642512128813,40,35,5,0.3125,3,1,50,0.10000000000000001,0.17188642512128813,,,,,35,4,4,0.5625,0.1875,0.9375,0.125,1,50,50,150,0,200,0.10000000000000001,0,0.40000000000000002,0.16314877006884382,,,,,source_bins,0.74331192468742702
D500_F03_V01,500,3,common_grid,absolute,4,detrended_51,mean,0.029949242710204681,-0.077626947671798133,0.13442049258052877,80,62,18,0.125,1,1,12.5,0.025000000000000001,0.13442049258052877,,,,,62,7,7,0.625,0.125,0.875,0,1,162.5,12.5,362.5,0,375,0.32500000000000001,0,0.75,0.11081042831318803,,,,,source_bins,0.71839877831665078
D500_F03_V01,500,3,common_grid,absolute,6,detrended_51,mean,0.025140814367918637,-0.073644543329888484,0.20987300687381044,120,88,32,0.25,2,1,12.5,0.025000000000000001,0.20987300687381044,,,,,88,9,9,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,137.5,12.5,337.5,0,350,0.27500000000000002,0,0.69999999999999996,0.11689055341354292,,,,,source_bins,1
D500_F03_V01,500,3,common_grid,absolute,8,detrended_51,mean,0.037575332478039736,-0.086374726514438976,0.24193288410815983,160,120,40,0.1875,2,1,12.5,0.025000000000000001,0.24193288410815983,,,,,120,12,12,0.5,0.1875,0.9375,0.125,1,150,12.5,387.5,0,400,0.30000000000000004,0,0.80000000000000004,0.11477411618555811,,,,,source_bins,0.73906223219423128
D500_F03_V01,500,3,common_grid,normalized,4,detrended_51,mean,0.075081212298875405,-0.0306870536766553,0.13886143041648552,20,16,4,0.625,3,3,250,0.5,0.13886143041648552,,,,,16,2,2,0.625,0.625,0.625,0.5,0.75,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.12167375836167191,,,,,source_bins,0.57837776623688286
D500_F03_V01,500,3,common_grid,normalized,6,detrended_51,mean,0.05660285608950897,-0.058728171761441447,0.19100492308957157,30,22,8,0.25,2,1,50,0.10000000000000001,0.19100492308957157,,,,,22,3,3,0.25,0.25,0.91666666666666663,0.16666666666666666,1,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.15769560168777688,,,,,source_bins,1
D500_F03_V01,500,3,common_grid,normalized,8,detrended_51,mean,0.044255446625107601,-0.063429764315630716,0.20443552239952972,40,30,10,0.1875,2,1,50,0.10000000000000001,0.20443552239952972,,,,,30,3,3,0.6875,0.1875,0.9375,0.125,1,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.17004006358299692,,,,,source_bins,0.68359341727313205
D500_F05_V01,500,5,common_grid,absolute,4,detrended_51,mean,0.0033669397612145257,-0.14687639838449318,0.15381013105585095,80,41,39,0.375,2,3,62.5,0.125,0.15381013105585095,,,,,41,5,5,0.875,0.375,0.875,0.25,1,62.5,12.5,287.5,0,300,0.125,0,0.59999999999999998,0.11281176218285718,,,,,source_bins,0.73038450588400372
D500_F05_V01,500,5,common_grid,absolute,6,detrended_51,mean,0.0013085173921391887,-0.11877362997808698,0.13694931255054132,120,61,59,0.25,2,3,62.5,0.125,0.13694931255054132,,,,,61,7,7,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,62.5,12.5,212.5,0,225,0.125,0,0.45000000000000001,0.11552683215072664,,,,,source_bins,1
D500_F05_V01,500,5,common_grid,absolute,8,detrended_51,mean,0.00060478835601640059,-0.13808984280359513,0.12418410622334052,160,80,80,0.9375,8,9,212.5,0.42499999999999999,0.12418410622334052,,,,,80,8,8,0.75,0.3125,0.9375,0.25,1,125,12.5,287.5,0,300,0.25,0,0.59999999999999998,0.11473022032697394,,,,,source_bins,0.78036004566543915
D500_F05_V01,500,5,common_grid,normalized,4,detrended_51,mean,0.005636828277057835,-0.13870114484962803,0.12168499766033009,20,10,10,0.375,2,1,50,0.10000000000000001,0.12168499766033009,,,,,10,1,1,0.375,0.375,0.375,0.25,0.5,50,50,50,0,100,0.10000000000000001,0,0.20000000000000001,0.12168499766033009,,,,,source_bins,0.68523739972175701
D500_F05_V01,500,5,common_grid,normalized,6,detrended_51,mean,-0.0019077181464463707,-0.16066361562976267,0.16042475266121617,30,15,15,0.25,2,1,50,0.10000000000000001,0.16042475266121617,,,,,15,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.12784604938574395,,,,,source_bins,1
D500_F05_V01,500,5,common_grid,normalized,8,detrended_51,mean,0.00015332231540394472,-0.12689527216253854,0.15596123232674558,40,20,20,0.3125,3,1,50,0.10000000000000001,0.15596123232674558,,,,,20,2,2,0.5625,0.3125,0.8125,0.25,0.875,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.13524930384755485,,,,,source_bins,0.78284624384158319
D500_F07_V01,500,7,common_grid,absolute,4,detrended_51,mean,0.0072673959702878512,-0.15675978131771973,0.16968946376799132,80,46,34,0.875,4,15,362.5,0.72499999999999998,0.16968946376799132,,,,,46,5,5,0.875,0.375,0.875,0.25,1,162.5,37.5,412.5,25,425,0.32500000000000001,0.050000000000000003,0.84999999999999998,0.13083258916542451,,,,,source_bins,0.65137038095172362
D500_F07_V01,500,7,common_grid,absolute,6,detrended_51,mean,0.0054940925313524975,-0.13421094152847268,0.13233173103243945,120,64,56,0.25,2,2,37.5,0.074999999999999997,0.13233173103243945,,,,,64,7,7,0.75,0.25,0.91666666666666663,0.16666666666666666,1,112.5,37.5,362.5,25,375,0.22500000000000001,0.050000000000000003,0.75,0.12957288537737885,,,,,source_bins,1
D500_F07_V01,500,7,common_grid,absolute,8,detrended_51,mean,0.0060664363987084635,-0.12161033580122067,0.14326880582459744,160,90,70,0.8125,7,15,362.5,0.72499999999999998,0.14326880582459744,,,,,90,9,9,0.6875,0.1875,0.9375,0.125,1,162.5,37.5,462.5,25,475,0.32500000000000001,0.050000000000000003,0.94999999999999996,0.11083110029499868,,,,,source_bins,0.75344582505574675
D500_F07_V01,500,7,common_grid,normalized,4,detrended_51,mean,0.0010348095142098243,-0.098687366638910187,0.1366104036626109,20,10,10,0.875,4,2,150,0.29999999999999999,0.1366104036626109,,,,,10,1,1,0.875,0.875,0.875,0.75,1,150,150,150,100,200,0.29999999999999999,0.20000000000000001,0.40000000000000002,0.1366104036626109,,,,,source_bins,0.7393350891734749
D500_F07_V01,500,7,common_grid,normalized,6,detrended_51,mean,0.019877069514954181,-0.1348834184115788,0.10631081309891982,30,19,11,0.75,5,4,350,0.69999999999999996,0.10631081309891982,,,,,19,2,2,0.83333333333333326,0.75,0.91666666666666663,0.66666666666666663,1,250,150,350,100,400,0.5,0.20000000000000001,0.80000000000000004,0.10563116501479305,,,,,source_bins,1
D500_F07_V01,500,7,common_grid,normalized,8,detrended_51,mean,0.023985007709555389,-0.13739541519382323,0.13384379636669338,40,25,15,0.8125,7,4,350,0.69999999999999996,0.13384379636669338,,,,,25,3,3,0.8125,0.8125,0.9375,0.75,1,150,150,350,100,400,0.29999999999999999,0.20000000000000001,0.80000000000000004,0.11715988098083437,,,,,source_bins,0.81545788685693144
D500_F09_V01,500,9,d500_extension,absolute,4,detrended_51,mean,0.0026425981388894125,-0.1142782342378517,0.1285550363165183,80,41,39,0.375,2,1,12.5,0.025000000000000001,0.1285550363165183,,,,,41,5,5,0.375,0.375,0.875,0.25,1,137.5,12.5,162.5,0,175,0.27500000000000002,0,0.34999999999999998,0.11255665479381396,,,,,source_bins,0.67100280476804397
D500_F09_V01,500,9,d500_extension,absolute,6,detrended_51,mean,0.0052577885079668242,-0.13566606484846022,0.13448293026612276,120,67,53,0.25,2,2,37.5,0.074999999999999997,0.13448293026612276,,,,,67,7,7,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,137.5,37.5,412.5,25,425,0.27500000000000002,0.050000000000000003,0.84999999999999998,0.11057925669921327,,,,,source_bins,1
D500_F09_V01,500,9,d500_extension,absolute,8,detrended_51,mean,0.0023669928578361225,-0.12261057199191561,0.14756179789464341,160,82,78,0.3125,3,1,12.5,0.025000000000000001,0.14756179789464341,,,,,82,9,9,0.3125,0.3125,0.9375,0.25,1,262.5,12.5,437.5,0,450,0.52500000000000002,0,0.90000000000000002,0.1124548033635199,,,,,source_bins,0.74406771209280675
D500_F09_V01,500,9,d500_extension,normalized,4,detrended_51,mean,0.0092135044130792314,-0.091629226154376978,0.15298197789610413,20,11,9,0.375,2,1,50,0.10000000000000001,0.15298197789610413,,,,,11,2,2,0.625,0.375,0.875,0.25,1,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.12818726752197457,,,,,source_bins,0.67789079991967172
D500_F09_V01,500,9,d500_extension,normalized,6,detrended_51,mean,0.01893741931548527,-0.11853874808244544,0.15016999213919882,30,17,13,0.25,2,1,50,0.10000000000000001,0.15016999213919882,,,,,17,2,2,0.25,0.25,0.25,0.16666666666666666,0.33333333333333331,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.13552333016870172,,,,,source_bins,1
D500_F09_V01,500,9,d500_extension,normalized,8,detrended_51,mean,-0.0041580593321959404,-0.12885323091991208,0.20480367979137551,40,20,20,0.3125,3,1,50,0.10000000000000001,0.20480367979137551,,,,,20,2,2,0.3125,0.3125,0.3125,0.25,0.375,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.17954792716143991,,,,,source_bins,0.73271939613768478
D500_F10_V01,500,10,common_grid,absolute,4,detrended_51,mean,0.0054644919934461935,-0.1162019952821529,0.14253344910000088,80,46,34,0.375,2,1,12.5,0.025000000000000001,0.14253344910000088,,,,,46,5,5,0.875,0.375,0.875,0.25,1,162.5,12.5,462.5,0,475,0.32500000000000001,0,0.94999999999999996,0.1088010918068941,,,,,source_bins,0.68821828917052175
D500_F10_V01,500,10,common_grid,absolute,6,detrended_51,mean,0.0049456652275886963,-0.091576251503195538,0.1978579632524661,120,66,54,0.25,2,1,12.5,0.025000000000000001,0.1978579632524661,,,,,66,7,7,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,87.5,12.5,362.5,0,375,0.17499999999999999,0,0.75,0.11675241850700249,,,,,source_bins,1
D500_F10_V01,500,10,common_grid,absolute,8,detrended_51,mean,0.0077218547215031326,-0.12629357438998953,0.22083297203596852,160,91,69,0.1875,2,1,12.5,0.025000000000000001,0.22083297203596852,,,,,91,10,10,0.5,0.1875,0.9375,0.125,1,125,12.5,362.5,0,375,0.25,0,0.75,0.10875444898900391,,,,,source_bins,0.73144984002797941
D500_F10_V01,500,10,common_grid,normalized,4,detrended_51,mean,0.040751133713853319,-0.064334406721801046,0.10036097747814235,20,15,5,0.875,4,4,350,0.69999999999999996,0.10036097747814235,,,,,15,2,2,0.625,0.375,0.875,0.25,1,200,50,350,0,400,0.39999999999999997,0,0.80000000000000004,0.099254948706245835,,,,,source_bins,0.68256590888463542
