scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,control,map_similarity_to_uncontrolled,high_region_jaccard,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count
D128_F03_V01,128,3,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.88565072302558423,1,0.12840038096224096,0.00030900484715459808,0.23380198072422476,30,30,0,0.41666666666666669,3,1,12.800000000000001,0.10000000000000001,0.23380198072422476,,,,,30,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,12.800000000000001,12.800000000000001,38.400000000000006,0,51.200000000000003,0.10000000000000001,0,0.40000000000000002,0.22868369691417151,,,,
D128_F05_V01,128,5,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.92693242586290725,0.76923076923076927,0.069585592380867339,-0.027411078617774903,0.31102756601353154,120,117,3,0.41666666666666669,3,1,12.5,0.09765625,0.31102756601353154,,,,,117,12,12,0.33333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,50,12.5,212.5,0,225,0.390625,0,1.7578125,0.22145301009026958,,,,
D128_F05_V01,128,5,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.94260289210233594,0.5,0.12915574235561861,0.0066001970823970253,0.30962177445898487,30,30,0,0.41666666666666669,3,1,12.800000000000001,0.10000000000000001,0.30962177445898487,,,,,30,3,3,0.58333333333333337,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,12.800000000000001,12.800000000000001,12.800000000000001,0,25.600000000000001,0.10000000000000001,0,0.20000000000000001,0.25522245040837738,,,,
D128_F07_V01,128,7,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.90899368011667503,0.7142857142857143,0.089248519722826922,-0.0052691208399751922,0.30030570092944964,120,119,1,0.41666666666666669,3,1,12.5,0.09765625,0.30030570092944964,,,,,119,12,12,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,62.5,12.5,237.5,0,250,0.48828125,0,1.953125,0.19366850631832452,,,,
D128_F07_V01,128,7,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.84249165739710807,1,0.14328140707819589,0.020481363921312057,0.29882957813983047,30,30,0,0.41666666666666669,3,1,12.800000000000001,0.10000000000000001,0.29882957813983047,,,,,30,3,3,0.41666666666666669,0.25,0.58333333333333337,0.16666666666666666,0.66666666666666663,12.800000000000001,12.800000000000001,12.800000000000001,0,25.600000000000001,0.10000000000000001,0,0.20000000000000001,0.28867846027121602,,,,
D128_F10_V01,128,10,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.95368428363080793,0.83333333333333337,0.078893432074969613,-0.080957611075946206,0.26313264905342748,120,106,14,0.25,2,1,12.5,0.09765625,0.26313264905342748,,,,,106,11,11,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,37.5,12.5,187.5,0,200,0.29296875,0,1.5625,0.21015031342691176,,,,
D128_F10_V01,128,10,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.91991101223581773,1,0.13021686601592919,0.027525803230416108,0.26344111122946506,30,30,0,0.25,2,1,12.800000000000001,0.10000000000000001,0.26344111122946506,,,,,30,3,3,0.41666666666666669,0.25,0.58333333333333337,0.16666666666666666,0.66666666666666663,38.400000000000006,12.800000000000001,38.400000000000006,0,51.200000000000003,0.30000000000000004,0,0.40000000000000002,0.25389724086239518,,,,
D235_F01_V01,235,1,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.93258559622196013,0.30769230769230771,0.03426185293734299,-0.09093272212613579,0.18198741567270921,120,82,38,0.75,5,5,112.5,0.47872340425531917,0.18198741567270921,,,,,82,9,9,0.91666666666666663,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,137.5,12.5,412.5,0,425,0.58510638297872342,0,1.8085106382978724,0.15457173840538951,,,,
D235_F01_V01,235,1,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.89632925472747504,0.20000000000000001,0.097878560402483383,-0.085010442909551842,0.18470983161553833,30,27,3,0.25,2,3,117.5,0.5,0.18470983161553833,,,,,27,3,3,0.91666666666666663,0.25,0.91666666666666663,0.16666666666666666,1,117.5,23.5,211.5,0,235,0.5,0,1,0.17469995132674046,,,,
D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.893318980484756,0.54545454545454541,0.042306371737439084,-0.071199129852456342,0.20878156767948408,120,89,31,0.75,5,5,112.5,0.47872340425531917,0.20878156767948408,,,,,89,9,9,0.58333333333333337,0.083333333333333329,0.91666666666666663,0,1,12.5,12.5,137.5,0,150,0.053191489361702128,0,0.63829787234042556,0.17852428956681107,,,,
D235_F03_V01,235,3,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.85228031145717476,0.5,0.10965455014017712,-0.040993012391462469,0.2608103783065176,30,29,1,0.75,5,3,117.5,0.5,0.2608103783065176,,,,,29,3,3,0.75,0.58333333333333337,0.91666666666666663,0.5,1,117.5,23.5,164.5,0,188,0.5,0,0.80000000000000004,0.1760993151197397,,,,
D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.93075213556496983,0.5,0.043345050838759294,-0.095996611298424656,0.19240533660038289,120,92,28,0.75,5,1,12.5,0.053191489361702128,0.19240533660038289,,,,,92,10,10,0.75,0.25,0.91666666666666663,0.16666666666666666,1,62.5,12.5,162.5,0,175,0.26595744680851063,0,0.74468085106382975,0.16002481883668468,,,,
D235_F05_V01,235,5,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.93058954393770876,0.20000000000000001,0.12460539499812186,-0.037728372003664579,0.20127688874867317,30,25,5,0.75,5,4,164.5,0.69999999999999996,0.20127688874867317,,,,,25,3,3,0.75,0.25,0.75,0.16666666666666666,0.83333333333333337,70.5,70.5,164.5,47,188,0.29999999999999999,0.20000000000000001,0.80000000000000004,0.19542870979521959,,,,
D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.93978054031529978,0.90000000000000002,0.056646760334424083,-0.072183511568349984,0.22711525142346484,120,96,24,0.41666666666666669,3,1,12.5,0.053191489361702128,0.22711525142346484,,,,,96,10,10,0.41666666666666669,0.25,0.75,0.16666666666666666,0.83333333333333337,75,12.5,162.5,0,175,0.31914893617021278,0,0.74468085106382975,0.15924900603614761,,,,
D235_F07_V01,235,7,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.94438264738598454,1,0.10098886256031031,-0.0018060235522335231,0.2343866673506764,30,29,1,0.41666666666666669,3,2,70.5,0.29999999999999999,0.2343866673506764,,,,,29,3,3,0.41666666666666669,0.41666666666666669,0.41666666666666669,0.33333333333333331,0.5,70.5,23.5,117.5,0,141,0.29999999999999999,0,0.59999999999999998,0.19524005594810287,,,,
D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.92536287242169624,0.54545454545454541,0.046746107125234457,-0.12587450696971411,0.29538976217824436,120,88,32,0.41666666666666669,3,1,12.5,0.053191489361702128,0.29538976217824436,,,,,88,9,9,0.58333333333333337,0.25,0.75,0.16666666666666666,0.83333333333333337,37.5,12.5,137.5,0,150,0.15957446808510639,0,0.63829787234042556,0.18282129901167124,,,,
D235_F10_V01,235,10,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.9234705228031147,1,0.1220675903126941,-0.10202393035038249,0.33735183834764848,30,28,2,0.41666666666666669,3,1,23.5,0.10000000000000001,0.33735183834764848,,,,,28,3,3,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,23.5,23.5,23.5,0,47,0.10000000000000001,0,0.20000000000000001,0.226900920779327,,,,
D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.94875338565178169,0.72727272727272729,0.050005298704510918,-0.11552521403021417,0.23688021539762999,120,91,29,0.41666666666666669,3,1,12.5,0.043859649122807015,0.23688021539762999,,,,,91,10,10,0.5,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,87.5,0,100,0.13157894736842105,0,0.35087719298245612,0.18261572163382231,,,,
D285_F01_V01,285,1,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.9617352614015573,0.5,0.085907935441856348,-0.10313073413213364,0.27961281539089933,30,25,5,0.41666666666666669,3,1,28.5,0.10000000000000001,0.27961281539089933,,,,,25,3,3,0.58333333333333337,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,85.5,0,114,0.10000000000000001,0,0.40000000000000002,0.25834709760514973,,,,
D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.92513368983957212,0.66666666666666663,0.056693786398858324,-0.096979916114071016,0.19772214815659683,120,97,23,0.75,5,3,62.5,0.21929824561403508,0.19772214815659683,,,,,97,10,10,0.75,0.25,0.91666666666666663,0.16666666666666666,1,100,12.5,237.5,0,250,0.35087719298245612,0,0.8771929824561403,0.15103133323856133,,,,
D285_F03_V01,285,3,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.83492769744160211,0.5,0.10082165165445321,-0.061078361090225894,0.21333041066136083,30,28,2,0.75,5,2,85.5,0.29999999999999999,0.21333041066136083,,,,,28,3,3,0.75,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,85.5,85.5,199.5,57,228,0.29999999999999999,0.20000000000000001,0.80000000000000004,0.16852437348239835,,,,
D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.95908049170081267,0.88888888888888884,0.036581412045080676,-0.12308135894761243,0.17122899582992215,120,88,32,0.41666666666666669,3,6,137.5,0.48245614035087719,0.17122899582992215,,,,,88,9,9,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,237.5,0,250,0.13157894736842105,0,0.8771929824561403,0.1510462692971378,,,,
D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.95684093437152429,0.20000000000000001,0.1114092753231431,-0.11326494722406034,0.21702936578726739,30,23,7,0.41666666666666669,3,3,142.5,0.5,0.21702936578726739,,,,,23,3,3,0.41666666666666669,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,85.5,28.5,142.5,0,171,0.29999999999999999,0,0.59999999999999998,0.19508878835323865,,,,
D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.9672616153899577,0.63636363636363635,0.035099280538476399,-0.097388092733550174,0.24188314097921715,120,84,36,0.41666666666666669,3,1,12.5,0.043859649122807015,0.24188314097921715,,,,,84,9,9,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,87.5,12.5,212.5,0,225,0.30701754385964913,0,0.78947368421052633,0.1541166947051722,,,,
D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.9795328142380425,1,0.075695296711507098,-0.076196665764721075,0.2605737672144019,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.2605737672144019,,,,,23,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,199.5,0,228,0.10000000000000001,0,0.80000000000000004,0.22430344573391625,,,,
D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.93177303979443038,0.81818181818181823,0.057714988707818826,-0.10488778489187012,0.26364945913013066,120,97,23,0.58333333333333337,4,1,12.5,0.043859649122807015,0.26364945913013066,,,,,97,10,10,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,50,12.5,162.5,0,175,0.17543859649122806,0,0.61403508771929827,0.19689395394949655,,,,
D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.90433815350389357,0.5,0.094666399774853346,-0.072632053413280023,0.29915253211332021,30,29,1,0.58333333333333337,4,1,28.5,0.10000000000000001,0.29915253211332021,,,,,29,3,3,0.58333333333333337,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,142.5,0,171,0.10000000000000001,0,0.59999999999999998,0.26386000154991018,,,,
D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.89943051600805646,0.72727272727272729,0.037906115966057544,-0.062494076725015266,0.17705462947943293,120,94,26,0.91666666666666663,6,2,37.5,0.074999999999999997,0.17705462947943293,,,,,94,10,10,0.5,0.083333333333333329,0.91666666666666663,0,1,112.5,12.5,287.5,0,300,0.22500000000000001,0,0.59999999999999998,0.14430147697983975,,,,
D500_F01_V01,500,1,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.86251390433815378,0.5,0.0628131036593923,-0.034601559111111291,0.17413262892223569,30,26,4,0.91666666666666663,6,1,50,0.10000000000000001,0.17413262892223569,,,,,26,3,3,0.75,0.25,0.91666666666666663,0.16666666666666666,1,50,50,50,0,100,0.10000000000000001,0,0.20000000000000001,0.17243646841420468,,,,
D500_F02_V01,500,2,d500_extension,absolute,6,detrended_51,mean,x1_ztop,0.87106049031182731,0.33333333333333331,0.043357610539561643,-0.076582048897260932,0.14975743806638905,120,99,21,0.75,5,8,187.5,0.375,0.14975743806638905,,,,,99,10,10,0.66666666666666674,0.083333333333333329,0.91666666666666663,0,1,300,37.5,437.5,25,450,0.59999999999999998,0.050000000000000003,0.90000000000000002,0.12756292083138915,,,,
D500_F02_V01,500,2,d500_extension,normalized,6,detrended_51,mean,x1_ztop,0.79043381535038948,0.5,0.065674164476034802,-0.016224397048023604,0.15190466515562331,30,26,4,0.91666666666666663,6,1,50,0.10000000000000001,0.15190466515562331,,,,,26,3,3,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.1258773730110781,,,,
D500_F03_V01,500,3,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.93015487186610191,0.5,0.034570755629833985,-0.080253444414762815,0.21753113114523021,120,90,30,0.25,2,1,12.5,0.025000000000000001,0.21753113114523021,,,,,90,9,9,0.25,0.083333333333333329,0.91666666666666663,0,1,162.5,12.5,362.5,0,375,0.32500000000000001,0,0.75,0.12915228198062115,,,,
D500_F03_V01,500,3,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.85850945494994457,1,0.051040264990699385,-0.053010675311969527,0.22911469948641278,30,24,6,0.25,2,1,50,0.10000000000000001,0.22911469948641278,,,,,24,3,3,0.25,0.25,0.91666666666666663,0.16666666666666666,1,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.17045103828603975,,,,
D500_F05_V01,500,5,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.87160219459684696,0.875,0.0083415308383597807,-0.11902785037202002,0.12794024108817112,120,71,49,0.25,2,3,62.5,0.125,0.12794024108817112,,,,,71,8,8,0.33333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,62.5,12.5,212.5,0,225,0.125,0,0.45000000000000001,0.097857618511801303,,,,
D500_F05_V01,500,5,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.79132369299221383,0.33333333333333331,0.014456390183867202,-0.10270066203748912,0.1612779304593952,30,19,11,0.25,2,1,50,0.10000000000000001,0.1612779304593952,,,,,19,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,50,50,50,0,100,0.10000000000000001,0,0.20000000000000001,0.12869453571127762,,,,
D500_F07_V01,500,7,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.89113827349121499,0.36363636363636365,0.022391132081201023,-0.12060389442174528,0.13400008406842828,120,76,44,0.25,2,19,462.5,0.92500000000000004,0.13400008406842828,,,,,76,8,8,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,350,37.5,462.5,25,475,0.69999999999999996,0.050000000000000003,0.94999999999999996,0.11210191858106083,,,,
D500_F07_V01,500,7,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.70233592880978879,0,0.038922815535600813,-0.065965498510267215,0.11044535395708777,30,22,8,0.41666666666666669,3,4,350,0.69999999999999996,0.11044535395708777,,,,,22,3,3,0.25,0.25,0.41666666666666669,0.16666666666666666,0.5,350,50,450,0,500,0.69999999999999996,0,1,0.10923039692352897,,,,
D500_F09_V01,500,9,d500_extension,absolute,6,detrended_51,mean,x1_ztop,0.90621570942426555,0.75,0.011382610078325174,-0.13078811848567987,0.14360948029344894,120,70,50,0.25,2,2,37.5,0.074999999999999997,0.14360948029344894,,,,,70,7,7,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,112.5,37.5,412.5,25,425,0.22500000000000001,0.050000000000000003,0.84999999999999998,0.10485485672517064,,,,
D500_F09_V01,500,9,d500_extension,normalized,6,detrended_51,mean,x1_ztop,0.83403781979977798,1,0.021898356587740385,-0.10995602415934685,0.17102558759638944,30,20,10,0.25,2,2,150,0.29999999999999999,0.17102558759638944,,,,,20,2,2,0.25,0.25,0.25,0.16666666666666666,0.33333333333333331,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.16243273442938685,,,,
D500_F10_V01,500,10,common_grid,absolute,6,detrended_51,mean,x1_ztop,0.89943051600805624,0.5,0.015745017677873493,-0.093159754746445556,0.15430625486829447,120,71,49,0.25,2,1,12.5,0.025000000000000001,0.15430625486829447,,,,,71,8,8,0.25,0.083333333333333329,0.91666666666666663,0,1,162.5,12.5,387.5,0,400,0.32499999999999996,0,0.80000000000000004,0.11523492884733053,,,,
D500_F10_V01,500,10,common_grid,normalized,6,detrended_51,mean,x1_ztop,0.65606229143492789,0.33333333333333331,0.028636313610816477,-0.04633106303767117,0.1528776596918735,30,18,12,0.25,2,1,50,0.10000000000000001,0.1528776596918735,,,,,18,2,2,0.33333333333333337,0.25,0.41666666666666669,0.16666666666666666,0.5,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.12387510836236912,,,,
D500_F12_V01,500,12,d500_extension,absolute,6,detrended_51,mean,x1_ztop,0.86093478713799587,0.66666666666666663,0.010893807003070254,-0.087608546584420882,0.11778275504237622,120,71,49,0.58333333333333337,4,10,237.5,0.47499999999999998,0.11778275504237622,,,,,71,8,8,0.58333333333333337,0.083333333333333329,0.91666666666666663,0,1,387.5,162.5,462.5,150,475,0.77499999999999991,0.29999999999999999,0.94999999999999996,0.094426733706407168,,,,
D500_F12_V01,500,12,d500_extension,normalized,6,detrended_51,mean,x1_ztop,0.5403781979977752,0.33333333333333331,0.030474138540092309,-0.061479039527017276,0.11974126253890582,30,19,11,0.25,2,1,50,0.10000000000000001,0.11974126253890582,,,,,19,2,2,0.25,0.25,0.25,0.16666666666666666,0.33333333333333331,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.10154781810833877,,,,
