diameter_um,coordinate,source_bins,mode,metric,source_bin,tail_bin,u_lo,u_hi,u_mid,tail_lo_um,tail_hi_um,tail_mid_um,eta_lo,eta_hi,eta_mid,rho,rho_min,rho_max,number_positive,n_volumes,positive_5_of_5,positive_at_least_4_of_5,flow_rho_values_json,control
235,absolute,6,detrended_51,mean,5,9,0.66666666666666663,0.83333333333333337,0.75,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,0.078367591934986908,-0.019785037861971427,0.13816797461875663,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.13816797461875663}, {""flow_mm_s"": 3.0, ""rho"": 0.08481588583885165}, {""flow_mm_s"": 5.0, ""rho"": 0.00905717485196618}, {""flow_mm_s"": 7.0, ""rho"": -0.019785037861971427}, {""flow_mm_s"": 10.0, ""rho"": 0.07836759193498691}]",area_ztop
235,absolute,6,detrended_51,mean,5,10,0.66666666666666663,0.83333333333333337,0.75,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,0.037889413313358419,-0.0092406152040802499,0.1014471353955677,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.09483029875642764}, {""flow_mm_s"": 3.0, ""rho"": 0.027340961453453015}, {""flow_mm_s"": 5.0, ""rho"": 0.03788941331335842}, {""flow_mm_s"": 7.0, ""rho"": 0.1014471353955677}, {""flow_mm_s"": 10.0, ""rho"": -0.00924061520408025}]",area_ztop
235,absolute,6,detrended_51,mean,5,11,0.66666666666666663,0.83333333333333337,0.75,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,0.030937646769883968,-0.035260853362114437,0.077339822196115154,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": -0.014355669478067538}, {""flow_mm_s"": 3.0, ""rho"": -0.03526085336211444}, {""flow_mm_s"": 5.0, ""rho"": 0.03093764676988397}, {""flow_mm_s"": 7.0, ""rho"": 0.07733982219611515}, {""flow_mm_s"": 10.0, ""rho"": 0.06745673507726002}]",area_ztop
235,absolute,6,detrended_51,mean,5,12,0.66666666666666663,0.83333333333333337,0.75,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,0.022352821719594344,-0.037229219489326781,0.057293341337346218,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.05729334133734622}, {""flow_mm_s"": 3.0, ""rho"": -0.002078295757207249}, {""flow_mm_s"": 5.0, ""rho"": 0.022352821719594344}, {""flow_mm_s"": 7.0, ""rho"": -0.03722921948932678}, {""flow_mm_s"": 10.0, ""rho"": 0.04802589346030321}]",area_ztop
235,absolute,6,detrended_51,mean,5,13,0.66666666666666663,0.83333333333333337,0.75,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,0.031125665627772994,-0.047407202034775713,0.074205693600902067,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.07420569360090207}, {""flow_mm_s"": 3.0, ""rho"": 0.053741019582963165}, {""flow_mm_s"": 5.0, ""rho"": -0.04740720203477571}, {""flow_mm_s"": 7.0, ""rho"": 0.031125665627772994}, {""flow_mm_s"": 10.0, ""rho"": -0.03311358073349444}]",area_ztop
235,absolute,6,detrended_51,mean,5,14,0.66666666666666663,0.83333333333333337,0.75,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,-0.030079936097900051,-0.064074220419975403,0.10756442462544856,2,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.10756442462544856}, {""flow_mm_s"": 3.0, ""rho"": -0.03007993609790005}, {""flow_mm_s"": 5.0, ""rho"": 0.10603543862106277}, {""flow_mm_s"": 7.0, ""rho"": -0.03255889990271497}, {""flow_mm_s"": 10.0, ""rho"": -0.0640742204199754}]",area_ztop
235,absolute,6,detrended_51,mean,5,15,0.66666666666666663,0.83333333333333337,0.75,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,0.040360953921054828,-0.05528262789898121,0.059671283518523646,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.04190245630197412}, {""flow_mm_s"": 3.0, ""rho"": 0.04036095392105483}, {""flow_mm_s"": 5.0, ""rho"": -0.05528262789898121}, {""flow_mm_s"": 7.0, ""rho"": -0.014832753154971208}, {""flow_mm_s"": 10.0, ""rho"": 0.059671283518523646}]",area_ztop
235,absolute,6,detrended_51,mean,5,16,0.66666666666666663,0.83333333333333337,0.75,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,0.02714505815613617,-0.033451553069122945,0.056544403667707716,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.056544403667707716}, {""flow_mm_s"": 3.0, ""rho"": -0.033451553069122945}, {""flow_mm_s"": 5.0, ""rho"": 0.04012315900170509}, {""flow_mm_s"": 7.0, ""rho"": 0.02714505815613617}, {""flow_mm_s"": 10.0, ""rho"": -0.0056245534748939514}]",area_ztop
235,absolute,6,detrended_51,mean,5,17,0.66666666666666663,0.83333333333333337,0.75,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,0.05688032111958112,-0.02957436727785144,0.10910417219894042,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.10910417219894042}, {""flow_mm_s"": 3.0, ""rho"": -0.02957436727785144}, {""flow_mm_s"": 5.0, ""rho"": -0.01963300541487247}, {""flow_mm_s"": 7.0, ""rho"": 0.06211354009180483}, {""flow_mm_s"": 10.0, ""rho"": 0.05688032111958112}]",area_ztop
235,absolute,6,detrended_51,mean,5,18,0.66666666666666663,0.83333333333333337,0.75,425,450,437.5,1.8085106382978724,1.9148936170212767,1.8617021276595744,0.0041916749451255918,-0.064044362826177398,0.055319096596057458,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.015768379422005357}, {""flow_mm_s"": 3.0, ""rho"": -0.03709047272358602}, {""flow_mm_s"": 5.0, ""rho"": 0.05531909659605746}, {""flow_mm_s"": 7.0, ""rho"": -0.0640443628261774}, {""flow_mm_s"": 10.0, ""rho"": 0.004191674945125592}]",area_ztop
235,absolute,6,detrended_51,mean,5,19,0.66666666666666663,0.83333333333333337,0.75,450,475,462.5,1.9148936170212767,2.021276595744681,1.9680851063829787,0.033909847491058145,-0.031459652888556906,0.094574318369865754,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.033909847491058145}, {""flow_mm_s"": 3.0, ""rho"": -0.019654139319077023}, {""flow_mm_s"": 5.0, ""rho"": -0.031459652888556906}, {""flow_mm_s"": 7.0, ""rho"": 0.06127407422594213}, {""flow_mm_s"": 10.0, ""rho"": 0.09457431836986575}]",area_ztop
235,absolute,6,detrended_51,mean,5,20,0.66666666666666663,0.83333333333333337,0.75,475,500,487.5,2.021276595744681,2.1276595744680851,2.0744680851063828,-0.042996041943251712,-0.071135786210910767,0.042784842821550498,1,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": -0.04851315432753797}, {""flow_mm_s"": 3.0, ""rho"": -0.07113578621091077}, {""flow_mm_s"": 5.0, ""rho"": -0.04299604194325171}, {""flow_mm_s"": 7.0, ""rho"": -0.024552285125339503}, {""flow_mm_s"": 10.0, ""rho"": 0.0427848428215505}]",area_ztop
235,absolute,6,detrended_51,mean,6,1,0.83333333333333337,1,0.91666666666666663,0,25,12.5,0,0.10638297872340426,0.053191489361702128,0.11450639498891252,0.061666572150081742,0.17740290387440386,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.17740290387440386}, {""flow_mm_s"": 3.0, ""rho"": 0.10268929570463223}, {""flow_mm_s"": 5.0, ""rho"": 0.11450639498891252}, {""flow_mm_s"": 7.0, ""rho"": 0.06166657215008174}, {""flow_mm_s"": 10.0, ""rho"": 0.13388089604055517}]",area_ztop
235,absolute,6,detrended_51,mean,6,2,0.83333333333333337,1,0.91666666666666663,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,0.038477652020872541,-4.3643399658534893e-05,0.09987806511371769,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.09987806511371769}, {""flow_mm_s"": 3.0, ""rho"": -4.364339965853489e-05}, {""flow_mm_s"": 5.0, ""rho"": 0.03847765202087254}, {""flow_mm_s"": 7.0, ""rho"": 0.07443631231342913}, {""flow_mm_s"": 10.0, ""rho"": 0.032604893962783106}]",area_ztop
235,absolute,6,detrended_51,mean,6,3,0.83333333333333337,1,0.91666666666666663,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,0.11326469030470787,0.089228090342819116,0.1503852505461114,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.11154595416562799}, {""flow_mm_s"": 3.0, ""rho"": 0.11326469030470787}, {""flow_mm_s"": 5.0, ""rho"": 0.1503852505461114}, {""flow_mm_s"": 7.0, ""rho"": 0.08922809034281912}, {""flow_mm_s"": 10.0, ""rho"": 0.1157584059877769}]",area_ztop
235,absolute,6,detrended_51,mean,6,4,0.83333333333333337,1,0.91666666666666663,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,0.11740861740528227,0.086798602140292752,0.14293006177912496,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.14166968819867076}, {""flow_mm_s"": 3.0, ""rho"": 0.11740861740528227}, {""flow_mm_s"": 5.0, ""rho"": 0.14293006177912496}, {""flow_mm_s"": 7.0, ""rho"": 0.08679860214029275}, {""flow_mm_s"": 10.0, ""rho"": 0.11333354668095826}]",area_ztop
235,absolute,6,detrended_51,mean,6,5,0.83333333333333337,1,0.91666666666666663,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,0.094873845177181046,0.079198312056138753,0.13039437682158422,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.09487384517718105}, {""flow_mm_s"": 3.0, ""rho"": 0.12831832600394236}, {""flow_mm_s"": 5.0, ""rho"": 0.13039437682158422}, {""flow_mm_s"": 7.0, ""rho"": 0.0880373531645818}, {""flow_mm_s"": 10.0, ""rho"": 0.07919831205613875}]",area_ztop
235,absolute,6,detrended_51,mean,6,6,0.83333333333333337,1,0.91666666666666663,125,150,137.5,0.53191489361702127,0.63829787234042556,0.58510638297872342,0.11926298623375274,0.061164671241931749,0.17573367203871471,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.11678134891733481}, {""flow_mm_s"": 3.0, ""rho"": 0.1757336720387147}, {""flow_mm_s"": 5.0, ""rho"": 0.06116467124193175}, {""flow_mm_s"": 7.0, ""rho"": 0.11926298623375274}, {""flow_mm_s"": 10.0, ""rho"": 0.1197460316430034}]",area_ztop
235,absolute,6,detrended_51,mean,6,7,0.83333333333333337,1,0.91666666666666663,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,0.01699893115794884,-0.04212379921641328,0.13452259634765723,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.01699893115794884}, {""flow_mm_s"": 3.0, ""rho"": 0.13452259634765723}, {""flow_mm_s"": 5.0, ""rho"": -0.04212379921641328}, {""flow_mm_s"": 7.0, ""rho"": 0.027266471855801777}, {""flow_mm_s"": 10.0, ""rho"": 0.012757261769209775}]",area_ztop
235,absolute,6,detrended_51,mean,6,8,0.83333333333333337,1,0.91666666666666663,175,200,187.5,0.74468085106382975,0.85106382978723405,0.7978723404255319,-0.00010651646071780339,-0.052745127837583963,0.088738648202721648,2,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.08873864820272165}, {""flow_mm_s"": 3.0, ""rho"": 0.013157536128032651}, {""flow_mm_s"": 5.0, ""rho"": -0.05274512783758396}, {""flow_mm_s"": 7.0, ""rho"": -0.0001065164607178034}, {""flow_mm_s"": 10.0, ""rho"": -0.025871850705345187}]",area_ztop
235,absolute,6,detrended_51,mean,6,9,0.83333333333333337,1,0.91666666666666663,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,0.051902954516039011,-0.028609239360634572,0.14724270015740887,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.14724270015740887}, {""flow_mm_s"": 3.0, ""rho"": -0.028609239360634572}, {""flow_mm_s"": 5.0, ""rho"": 0.01898684032826206}, {""flow_mm_s"": 7.0, ""rho"": 0.05190295451603901}, {""flow_mm_s"": 10.0, ""rho"": 0.08665879291314474}]",area_ztop
235,absolute,6,detrended_51,mean,6,10,0.83333333333333337,1,0.91666666666666663,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,0.023059691094947554,-0.068140670187189167,0.13801640451540645,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.13801640451540645}, {""flow_mm_s"": 3.0, ""rho"": -0.06814067018718917}, {""flow_mm_s"": 5.0, ""rho"": 0.012647479693060296}, {""flow_mm_s"": 7.0, ""rho"": 0.02478641297761537}, {""flow_mm_s"": 10.0, ""rho"": 0.023059691094947554}]",area_ztop
235,absolute,6,detrended_51,mean,6,11,0.83333333333333337,1,0.91666666666666663,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,0.077034905042211776,-0.024096099714531062,0.10927301995840027,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.10927301995840027}, {""flow_mm_s"": 3.0, ""rho"": -0.0039454324864620395}, {""flow_mm_s"": 5.0, ""rho"": -0.024096099714531062}, {""flow_mm_s"": 7.0, ""rho"": 0.08538833899853109}, {""flow_mm_s"": 10.0, ""rho"": 0.07703490504221178}]",area_ztop
235,absolute,6,detrended_51,mean,6,12,0.83333333333333337,1,0.91666666666666663,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,0.022923152162789333,-0.12674962231252448,0.087431317367224343,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.08743131736722434}, {""flow_mm_s"": 3.0, ""rho"": 0.022923152162789333}, {""flow_mm_s"": 5.0, ""rho"": -0.04684294556421191}, {""flow_mm_s"": 7.0, ""rho"": 0.07332889374441583}, {""flow_mm_s"": 10.0, ""rho"": -0.12674962231252448}]",area_ztop
235,absolute,6,detrended_51,mean,6,13,0.83333333333333337,1,0.91666666666666663,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,0.034602115655582646,-0.0016491846340301163,0.10874269575683222,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.10874269575683222}, {""flow_mm_s"": 3.0, ""rho"": 0.0840445426700226}, {""flow_mm_s"": 5.0, ""rho"": -0.0016491846340301163}, {""flow_mm_s"": 7.0, ""rho"": 0.034602115655582646}, {""flow_mm_s"": 10.0, ""rho"": 0.022725954563752353}]",area_ztop
235,absolute,6,detrended_51,mean,6,14,0.83333333333333337,1,0.91666666666666663,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,-0.018520608536504116,-0.044263670227489685,0.13937953718029583,2,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.05286854532164556}, {""flow_mm_s"": 3.0, ""rho"": -0.018520608536504116}, {""flow_mm_s"": 5.0, ""rho"": 0.13937953718029583}, {""flow_mm_s"": 7.0, ""rho"": -0.024094936374558992}, {""flow_mm_s"": 10.0, ""rho"": -0.044263670227489685}]",area_ztop
235,absolute,6,detrended_51,mean,6,15,0.83333333333333337,1,0.91666666666666663,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,0.060829671533109947,0.038620072917496404,0.072211520576447752,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.06167616778367101}, {""flow_mm_s"": 3.0, ""rho"": 0.06082967153310995}, {""flow_mm_s"": 5.0, ""rho"": 0.038620072917496404}, {""flow_mm_s"": 7.0, ""rho"": 0.07221152057644775}, {""flow_mm_s"": 10.0, ""rho"": 0.059907913946949665}]",area_ztop
235,absolute,6,detrended_51,mean,6,16,0.83333333333333337,1,0.91666666666666663,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,0.0036089685229899991,-0.047544524186036254,0.062122999058198819,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.06212299905819882}, {""flow_mm_s"": 3.0, ""rho"": -0.047544524186036254}, {""flow_mm_s"": 5.0, ""rho"": 0.013704912851975299}, {""flow_mm_s"": 7.0, ""rho"": 0.003608968522989999}, {""flow_mm_s"": 10.0, ""rho"": 0.003383567594777803}]",area_ztop
235,absolute,6,detrended_51,mean,6,17,0.83333333333333337,1,0.91666666666666663,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,0.068917715679414834,0.024685800058159499,0.15589046281358337,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.15589046281358337}, {""flow_mm_s"": 3.0, ""rho"": 0.0246858000581595}, {""flow_mm_s"": 5.0, ""rho"": 0.052929807348185295}, {""flow_mm_s"": 7.0, ""rho"": 0.06891771567941483}, {""flow_mm_s"": 10.0, ""rho"": 0.08573461371050843}]",area_ztop
235,absolute,6,detrended_51,mean,6,18,0.83333333333333337,1,0.91666666666666663,425,450,437.5,1.8085106382978724,1.9148936170212767,1.8617021276595744,-0.012899408992984798,-0.0308725052149912,0.0098072416857011603,1,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": -0.028509921499450246}, {""flow_mm_s"": 3.0, ""rho"": -0.012899408992984798}, {""flow_mm_s"": 5.0, ""rho"": -0.004562070449513015}, {""flow_mm_s"": 7.0, ""rho"": -0.0308725052149912}, {""flow_mm_s"": 10.0, ""rho"": 0.00980724168570116}]",area_ztop
235,absolute,6,detrended_51,mean,6,19,0.83333333333333337,1,0.91666666666666663,450,475,462.5,1.9148936170212767,2.021276595744681,1.9680851063829787,0.029058780673790321,-0.024699207401475777,0.074731244568544714,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.05907141561272754}, {""flow_mm_s"": 3.0, ""rho"": 0.02905878067379032}, {""flow_mm_s"": 5.0, ""rho"": -0.024699207401475777}, {""flow_mm_s"": 7.0, ""rho"": 0.07473124456854471}, {""flow_mm_s"": 10.0, ""rho"": 0.020825327671415338}]",area_ztop
235,absolute,6,detrended_51,mean,6,20,0.83333333333333337,1,0.91666666666666663,475,500,487.5,2.021276595744681,2.1276595744680851,2.0744680851063828,-0.019965459199282651,-0.02972869366093267,0.028431774959969389,2,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.0020267000640197194}, {""flow_mm_s"": 3.0, ""rho"": -0.02972869366093267}, {""flow_mm_s"": 5.0, ""rho"": -0.01996545919928265}, {""flow_mm_s"": 7.0, ""rho"": -0.027041941626672755}, {""flow_mm_s"": 10.0, ""rho"": 0.02843177495996939}]",area_ztop
235,normalized,6,detrended_51,mean,1,1,0,0.16666666666666666,0.083333333333333329,0,47,23.5,0,0.20000000000000001,0.10000000000000001,0.010679066614506112,-0.0076970767523981062,0.15851474793614542,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.004784290032640148}, {""flow_mm_s"": 3.0, ""rho"": 0.15851474793614542}, {""flow_mm_s"": 5.0, ""rho"": -0.007697076752398106}, {""flow_mm_s"": 7.0, ""rho"": 0.05855439700780959}, {""flow_mm_s"": 10.0, ""rho"": 0.010679066614506112}]",area_ztop
235,normalized,6,detrended_51,mean,1,2,0,0.16666666666666666,0.083333333333333329,47,94,70.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,0.036937169816694218,-0.083532020983306435,0.098898632388645491,4,5,False,True,"[{""flow_mm_s"": 1.0, ""rho"": -0.08353202098330643}, {""flow_mm_s"": 3.0, ""rho"": 0.09889863238864549}, {""flow_mm_s"": 5.0, ""rho"": 0.07093464339062946}, {""flow_mm_s"": 7.0, ""rho"": 0.0314406237606276}, {""flow_mm_s"": 10.0, ""rho"": 0.03693716981669422}]",area_ztop
235,normalized,6,detrended_51,mean,1,3,0,0.16666666666666666,0.083333333333333329,94,141,117.5,0.40000000000000002,0.59999999999999998,0.5,0.057048462595122376,-0.061581891673917082,0.14079112992380008,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": -0.06158189167391708}, {""flow_mm_s"": 3.0, ""rho"": 0.07424336797957058}, {""flow_mm_s"": 5.0, ""rho"": 0.057048462595122376}, {""flow_mm_s"": 7.0, ""rho"": 0.14079112992380008}, {""flow_mm_s"": 10.0, ""rho"": -0.03656691111488908}]",area_ztop
235,normalized,6,detrended_51,mean,1,4,0,0.16666666666666666,0.083333333333333329,141,188,164.5,0.59999999999999998,0.80000000000000004,0.69999999999999996,-0.0019870022828857026,-0.037592942283813963,0.066352143541812195,2,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": -0.011598446926837942}, {""flow_mm_s"": 3.0, ""rho"": 0.025944125704226457}, {""flow_mm_s"": 5.0, ""rho"": -0.03759294228381396}, {""flow_mm_s"": 7.0, ""rho"": -0.0019870022828857026}, {""flow_mm_s"": 10.0, ""rho"": 0.0663521435418122}]",area_ztop
235,normalized,6,detrended_51,mean,1,5,0,0.16666666666666666,0.083333333333333329,188,235,211.5,0.80000000000000004,1,0.90000000000000002,0.0094406191410644075,-0.099660490677342964,0.021501495024122488,3,5,False,False,"[{""flow_mm_s"": 1.0, ""rho"": 0.018188050132630033}, {""flow_mm_s"": 3.0, ""rho"": 0.021501495024122488}, {""flow_mm_s"": 5.0, ""rho"": -0.02797480373651332}, {""flow_mm_s"": 7.0, ""rho"": 0.009440619141064407}, {""flow_mm_s"": 10.0, ""rho"": -0.09966049067734296}]",area_ztop
235,normalized,6,detrended_51,mean,2,1,0.16666666666666666,0.33333333333333331,0.25,0,47,23.5,0,0.20000000000000001,0.10000000000000001,0.13521400657396732,0.099884515338411667,0.1646484063971351,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.11377206184476923}, {""flow_mm_s"": 3.0, ""rho"": 0.13521400657396732}, {""flow_mm_s"": 5.0, ""rho"": 0.15922288242291435}, {""flow_mm_s"": 7.0, ""rho"": 0.09988451533841167}, {""flow_mm_s"": 10.0, ""rho"": 0.1646484063971351}]",area_ztop
235,normalized,6,detrended_51,mean,2,2,0.16666666666666666,0.33333333333333331,0.25,47,94,70.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,0.13026761605287251,0.038500566357647897,0.19196882778738927,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.0385005663576479}, {""flow_mm_s"": 3.0, ""rho"": 0.13774190816939236}, {""flow_mm_s"": 5.0, ""rho"": 0.19196882778738927}, {""flow_mm_s"": 7.0, ""rho"": 0.10449764589977427}, {""flow_mm_s"": 10.0, ""rho"": 0.13026761605287251}]",area_ztop
235,normalized,6,detrended_51,mean,2,3,0.16666666666666666,0.33333333333333331,0.25,94,141,117.5,0.40000000000000002,0.59999999999999998,0.5,0.13408885368903214,0.11950453198078892,0.18781078854692612,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.18781078854692612}, {""flow_mm_s"": 3.0, ""rho"": 0.13408885368903214}, {""flow_mm_s"": 5.0, ""rho"": 0.13318550738970314}, {""flow_mm_s"": 7.0, ""rho"": 0.16101592436043521}, {""flow_mm_s"": 10.0, ""rho"": 0.11950453198078892}]",area_ztop
235,normalized,6,detrended_51,mean,2,4,0.16666666666666666,0.33333333333333331,0.25,141,188,164.5,0.59999999999999998,0.80000000000000004,0.69999999999999996,0.061868315579919203,0.023175827196257066,0.11112220994621091,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.025873098530788636}, {""flow_mm_s"": 3.0, ""rho"": 0.06476804530917983}, {""flow_mm_s"": 5.0, ""rho"": 0.0618683155799192}, {""flow_mm_s"": 7.0, ""rho"": 0.023175827196257066}, {""flow_mm_s"": 10.0, ""rho"": 0.11112220994621091}]",area_ztop
235,normalized,6,detrended_51,mean,2,5,0.16666666666666666,0.33333333333333331,0.25,188,235,211.5,0.80000000000000004,1,0.90000000000000002,0.030136927318007857,0.014568015917661031,0.093787888622360441,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.022271701214741015}, {""flow_mm_s"": 3.0, ""rho"": 0.01456801591766103}, {""flow_mm_s"": 5.0, ""rho"": 0.09378788862236044}, {""flow_mm_s"": 7.0, ""rho"": 0.05332115627478555}, {""flow_mm_s"": 10.0, ""rho"": 0.030136927318007857}]",area_ztop
235,normalized,6,detrended_51,mean,3,1,0.33333333333333331,0.5,0.41666666666666669,0,47,23.5,0,0.20000000000000001,0.10000000000000001,0.16892340625454541,0.12638545935264986,0.33501905808623583,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.12638545935264986}, {""flow_mm_s"": 3.0, ""rho"": 0.12875059959474303}, {""flow_mm_s"": 5.0, ""rho"": 0.1689234062545454}, {""flow_mm_s"": 7.0, ""rho"": 0.1952297225140684}, {""flow_mm_s"": 10.0, ""rho"": 0.33501905808623583}]",area_ztop
235,normalized,6,detrended_51,mean,3,2,0.33333333333333331,0.5,0.41666666666666669,47,94,70.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,0.1676735517892449,0.052464207831995957,0.23527191107136769,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.05246420783199596}, {""flow_mm_s"": 3.0, ""rho"": 0.09477203766154409}, {""flow_mm_s"": 5.0, ""rho"": 0.16912169023270943}, {""flow_mm_s"": 7.0, ""rho"": 0.2352719110713677}, {""flow_mm_s"": 10.0, ""rho"": 0.1676735517892449}]",area_ztop
235,normalized,6,detrended_51,mean,3,3,0.33333333333333331,0.5,0.41666666666666669,94,141,117.5,0.40000000000000002,0.59999999999999998,0.5,0.11822591298240361,0.10090207978975094,0.20274638305933507,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.1182259129824036}, {""flow_mm_s"": 3.0, ""rho"": 0.10090207978975094}, {""flow_mm_s"": 5.0, ""rho"": 0.10274084442322864}, {""flow_mm_s"": 7.0, ""rho"": 0.19370961365226314}, {""flow_mm_s"": 10.0, ""rho"": 0.20274638305933507}]",area_ztop
235,normalized,6,detrended_51,mean,3,4,0.33333333333333331,0.5,0.41666666666666669,141,188,164.5,0.59999999999999998,0.80000000000000004,0.69999999999999996,0.11021594685591624,0.078205079236687708,0.11147423449215244,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.07820507923668771}, {""flow_mm_s"": 3.0, ""rho"": 0.08932504829362421}, {""flow_mm_s"": 5.0, ""rho"": 0.11147423449215244}, {""flow_mm_s"": 7.0, ""rho"": 0.11021594685591624}, {""flow_mm_s"": 10.0, ""rho"": 0.11113115369494161}]",area_ztop
235,normalized,6,detrended_51,mean,3,5,0.33333333333333331,0.5,0.41666666666666669,188,235,211.5,0.80000000000000004,1,0.90000000000000002,0.08083697473412825,0.019112457269315267,0.1431753433745207,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.019112457269315267}, {""flow_mm_s"": 3.0, ""rho"": 0.038985068107813894}, {""flow_mm_s"": 5.0, ""rho"": 0.1431753433745207}, {""flow_mm_s"": 7.0, ""rho"": 0.08083697473412825}, {""flow_mm_s"": 10.0, ""rho"": 0.13001881695824224}]",area_ztop
235,normalized,6,detrended_51,mean,4,1,0.5,0.66666666666666663,0.58333333333333337,0,47,23.5,0,0.20000000000000001,0.10000000000000001,0.17397969100067784,0.13773604164276371,0.20571638643344611,5,5,True,True,"[{""flow_mm_s"": 1.0, ""rho"": 0.15010052774437782}, {""flow_mm_s"": 3.0, ""rho"": 0.17397969100067784}, {""flow_mm_s"": 5.0, ""rho"": 0.1377360416427637}, {""flow_mm_s"": 7.0, ""rho"": 0.18084046255669572}, {""flow_mm_s"": 10.0, ""rho"": 0.2057163864334461}]",area_ztop
