scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,mode,predictor,rho_median,rho_min,rho_max,positive_cells,n_cells,source_bins,metric
D128_F03_V01,128,3,common_grid,absolute,detrended_31,X1,0.6338775984828845,0.35496798738633895,0.72707921062370384,20,20,,
D128_F03_V01,128,3,common_grid,absolute,detrended_31,source_area,0.63749701388900215,0.35273919432886125,0.72317523586570431,20,20,,
D128_F03_V01,128,3,common_grid,absolute,detrended_31,source_band_area,0.63565471860269018,0.34902218115885858,0.72902158881504531,120,120,,
D128_F03_V01,128,3,common_grid,absolute,detrended_51,X1,0.63723142998964466,0.37680615223369351,0.74358927722656598,20,20,,
D128_F03_V01,128,3,common_grid,absolute,detrended_51,source_area,0.63613489222044362,0.37322413117113795,0.74579455845360298,20,20,,
D128_F03_V01,128,3,common_grid,absolute,detrended_51,source_band_area,0.6345232814711611,0.36919692558396133,0.74660633169278423,120,120,,
D128_F03_V01,128,3,common_grid,absolute,raw,X1,0.61282545716545433,0.36803919290839859,0.72061273094624889,20,20,,
D128_F03_V01,128,3,common_grid,absolute,raw,source_area,0.6069532706625943,0.36515919191827451,0.71131653076306089,20,20,,
D128_F03_V01,128,3,common_grid,absolute,raw,source_band_area,0.60586405481911609,0.35423523968370896,0.7147722142952655,120,120,,
D128_F03_V01,128,3,common_grid,normalized,detrended_101,X1,0.45020393509742063,0.36726253407682996,0.51319024144442116,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_101,source_area,0.45141197986011272,0.36929391371744336,0.51455481039637418,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_101,source_band_area,0.44544477014977135,0.35679286258872855,0.5208761047760494,30,30,,
D128_F03_V01,128,3,common_grid,normalized,detrended_31,X1,0.45518318060142315,0.35605702380178933,0.52040114533926718,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_31,source_area,0.45541724085983337,0.35386115740903007,0.52187382094401991,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_31,source_band_area,0.45377260781242124,0.35006928292105011,0.52573329602275221,30,30,,
D128_F03_V01,128,3,common_grid,normalized,detrended_51,X1,0.44626774142141068,0.37730026301384534,0.50617769191926865,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_51,source_area,0.44410198412045176,0.37371146010215145,0.50511300171617091,5,5,,
D128_F03_V01,128,3,common_grid,normalized,detrended_51,source_band_area,0.44594083532864415,0.36950879620408583,0.51203214954158749,30,30,,
D128_F03_V01,128,3,common_grid,normalized,raw,X1,0.42094629277909645,0.36972300980162875,0.49762112710097312,5,5,,
D128_F03_V01,128,3,common_grid,normalized,raw,source_area,0.4249897638541511,0.36641648326499987,0.49122100126829737,5,5,,
D128_F03_V01,128,3,common_grid,normalized,raw,source_band_area,0.41759439704614248,0.35559428586084141,0.50238482102149129,30,30,,
D128_F05_V01,128,5,common_grid,absolute,detrended_101,X1,0.61623733130216074,0.25371751317999142,0.73140093647960802,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_101,source_area,0.61571781054895958,0.25323874556741727,0.72418274960577711,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_101,source_band_area,0.61430774435232371,0.2443953644783029,0.72721689453934824,120,120,,
D128_F05_V01,128,5,common_grid,absolute,detrended_31,X1,0.62904738630610724,0.27796866376326779,0.73546540116980741,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_31,source_area,0.62805384316180413,0.27336432197068478,0.72658090434766776,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_31,source_band_area,0.63070269472014862,0.27039700282796092,0.73443129008649011,120,120,,
D128_F05_V01,128,5,common_grid,absolute,detrended_51,X1,0.62346403373992387,0.24058907525472339,0.71924076504222056,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_51,source_area,0.62197717343770753,0.23811439032456017,0.7180712422214709,20,20,,
D128_F05_V01,128,5,common_grid,absolute,detrended_51,source_band_area,0.62165188668223781,0.2316709838725407,0.72487652952246084,120,120,,
D128_F05_V01,128,5,common_grid,absolute,raw,X1,0.62281450693350104,0.26462617006346617,0.72498614819592311,20,20,,
D128_F05_V01,128,5,common_grid,absolute,raw,source_area,0.62168672898372068,0.26169236776997895,0.71635010359932361,20,20,,
D128_F05_V01,128,5,common_grid,absolute,raw,source_band_area,0.61925395223860791,0.25214650375348158,0.7263548530145858,120,120,,
D128_F05_V01,128,5,common_grid,normalized,detrended_101,X1,0.37660617725547585,0.25282934002759777,0.49969447979785392,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_101,source_area,0.37029548701931858,0.25197898755625447,0.50247566798426024,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_101,source_band_area,0.37699649923087852,0.24328824404991012,0.50529577811118698,30,30,,
D128_F05_V01,128,5,common_grid,normalized,detrended_31,X1,0.39728188547537768,0.27638282927145591,0.4963020547021092,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_31,source_area,0.39642068822747528,0.27228678976745369,0.51481933428498017,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_31,source_band_area,0.39837112223720705,0.26911283158419974,0.51654790677467122,30,30,,
D128_F05_V01,128,5,common_grid,normalized,detrended_51,X1,0.37035175239351215,0.23931175183481687,0.49902467977086629,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_51,source_area,0.37366087034281431,0.23684625848791721,0.50226633225529504,5,5,,
D128_F05_V01,128,5,common_grid,normalized,detrended_51,source_band_area,0.37214346371548168,0.23027407671846165,0.5027221897220816,30,30,,
D128_F05_V01,128,5,common_grid,normalized,raw,X1,0.38625547388644621,0.26495508643337357,0.48017276574295076,5,5,,
D128_F05_V01,128,5,common_grid,normalized,raw,source_area,0.38104654757245809,0.2623651102602757,0.47651084110716574,5,5,,
D128_F05_V01,128,5,common_grid,normalized,raw,source_band_area,0.3837389096255569,0.25238738061762478,0.47795720621741933,30,30,,
D128_F07_V01,128,7,common_grid,absolute,detrended_101,X1,0.63764493945687417,0.3141618572536734,0.72085280159159815,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_101,source_area,0.63326880361747329,0.31614941971242699,0.72029484875733374,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_101,source_band_area,0.63292256220561027,0.31176902085631797,0.72461644593063035,120,120,,
D128_F07_V01,128,7,common_grid,absolute,detrended_31,X1,0.63215155353075347,0.30837925490872276,0.71781303080850678,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_31,source_area,0.63591792975072048,0.30813792303315185,0.72701395626372434,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_31,source_band_area,0.63776648651014134,0.30761471403514185,0.73000095272345789,120,120,,
D128_F07_V01,128,7,common_grid,absolute,detrended_51,X1,0.63083106184667981,0.32366384876433374,0.71634783522362722,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_51,source_area,0.62936547290598921,0.31828987297569644,0.71688741984006099,20,20,,
D128_F07_V01,128,7,common_grid,absolute,detrended_51,source_band_area,0.635238297211141,0.31194231956194118,0.72316092970075441,120,120,,
D128_F07_V01,128,7,common_grid,absolute,raw,X1,0.64866385197185483,0.33825584139832365,0.73082288819070196,20,20,,
D128_F07_V01,128,7,common_grid,absolute,raw,source_area,0.64403041826926122,0.3365501613662053,0.72527921606967449,20,20,,
D128_F07_V01,128,7,common_grid,absolute,raw,source_band_area,0.6403221309706506,0.32909781710996588,0.72939799841742148,120,120,,
D128_F07_V01,128,7,common_grid,normalized,detrended_101,X1,0.37095027854046542,0.3148866909250061,0.4855174600980301,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_101,source_area,0.36820458829209368,0.3169867672388848,0.4908644724786283,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_101,source_band_area,0.36656594569948153,0.31211133274469249,0.49426369638971679,30,30,,
D128_F07_V01,128,7,common_grid,normalized,detrended_31,X1,0.36538763043466116,0.30956567113117128,0.49297751279974522,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_31,source_area,0.37562874329765833,0.30967409605448287,0.50384601490781322,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_31,source_band_area,0.37529627257629394,0.30907748318218642,0.51135935705726032,30,30,,
D128_F07_V01,128,7,common_grid,normalized,detrended_51,X1,0.34203166136619978,0.32323591857839895,0.50326470962330128,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_51,source_area,0.34806999507283093,0.31803864733051646,0.51143855714880804,5,5,,
D128_F07_V01,128,7,common_grid,normalized,detrended_51,source_band_area,0.35383005031911408,0.31150870404816955,0.51758994175934292,30,30,,
D128_F07_V01,128,7,common_grid,normalized,raw,X1,0.36960534315910715,0.3382889335510636,0.50242950251503971,5,5,,
D128_F07_V01,128,7,common_grid,normalized,raw,source_area,0.3652542063474043,0.33690315116750169,0.51084675029823412,5,5,,
D128_F07_V01,128,7,common_grid,normalized,raw,source_band_area,0.36309710835457421,0.32944825646865789,0.50934650866182107,30,30,,
D128_F10_V01,128,10,common_grid,absolute,detrended_101,X1,0.63742892382449967,0.3206938919956992,0.72950728154027744,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_101,source_area,0.64293182167914642,0.3282595634791986,0.73247839580503638,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_101,source_band_area,0.64132774179275609,0.32184144497318301,0.73356121935322771,120,120,,
D128_F10_V01,128,10,common_grid,absolute,detrended_31,X1,0.63571499637895679,0.30180793178794518,0.72266977540194022,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_31,source_area,0.64087298080936772,0.3117833564781794,0.72553396855254015,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_31,source_band_area,0.64076439947446007,0.30901597620677085,0.72615021633237986,120,120,,
D128_F10_V01,128,10,common_grid,absolute,detrended_51,X1,0.64557396907725073,0.35202784316275471,0.7238532190151048,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_51,source_area,0.64350818741338545,0.33743978941788633,0.73345347096842262,20,20,,
D128_F10_V01,128,10,common_grid,absolute,detrended_51,source_band_area,0.64286978417642515,0.33595315763323125,0.73359171466028628,120,120,,
D128_F10_V01,128,10,common_grid,absolute,raw,X1,0.62685173051944421,0.32320786393458922,0.73111961592555486,20,20,,
D128_F10_V01,128,10,common_grid,absolute,raw,source_area,0.61623094819370627,0.31079222689438352,0.7238525095927405,20,20,,
D128_F10_V01,128,10,common_grid,absolute,raw,source_band_area,0.62125124921760666,0.3088293989331643,0.72835223977051899,120,120,,
D128_F10_V01,128,10,common_grid,normalized,detrended_101,X1,0.43336783498246362,0.32044136206393548,0.52900624913506833,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_101,source_area,0.44954044497766898,0.32833820278425702,0.53923576557057418,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_101,source_band_area,0.44489109885078409,0.32185187043082014,0.53831904497670913,30,30,,
D128_F10_V01,128,10,common_grid,normalized,detrended_31,X1,0.44887511066842933,0.30172154106657567,0.53699972917189887,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_31,source_area,0.45579196778177122,0.31251357100210919,0.55026947475405685,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_31,source_band_area,0.45320446335587777,0.30908010943206693,0.54559227305776503,30,30,,
D128_F10_V01,128,10,common_grid,normalized,detrended_51,X1,0.4619112458086535,0.35201222036735896,0.52374390908041835,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_51,source_area,0.4566087803555674,0.33782378825531784,0.53448777374378342,5,5,,
D128_F10_V01,128,10,common_grid,normalized,detrended_51,source_band_area,0.45773408801525312,0.33589897120629625,0.53272818916549025,30,30,,
D128_F10_V01,128,10,common_grid,normalized,raw,X1,0.43170702745280276,0.3244222081125514,0.53281544198212116,5,5,,
D128_F10_V01,128,10,common_grid,normalized,raw,source_area,0.42600267539888548,0.31226425835137761,0.54002554936105607,5,5,,
D128_F10_V01,128,10,common_grid,normalized,raw,source_band_area,0.42749195370450355,0.31017176164335514,0.54021665182304335,30,30,,
D235_F01_V01,235,1,common_grid,absolute,detrended_101,X1,0.59044009167185418,0.35497270215897669,0.66565391073214675,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_101,source_area,0.58622571521881472,0.3587025747403238,0.66287123673664361,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_101,source_band_area,0.59176485163081582,0.35463972605408545,0.67052678209074845,120,120,,
D235_F01_V01,235,1,common_grid,absolute,detrended_31,X1,0.61741828217323147,0.42885086261928185,0.66337461133921627,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_31,source_area,0.61899622417046785,0.43025502582073843,0.66363781184263004,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_31,source_band_area,0.61775329920653999,0.42643251131296372,0.67255977810579026,120,120,,
D235_F01_V01,235,1,common_grid,absolute,detrended_51,X1,0.5993691567146906,0.37043444459167274,0.66700644697797307,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_51,source_area,0.60346202833461782,0.37096140738664357,0.66478700673723212,20,20,,
D235_F01_V01,235,1,common_grid,absolute,detrended_51,source_band_area,0.60383902951378365,0.36568197459411428,0.67759026802575217,120,120,,
D235_F01_V01,235,1,common_grid,absolute,raw,X1,0.58927100411384714,0.35522604006757996,0.65037509977822561,20,20,,
D235_F01_V01,235,1,common_grid,absolute,raw,source_area,0.57800603274176732,0.3477052145336838,0.63862154917682534,20,20,,
D235_F01_V01,235,1,common_grid,absolute,raw,source_band_area,0.58381491793568796,0.34431703945687592,0.64963649478272179,120,120,,
D235_F01_V01,235,1,common_grid,normalized,detrended_101,X1,0.53110291634002949,0.45426947561202657,0.66833579900917295,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_101,source_area,0.53635871775001465,0.45433726189252832,0.66478411392974768,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_101,source_band_area,0.53701765323865258,0.45323300234213781,0.67236653205477248,30,30,,
D235_F01_V01,235,1,common_grid,normalized,detrended_31,X1,0.61122539786612018,0.53317846923908663,0.7286215555576866,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_31,source_area,0.62127932022345067,0.52868364952276448,0.72947808297528371,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_31,source_band_area,0.61952846693854691,0.53038590444572487,0.7312891496551529,30,30,,
D235_F01_V01,235,1,common_grid,normalized,detrended_51,X1,0.58309396202390251,0.46912685099229606,0.69853918283419347,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_51,source_area,0.58974390127463638,0.46876809257747787,0.7022274973836089,5,5,,
D235_F01_V01,235,1,common_grid,normalized,detrended_51,source_band_area,0.58635978205164851,0.46591751820589844,0.70982799332886759,30,30,,
D235_F01_V01,235,1,common_grid,normalized,raw,X1,0.5446531097678381,0.43967233004295131,0.67554970068048292,5,5,,
D235_F01_V01,235,1,common_grid,normalized,raw,source_area,0.53506139174505041,0.43403179400503511,0.66170075272409412,5,5,,
D235_F01_V01,235,1,common_grid,normalized,raw,source_band_area,0.53801798336864748,0.42980065978229059,0.67398364418401302,30,30,,
D235_F03_V01,235,3,common_grid,absolute,detrended_101,X1,0.59288987697470275,0.36537825545447006,0.67842260624346062,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_101,source_area,0.59506594010405212,0.35755443039087265,0.67405811147448369,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_101,source_band_area,0.59233918776664052,0.35080377512004696,0.67435893941535885,120,120,,
D235_F03_V01,235,3,common_grid,absolute,detrended_31,X1,0.59246353040019695,0.38575492950510792,0.65083374422896711,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_31,source_area,0.58938844518370115,0.38003168794385411,0.65106800834066481,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_31,source_band_area,0.59032226224949036,0.37350575459143542,0.65157174818888552,120,120,,
D235_F03_V01,235,3,common_grid,absolute,detrended_51,X1,0.59582952566178093,0.36236954815268402,0.6582159025171832,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_51,source_area,0.59357415012570236,0.3533131440403125,0.66091194315799395,20,20,,
D235_F03_V01,235,3,common_grid,absolute,detrended_51,source_band_area,0.59279586094624959,0.34284111017766528,0.66391791278900614,120,120,,
D235_F03_V01,235,3,common_grid,absolute,raw,X1,0.59872362704463966,0.38388702637273836,0.6606224838116378,20,20,,
D235_F03_V01,235,3,common_grid,absolute,raw,source_area,0.58852960666944443,0.37661656243641678,0.65426625107936986,20,20,,
D235_F03_V01,235,3,common_grid,absolute,raw,source_band_area,0.59040263521715719,0.3696388661699645,0.6587391587896857,120,120,,
D235_F03_V01,235,3,common_grid,normalized,detrended_101,X1,0.5499818659437623,0.42496406843463441,0.68540296806226242,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_101,source_area,0.5279716273740156,0.4191091087858892,0.66730729951878898,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_101,source_band_area,0.5409350343545738,0.41368156272440187,0.68498012543453446,30,30,,
D235_F03_V01,235,3,common_grid,normalized,detrended_31,X1,0.61130950240658199,0.49185998328809044,0.70864566067670887,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_31,source_area,0.60678933538835333,0.48859721226590075,0.70744025370234809,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_31,source_band_area,0.61023042465304778,0.47674923465480079,0.71078101476639322,30,30,,
D235_F03_V01,235,3,common_grid,normalized,detrended_51,X1,0.59563338631386453,0.44361724018121795,0.70043770026864971,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_51,source_area,0.57831308983328389,0.43308859914268866,0.6883820374539692,5,5,,
D235_F03_V01,235,3,common_grid,normalized,detrended_51,source_band_area,0.58376101115991119,0.41969121999245823,0.70216804443829184,30,30,,
D235_F03_V01,235,3,common_grid,normalized,raw,X1,0.55095355609381458,0.43687813722554325,0.67973491132873309,5,5,,
D235_F03_V01,235,3,common_grid,normalized,raw,source_area,0.52701973380495759,0.43042266552028963,0.65659281391048774,5,5,,
D235_F03_V01,235,3,common_grid,normalized,raw,source_band_area,0.53881058642060753,0.42253436159500829,0.67673507831432234,30,30,,
D235_F05_V01,235,5,common_grid,absolute,detrended_101,X1,0.63101124212334292,0.35568174448344075,0.66679713123671158,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_101,source_area,0.62772191955299217,0.35842468241649511,0.67505677680275777,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_101,source_band_area,0.62834431956150461,0.35713720937410853,0.67488617892604663,120,120,,
D235_F05_V01,235,5,common_grid,absolute,detrended_31,X1,0.61761106567224822,0.36153646311959464,0.66168646067088022,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_31,source_area,0.61555379048412751,0.36045310382136297,0.66972878449133533,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_31,source_band_area,0.61654046036107846,0.35371110162830804,0.66551315404007738,120,120,,
D235_F05_V01,235,5,common_grid,absolute,detrended_51,X1,0.61903236312702736,0.36840507766129604,0.65438842904049166,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_51,source_area,0.62239879965295319,0.36530334445126766,0.66786868178344161,20,20,,
D235_F05_V01,235,5,common_grid,absolute,detrended_51,source_band_area,0.62009077385602751,0.35671049806515753,0.66565072840908046,120,120,,
D235_F05_V01,235,5,common_grid,absolute,raw,X1,0.62568637723407994,0.35477563005508583,0.66349232050692919,20,20,,
D235_F05_V01,235,5,common_grid,absolute,raw,source_area,0.61607770959982311,0.34631528489804847,0.67033760659775665,20,20,,
D235_F05_V01,235,5,common_grid,absolute,raw,source_band_area,0.6172462049597196,0.34209602977085185,0.66565449884880756,120,120,,
D235_F05_V01,235,5,common_grid,normalized,detrended_101,X1,0.66455394089295372,0.43480240580998497,0.74339728536739791,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_101,source_area,0.65846454413400624,0.43520351252830769,0.73579076017423517,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_101,source_band_area,0.66271980468639213,0.43461552262103981,0.74926958042345504,30,30,,
D235_F05_V01,235,5,common_grid,normalized,detrended_31,X1,0.65569737332324007,0.45436283224123819,0.73330003222911833,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_31,source_area,0.6584770181424433,0.45373901687417806,0.73684911727534408,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_31,source_band_area,0.65256915822118944,0.44469482788701764,0.74177580112168928,30,30,,
D235_F05_V01,235,5,common_grid,normalized,detrended_51,X1,0.66357778817687529,0.43659688860105428,0.74270888369876387,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_51,source_area,0.65985093611410872,0.43437041041075819,0.73656135106721665,5,5,,
D235_F05_V01,235,5,common_grid,normalized,detrended_51,source_band_area,0.6598234947469046,0.42639869656095625,0.74748506411117832,30,30,,
D235_F05_V01,235,5,common_grid,normalized,raw,X1,0.66186311112439333,0.42893427678062612,0.73928669695125271,5,5,,
D235_F05_V01,235,5,common_grid,normalized,raw,source_area,0.6501417081371752,0.41986117152384028,0.73069300325423414,5,5,,
D235_F05_V01,235,5,common_grid,normalized,raw,source_band_area,0.65441112052859096,0.41746623839920155,0.742389163813304,30,30,,
D235_F07_V01,235,7,common_grid,absolute,detrended_101,X1,0.57301831228062639,0.38425094918022612,0.63868304599204329,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_101,source_area,0.5833844029700932,0.38465207460292855,0.64213219892191309,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_101,source_band_area,0.58199069756511113,0.37788247503058769,0.65185179207944632,120,120,,
D235_F07_V01,235,7,common_grid,absolute,detrended_31,X1,0.58773889181640582,0.39484076401887325,0.65977437216788237,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_31,source_area,0.58632488349619549,0.40379927992403347,0.65553862517112016,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_31,source_band_area,0.58608121900348997,0.39442466394654796,0.66576562194584821,120,120,,
D235_F07_V01,235,7,common_grid,absolute,detrended_51,X1,0.58283994083547352,0.38629683571910389,0.64901144580774528,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_51,source_area,0.58841551499042699,0.38916080274677767,0.64733522352738571,20,20,,
D235_F07_V01,235,7,common_grid,absolute,detrended_51,source_band_area,0.58835869979924449,0.37246219167265171,0.65526929446435567,120,120,,
D235_F07_V01,235,7,common_grid,absolute,raw,X1,0.58423363728891164,0.35989546171558939,0.64651515568190243,20,20,,
D235_F07_V01,235,7,common_grid,absolute,raw,source_area,0.58470324235579429,0.36086488689267804,0.63525207076725543,20,20,,
D235_F07_V01,235,7,common_grid,absolute,raw,source_band_area,0.58247521962936344,0.34174114119293575,0.65034704893944562,120,120,,
D235_F07_V01,235,7,common_grid,normalized,detrended_101,X1,0.56312468253993142,0.48315910440144827,0.65406119594921264,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_101,source_area,0.56224017893663802,0.48463203353122275,0.6613762868539057,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_101,source_band_area,0.55846753577932062,0.47575085713948395,0.66502293555932057,30,30,,
D235_F07_V01,235,7,common_grid,normalized,detrended_31,X1,0.5959428504503328,0.50076176324348987,0.67500134527758182,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_31,source_area,0.59671273088532562,0.50965017498192622,0.68038508739330361,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_31,source_band_area,0.59893922668567379,0.50039159790118981,0.68158953812324918,30,30,,
D235_F07_V01,235,7,common_grid,normalized,detrended_51,X1,0.56509445801663749,0.5017465219039452,0.67187562242613674,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_51,source_area,0.56977348902823421,0.50377205398854941,0.67891171843977882,5,5,,
D235_F07_V01,235,7,common_grid,normalized,detrended_51,source_band_area,0.56386592406457381,0.49128751843947299,0.682111320385001,30,30,,
D235_F07_V01,235,7,common_grid,normalized,raw,X1,0.5467336806702805,0.46273826790774258,0.66175173225152739,5,5,,
