source_bin,tail_bin,u_lo,u_hi,u_mid,tail_lo_um,tail_hi_um,tail_mid_um,eta_lo,eta_hi,eta_mid,scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,rho,n_pairs,rho_peak,lag_at_peak,n_pairs_lag0,zero_lag_rank,peak_within_pm2,peak_within_pm5,rho_remote_median,zero_lag_specificity,high_region_target_count
5,4,0.66666666666666663,0.83333333333333337,0.75,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.18065073176989396,424,0.18065073176989396,0,424,1,True,True,0.0031012425683050195,0.17754948920158894,8
5,3,0.66666666666666663,0.83333333333333337,0.75,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.16896101067504743,424,0.21913154794194276,-2,424,5,True,True,0.028592551301192499,0.14036845937385492,8
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.16808830598142738,424,0.16808830598142738,0,424,1,True,True,0.011605386909121459,0.15648291907230591,8
6,4,0.83333333333333337,1,0.91666666666666663,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.16314362247723288,424,0.16513649031260214,2,424,2,True,True,-0.020435444924810094,0.18357906740204297,8
5,7,0.66666666666666663,0.83333333333333337,0.75,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.16224546803976894,424,0.16224546803976894,0,424,1,True,True,0.020508369579002955,0.14173709846076599,8
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F05_V01,235,5,common_grid,absolute,6,detrended_51,mean,0.15786364653403376,424,0.18927146131283246,-4,424,3,False,True,0.007619868961325672,0.1502437775727081,8
3,1,0.33333333333333331,0.5,0.41666666666666669,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F05_V01,235,5,common_grid,normalized,6,detrended_51,mean,0.23651587273674751,424,0.23651587273674751,0,424,1,True,True,0.0088903562044828077,0.2276255165322647,3
2,1,0.16666666666666666,0.33333333333333331,0.25,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F05_V01,235,5,common_grid,normalized,6,detrended_51,mean,0.21473382855689543,424,0.21473382855689543,0,424,1,True,True,0.0086695236479003793,0.20606430490899505,3
5,2,0.66666666666666663,0.83333333333333337,0.75,47,94,70.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,D235_F05_V01,235,5,common_grid,normalized,6,detrended_51,mean,0.20103308437682821,424,0.23810453714525112,-2,424,2,True,True,0.019470096757267373,0.18156298761956083,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.26269586618638679,444,0.26269586618638679,0,444,1,True,True,0.024256980498535089,0.23843888568785171,9
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.2282285357749643,444,0.2282285357749643,0,444,1,True,True,0.017236160704651445,0.21099237507031285,9
3,3,0.33333333333333331,0.5,0.41666666666666669,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.22808402849035925,444,0.22808402849035925,0,444,1,True,True,0.0012860590222907994,0.22679796946806846,9
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.18787017451204266,444,0.19254444870811729,-5,444,2,False,True,0.027223916731666985,0.16064625778037567,9
3,5,0.33333333333333331,0.5,0.41666666666666669,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.18275816164235456,444,0.19317922328986531,1,444,2,True,True,0.018499828893333452,0.1642583327490211,9
3,4,0.33333333333333331,0.5,0.41666666666666669,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.17812941170736007,444,0.1799167351955018,-46,444,2,False,False,-0.0090392217412312049,0.18716863344859128,9
5,1,0.66666666666666663,0.83333333333333337,0.75,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.17738674013367178,444,0.17738674013367178,0,444,1,True,True,-0.014815012157289977,0.19220175229096176,9
4,5,0.5,0.66666666666666663,0.58333333333333337,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.16823325536976369,444,0.17804848354264535,49,444,3,False,False,0.017765173741900314,0.15046808162786338,9
5,5,0.66666666666666663,0.83333333333333337,0.75,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F07_V01,235,7,common_grid,absolute,6,detrended_51,mean,0.16008615881425967,444,0.16639424379641363,1,444,2,True,True,-0.010530942936954594,0.17061710175121425,9
3,2,0.33333333333333331,0.5,0.41666666666666669,47,94,70.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,D235_F07_V01,235,7,common_grid,normalized,6,detrended_51,mean,0.24728966503016733,444,0.24728966503016733,0,444,1,True,True,0.0019655416403789941,0.24532412338978835,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F07_V01,235,7,common_grid,normalized,6,detrended_51,mean,0.23298141832119529,444,0.23298141832119529,0,444,1,True,True,-0.0039853423515697249,0.23696676067276501,3
3,3,0.33333333333333331,0.5,0.41666666666666669,94,141,117.5,0.40000000000000002,0.59999999999999998,0.5,D235_F07_V01,235,7,common_grid,normalized,6,detrended_51,mean,0.22588146711769461,444,0.23931671775797597,1,444,2,True,True,0.030232989687382705,0.19564847743031191,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.37670050167512942,461,0.37670050167512942,0,461,1,True,True,0.089752323938556172,0.28694817773657322,8
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.28808968649082922,461,0.28808968649082922,0,461,1,True,True,0.035712122116658099,0.25237756437417114,8
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.2745227974815253,461,0.2745227974815253,0,461,1,True,True,0.10389527138586782,0.17062752609565748,8
5,1,0.66666666666666663,0.83333333333333337,0.75,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.25738995648592788,461,0.27322117286649994,-3,461,3,False,True,0.042674375447313284,0.2147155810386146,8
5,2,0.66666666666666663,0.83333333333333337,0.75,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.23296349168728994,461,0.23499357458994222,-1,461,2,True,True,-0.016451811223895715,0.24941530291118566,8
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.21183104922800267,461,0.21183104922800267,0,461,1,True,True,0.074722684446090593,0.13710836478191207,8
4,2,0.5,0.66666666666666663,0.58333333333333337,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.21180223221021791,461,0.22018217736367351,-8,461,3,False,False,0.074393755566537975,0.13740847664367994,8
5,3,0.66666666666666663,0.83333333333333337,0.75,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F10_V01,235,10,common_grid,absolute,6,detrended_51,mean,0.21108955725245124,461,0.21108955725245124,0,461,1,True,True,0.050642151022365106,0.16044740623008613,8
3,1,0.33333333333333331,0.5,0.41666666666666669,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F10_V01,235,10,common_grid,normalized,6,detrended_51,mean,0.41932214328308931,461,0.41932214328308931,0,461,1,True,True,0.071361628868379073,0.34796051441471021,3
4,1,0.5,0.66666666666666663,0.58333333333333337,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F10_V01,235,10,common_grid,normalized,6,detrended_51,mean,0.29330660601976871,461,0.29330660601976871,0,461,1,True,True,0.099244771038612567,0.19406183498115614,3
5,1,0.66666666666666663,0.83333333333333337,0.75,0,47,23.5,0,0.20000000000000001,0.10000000000000001,D235_F10_V01,235,10,common_grid,normalized,6,detrended_51,mean,0.28962520385997337,461,0.28962520385997337,0,461,1,True,True,0.019099310848257091,0.27052589301171626,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.28889411271493404,453,0.28889411271493404,0,453,1,True,True,0.026814498597582073,0.26207961411735198,9
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.24378194806054879,453,0.24378194806054879,0,453,1,True,True,0.039219066655165613,0.20456288140538317,9
4,2,0.5,0.66666666666666663,0.58333333333333337,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.22302614916246483,453,0.22302614916246483,0,453,1,True,True,0.076171540991008063,0.14685460817145676,9
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.21706427551482693,453,0.22307933312933403,33,453,2,False,False,0.053460412818905997,0.16360386269592092,9
2,2,0.16666666666666666,0.33333333333333331,0.25,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.18248821501655188,453,0.187356766026961,1,453,2,True,True,0.058297941950025842,0.12419027306652604,9
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.17602618812995957,453,0.17602618812995957,0,453,1,True,True,0.034745458563357895,0.14128072956660168,9
3,3,0.33333333333333331,0.5,0.41666666666666669,50,75,62.5,0.17543859649122806,0.26315789473684209,0.21929824561403508,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.16253916204372265,453,0.16253916204372265,0,453,1,True,True,0.042083137641743228,0.12045602440197942,9
4,3,0.5,0.66666666666666663,0.58333333333333337,50,75,62.5,0.17543859649122806,0.26315789473684209,0.21929824561403508,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.15436348889095464,453,0.15528864849812807,-48,453,2,False,False,0.046488045183346913,0.10787544370760772,9
6,1,0.83333333333333337,1,0.91666666666666663,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F01_V01,285,1,common_grid,absolute,6,detrended_51,mean,0.15070366008660083,453,0.22415617317257228,1,453,4,True,True,0.012471755957747136,0.13823190412885369,9
3,1,0.33333333333333331,0.5,0.41666666666666669,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F01_V01,285,1,common_grid,normalized,6,detrended_51,mean,0.33255621399923613,453,0.33255621399923613,0,453,1,True,True,0.064515692251392032,0.2680405217478441,3
4,1,0.5,0.66666666666666663,0.58333333333333337,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F01_V01,285,1,common_grid,normalized,6,detrended_51,mean,0.30464084823285825,453,0.30464084823285825,0,453,1,True,True,0.065940358832608334,0.2387004894002499,3
2,1,0.16666666666666666,0.33333333333333331,0.25,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F01_V01,285,1,common_grid,normalized,6,detrended_51,mean,0.25800473519757566,453,0.25800473519757566,0,453,1,True,True,0.075995851902662989,0.18200888329491266,3
5,3,0.66666666666666663,0.83333333333333337,0.75,50,75,62.5,0.17543859649122806,0.26315789473684209,0.21929824561403508,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.19763862039921917,474,0.19763862039921917,0,474,1,True,True,-7.992117460525576e-05,0.19771854157382443,10
2,2,0.16666666666666666,0.33333333333333331,0.25,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.195019906099407,474,0.195019906099407,0,474,1,True,True,0.0022679183034434516,0.19275198779596356,10
5,4,0.66666666666666663,0.83333333333333337,0.75,75,100,87.5,0.26315789473684209,0.35087719298245612,0.30701754385964913,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.17833515142103593,474,0.17833515142103593,0,474,1,True,True,-0.001415633770959926,0.17975078519199586,10
5,8,0.66666666666666663,0.83333333333333337,0.75,175,200,187.5,0.61403508771929827,0.70175438596491224,0.65789473684210531,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.167609098787731,474,0.167609098787731,0,474,1,True,True,-0.011437190133384876,0.17904628892111588,10
4,2,0.5,0.66666666666666663,0.58333333333333337,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.16449000826663199,474,0.16449000826663199,0,474,1,True,True,-0.013051085775432578,0.17754109404206456,10
5,10,0.66666666666666663,0.83333333333333337,0.75,225,250,237.5,0.78947368421052633,0.8771929824561403,0.83333333333333337,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.1469406123362724,474,0.1469406123362724,0,474,1,True,True,0.015473442357782214,0.13146716997849017,10
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.13602586896570279,474,0.15679633923522709,-34,474,2,False,False,-0.0063101190090456959,0.14233598797474847,10
5,9,0.66666666666666663,0.83333333333333337,0.75,200,225,212.5,0.70175438596491224,0.78947368421052633,0.74561403508771928,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.13463541905820087,474,0.15261479997852598,33,474,2,False,False,-0.0083746451248236931,0.14301006418302456,10
5,2,0.66666666666666663,0.83333333333333337,0.75,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.1313303348803232,474,0.1313303348803232,0,474,1,True,True,-0.012190171092698524,0.14352050597302171,10
6,1,0.83333333333333337,1,0.91666666666666663,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F03_V01,285,3,common_grid,absolute,6,detrended_51,mean,0.12649096302385898,474,0.12649096302385898,0,474,1,True,True,0.006490142469018724,0.12000082055484027,10
5,2,0.66666666666666663,0.83333333333333337,0.75,57,114,85.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,D285_F03_V01,285,3,common_grid,normalized,6,detrended_51,mean,0.21465190078469654,474,0.21465190078469654,0,474,1,True,True,0.00059900416436284992,0.21405289662033369,3
5,4,0.66666666666666663,0.83333333333333337,0.75,171,228,199.5,0.59999999999999998,0.80000000000000004,0.69999999999999996,D285_F03_V01,285,3,common_grid,normalized,6,detrended_51,mean,0.16508829710469619,474,0.19213700062417957,1,474,2,True,True,-0.03846749252974617,0.20355578963444237,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F03_V01,285,3,common_grid,normalized,6,detrended_51,mean,0.16298978316700172,474,0.16298978316700172,0,474,1,True,True,-0.027279318812323702,0.19026910197932542,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.22147246137859805,492,0.22147246137859805,0,492,1,True,True,0.016228360738517033,0.20524410064008103,8
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.20027471836433178,492,0.20504749235547179,4,492,2,False,True,0.012123081028950794,0.18815163733538098,8
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.16387729068221693,492,0.16387729068221693,0,492,1,True,True,-0.00015428560657118878,0.16403157628878812,8
5,2,0.66666666666666663,0.83333333333333337,0.75,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.16119997319779081,492,0.16119997319779081,0,492,1,True,True,0.0091135419308705241,0.15208643126692029,8
3,3,0.33333333333333331,0.5,0.41666666666666669,50,75,62.5,0.17543859649122806,0.26315789473684209,0.21929824561403508,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.15824085006667166,492,0.15824085006667166,0,492,1,True,True,0.040863398404292421,0.11737745166237923,8
3,6,0.33333333333333331,0.5,0.41666666666666669,125,150,137.5,0.43859649122807015,0.52631578947368418,0.48245614035087719,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.15294873322115571,492,0.15294873322115571,0,492,1,True,True,0.019384807034115107,0.1335639261870406,8
4,6,0.5,0.66666666666666663,0.58333333333333337,125,150,137.5,0.43859649122807015,0.52631578947368418,0.48245614035087719,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.15062620273316973,492,0.18942963663577178,41,492,3,False,False,0.025916667177193681,0.12470953555597605,8
6,2,0.83333333333333337,1,0.91666666666666663,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F05_V01,285,5,common_grid,absolute,6,detrended_51,mean,0.14672768686706411,492,0.16402627520027752,-49,492,2,False,False,-0.0010600930198043888,0.1477877798868685,8
3,1,0.33333333333333331,0.5,0.41666666666666669,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,0.22213637374415279,492,0.22213637374415279,0,492,1,True,True,0.030785854107144125,0.19135051963700866,3
4,1,0.5,0.66666666666666663,0.58333333333333337,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,0.20548296592470416,492,0.23258875913634586,4,492,2,False,True,0.031754176748111179,0.17372878917659298,3
3,2,0.33333333333333331,0.5,0.41666666666666669,57,114,85.5,0.20000000000000001,0.40000000000000002,0.29999999999999999,D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,0.20448374745315404,492,0.20789517726739998,2,492,2,True,True,0.036527585264333431,0.16795616218882059,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.25936704730940241,458,0.25936704730940241,0,458,1,True,True,0.010990857968213055,0.24837618934118935,9
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.21955653416274434,458,0.21955653416274434,0,458,1,True,True,0.013598503706756995,0.20595803045598735,9
6,1,0.83333333333333337,1,0.91666666666666663,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.18565794539022581,458,0.18565794539022581,0,458,1,True,True,-0.0072420905421868471,0.19290003593241267,9
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.17955562056275703,458,0.17955562056275703,0,458,1,True,True,-0.012198675857159991,0.19175429641991704,9
4,4,0.5,0.66666666666666663,0.58333333333333337,75,100,87.5,0.26315789473684209,0.35087719298245612,0.30701754385964913,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.16686283891944084,458,0.16686283891944084,0,458,1,True,True,0.02418493160748332,0.14267790731195751,9
3,5,0.33333333333333331,0.5,0.41666666666666669,100,125,112.5,0.35087719298245612,0.43859649122807015,0.39473684210526316,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.16424145560513587,458,0.16424145560513587,0,458,1,True,True,0.028796365182896071,0.13544509042223979,9
3,7,0.33333333333333331,0.5,0.41666666666666669,150,175,162.5,0.52631578947368418,0.61403508771929827,0.57017543859649122,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.16020395181816752,458,0.191498986317996,1,458,3,True,True,0.020236574310477859,0.13996737750768967,9
4,5,0.5,0.66666666666666663,0.58333333333333337,100,125,112.5,0.35087719298245612,0.43859649122807015,0.39473684210526316,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.15009220346588592,458,0.18405682525217704,-36,458,2,False,False,0.037138402220752015,0.11295380124513391,9
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F07_V01,285,7,common_grid,absolute,6,detrended_51,mean,0.14985637843332095,458,0.19075377974699201,2,458,3,True,True,0.0034184575506104563,0.14643792088271049,9
3,1,0.33333333333333331,0.5,0.41666666666666669,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,0.2841228989512864,458,0.2841228989512864,0,458,1,True,True,0.020822799361220133,0.26330009959006628,3
4,1,0.5,0.66666666666666663,0.58333333333333337,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,0.23384479504282979,458,0.23384479504282979,0,458,1,True,True,0.026704721004465637,0.20714007403836415,3
3,4,0.33333333333333331,0.5,0.41666666666666669,171,228,199.5,0.59999999999999998,0.80000000000000004,0.69999999999999996,D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,0.19905025168632379,458,0.19905025168632379,0,458,1,True,True,0.018859083398490968,0.18019116828783283,3
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.33745873733590515,494,0.33745873733590515,0,494,1,True,True,0.009489568172133438,0.32796916916377172,10
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.27773187397371152,494,0.27773187397371152,0,494,1,True,True,-0.0047197630716677031,0.28245163704537923,10
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.26059674860062176,494,0.26059674860062176,0,494,1,True,True,0.014065502424101473,0.24653124617652028,10
5,2,0.66666666666666663,0.83333333333333337,0.75,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.24522000971575877,494,0.24522000971575877,0,494,1,True,True,0.0082796184097933788,0.23694039130596539,10
4,2,0.5,0.66666666666666663,0.58333333333333337,25,50,37.5,0.08771929824561403,0.17543859649122806,0.13157894736842105,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.23860980445762553,494,0.23860980445762553,0,494,1,True,True,-0.0070540126304509026,0.24566381708807644,10
4,7,0.5,0.66666666666666663,0.58333333333333337,150,175,162.5,0.52631578947368418,0.61403508771929827,0.57017543859649122,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.20859145415778974,494,0.20859145415778974,0,494,1,True,True,0.012004270990782747,0.19658718316700699,10
4,3,0.5,0.66666666666666663,0.58333333333333337,50,75,62.5,0.17543859649122806,0.26315789473684209,0.21929824561403508,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.20653480883899872,494,0.21444526855346091,-1,494,2,True,True,0.0013916100395313007,0.20514319879946741,10
3,7,0.33333333333333331,0.5,0.41666666666666669,150,175,162.5,0.52631578947368418,0.61403508771929827,0.57017543859649122,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.20229342885295309,494,0.20229342885295309,0,494,1,True,True,0.023045782922640458,0.17924764593031264,10
5,4,0.66666666666666663,0.83333333333333337,0.75,75,100,87.5,0.26315789473684209,0.35087719298245612,0.30701754385964913,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.20187018585737146,494,0.20254626237559922,1,494,2,True,True,0.034260107681146235,0.16761007817622522,10
5,1,0.66666666666666663,0.83333333333333337,0.75,0,25,12.5,0,0.08771929824561403,0.043859649122807015,D285_F10_V01,285,10,common_grid,absolute,6,detrended_51,mean,0.186243619616864,494,0.186243619616864,0,494,1,True,True,0.022188419926347631,0.16405519969051638,10
4,1,0.5,0.66666666666666663,0.58333333333333337,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,0.38183124176711902,494,0.38183124176711902,0,494,1,True,True,0.01786680967000704,0.36396443209711199,3
3,1,0.33333333333333331,0.5,0.41666666666666669,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,0.3511056380640194,494,0.3511056380640194,0,494,1,True,True,-0.0001542514560387313,0.35125988952005816,3
5,1,0.66666666666666663,0.83333333333333337,0.75,0,57,28.5,0,0.20000000000000001,0.10000000000000001,D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,0.25594513838469862,494,0.25594513838469862,0,494,1,True,True,0.0097727786790380803,0.24617235970566054,3
6,2,0.83333333333333337,1,0.91666666666666663,25,50,37.5,0.050000000000000003,0.10000000000000001,0.074999999999999997,D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,0.19273194404204563,500,0.19273194404204563,0,500,1,True,True,-0.0063643197016559488,0.1990962637437016,9
6,6,0.83333333333333337,1,0.91666666666666663,125,150,137.5,0.25,0.29999999999999999,0.27500000000000002,D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,0.16172498509893279,500,0.16172498509893279,0,500,1,True,True,-0.015725996554780984,0.17745098165371379,9
5,3,0.66666666666666663,0.83333333333333337,0.75,50,75,62.5,0.10000000000000001,0.14999999999999999,0.125,D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,0.16127590699114,500,0.16127590699114,0,500,1,True,True,-0.00093196517435306225,0.16220787216549307,9
5,8,0.66666666666666663,0.83333333333333337,0.75,175,200,187.5,0.34999999999999998,0.40000000000000002,0.375,D500_F01_V01,500,1,common_grid,absolute,6,detrended_51,mean,0.15872120853799307,500,0.20485664510152624,-2,500,2,True,True,0.019745267029498477,0.1389759415084946,9
