coordinate,diameter_a,diameter_b,map_spearman,n_cells
absolute,128,235,0.66053892631432753,120
absolute,128,285,0.72812000833391222,120
absolute,128,500,0.31329258976317803,120
absolute,235,285,0.69772900895895551,120
absolute,235,500,0.50911868879783329,120
absolute,285,500,0.36055281616778945,120
