diameter_um,coordinate,source_bins,mode,metric,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count
128,absolute,6,detrended_51,mean,0.079594426432959067,-0.029738070334327682,0.34153048607935721,120,115,5,0.41666666666666669,3,1,12.5,0.09765625,0.34153048607935721,0.32495917552128561,,,,115,12,12,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,137.5,0,150,0.29296875,0,1.171875,0.23251816824609739,0.23459097419131655,,,12
128,normalized,6,detrended_51,mean,0.1773304488459175,0.0071039080111125951,0.33978271316592262,30,30,0,0.41666666666666669,3,1,12.800000000000001,0.10000000000000001,0.33978271316592262,0.32313276892045278,,,,30,3,3,0.41666666666666669,0.25,0.41666666666666669,0.16666666666666666,0.5,12.800000000000001,12.800000000000001,38.400000000000006,0,51.200000000000003,0.10000000000000001,0,0.40000000000000002,0.28691448155198185,0.28010228424278832,,,3
235,absolute,6,detrended_51,mean,0.027794469802991384,-0.07989553315003875,0.2282285357749643,120,79,41,0.58333333333333337,4,1,12.5,0.053191489361702128,0.2282285357749643,0.21099237507031285,,,,79,8,8,0.58333333333333337,0.25,0.75,0.16666666666666666,0.83333333333333337,37.5,12.5,112.5,0,125,0.15957446808510639,0,0.53191489361702127,0.17477793985420045,0.16652621034040155,,,8
235,normalized,6,detrended_51,mean,0.10473437227551935,-0.077996028440681431,0.23298141832119529,30,24,6,0.41666666666666669,3,1,23.5,0.10000000000000001,0.23298141832119529,0.2276255165322647,,,,24,3,3,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,23.5,23.5,117.5,0,141,0.10000000000000001,0,0.59999999999999998,0.22286647703367513,0.20461791024121542,,,3
285,absolute,6,detrended_51,mean,0.035329696410153724,-0.09643067823096807,0.25936704730940241,120,95,25,0.41666666666666669,3,1,12.5,0.043859649122807015,0.25936704730940241,0.24653124617652028,,,,95,10,10,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,37.5,12.5,87.5,0,100,0.13157894736842105,0,0.35087719298245612,0.15080869504418759,0.14240061776981169,,,10
285,normalized,6,detrended_51,mean,0.090860187639507969,-0.12398546251954728,0.2841228989512864,30,25,5,0.41666666666666669,3,1,28.5,0.10000000000000001,0.2841228989512864,0.26330009959006628,,,,25,3,3,0.58333333333333337,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,85.5,0,114,0.10000000000000001,0,0.40000000000000002,0.23384479504282979,0.20714007403836415,,,3
500,absolute,6,detrended_51,mean,0.015286657862440952,-0.063113671237673294,0.12816249886746539,120,77,43,0.25,2,1,12.5,0.025000000000000001,0.12816249886746539,0.13617632734277532,,,,77,8,8,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,62.5,12.5,237.5,0,250,0.125,0,0.5,0.098938066787781165,0.078062807227623154,,,8
500,normalized,6,detrended_51,mean,0.018269897035680528,-0.049152246835227315,0.16042475266121617,30,18,12,0.25,2,1,50,0.10000000000000001,0.16042475266121617,0.17203950671158702,,,,18,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,50,50,50,0,100,0.10000000000000001,0,0.20000000000000001,0.12662426947894653,0.13934430198940911,,,2
