pair,support,algorithm,flow_mm_s,metric,from_diameter_um,to_diameter_um,percent_change,reason
SV-B_vs_OMAG-B,common,SV-B,5,raw_AUC_200,128,285,-74.4689875047985,ok
SV-B_vs_OMAG-B,common,OMAG-B,5,raw_AUC_200,128,285,-40.674552825715274,ok
SV-B_vs_OMAG-B,native,SV-B,5,vessel_core_P95,128,235,6.505872033027824,ok
SV-B_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,128,235,19.87868196924077,ok
SV-B_vs_OMAG-B,native,SV-B,5,vessel_core_P95,235,285,7.264214087542105,ok
SV-B_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,235,285,8.01893495620614,ok
SV-B_vs_OMAG-B,native,SV-B,5,vessel_core_P95,128,285,14.242686593310598,ok
SV-B_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,128,285,29.491675502711406,ok
SV-B_vs_OMAG-B,common,SV-B,5,vessel_core_P95,128,235,6.505872033027824,ok
SV-B_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,128,235,19.87868196924077,ok
SV-B_vs_OMAG-B,common,SV-B,5,vessel_core_P95,235,285,7.264214087542105,ok
SV-B_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,235,285,8.01893495620614,ok
SV-B_vs_OMAG-B,common,SV-B,5,vessel_core_P95,128,285,14.242686593310598,ok
SV-B_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,128,285,29.491675502711406,ok
SV-B_vs_OMAG-B,native,SV-B,7,normalized_AUC_um,128,235,-86.01091878099393,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,128,235,-62.55968449423055,ok
SV-B_vs_OMAG-B,native,SV-B,7,normalized_AUC_um,235,285,-24.048184272457583,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,235,285,-13.12727633769895,ok
SV-B_vs_OMAG-B,native,SV-B,7,normalized_AUC_um,128,285,-89.37503881056426,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,128,285,-67.47457817237925,ok
SV-B_vs_OMAG-B,common,SV-B,7,normalized_AUC_um,128,235,-86.01091878099393,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,128,235,-62.55968449423055,ok
SV-B_vs_OMAG-B,common,SV-B,7,normalized_AUC_um,235,285,-24.048184272457583,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,235,285,-13.12727633769895,ok
SV-B_vs_OMAG-B,common,SV-B,7,normalized_AUC_um,128,285,-89.37503881056426,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,128,285,-67.47457817237925,ok
SV-B_vs_OMAG-B,native,SV-B,7,raw_AUC_200,128,235,-73.1739921231291,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,128,235,-41.95988644402642,ok
SV-B_vs_OMAG-B,native,SV-B,7,raw_AUC_200,235,285,-16.32922660017838,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,235,285,-5.829825511237108,ok
SV-B_vs_OMAG-B,native,SV-B,7,raw_AUC_200,128,285,-77.55447173712504,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,128,285,-45.34352379086356,ok
SV-B_vs_OMAG-B,common,SV-B,7,raw_AUC_200,128,235,-73.1739921231291,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,128,235,-41.97526174256224,ok
SV-B_vs_OMAG-B,common,SV-B,7,raw_AUC_200,235,285,-16.32922660017838,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,235,285,-5.829825511237108,ok
SV-B_vs_OMAG-B,common,SV-B,7,raw_AUC_200,128,285,-77.55447173712504,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,128,285,-45.35800273632291,ok
SV-B_vs_OMAG-B,native,SV-B,7,vessel_core_P95,128,235,92.25690077010267,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,128,235,57.076456200623824,ok
SV-B_vs_OMAG-B,native,SV-B,7,vessel_core_P95,235,285,6.8504783095233455,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,235,285,7.951285153025866,ok
SV-B_vs_OMAG-B,native,SV-B,7,vessel_core_P95,128,285,105.4274180559204,ok
SV-B_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,128,285,69.5660531414032,ok
SV-B_vs_OMAG-B,common,SV-B,7,vessel_core_P95,128,235,92.25690077010267,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,128,235,57.11575704973021,ok
SV-B_vs_OMAG-B,common,SV-B,7,vessel_core_P95,235,285,6.8504783095233455,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,235,285,7.951285153025866,ok
SV-B_vs_OMAG-B,common,SV-B,7,vessel_core_P95,128,285,105.4274180559204,ok
SV-B_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,128,285,69.6084789130896,ok
SV-B_vs_OMAG-B,native,SV-B,10,normalized_AUC_um,128,235,-74.06225408892718,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,128,235,-53.6600711245671,ok
SV-B_vs_OMAG-B,native,SV-B,10,normalized_AUC_um,235,285,-24.27866713960929,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,235,285,-6.689733083530645,ok
SV-B_vs_OMAG-B,native,SV-B,10,normalized_AUC_um,128,285,-80.35959308219417,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,128,285,-56.760088677431504,ok
SV-B_vs_OMAG-B,common,SV-B,10,normalized_AUC_um,128,235,-74.06225408892718,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,128,235,-53.6600711245671,ok
SV-B_vs_OMAG-B,common,SV-B,10,normalized_AUC_um,235,285,-24.27866713960929,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,235,285,-6.689733083530645,ok
SV-B_vs_OMAG-B,common,SV-B,10,normalized_AUC_um,128,285,-80.35959308219417,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,128,285,-56.760088677431504,ok
SV-B_vs_OMAG-B,native,SV-B,10,raw_AUC_200,128,235,-71.29889693253268,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,128,235,-43.25121203620059,ok
SV-B_vs_OMAG-B,native,SV-B,10,raw_AUC_200,235,285,-19.879936084922985,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,235,285,-1.9838945293061248,ok
SV-B_vs_OMAG-B,native,SV-B,10,raw_AUC_200,128,285,-77.00465787801306,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,128,285,-44.377048136061944,ok
SV-B_vs_OMAG-B,common,SV-B,10,raw_AUC_200,128,235,-71.29889693253268,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,128,235,-43.25121203620059,ok
SV-B_vs_OMAG-B,common,SV-B,10,raw_AUC_200,235,285,-19.879936084922985,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,235,285,-1.9838945293061248,ok
SV-B_vs_OMAG-B,common,SV-B,10,raw_AUC_200,128,285,-77.00465787801306,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,128,285,-44.377048136061944,ok
SV-B_vs_OMAG-B,native,SV-B,10,vessel_core_P95,128,235,9.483029972898004,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,128,235,21.507061847694303,ok
SV-B_vs_OMAG-B,native,SV-B,10,vessel_core_P95,235,285,5.185039760278197,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,235,285,5.077207434018795,ok
SV-B_vs_OMAG-B,native,SV-B,10,vessel_core_P95,128,285,15.159768607750062,ok
SV-B_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,128,285,27.67622742468325,ok
SV-B_vs_OMAG-B,common,SV-B,10,vessel_core_P95,128,235,9.483029972898004,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,128,235,21.507061847694303,ok
SV-B_vs_OMAG-B,common,SV-B,10,vessel_core_P95,235,285,5.185039760278197,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,235,285,5.077207434018795,ok
SV-B_vs_OMAG-B,common,SV-B,10,vessel_core_P95,128,285,15.159768607750062,ok
SV-B_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,128,285,27.67622742468325,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,normalized_AUC_um,128,235,-48.667259976404104,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,normalized_AUC_um,128,235,-48.612862300600916,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,normalized_AUC_um,235,285,-15.91123115272809,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,normalized_AUC_um,235,285,-13.865404054409266,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,normalized_AUC_um,128,285,-56.834930898587416,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,normalized_AUC_um,128,285,-55.73789657461827,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,normalized_AUC_um,128,235,-48.667259976404104,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,normalized_AUC_um,128,235,-48.09750723606311,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,normalized_AUC_um,235,285,-15.91123115272809,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,normalized_AUC_um,235,285,-13.49504835561427,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,normalized_AUC_um,128,285,-56.834930898587416,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,normalized_AUC_um,128,285,-55.10177373232558,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,raw_AUC_200,128,235,-37.90179376968641,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,raw_AUC_200,128,235,-39.46527710626329,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,raw_AUC_200,235,285,-4.448452105248412,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,raw_AUC_200,235,285,-1.4052490823710106,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,raw_AUC_200,128,285,-40.66420273206029,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,raw_AUC_200,128,285,-40.315940744243356,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,raw_AUC_200,128,235,-37.90179376968641,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,raw_AUC_200,128,235,-39.538195480164596,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,raw_AUC_200,235,285,-4.448452105248412,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,raw_AUC_200,235,285,-1.6288728936371897,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,raw_AUC_200,128,285,-40.66420273206029,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,raw_AUC_200,128,285,-40.5230414249921,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,vessel_core_P95,128,235,21.456126431219644,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,vessel_core_P95,128,235,18.228919129018305,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,vessel_core_P95,235,285,9.936958577755668,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,vessel_core_P95,235,285,11.607164702340663,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,1,vessel_core_P95,128,285,33.5251714048365,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,1,vessel_core_P95,128,285,31.951944498120604,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,vessel_core_P95,128,235,21.456126431219644,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,vessel_core_P95,128,235,17.622957502658103,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,vessel_core_P95,235,285,9.936958577755668,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,vessel_core_P95,235,285,10.486544341751454,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,1,vessel_core_P95,128,285,33.5251714048365,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,1,vessel_core_P95,128,285,29.957541097253813,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,normalized_AUC_um,128,235,-47.915976122189896,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,normalized_AUC_um,128,235,-48.541656505076,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,normalized_AUC_um,235,285,-14.869208224192562,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,normalized_AUC_um,235,285,-15.541921146106862,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,normalized_AUC_um,128,285,-55.660458084119654,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,normalized_AUC_um,128,285,-56.539271674149894,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,normalized_AUC_um,128,235,-47.915976122189896,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,normalized_AUC_um,128,235,-48.3371931970626,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,normalized_AUC_um,235,285,-14.869208224192562,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,normalized_AUC_um,235,285,-15.400429299025047,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,normalized_AUC_um,128,285,-55.660458084119654,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,normalized_AUC_um,128,285,-56.29348723264087,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,raw_AUC_200,128,235,-37.31659049704323,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,raw_AUC_200,128,235,-40.24352584494325,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,raw_AUC_200,235,285,-5.212691289308726,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,raw_AUC_200,235,285,-4.018157669458836,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,raw_AUC_200,128,285,-40.58408312404557,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,raw_AUC_200,128,285,-42.644635194202856,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,raw_AUC_200,128,235,-37.31659049704323,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,raw_AUC_200,128,235,-40.04098659977213,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,raw_AUC_200,235,285,-5.212691289308726,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,raw_AUC_200,235,285,-4.809341350709798,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,raw_AUC_200,128,285,-40.58408312404557,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,raw_AUC_200,128,285,-42.92462022470691,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,vessel_core_P95,128,235,23.297046825971496,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,vessel_core_P95,128,235,20.85567865512377,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,vessel_core_P95,235,285,7.917945317665898,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,vessel_core_P95,235,285,9.761713900816432,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,3,vessel_core_P95,128,285,33.059639571948836,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,3,vessel_core_P95,128,285,32.653264238327026,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,vessel_core_P95,128,235,23.297046825971496,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,vessel_core_P95,128,235,20.903400222330095,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,vessel_core_P95,235,285,7.917945317665898,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,vessel_core_P95,235,285,9.077762561561231,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,3,vessel_core_P95,128,285,33.059639571948836,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,3,vessel_core_P95,128,285,31.878723823367313,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,normalized_AUC_um,128,235,-49.20575650049184,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,normalized_AUC_um,128,235,-48.888299896025465,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,normalized_AUC_um,235,285,-12.337175214497302,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,normalized_AUC_um,235,285,-11.154160326459683,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,normalized_AUC_um,128,285,-55.47233131990456,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,normalized_AUC_um,128,285,-54.589380871202046,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,normalized_AUC_um,128,235,-49.20575650049184,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,normalized_AUC_um,128,235,-49.066218151228675,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,normalized_AUC_um,235,285,-12.337175214497302,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,normalized_AUC_um,235,285,-10.803271366925943,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,normalized_AUC_um,128,285,-55.47233131990456,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,normalized_AUC_um,128,285,-54.56873282178951,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,raw_AUC_200,128,235,-37.14064704199936,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,raw_AUC_200,128,235,-38.99373914648416,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,raw_AUC_200,235,285,-5.098560908448007,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,raw_AUC_200,235,285,-2.7551494809147066,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,raw_AUC_200,128,285,-40.34556943921933,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,raw_AUC_200,128,285,-40.674552825715274,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,raw_AUC_200,128,235,-37.14064704199936,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,raw_AUC_200,128,235,-38.87288738656865,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,raw_AUC_200,235,285,-5.098560908448007,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,raw_AUC_200,235,285,-2.495833865165373,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,raw_AUC_200,128,285,-40.34556943921933,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,raw_AUC_200,128,285,-40.39851856397244,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,vessel_core_P95,128,235,23.592461637099486,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,128,235,19.87868196924077,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,vessel_core_P95,235,285,8.261601316867145,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,235,285,8.01893495620614,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,5,vessel_core_P95,128,285,33.803178075258614,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,5,vessel_core_P95,128,285,29.491675502711406,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,vessel_core_P95,128,235,23.592461637099486,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,128,235,20.59771078991908,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,vessel_core_P95,235,285,8.261601316867145,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,235,285,7.65373167758521,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,5,vessel_core_P95,128,285,33.803178075258614,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,5,vessel_core_P95,128,285,29.82793598308971,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,normalized_AUC_um,128,235,-62.86986835349347,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,128,235,-62.55968449423055,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,normalized_AUC_um,235,285,-16.755797235263472,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,235,285,-13.12727633769895,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,normalized_AUC_um,128,285,-69.0913179253685,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,normalized_AUC_um,128,285,-67.47457817237925,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,normalized_AUC_um,128,235,-62.86986835349347,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,128,235,-62.29558032397553,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,normalized_AUC_um,235,285,-16.755797235263472,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,235,285,-13.488212616049088,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,normalized_AUC_um,128,285,-69.0913179253685,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,normalized_AUC_um,128,285,-67.38123261552516,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,raw_AUC_200,128,235,-39.23309732067914,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,128,235,-41.95988644402642,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,raw_AUC_200,235,285,-10.561019957695141,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,235,285,-5.829825511237108,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,raw_AUC_200,128,285,-45.6507020403154,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,raw_AUC_200,128,285,-45.34352379086356,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,raw_AUC_200,128,235,-39.23309732067914,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,128,235,-41.681056260429905,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,raw_AUC_200,235,285,-10.561019957695141,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,235,285,-6.805179133740493,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,raw_AUC_200,128,285,-45.6507020403154,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,raw_AUC_200,128,285,-45.649764850812986,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,vessel_core_P95,128,235,63.45174447630752,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,128,235,57.076456200623824,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,vessel_core_P95,235,285,4.479995203735247,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,235,285,7.951285153025866,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,7,vessel_core_P95,128,285,70.77437478926768,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,7,vessel_core_P95,128,285,69.5660531414032,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,vessel_core_P95,128,235,63.45174447630752,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,128,235,56.96677666508312,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,vessel_core_P95,235,285,4.479995203735247,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,235,285,7.689147329827752,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,7,vessel_core_P95,128,285,70.77437478926768,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,7,vessel_core_P95,128,285,69.03618338174306,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,normalized_AUC_um,128,235,-54.171304065236974,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,128,235,-53.6600711245671,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,normalized_AUC_um,235,285,-8.240725683670139,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,235,285,-6.689733083530645,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,normalized_AUC_um,128,285,-57.94792118162408,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,normalized_AUC_um,128,285,-56.760088677431504,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,normalized_AUC_um,128,235,-54.171304065236974,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,128,235,-53.212891670479536,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,normalized_AUC_um,235,285,-8.240725683670139,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,235,285,-6.655787895325378,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,normalized_AUC_um,128,285,-57.94792118162408,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,normalized_AUC_um,128,285,-56.326942363248534,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,raw_AUC_200,128,235,-41.247361130982696,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,128,235,-43.25121203620059,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,raw_AUC_200,235,285,-5.6048138232143385,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,235,285,-1.9838945293061248,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,raw_AUC_200,128,285,-44.54033715581657,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,raw_AUC_200,128,285,-44.377048136061944,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,raw_AUC_200,128,235,-41.247361130982696,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,128,235,-42.740867831241765,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,raw_AUC_200,235,285,-5.6048138232143385,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,235,285,-2.5482236315221187,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,raw_AUC_200,128,285,-44.54033715581657,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,raw_AUC_200,128,285,-44.19995856837054,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,vessel_core_P95,128,235,30.893909478432654,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,128,235,21.507061847694303,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,vessel_core_P95,235,285,2.3349210501804776,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,235,285,5.077207434018795,ok
OMAG-A_vs_OMAG-B,native,OMAG-A,10,vessel_core_P95,128,285,33.95017892424876,ok
OMAG-A_vs_OMAG-B,native,OMAG-B,10,vessel_core_P95,128,285,27.67622742468325,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,vessel_core_P95,128,235,30.893909478432654,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,128,235,21.616593961495916,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,vessel_core_P95,235,285,2.3349210501804776,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,235,285,3.987381454022442,ok
OMAG-A_vs_OMAG-B,common,OMAG-A,10,vessel_core_P95,128,285,33.95017892424876,ok
OMAG-A_vs_OMAG-B,common,OMAG-B,10,vessel_core_P95,128,285,26.46591147413038,ok
