bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,54741625.2315763,0.18885918514637,1.19474165631504
5,9,7,17874529.7137664,0.0616673162759748,0.390113467507341
10,14,12,3067103.35143636,0.0105815389525163,0.0669398492040161
15,19,17,21839502.0635827,0.0753465127548228,0.476649400856473
20,24,22,4399924.21788602,0.0151797850169858,0.0960288030452109
25,29,27,1584595.83906678,0.0054668723788613,0.0345839687686973
30,34,32,17954486.0417848,0.0619431664520149,0.391858522670856
35,39,37,38442642.3107058,0.132627521944405,0.839014661203852
40,44,42,-1076914.82831285,-0.00371536753040884,-0.0235037779796599
45,49,47,12605736.6874249,0.0434899246941525,0.275121512474167
50,54,52,13117417.5160373,0.0452552289564568,0.286288999703399
55,59,57,3395718.55081343,0.011715264860699,0.07411191006142
60,64,62,7910733.47875053,0.0272921140427733,0.172652579807176
65,69,67,-394203.246972188,-0.00136000536502663,-0.0086035268083464
70,74,72,-390507.709302912,-0.001347255721041,-0.00852287131488437
75,79,77,-4159724.56019653,-0.0143510936613352,-0.0907864205682525
80,84,82,15374370.3762777,0.0530417401587748,0.335547230292307
85,89,87,1303513.48946765,0.00449713530438184,0.0284493172946068
90,94,92,-12996823.0075124,-0.0448391766285109,-0.283657012029522
95,99,97,-5169057.59015986,-0.0178333032737424,-0.112815218779678
100,104,102,-5370300.99462617,-0.0185275951443767,-0.117207376983922
105,109,107,6841250.28924106,0.0236023857447177,0.149310998116273
110,114,112,1874212.18651395,0.00646605183603952,0.0409048756321886
115,119,117,561718.670063194,0.00193793534373263,0.0122595683159818
120,124,122,-7280368.32908546,-0.0251173476194749,-0.158894794944046
125,129,127,8474239.27363144,0.0292362149859999,0.184951152307921
