z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-197,-216,17394245.2356584,4574893.70627148,12819351.5293869,4988830.92920656,above_vessel
2,-196,-215,11061242.7923337,6072411.86312718,4988830.92920656,2579584.76828195,above_vessel
3,-195,-214,3303761.38384276,3133422.77648541,170338.60735735,624808.802332565,above_vessel
4,-194,-213,702599.771557514,1789247.57943644,-1086647.80787893,624808.802332565,above_vessel
5,-193,-212,4505153.87904625,3880345.07671368,624808.802332565,170338.60735735,above_vessel
6,-192,-211,8338434.20330053,6566674.88959134,1771759.31370919,-1086647.80787893,above_vessel
7,-191,-210,2786257.56364592,5474901.5726634,-2688644.00901748,624808.802332565,above_vessel
8,-190,-209,1825535.409388,4286101.10997853,-2460565.70059054,76492.9715909716,above_vessel
9,-189,-208,11139647.605187,5887139.67641054,5252507.92877642,-2103811.66920509,above_vessel
10,-188,-207,7464584.18979764,7388091.21820666,76492.9715909716,-2103811.66920509,above_vessel
11,-187,-206,3034130.90578516,5137942.57499025,-2103811.66920509,-2103811.66920509,above_vessel
12,-186,-205,1137498.80754869,4556449.74792699,-3418950.9403783,-2103811.66920509,above_vessel
13,-185,-204,2868948.84887396,7019311.92118166,-4150363.0723077,-2103811.66920509,above_vessel
14,-184,-203,5457317.54684468,4151856.93074097,1305460.6161037,-1933374.8817102,above_vessel
15,-183,-202,1451402.75469079,3384777.63640099,-1933374.8817102,-1933374.8817102,above_vessel
16,-182,-201,1180257.19275324,1827468.04498214,-647210.852228902,-647210.852228902,above_vessel
17,-181,-200,4583487.32009475,6584095.48285843,-2000608.16276368,-1255510.34488414,above_vessel
18,-180,-199,4040006.44005591,3730161.17918637,309845.26086954,-1255510.34488414,above_vessel
19,-179,-198,5093606.3227775,6349116.66766163,-1255510.34488414,-1255510.34488414,above_vessel
20,-178,-197,51567.9086882945,4069894.6603548,-4018326.75166651,-1255510.34488414,above_vessel
21,-177,-196,6424139.0503509,3925042.5031184,2499096.5472325,-3710751.20599276,above_vessel
22,-176,-195,83770.1351569206,3794521.34114968,-3710751.20599276,-3710751.20599276,above_vessel
23,-175,-194,653864.372176254,4497781.26679768,-3843916.89462142,-3710751.20599276,above_vessel
24,-174,-193,580169.440829226,2926032.17436511,-2345862.73353588,-3826952.3816233,above_vessel
25,-173,-192,2382519.13759797,6209471.51922126,-3826952.3816233,-3826952.3816233,above_vessel
26,-172,-191,128121.341864439,4613592.33780053,-4485470.99593609,-2345862.73353588,above_vessel
27,-171,-190,3631181.30864202,2986450.9394063,644730.369235713,179315.615558242,above_vessel
28,-170,-189,9211714.7896585,2137869.21448117,7073845.57517732,311919.133709876,above_vessel
29,-169,-188,1943297.61102519,1763981.99546695,179315.615558242,311919.133709876,above_vessel
30,-168,-187,4398208.9648107,4086289.83110083,311919.133709876,311919.133709876,above_vessel
31,-167,-186,1829349.87256495,1840902.80829322,-11552.9357282701,179315.615558242,above_vessel
32,-166,-185,14692205.4609265,2299660.10015014,12392545.3607763,311919.133709876,above_vessel
33,-165,-184,423180.91587977,2421787.46189083,-1998606.54601106,1413297.7767924,above_vessel
34,-164,-183,8197276.32680668,2920508.03462523,5276768.29218145,1413297.7767924,above_vessel
35,-163,-182,6034106.93009741,4620809.15330501,1413297.7767924,1413297.7767924,above_vessel
36,-162,-181,3189360.38086694,4825424.1859031,-1636063.80503616,3244440.89687112,above_vessel
37,-161,-180,5617808.47381868,2373367.57694756,3244440.89687112,3244440.89687112,above_vessel
38,-160,-179,19430374.267116,1583072.81968844,17847301.4474275,7331411.40435723,above_vessel
39,-159,-178,20574132.2948086,2438342.2411112,18135790.0536974,7331411.40435723,above_vessel
40,-158,-177,9439303.10039733,2107891.6960401,7331411.40435723,7331411.40435723,above_vessel
41,-157,-176,1155889.19183742,1568035.38498641,-412146.193148985,-412146.193148985,above_vessel
42,-156,-175,231856.611227978,2845235.27577924,-2613378.66455126,-412146.193148985,above_vessel
43,-155,-174,1657787.29030493,2191228.32427083,-533441.033965895,-412146.193148985,above_vessel
44,-154,-173,14718109.5023576,3842775.29663135,10875334.2057262,1697625.41411397,above_vessel
45,-153,-172,5117333.35736986,3419707.9432559,1697625.41411397,1697625.41411397,above_vessel
46,-152,-171,12669830.1171508,4570593.84009875,8099236.27705204,8099236.27705204,above_vessel
47,-151,-170,3028852.40003997,2751496.26248305,277356.137556926,1697625.41411397,above_vessel
48,-150,-169,13812802.7739367,4119853.69413926,9692949.07979744,8099236.27705204,above_vessel
49,-149,-168,1138801.22831668,2778745.30853161,-1639944.08021492,277356.137556926,above_vessel
50,-148,-167,16462105.1856244,3754669.12078684,12707436.0648376,9692949.07979744,above_vessel
51,-147,-166,54637.4075855354,4232533.10281408,-4177895.69522854,9741057.18217377,above_vessel
52,-146,-165,15100709.8823723,3334000.32900593,11766709.5533663,10203709.0451261,above_vessel
53,-145,-164,11703965.5815222,1962908.39934839,9741057.18217377,9741057.18217377,above_vessel
54,-144,-163,15851616.0514149,5647907.00628883,10203709.0451261,9741057.18217377,above_vessel
55,-143,-162,4995438.64381487,1620003.17490591,3375435.46890896,3375435.46890896,above_vessel
56,-142,-161,3357766.93755072,1504935.7236263,1852831.21392441,1852831.21392441,above_vessel
57,-141,-160,553140.093598027,2366410.29617791,-1813270.20257988,57710.3823676631,above_vessel
58,-140,-159,3411204.53759716,6442408.78439127,-3031204.24679411,57710.3823676631,above_vessel
59,-139,-158,2010846.30545868,1953135.92309101,57710.3823676631,-393866.488778782,above_vessel
60,-138,-157,5747865.12989404,2998022.78003818,2749842.34985587,-393866.488778782,above_vessel
61,-137,-156,3504913.50226603,3898779.99104482,-393866.488778782,-393866.488778782,above_vessel
62,-136,-155,63170.9038790195,4007770.51517657,-3944599.61129755,-393866.488778782,above_vessel
63,-135,-154,750517.101947204,3464889.20497596,-2714372.10302876,-393866.488778782,above_vessel
64,-134,-153,11593930.1445435,2533252.70391868,9060677.44062477,2028192.73639536,above_vessel
65,-133,-152,4794043.3108038,2037546.68424318,2756496.62656062,2028192.73639536,above_vessel
66,-132,-151,3459709.91995712,1431517.18356176,2028192.73639536,2756496.62656062,above_vessel
67,-131,-150,3619061.30137436,4510264.66082602,-891203.359451666,2028192.73639536,above_vessel
68,-130,-149,35912445.0120863,1375193.73000284,34537251.2820835,1108226.73463872,above_vessel
69,-129,-148,4397822.59376169,3289595.85912297,1108226.73463872,-834247.357639303,above_vessel
70,-128,-147,3928881.32211467,5102305.7665583,-1173424.44444363,1108226.73463872,above_vessel
71,-127,-146,1179037.81582853,2013285.17346783,-834247.357639303,1108226.73463872,above_vessel
72,-126,-145,5577322.16190543,3834899.21292346,1742422.94898197,1742422.94898197,above_vessel
73,-125,-144,11654161.3963973,3872278.72050903,7781882.67588827,1742422.94898197,above_vessel
74,-124,-143,6312951.1258744,3944654.81278095,2368296.31309345,1742422.94898197,above_vessel
75,-123,-142,1524407.99685916,7700216.9976004,-6175809.00074125,2368296.31309345,above_vessel
76,-122,-141,6037904.12320636,5288125.17418228,749778.949024078,749778.949024078,above_vessel
77,-121,-140,4967835.7886698,2323711.65410171,2644124.13456809,749778.949024078,above_vessel
78,-120,-139,279493.443611434,3273958.82319199,-2994465.37958055,749778.949024078,above_vessel
79,-119,-138,3224861.32844566,1104131.67627418,2120729.65217148,-844034.758266376,above_vessel
80,-118,-137,1243553.40596877,6423322.81735568,-5179769.41138691,-844034.758266376,above_vessel
81,-117,-136,2311461.16133339,3155495.91959977,-844034.758266376,2120729.65217148,above_vessel
82,-116,-135,5312655.421441,1413166.34099824,3899489.08044275,-844034.758266376,above_vessel
83,-115,-134,6792907.2953029,4379571.89113489,2413335.40416801,-844034.758266376,above_vessel
84,-114,-133,128165.812419203,2533537.86935632,-2405372.05693711,2413335.40416801,above_vessel
85,-113,-132,1978263.07844294,3824717.95987687,-1846454.88143393,1605729.50927335,above_vessel
86,-112,-131,4719925.53520805,2263123.61830285,2456801.9169052,1605729.50927335,above_vessel
87,-111,-130,7502591.68790932,5896862.17863597,1605729.50927335,2456801.9169052,above_vessel
88,-110,-129,5410676.52602365,1479800.08215753,3930876.44386611,2456801.9169052,above_vessel
89,-109,-128,7919892.8183353,3119065.05622025,4800827.76211505,3930876.44386611,above_vessel
90,-108,-127,166351.276648163,3689190.61150881,-3522839.33486065,3930876.44386611,above_vessel
91,-107,-126,21013061.8053957,6132990.52148493,14880071.2839107,483438.422496954,above_vessel
92,-106,-125,2058096.25971614,1574657.83721919,483438.422496954,-1306574.49338059,above_vessel
93,-105,-124,631472.39084518,8367375.43893064,-7735903.04808546,-1306574.49338059,above_vessel
94,-104,-123,6940733.71584617,8247308.20922676,-1306574.49338059,-1511218.48545318,above_vessel
95,-103,-122,1866036.00999093,3377254.49544411,-1511218.48545318,-1511218.48545318,above_vessel
96,-102,-121,1759579.07257646,4643143.98851207,-2883564.9159356,-1306574.49338059,above_vessel
97,-101,-120,3417032.60600088,3926677.45615467,-509644.850153788,-1511218.48545318,above_vessel
98,-100,-119,1259624.69864766,1597737.48902885,-338112.790381198,-509644.850153788,above_vessel
99,-99,-118,3221826.82535071,6007103.82671643,-2785277.00136572,-509644.850153788,above_vessel
100,-98,-117,11999531.3376832,5727154.80186623,6272376.53581698,-338112.790381198,above_vessel
101,-97,-116,1415026.62492774,4620282.68114262,-3205256.05621487,-2785277.00136572,above_vessel
102,-96,-115,5231937.74158078,3082058.36139879,2149879.38018199,2149879.38018199,above_vessel
103,-95,-114,399306.809857022,6090355.27097412,-5691048.4611171,-3205256.05621487,above_vessel
104,-94,-113,11827427.5366353,3067199.77254401,8760227.76409127,2149879.38018199,above_vessel
105,-93,-112,1282799.57750492,4758301.41469222,-3475501.8371873,4075636.74713756,above_vessel
106,-92,-111,29369413.9249321,4003721.54064783,25365692.3842843,8760227.76409127,above_vessel
107,-91,-110,6198980.52919798,2123343.78206042,4075636.74713756,12412332.6936571,above_vessel
108,-90,-109,27417556.4666363,2708213.92243007,24709342.5442063,12412332.6936571,above_vessel
109,-89,-108,15206106.2037171,2793773.51005997,12412332.6936571,6562969.73185092,above_vessel
110,-88,-107,1034605.67326793,8983376.59459227,-7948770.92132434,6562969.73185092,above_vessel
111,-87,-106,9748960.90190707,3185991.17005615,6562969.73185092,6562969.73185092,above_vessel
112,-86,-105,1187653.18325124,4374591.13115739,-3186937.94790615,-1274750.54658796,above_vessel
113,-85,-104,23888810.9766653,4219659.31235549,19669151.6643098,-1274750.54658796,above_vessel
114,-84,-103,6257124.31255474,7531874.8591427,-1274750.54658796,-1274750.54658796,above_vessel
115,-83,-102,1805522.21674302,8618428.57528693,-6812906.35854391,231977.649956129,above_vessel
116,-82,-101,2202014.89752411,1970037.24756798,231977.649956129,-1274750.54658796,above_vessel
117,-81,-100,23612153.7571273,4671799.08251248,18940354.6746148,231977.649956129,above_vessel
118,-80,-99,3369578.33009179,9624240.33829706,-6254662.00820527,3679371.58016691,above_vessel
119,-79,-98,53100950.8763095,8798682.2142048,44302268.6621047,14591485.0481982,above_vessel
120,-78,-97,10656027.084646,6976655.50447905,3679371.58016691,3679371.58016691,above_vessel
121,-77,-96,17567106.083099,2975621.03490077,14591485.0481982,3679371.58016691,above_vessel
122,-76,-95,8860.6981214807,4489772.46000287,-4480911.76188139,916008.159537937,above_vessel
123,-75,-94,5425207.52085318,6225696.20220778,-800488.681354597,916008.159537937,above_vessel
