scan_id,frame_id,variant,q_vessel,q_tail,ratio_tail_to_vessel,q_tail_direct_check,source_area_um2,tail_area_um2,requested_tail_area_um2,source_mean,tail_window_complete,source_window_complete,source_qc_valid,background_complete,background_excluded_side,valid,invalid_reason,tail_gap_um,requested_tail_length_um,lateral_width_um,x_left_edge_px,x_right_edge_px,z_top_edge_px,diameter_um,dx_um,dz_um,z_bottom_edge_px,frame_index_0based,bscan_index_matlab_1based,primary_valid,localization_source
flow03,flow03_Bscan249,x_minus_1px,2251410342305.9575,1599916661226.9263,0.7106286362655005,1599916661226.9263,17870.561914062502,88899.99999999999,88899.99999999999,125984306.09696178,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,235.59138331776035,249.59138331776035,189.5,128.0,12.7,6.7,208.6044776119403,249,250,True,short_gap_assisted
flow03,flow03_Bscan249,x_plus_1px,2383205731803.224,1681186788814.2322,0.7054308263777892,1681186788814.232,17870.561914062502,88899.99999999999,88899.99999999999,133359305.83849514,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,237.59138331776035,251.59138331776035,189.5,128.0,12.7,6.7,208.6044776119403,249,250,True,short_gap_assisted
flow03,flow03_Bscan249,z_minus_1px,2217083533130.731,1891019529248.397,0.8529311146784349,1891019529248.3967,17870.561914062502,88899.99999999999,88899.99999999999,124063448.24479684,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,236.59138331776035,250.59138331776035,188.5,128.0,12.7,6.7,207.6044776119403,249,250,True,short_gap_assisted
flow03,flow03_Bscan249,z_plus_1px,2448551683733.741,1587120313024.3252,0.6481873850439461,1587120313024.325,17870.561914062502,88899.99999999999,88899.99999999999,137015931.31254336,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,236.59138331776035,250.59138331776035,190.5,128.0,12.7,6.7,209.6044776119403,249,250,True,short_gap_assisted
flow03,flow03_Bscan249,background_skip_plus_2px,2408619665869.157,1814666614414.3135,0.753405213836235,1814666614414.3137,17870.561914062502,88899.99999999999,88899.99999999999,134781417.47595486,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,236.59138331776035,250.59138331776035,189.5,128.0,12.7,6.7,208.6044776119403,249,250,True,short_gap_assisted
flow03,flow03_Bscan499,x_minus_1px,2118141135123.101,1389483844897.378,0.6559920969650705,1389483844897.378,17875.2152734375,88899.99999999999,88899.99999999999,118495979.08175407,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,237.10703861307277,251.10703861307277,195.5,128.0,12.7,6.7,214.6044776119403,499,500,True,direct_candidate_supported
flow03,flow03_Bscan499,x_plus_1px,2067237294682.199,1283605698827.7603,0.6209280870317754,1283605698827.76,17875.2152734375,88899.99999999999,88899.99999999999,115648246.08037618,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,239.10703861307277,253.10703861307277,195.5,128.0,12.7,6.7,214.6044776119403,499,500,True,direct_candidate_supported
flow03,flow03_Bscan499,z_minus_1px,2023429112778.8184,1354915689586.6658,0.6696136183026107,1354915689586.666,17875.2152734375,88899.99999999999,88899.99999999999,113197468.21654372,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,238.10703861307277,252.10703861307277,194.5,128.0,12.7,6.7,213.6044776119403,499,500,True,direct_candidate_supported
flow03,flow03_Bscan499,z_plus_1px,2164198863377.655,1272070294843.6453,0.587778838797804,1272070294843.6453,17875.2152734375,88899.99999999999,88899.99999999999,121072604.17689323,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,238.10703861307277,252.10703861307277,196.5,128.0,12.7,6.7,215.6044776119403,499,500,True,direct_candidate_supported
flow03,flow03_Bscan499,background_skip_plus_2px,2149718181795.9507,1409455176492.3179,0.655646488189819,1409455176492.3174,17875.2152734375,88899.99999999999,88899.99999999999,120262505.87261029,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,238.10703861307277,252.10703861307277,195.5,128.0,12.7,6.7,214.6044776119403,499,500,True,direct_candidate_supported
flow05,flow05_Bscan000,x_minus_1px,2792090008910.1895,865235660447.3148,0.3098881689652384,865235660447.3147,17879.53625,88899.99999999999,88899.99999999999,156161209.65722415,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,225.30743484044365,239.30743484044365,210.5,128.0,12.7,6.7,229.6044776119403,0,1,True,direct_candidate_supported
flow05,flow05_Bscan000,x_plus_1px,2867754767052.0376,1208105216536.2893,0.4212721500514438,1208105216536.2896,17879.53625,88899.99999999999,88899.99999999999,160393129.15915465,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.30743484044365,241.30743484044365,210.5,128.0,12.7,6.7,229.6044776119403,0,1,True,direct_candidate_supported
flow05,flow05_Bscan000,z_minus_1px,2774677476116.34,1036617533625.2656,0.37359928948433974,1036617533625.2655,17879.53625,88899.99999999999,88899.99999999999,155187329.0962085,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,226.30743484044365,240.30743484044365,209.5,128.0,12.7,6.7,228.6044776119403,0,1,True,direct_candidate_supported
flow05,flow05_Bscan000,z_plus_1px,2947515900444.463,865338891336.0912,0.2935824336708768,865338891336.0913,17879.53625,88899.99999999999,88899.99999999999,164854158.36467585,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,226.30743484044365,240.30743484044365,211.5,128.0,12.7,6.7,230.6044776119403,0,1,True,direct_candidate_supported
flow05,flow05_Bscan000,background_skip_plus_2px,2915017855669.9478,819449630380.1367,0.2811130740713098,819449630380.1366,17879.53625,88899.99999999999,88899.99999999999,163036547.19623658,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,226.30743484044365,240.30743484044365,210.5,128.0,12.7,6.7,229.6044776119403,0,1,True,direct_candidate_supported
flow05,flow05_Bscan249,x_minus_1px,2229558078388.3433,1287532191623.9543,0.5774831362790329,1287532191623.9543,20430.90671875,101599.99999999999,101600.0,109126731.82253909,True,True,True,True,,True,ok,0.0,500.0,203.2,231.57377110776048,247.57377110776048,196.5,128.0,12.7,6.7,215.6044776119403,249,250,True,direct_candidate_supported
flow05,flow05_Bscan249,x_plus_1px,2217561328921.59,1251708758790.2002,0.564452825933302,1251708758790.2004,20430.90671875,101599.99999999999,101600.0,108539545.47628927,True,True,True,True,,True,ok,0.0,500.0,203.2,233.57377110776048,249.57377110776048,196.5,128.0,12.7,6.7,215.6044776119403,249,250,True,direct_candidate_supported
flow05,flow05_Bscan249,z_minus_1px,2225846678367.537,1350744426650.0933,0.6068452242365344,1350744426650.0933,20430.90671875,101599.99999999999,101600.0,108945075.66444993,True,True,True,True,,True,ok,0.0,500.0,203.2,232.57377110776048,248.57377110776048,195.5,128.0,12.7,6.7,214.6044776119403,249,250,True,direct_candidate_supported
flow05,flow05_Bscan249,z_plus_1px,2289648375008.4053,1162171854280.5718,0.5075765637054666,1162171854280.572,20430.90671875,101599.99999999999,101600.0,112067878.65695322,True,True,True,True,,True,ok,0.0,500.0,203.2,232.57377110776048,248.57377110776048,197.5,128.0,12.7,6.7,216.6044776119403,249,250,True,direct_candidate_supported
flow05,flow05_Bscan249,background_skip_plus_2px,2209220905345.035,1319248581531.1125,0.5971555756779664,1319248581531.1123,20430.90671875,101599.99999999999,101600.0,108131319.65981582,True,True,True,True,,True,ok,0.0,500.0,203.2,232.57377110776048,248.57377110776048,196.5,128.0,12.7,6.7,215.6044776119403,249,250,True,direct_candidate_supported
flow05,flow05_Bscan499,x_minus_1px,1858697679622.1812,1106534492264.8958,0.5953278493842107,1106534492264.896,19151.5652734375,95249.99999999999,95250.0,97051998.261475,True,True,True,True,,True,ok,0.0,500.0,190.5,239.33388660785567,254.33388660785567,193.5,128.0,12.7,6.7,212.6044776119403,499,500,True,direct_candidate_supported
flow05,flow05_Bscan499,x_plus_1px,1883060166357.8767,1266253618468.991,0.672444588384086,1266253618468.991,19151.5652734375,95249.99999999999,95250.0,98324086.80295235,True,True,True,True,,True,ok,0.0,500.0,190.5,241.33388660785567,256.3338866078557,193.5,128.0,12.7,6.7,212.6044776119403,499,500,True,direct_candidate_supported
flow05,flow05_Bscan499,z_minus_1px,1839154859979.596,1266735437708.7979,0.6887595304089028,1266735437708.798,19151.5652734375,95249.99999999999,95250.0,96031568.89376737,True,True,True,True,,True,ok,0.0,500.0,190.5,240.33388660785567,255.33388660785567,192.5,128.0,12.7,6.7,211.6044776119403,499,500,True,direct_candidate_supported
flow05,flow05_Bscan499,z_plus_1px,1933661302472.657,1185615675736.881,0.6131454739363004,1185615675736.8813,19151.5652734375,95249.99999999999,95250.0,100966227.81818113,True,True,True,True,,True,ok,0.0,500.0,190.5,240.33388660785567,255.33388660785567,194.5,128.0,12.7,6.7,213.6044776119403,499,500,True,direct_candidate_supported
flow05,flow05_Bscan499,background_skip_plus_2px,1868251962495.99,1159917669468.7056,0.6208571931159929,1159917669468.7056,19151.5652734375,95249.99999999999,95250.0,97550875.65021044,True,True,True,True,,True,ok,0.0,500.0,190.5,240.33388660785567,255.33388660785567,193.5,128.0,12.7,6.7,212.6044776119403,499,500,True,direct_candidate_supported
flow07,flow07_Bscan000,x_minus_1px,2152416043782.522,1353064259780.3716,0.6286258010800647,1353064259780.3713,19151.232890625,95249.99999999999,95250.0,112390468.85781346,True,True,True,True,,True,ok,0.0,500.0,190.5,221.5408017264596,236.5408017264596,213.5,128.0,12.7,6.7,232.6044776119403,0,1,True,direct_candidate_supported
flow07,flow07_Bscan000,x_plus_1px,2098831456333.3674,1450004642959.0535,0.6908628315930587,1450004642959.0535,19151.232890625,95249.99999999999,95250.0,109592498.21251963,True,True,True,True,,True,ok,0.0,500.0,190.5,223.5408017264596,238.5408017264596,213.5,128.0,12.7,6.7,232.6044776119403,0,1,True,direct_candidate_supported
flow07,flow07_Bscan000,z_minus_1px,1972843161035.753,1493200985091.6113,0.7568776953904806,1493200985091.6113,19151.232890625,95249.99999999999,95250.0,103013898.49431095,True,True,True,True,,True,ok,0.0,500.0,190.5,222.5408017264596,237.5408017264596,212.5,128.0,12.7,6.7,231.6044776119403,0,1,True,direct_candidate_supported
flow07,flow07_Bscan000,z_plus_1px,2198990334837.02,1369251679475.2605,0.622672895730005,1369251679475.2607,19151.232890625,95249.99999999999,95250.0,114822390.15084402,True,True,True,True,,True,ok,0.0,500.0,190.5,222.5408017264596,237.5408017264596,214.5,128.0,12.7,6.7,233.6044776119403,0,1,True,direct_candidate_supported
flow07,flow07_Bscan000,background_skip_plus_2px,2062051342845.484,1516277441035.6694,0.7353247756398319,1516277441035.67,19151.232890625,95249.99999999999,95250.0,107671989.29813594,True,True,True,True,,True,ok,0.0,500.0,190.5,222.5408017264596,237.5408017264596,213.5,128.0,12.7,6.7,232.6044776119403,0,1,True,direct_candidate_supported
flow07,flow07_Bscan249,x_minus_1px,1374029095621.358,909035174400.7517,0.6615836428046463,909035174400.7518,12765.826679687501,63499.99999999999,63500.0,107633381.69142315,True,True,True,True,,True,ok,0.0,500.0,127.0,232.10019069311917,242.10019069311917,199.5,128.0,12.7,6.7,218.6044776119403,249,250,True,short_gap_assisted
flow07,flow07_Bscan249,x_plus_1px,1447616323180.4724,953519064281.3052,0.6586821722114771,953519064281.3053,12765.826679687501,63499.99999999999,63500.0,113397773.56399994,True,True,True,True,,True,ok,0.0,500.0,127.0,234.10019069311917,244.10019069311917,199.5,128.0,12.7,6.7,218.6044776119403,249,250,True,short_gap_assisted
flow07,flow07_Bscan249,z_minus_1px,1407670113853.755,978344323395.0485,0.6950096572815996,978344323395.0483,12765.826679687501,63499.99999999999,63500.0,110268621.78017709,True,True,True,True,,True,ok,0.0,500.0,127.0,233.10019069311917,243.10019069311917,198.5,128.0,12.7,6.7,217.6044776119403,249,250,True,short_gap_assisted
flow07,flow07_Bscan249,z_plus_1px,1484305613275.1692,915197411403.1152,0.6165828675832479,915197411403.1152,12765.826679687501,63499.99999999999,63500.0,116271797.39459725,True,True,True,True,,True,ok,0.0,500.0,127.0,233.10019069311917,243.10019069311917,200.5,128.0,12.7,6.7,219.6044776119403,249,250,True,short_gap_assisted
flow07,flow07_Bscan249,background_skip_plus_2px,1476059130111.8865,1027657505342.7097,0.6962170311326298,1027657505342.7096,12765.826679687501,63499.99999999999,63500.0,115625816.26308116,True,True,True,True,,True,ok,0.0,500.0,127.0,233.10019069311917,243.10019069311917,199.5,128.0,12.7,6.7,218.6044776119403,249,250,True,short_gap_assisted
flow10,flow10_Bscan000,x_minus_1px,2379740930775.3594,1392658861410.7393,0.5852144842325285,1392658861410.7393,17875.54765625,88899.99999999999,88899.99999999999,133128280.9644888,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,226.8598267453137,240.8598267453137,211.5,128.0,12.7,6.7,230.6044776119403,0,1,True,direct_candidate_supported
flow10,flow10_Bscan000,x_plus_1px,2493903996528.293,1376330209086.4924,0.5518777831875046,1376330209086.4924,17875.54765625,88899.99999999999,88899.99999999999,139514830.2299049,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,228.8598267453137,242.8598267453137,211.5,128.0,12.7,6.7,230.6044776119403,0,1,True,direct_candidate_supported
flow10,flow10_Bscan000,z_minus_1px,2396913020718.099,1489453878577.4875,0.6214050596342695,1489453878577.4875,17875.54765625,88899.99999999999,88899.99999999999,134088927.89251372,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.8598267453137,241.8598267453137,210.5,128.0,12.7,6.7,229.6044776119403,0,1,True,direct_candidate_supported
flow10,flow10_Bscan000,z_plus_1px,2536298295255.3267,1435984886752.9973,0.5661735015314664,1435984886752.997,17875.54765625,88899.99999999999,88899.99999999999,141886466.587139,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.8598267453137,241.8598267453137,212.5,128.0,12.7,6.7,231.6044776119403,0,1,True,direct_candidate_supported
flow10,flow10_Bscan000,background_skip_plus_2px,2373887836622.754,1338014038846.605,0.5636382722909732,1338014038846.605,17875.54765625,88899.99999999999,88899.99999999999,132800845.16978413,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.8598267453137,241.8598267453137,211.5,128.0,12.7,6.7,230.6044776119403,0,1,True,direct_candidate_supported
flow10,flow10_Bscan249,x_minus_1px,2527421636753.812,1617165638739.0583,0.639847983898771,1617165638739.059,20434.230546875002,101599.99999999999,101600.0,123685676.88203603,True,True,True,True,,True,ok,0.0,500.0,203.2,233.752825882074,249.752825882074,193.5,128.0,12.7,6.7,212.6044776119403,249,250,True,direct_candidate_supported
flow10,flow10_Bscan249,x_plus_1px,2543972651034.6133,1753682977766.4583,0.6893482039019757,1753682977766.4585,20434.230546875002,101599.99999999999,101600.0,124495642.0159242,True,True,True,True,,True,ok,0.0,500.0,203.2,235.752825882074,251.752825882074,193.5,128.0,12.7,6.7,212.6044776119403,249,250,True,direct_candidate_supported
flow10,flow10_Bscan249,z_minus_1px,2438794014251.272,1826123432946.3816,0.7487813330175879,1826123432946.3816,20434.230546875002,101599.99999999999,101600.0,119348463.28844203,True,True,True,True,,True,ok,0.0,500.0,203.2,234.752825882074,250.752825882074,192.5,128.0,12.7,6.7,211.6044776119403,249,250,True,direct_candidate_supported
flow10,flow10_Bscan249,z_plus_1px,2641673125542.286,1619475214050.635,0.6130490553096675,1619475214050.6353,20434.230546875002,101599.99999999999,101600.0,129276858.23463884,True,True,True,True,,True,ok,0.0,500.0,203.2,234.752825882074,250.752825882074,194.5,128.0,12.7,6.7,213.6044776119403,249,250,True,direct_candidate_supported
flow10,flow10_Bscan249,background_skip_plus_2px,2516571945826.9575,1796933253490.9248,0.7140400879341615,1796933253490.925,20434.230546875002,101599.99999999999,101600.0,123154720.21586914,True,True,True,True,,True,ok,0.0,500.0,203.2,234.752825882074,250.752825882074,193.5,128.0,12.7,6.7,212.6044776119403,249,250,True,direct_candidate_supported
flow10,flow10_Bscan499,x_minus_1px,2286350321695.4067,1031722291951.9813,0.45125293449646164,1031722291951.9813,15315.867617187501,76199.99999999999,76199.99999999999,149279843.54798543,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,241.59405146316251,253.59405146316251,191.5,128.0,12.7,6.7,210.6044776119403,499,500,True,direct_candidate_supported
flow10,flow10_Bscan499,x_plus_1px,2339911367391.379,1095895934588.8185,0.4683493357317053,1095895934588.8184,15315.867617187501,76199.99999999999,76199.99999999999,152776938.65449223,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,243.59405146316251,255.59405146316251,191.5,128.0,12.7,6.7,210.6044776119403,499,500,True,direct_candidate_supported
flow10,flow10_Bscan499,z_minus_1px,2338238767186.5557,1117619727172.6165,0.4779750224214153,1117619727172.6162,15315.867617187501,76199.99999999999,76199.99999999999,152667731.63817236,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,242.59405146316251,254.59405146316251,190.5,128.0,12.7,6.7,209.6044776119403,499,500,True,direct_candidate_supported
flow10,flow10_Bscan499,z_plus_1px,2469526660266.518,952280633244.7694,0.38561261498671034,952280633244.7695,15315.867617187501,76199.99999999999,76199.99999999999,161239749.64991271,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,242.59405146316251,254.59405146316251,192.5,128.0,12.7,6.7,211.6044776119403,499,500,True,direct_candidate_supported
flow10,flow10_Bscan499,background_skip_plus_2px,2393399562895.092,1200592700982.913,0.5016265230409995,1200592700982.9133,15315.867617187501,76199.99999999999,76199.99999999999,156269277.24350485,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,242.59405146316251,254.59405146316251,191.5,128.0,12.7,6.7,210.6044776119403,499,500,True,direct_candidate_supported
